#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         356.902         103.802         1.04066        0.290841        0.232645               0           1e-30               0           1e-30
            8.3         270.833         124.841          1.4973        0.460952        0.368718               0           1e-30               0           1e-30
            8.5         205.559         150.173         2.15431        0.730559        0.584379               0           1e-30               0           1e-30
            8.7         156.061         180.696         3.09962         1.15786        0.926178               0           1e-30               0           1e-30
            8.9         118.532         217.516         4.45973         1.83508         1.46789               0           1e-30               0           1e-30
            9.1         90.0853         262.005         6.41665         2.90841         2.32645               0           1e-30               0           1e-30
            9.3         68.5278          315.88         9.23227         4.60952         3.68718               0           1e-30               0           1e-30
            9.5         52.1947         381.313         13.2834         7.30559         5.84379               0           1e-30               0           1e-30
            9.7         39.8183          461.04         19.1121         11.5786         9.26178               0           1e-30               0           1e-30
            9.9         30.4287         558.392         27.4985         18.3508         14.6789               1         178.801               1         178.801
           10.1         23.2767         676.983         39.5648         29.0841         23.2645               0           1e-30               0           1e-30
           10.3         17.7739          819.29         56.9257         46.0952         36.8718               3         502.694               0           1e-30
           10.5         13.4491         982.538         81.9047         73.0559         58.4379               3         693.451               0           1e-30
           10.7         9.92719         1149.43         117.844         115.786         92.6178               5          1516.9               0           1e-30
           10.9         6.93933         1273.42         169.554         183.508         146.789               5          1925.4               1         1170.55
           11.1         4.37143         1267.96         243.954         290.056         232.645               1         463.548               0           1e-30
           11.3         2.30535         1013.25         351.001          439.52         368.718               4         1385.67               0           1e-30
           11.5        0.929569         585.811          505.02         630.196         584.379               0           1e-30               0           1e-30
           11.7        0.270894         231.618         726.622         855.012         926.178               0           1e-30               0           1e-30
           11.9       0.0640737         70.3313         1045.46         1097.66         1467.89               0           1e-30               0           1e-30
           12.1       0.0155825         20.7779         1504.21         1333.42         2326.45               0           1e-30               0           1e-30
           12.3      0.00364136         5.58117         2164.26         1532.72         3687.18               0           1e-30               0           1e-30
           12.5     0.000644057          1.0737         3113.93         1667.09         5843.79               0           1e-30               0           1e-30
           12.7     6.55988e-05        0.112551         4480.32         1715.75         9261.78               0           1e-30               0           1e-30
           12.9     2.58349e-06      0.00431677         6446.27         1670.91         14678.9               0           1e-30               0           1e-30
           13.1     2.12951e-08     3.27891e-05         9274.89         1539.74         23264.5               0           1e-30               0           1e-30
