#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         1371.23         318.753        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         1088.15         400.898         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         862.605          503.68         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7         682.634         631.729         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9         538.736         790.168         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         423.362         984.135         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3         330.546          1217.8         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         255.655         1492.78          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         195.218         1806.61         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9         146.841         2153.73         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1         109.079         2535.61         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3         81.0413         2985.72         44.2091          36.842         26.5442               4         654.991               2         475.221
           10.5         61.3834         3584.22         63.6079         58.3906         42.0698              17         2521.26               1         411.156
           10.7         46.8792         4338.34          91.519         92.5429         66.6761              14         2497.75               1         469.132
           10.9         32.7647          4803.6         131.677         146.609         105.674              14         2531.25               1         464.786
           11.1         17.4896         3926.21         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3         5.94654         1934.16         272.591         325.258         265.442               7         1684.26               0           1e-30
           11.5         1.32614         591.358         392.203         445.926         420.698               3          948.25               0           1e-30
           11.7        0.302126         174.777         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9       0.0779244         55.3355         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1       0.0165518         13.6525         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3      0.00206671         1.87361         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     9.43162e-05       0.0889241         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7     7.67607e-07     0.000712207         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     3.71693e-10     3.21134e-07         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     1.93701e-15     1.47458e-12         7202.96         761.265         16748.3               0           1e-30               0           1e-30
