#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1          252.96         45.8571        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         225.974         64.9249        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         201.586         91.7939         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         179.438         129.499         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         159.177         182.068         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         140.452         254.613         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         122.915         353.148         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5         106.239         483.768         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7         90.1697          650.75          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9         74.6247         853.565         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1         59.8343         1084.69         21.5026         18.1282          13.275               9         975.498               5         782.743
           10.3         46.4136         1333.52         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5         35.0675         1596.83         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         25.7089         1855.37         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9         16.9894         1887.83         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         8.44339          1366.9         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3          2.5687         573.284         190.762          223.18         210.395               9         1649.62               0           1e-30
           11.5         0.51133         148.865         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7        0.114811         41.2583         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9       0.0291991         12.2556         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1      0.00587706         2.72622         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3     0.000651958        0.316269         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     2.34027e-05       0.0112341         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7     1.21397e-07     5.45653e-05         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9     2.66057e-11     1.05955e-08         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1     3.66496e-17     1.22364e-14          5040.7         333.874           13275               0           1e-30               0           1e-30
