#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         606.991         110.036        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         460.113         132.196        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         348.592         158.735         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         263.895         190.452         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         199.556         228.254         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1          150.68         273.155         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         113.574         326.311         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5         85.4622          389.16         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7         64.2752         463.871          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9         48.4774          554.49         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1         36.9154         669.209         21.5026         18.1282          13.275               9         975.498               5         782.743
           10.3          28.647         823.062         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5          22.729         1034.99         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         18.0209         1300.54         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9         13.2774         1475.35         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         7.94296         1285.88         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3         3.14279         701.409         190.762          223.18         210.395               9         1649.62               0           1e-30
           11.5        0.608843         177.255         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7       0.0367018         13.1891         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9     0.000341048        0.143146         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1     1.62018e-07     7.51562e-05         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3     6.88153e-13     3.33828e-10         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     1.65619e-21      7.9503e-19         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7     2.88457e-35     1.29655e-32         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9     3.85777e-57     1.53632e-54         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1     1.09971e-91     3.67164e-89          5040.7         333.874           13275               0           1e-30               0           1e-30
