#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         5355.17         3424.31         1.41662         0.63944        0.738765               0           1e-30               0           1e-30
            8.3         4029.51         4083.69         2.03823         1.01344         1.17086               0           1e-30               0           1e-30
            8.5         3029.19         4865.48          2.9326          1.6062         1.85569               0           1e-30               0           1e-30
            8.7         2273.52          5787.6         4.21942         2.54566         2.94108               0           1e-30               0           1e-30
            8.9         1701.79         6866.02          6.0709          4.0346          4.6613               0           1e-30               0           1e-30
            9.1         1268.27         8109.83          8.7348          6.3944         7.38765               0           1e-30               0           1e-30
            9.3         938.587         9512.06         12.5676         10.1344         11.7086               0           1e-30               0           1e-30
            9.5         686.956         11033.9         18.0823          16.062         18.5569               0           1e-30               0           1e-30
            9.7         494.193         12580.5         26.0168         25.4566         29.4108               0           1e-30               0           1e-30
            9.9         346.263         13970.3         37.4329          40.346          46.613               0           1e-30               0           1e-30
           10.1         233.208         14912.3         53.8584          63.944         73.8765               0           1e-30               0           1e-30
           10.3          148.26         15025.3         77.4913         101.344         117.086               0           1e-30               0           1e-30
           10.5         86.8938         13956.9         111.494          160.62         185.569               1         1458.67               1         1458.67
           10.7         45.6479         11620.4         160.418         254.566         294.108               0           1e-30               0           1e-30
           10.9         20.8818         8424.95         230.809          403.46          466.13               0           1e-30               0           1e-30
           11.1         8.14463            5208         332.088          639.44         738.765               0           1e-30               0           1e-30
           11.3          2.7102         2746.64         477.808         1013.44         1170.86               0           1e-30               0           1e-30
           11.5        0.788773         1266.93         687.469          1606.2         1855.69               1         921.254               0           1e-30
           11.7        0.201866         510.868         989.129         2530.72         2941.08               1         702.773               0           1e-30
           11.9       0.0425469         161.822         1423.16         3803.39          4661.3               0           1e-30               0           1e-30
           12.1      0.00644793         34.8751         2047.64         5408.74         7387.65               0           1e-30               0           1e-30
           12.3     0.000565809         4.11805         2946.14         7278.16         11708.6               0           1e-30               0           1e-30
           12.5     2.02808e-05        0.187945          4238.9         9267.17         18556.9               0           1e-30               0           1e-30
           12.7     1.70719e-07      0.00190614         6098.92         11165.4         29410.8               0           1e-30               0           1e-30
           12.9     1.41631e-10     1.80283e-06         8775.12         12729.1           46613               0           1e-30               0           1e-30
           13.1     2.94225e-15      4.0402e-11         12625.6         13731.7         73876.5               0           1e-30               0           1e-30
