#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         69.1385         4.50494       0.0906172       0.0651582       0.0193906               0           1e-30               0           1e-30
            8.3         57.3312         5.92052         0.13038        0.103269       0.0307321               0           1e-30               0           1e-30
            8.5         47.5055         7.77523         0.18759         0.16367       0.0487071               0           1e-30               0           1e-30
            8.7         39.3196         10.1995        0.269905          0.2594       0.0771955               0           1e-30               0           1e-30
            8.9          32.489         13.3569        0.388339        0.411121        0.122347               1        0.759151               0           1e-30
            9.1          26.778          17.448        0.558741        0.651582        0.193906               0           1e-30               0           1e-30
            9.3         21.9919         22.7108        0.803916         1.03269        0.307321               7         16.4506               0           1e-30
            9.5         17.9733          29.417         1.15667          1.6367        0.487071              10         34.5537               1         8.03419
            9.7         14.5987         37.8688         1.66422           2.594        0.771955              16         60.8208               1         17.5049
            9.9         11.7766          48.416         2.39448         4.11121         1.22347              14         74.9517               1         16.5184
           10.1         9.44363         60.6417         3.44517         6.42144         1.93906              20         104.154               0           1e-30
           10.3         7.54888         71.7917         4.95691         9.51024         3.07321              14         98.3916               1         24.7964
           10.5         6.01678          80.189         7.13199         13.3276         4.87071              11         100.904               0           1e-30
           10.7         4.69308         82.9409         10.2615          17.673         7.71955               6         41.9326               0           1e-30
           10.9         3.35034         74.2948         14.7642         22.1753         12.2347               4         86.6647               0           1e-30
           11.1          1.8997         50.0166         21.2427         26.3287         19.3906               2         28.1826               0           1e-30
           11.3        0.678538         20.0707          30.564         29.5793         30.7321               2         8.07903               0           1e-30
           11.5        0.107935           3.394         43.9755         31.4447         48.7071               0           1e-30               0           1e-30
           11.7      0.00453956        0.143589         63.2719         31.6306         77.1955               0           1e-30               0           1e-30
           11.9     2.26086e-05     0.000680676         91.0355         30.1069         122.347               0           1e-30               0           1e-30
           12.1     3.80439e-09      1.0316e-07         130.982          27.116         193.906               0           1e-30               0           1e-30
           12.3     3.05185e-15     7.05258e-14         188.456         23.1092         307.321               0           1e-30               0           1e-30
           12.5     5.73145e-25     1.06809e-23         271.151         18.6357         487.071               0           1e-30               0           1e-30
           12.7     2.64143e-40     3.75615e-39         390.131         14.2201         771.955               0           1e-30               0           1e-30
           12.9     1.94368e-64     1.99567e-63          561.32         10.2675         1223.47               0           1e-30               0           1e-30
           13.1    1.09727e-102    7.69729e-102         807.627         7.01492         1939.06               0           1e-30               0           1e-30
