#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1           106.4         19.2884        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         98.7267         28.3654        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         91.5583         41.6919         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         84.8395         61.2283         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         78.5094         89.7998         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         72.4985         131.427         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         66.7243         191.707         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5         61.0851         278.157         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7         55.4543         400.211          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9         49.6759         568.197         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1         43.5692          789.83         21.5026         18.1282          13.275               9         975.498               5         782.743
           10.3         36.9549         1061.76         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5         29.7246         1353.54         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         21.9806          1586.3         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9         14.2262         1580.78         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1          7.4548         1206.86         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3         2.79572         623.951         190.762          223.18         210.395               9         1649.62               0           1e-30
           11.5        0.617116         179.663         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7       0.0588222         21.1383         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9      0.00148193        0.622003         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1     4.53142e-06      0.00210202         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3     4.89683e-10     2.37549e-07         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     2.64578e-16     1.27007e-13         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7     3.22247e-26     1.44843e-23         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9     6.51172e-42     2.59324e-39         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1     9.08486e-67      3.0332e-64          5040.7         333.874           13275               0           1e-30               0           1e-30
