#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         109.184         39.9097         1.24812        0.365526        0.325297               0           1e-30               0           1e-30
            8.3         88.9859         51.5513          1.7958         0.57932        0.515561               0           1e-30               0           1e-30
            8.5         72.9686         66.9969         2.58379         0.91816         0.81711               0           1e-30               0           1e-30
            8.7         60.2534         87.6798         3.71755         1.45519         1.29503               0           1e-30               0           1e-30
            8.9         50.1427         115.645         5.34881         2.30631         2.05249               0           1e-30               0           1e-30
            9.1         42.0817          153.82         7.69586         3.65526         3.25297               0           1e-30               0           1e-30
            9.3         35.6267         206.393         11.0728          5.7932         5.15561               0           1e-30               0           1e-30
            9.5         30.4194         279.299         15.9315          9.1816          8.1711               0           1e-30               0           1e-30
            9.7          26.166         380.764         22.9223         14.5519         12.9503               0           1e-30               0           1e-30
            9.9         22.6196         521.679         32.9805         23.0631         20.5249               1         302.389               1         302.389
           10.1         19.5668         715.219         47.4523         36.5526         32.5297               0           1e-30               0           1e-30
           10.3         16.8197         974.396         68.2743          57.932         51.5561               3         1261.48               3         1261.48
           10.5         14.2157         1305.23          98.233          91.816          81.711               4         1591.28               2         759.999
           10.7         11.6332         1692.85         141.337         145.519         129.503               4         1984.78               0           1e-30
           10.9         9.02313         2081.02         203.356         230.631         205.249               7         2559.94               0           1e-30
           11.1         6.45152          2358.2         292.589         365.526         325.297               6         2398.95               0           1e-30
           11.3          4.1154         2368.66         420.976          575.56         515.561               7         3747.39               0           1e-30
           11.5         2.27164         1962.37           605.7         863.853          817.11               1         689.133               0           1e-30
           11.7         1.07012         1312.87          871.48         1226.84         1295.03               0           1e-30               0           1e-30
           11.9        0.435809         718.513         1253.88         1648.69         2052.49               0           1e-30               0           1e-30
           12.1        0.156054         327.162         1804.09         2096.46         3252.97               0           1e-30               0           1e-30
           12.3       0.0487637         123.008         2595.72         2522.53         5155.61               0           1e-30               0           1e-30
           12.5       0.0131659         37.8126         3734.71         2872.01          8171.1               0           1e-30               0           1e-30
           12.7      0.00305931         9.46583          5373.5          3094.1         12950.3               0           1e-30               0           1e-30
           12.9     0.000595816          1.8793         7731.39         3154.16         20524.9               0           1e-30               0           1e-30
           13.1     8.72587e-05        0.265486         11123.9         3042.52         32529.7               0           1e-30               0           1e-30
