#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         259.931         34.0633        0.325062        0.131047       0.0721265               0           1e-30               0           1e-30
            8.3         232.354         48.2589        0.467699        0.207696        0.114313               0           1e-30               0           1e-30
            8.5         207.477         68.2964        0.672924        0.329176        0.181174               0           1e-30               0           1e-30
            8.7         184.914         96.4713        0.968203        0.521709        0.287141               0           1e-30               0           1e-30
            8.9         164.288         135.842         1.39305        0.826853        0.455088               0           1e-30               0           1e-30
            9.1         145.225         190.314         2.00432         1.31047        0.721265               0           1e-30               0           1e-30
            9.3         127.353         264.508         2.88381         2.07696         1.14313               1         43.4003               1         43.4003
            9.5         110.319         363.144         4.14922         3.29176         1.81174               2         48.9179               1         30.6263
            9.7         93.8393         489.568         5.96989         5.21709         2.87141               3         108.405               1         62.6553
            9.9         77.8074         643.353         8.58947         8.26853         4.55088               8          269.84               3         142.024
           10.1         62.4565         818.475         12.3585         13.1047         7.21265              22          638.49               0           1e-30
           10.3         48.4684         1006.67         17.7814         20.7696         11.4313              30         1394.81               3         378.069
           10.5         36.7005         1206.79         25.5839          32.882         18.1174              30         1288.46               1         114.844
           10.7         27.1969         1363.73           36.81         50.1429         28.7141              30         1483.11               0           1e-30
           10.9          18.432         1333.62         52.9622         72.3537         45.5088              21         1699.58               1          414.84
           11.1         9.48041         936.567          76.202         98.7898         72.1265              11         655.553               0           1e-30
           11.3         2.93205         374.227         109.639         127.633         114.313               3         260.191               0           1e-30
           11.5        0.544746          84.998         157.749         156.032         181.174               0           1e-30               0           1e-30
           11.7        0.111461         20.1181         226.969         180.495         287.141               0           1e-30               0           1e-30
           11.9       0.0283182         5.59477         326.563         197.568         455.088               0           1e-30               0           1e-30
           12.1      0.00592839         1.21312         469.858         204.629         721.265               0           1e-30               0           1e-30
           12.3     0.000715668        0.143526         676.031         200.548         1143.13               0           1e-30               0           1e-30
           12.5      3.0129e-05      0.00560344         972.672         185.982         1811.74               0           1e-30               0           1e-30
           12.7     2.06287e-07     3.36661e-05         1399.48           163.2         2871.41               0           1e-30               0           1e-30
           12.9     7.07068e-11      9.5815e-09         2013.57          135.51         4550.88               0           1e-30               0           1e-30
           13.1     1.91499e-16     2.03887e-14         2897.12         106.469         7212.65               0           1e-30               0           1e-30
