#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         752.314         174.881        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         570.575         210.211         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         432.768         252.696         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7         328.327         303.843         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9         249.251         365.579         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         189.494         440.492         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3         144.491         532.333         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         110.804         646.993          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         85.8382         794.372         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9         67.6017         991.518         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1         54.4885         1266.62         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3         45.0534         1659.86         44.2091          36.842         26.5442               4         654.991               2         475.221
           10.5         37.8046         2207.44         63.6079         58.3906         42.0698              17         2521.26               1         411.156
           10.7         31.1318         2881.02          91.519         92.5429         66.6761              14         2497.75               1         469.132
           10.9         23.6473         3466.91         131.677         146.609         105.674              14         2531.25               1         464.786
           11.1         15.1264         3395.69         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3         7.26535         2363.11         272.591         325.258         265.442               7         1684.26               0           1e-30
           11.5         2.36018         1052.47         392.203         445.926         420.698               3          948.25               0           1e-30
           11.7        0.544019          314.71         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9        0.124856         88.6628         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1        0.031059         25.6184         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3        0.006359         5.76485         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     0.000805064        0.759038         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7     4.29879e-05       0.0398853         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     5.40517e-07     0.000466994         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     6.47824e-10     4.93166e-07         7202.96         761.265         16748.3               0           1e-30               0           1e-30
