#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         252.219         45.7226        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         225.325         64.7387        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         201.028         91.5398         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         178.968          129.16         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         158.794          181.63         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         140.155         254.075         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         122.697         352.525         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5         106.081         483.051         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7         90.0277         649.726          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9         74.4241          851.27         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1         59.4942         1078.52         21.5026         18.1282          13.275               9         975.498               5         782.743
           10.3         45.9259         1319.51         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5         34.6018         1575.63         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         25.5131         1841.24         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9         16.8806         1875.73         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         7.81243         1264.75         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3         1.69721         378.785         190.762          223.18         210.395               9         1649.62               0           1e-30
           11.5        0.098999          28.822         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7     0.000681307        0.244834         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9     1.55491e-07     6.52636e-05         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1     1.61119e-13     7.47391e-11         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3     3.43451e-23      1.6661e-20         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5      1.4928e-38     7.16597e-36         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7      1.3263e-62     5.96145e-60         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9    1.19724e-100     4.76792e-98         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1    3.67899e-161    1.22832e-158          5040.7         333.874           13275               0           1e-30               0           1e-30
