#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         1349.97         313.811        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         1071.29         394.686         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         849.246          495.88         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7          672.06         621.944         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9         530.375         777.904         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         416.746         968.757         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3         325.286         1198.42         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         251.407         1467.98          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         191.672         1773.79         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9         143.731         2108.11         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1         106.266         2470.23         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3         78.6631         2898.11         44.2091          36.842         26.5442               4         654.991               2         475.221
           10.5         59.9104          3498.2         63.6079         58.3906         42.0698              17         2521.26               1         411.156
           10.7         46.6521         4317.32          91.519         92.5429         66.6761              14         2497.75               1         469.132
           10.9         32.9497         4830.71         131.677         146.609         105.674              14         2531.25               1         464.786
           11.1         16.4446         3691.62         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3          4.0795         1326.89         272.591         325.258         265.442               7         1684.26               0           1e-30
           11.5        0.308978         137.781         392.203         445.926         420.698               3          948.25               0           1e-30
           11.7      0.00345364          1.9979         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9     1.83944e-06      0.00130622         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1     7.83841e-12     6.46536e-09         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3     1.58077e-20     1.43308e-17         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     1.70767e-34     1.61004e-31         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7     8.15055e-57      7.5623e-54         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     2.23089e-92     1.92744e-89         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1    6.30089e-149    4.79665e-146         7202.96         761.265         16748.3               0           1e-30               0           1e-30
