#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         66.4862         4.33212       0.0906172       0.0651582       0.0193906               0           1e-30               0           1e-30
            8.3         56.9363         5.87975         0.13038        0.103269       0.0307321               0           1e-30               0           1e-30
            8.5         48.7337         7.97626         0.18759         0.16367       0.0487071               0           1e-30               0           1e-30
            8.7         41.6777         10.8112        0.269905          0.2594       0.0771955               0           1e-30               0           1e-30
            8.9         35.5938         14.6334        0.388339        0.411121        0.122347               1        0.759151               0           1e-30
            9.1         30.3298         19.7624        0.558741        0.651582        0.193906               0           1e-30               0           1e-30
            9.3         25.7511         26.5928        0.803916         1.03269        0.307321               7         16.4506               0           1e-30
            9.5         21.7376         35.5779         1.15667          1.6367        0.487071              10         34.5537               1         8.03419
            9.7         18.1817         47.1632         1.66422           2.594        0.771955              16         60.8208               1         17.5049
            9.9         14.9873         61.6159         2.39448         4.11121         1.22347              14         74.9517               1         16.5184
           10.1         12.0725         77.5227         3.44517         6.42144         1.93906              20         104.154               0           1e-30
           10.3         9.37726           89.18         4.95691         9.51024         3.07321              14         98.3916               1         24.7964
           10.5         6.87922         91.6832         7.13199         13.3276         4.87071              11         100.904               0           1e-30
           10.7         4.61513         81.5632         10.2615          17.673         7.71955               6         41.9326               0           1e-30
           10.9         2.69489         59.7599         14.7642         22.1753         12.2347               4         86.6647               0           1e-30
           11.1         1.27221         33.4956         21.2427         26.3287         19.3906               2         28.1826               0           1e-30
           11.3        0.438482           12.97          30.564         29.5793         30.7321               2         8.07903               0           1e-30
           11.5       0.0997037         3.13516         43.9755         31.4447         48.7071               0           1e-30               0           1e-30
           11.7       0.0162961        0.515455         63.2719         31.6306         77.1955               0           1e-30               0           1e-30
           11.9      0.00310404       0.0934532         91.0355         30.1069         122.347               0           1e-30               0           1e-30
           12.1     0.000686359       0.0186113         130.982          27.116         193.906               0           1e-30               0           1e-30
           12.3     0.000119973      0.00277249         188.456         23.1092         307.321               0           1e-30               0           1e-30
           12.5     1.27491e-05     0.000237588         271.151         18.6357         487.071               0           1e-30               0           1e-30
           12.7     5.88031e-07     8.36188e-06         390.131         14.2201         771.955               0           1e-30               0           1e-30
           12.9     7.00186e-09     7.18914e-08          561.32         10.2675         1223.47               0           1e-30               0           1e-30
           13.1     9.53488e-12     6.68864e-11         807.627         7.01492         1939.06               0           1e-30               0           1e-30
