#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         410.967         53.8562        0.325062        0.131047       0.0721265               0           1e-30               0           1e-30
            8.3         339.142         70.4384        0.467699        0.207696        0.114313               0           1e-30               0           1e-30
            8.5         280.016         92.1746        0.672924        0.329176        0.181174               0           1e-30               0           1e-30
            8.7         231.257         120.649        0.968203        0.521709        0.287141               0           1e-30               0           1e-30
            8.9         190.955         157.891         1.39305        0.826853        0.455088               0           1e-30               0           1e-30
            9.1         157.547         206.461         2.00432         1.31047        0.721265               0           1e-30               0           1e-30
            9.3          129.75         269.485         2.88381         2.07696         1.14313               1         43.4003               1         43.4003
            9.5         106.511          350.61         4.14922         3.29176         1.81174               2         48.9179               1         30.6263
            9.7         86.9721         453.741         5.96989         5.21709         2.87141               3         108.405               1         62.6553
            9.9         70.4368         582.409         8.58947         8.26853         4.55088               8          269.84               3         142.024
           10.1         56.3542         738.507         12.3585         13.1047         7.21265              22          638.49               0           1e-30
           10.3         44.2898         919.882         17.7814         20.7696         11.4313              30         1394.81               3         378.069
           10.5         33.8813         1114.09         25.5839          32.882         18.1174              30         1288.46               1         114.844
           10.7          24.782         1242.64           36.81         50.1429         28.7141              30         1483.11               0           1e-30
           10.9         16.6802         1206.88         52.9622         72.3537         45.5088              21         1699.58               1          414.84
           11.1         9.57463         945.876          76.202         98.7898         72.1265              11         655.553               0           1e-30
           11.3          4.1401         528.414         109.639         127.633         114.313               3         260.191               0           1e-30
           11.5         1.17654         183.578         157.749         156.032         181.174               0           1e-30               0           1e-30
           11.7        0.230176         41.5457         226.969         180.495         287.141               0           1e-30               0           1e-30
           11.9        0.048246         9.53187         326.563         197.568         455.088               0           1e-30               0           1e-30
           12.1       0.0115728         2.36813         469.858         204.629         721.265               0           1e-30               0           1e-30
           12.3      0.00226384        0.454009         676.031         200.548         1143.13               0           1e-30               0           1e-30
           12.5     0.000268737       0.0499802         972.672         185.982         1811.74               0           1e-30               0           1e-30
           12.7     1.32663e-05      0.00216506         1399.48           163.2         2871.41               0           1e-30               0           1e-30
           12.9     1.66543e-07     2.25683e-05         2013.57          135.51         4550.88               0           1e-30               0           1e-30
           13.1     3.01293e-10     3.20784e-08         2897.12         106.469         7212.65               0           1e-30               0           1e-30
