#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1          259.29         33.9793        0.325062        0.131047       0.0721265               0           1e-30               0           1e-30
            8.3         231.797         48.1433        0.467699        0.207696        0.114313               0           1e-30               0           1e-30
            8.5             207         68.1395        0.672924        0.329176        0.181174               0           1e-30               0           1e-30
            8.7         184.515         96.2632        0.968203        0.521709        0.287141               0           1e-30               0           1e-30
            8.9         163.966         135.576         1.39305        0.826853        0.455088               0           1e-30               0           1e-30
            9.1         144.979         189.992         2.00432         1.31047        0.721265               0           1e-30               0           1e-30
            9.3         127.178         264.144         2.88381         2.07696         1.14313               1         43.4003               1         43.4003
            9.5         110.198         362.747         4.14922         3.29176         1.81174               2         48.9179               1         30.6263
            9.7         93.7347         489.022         5.96989         5.21709         2.87141               3         108.405               1         62.6553
            9.9         77.6529         642.075         8.58947         8.26853         4.55088               8          269.84               3         142.024
           10.1         62.1748         814.785         12.3585         13.1047         7.21265              22          638.49               0           1e-30
           10.3         48.0411         997.794         17.7814         20.7696         11.4313              30         1394.81               3         378.069
           10.5          36.272          1192.7         25.5839          32.882         18.1174              30         1288.46               1         114.844
           10.7         27.0154         1354.63           36.81         50.1429         28.7141              30         1483.11               0           1e-30
           10.9         18.3916          1330.7         52.9622         72.3537         45.5088              21         1699.58               1          414.84
           11.1         9.00872         889.969          76.202         98.7898         72.1265              11         655.553               0           1e-30
           11.3          2.1656         276.402         109.639         127.633         114.313               3         260.191               0           1e-30
           11.5        0.150938         23.5512         157.749         156.032         181.174               0           1e-30               0           1e-30
           11.7       0.0014048         0.25356         226.969         180.495         287.141               0           1e-30               0           1e-30
           11.9     5.17499e-07     0.000102241         326.563         197.568         455.088               0           1e-30               0           1e-30
           12.1      1.0963e-12     2.24334e-10         469.858         204.629         721.265               0           1e-30               0           1e-30
           12.3     6.37031e-22     1.27755e-19         676.031         200.548         1143.13               0           1e-30               0           1e-30
           12.5     8.31994e-37     1.54736e-34         972.672         185.982         1811.74               0           1e-30               0           1e-30
           12.7     1.21274e-60      1.9792e-58         1399.48           163.2         2871.41               0           1e-30               0           1e-30
           12.9     1.14525e-98     1.55193e-96         2013.57          135.51         4550.88               0           1e-30               0           1e-30
           13.1    3.52153e-159    3.74934e-157         2897.12         106.469         7212.65               0           1e-30               0           1e-30
