# z   lg_SFRD_uncorr  e_lo  e_hi   lg_SFRD_corr  e_lo  e_hi      # Bouwens2015 Table 7
# 
3.8            -1.38  0.06  0.06          -1.00  0.06  0.06
4.9            -1.60  0.06  0.06          -1.26  0.06  0.06
5.9            -1.80  0.06  0.06          -1.55  0.06  0.06
6.8            -1.92  0.06  0.06          -1.69  0.06  0.06
7.9            -2.23  0.07  0.07          -2.08  0.07  0.07
10.4           -3.28  0.45  0.36          -3.13  0.45  0.36
