#        _id   snrFIRSMM     zFIRSMM      snr100      snr160      snr250      snr350      snr500      snr850     snr1160
#
   1.622e+04       3.372       0.997       1.964       2.741         -99         -99         -99      1e-109         -99
   1.622e+04       1.299        2.15   4.722e-05       1.299         -99         -99         -99      1e-109         -99
   1.622e+04       3.528      0.8421       3.272       1.321         -99         -99         -99      1e-109         -99
   1.622e+04       4.926      0.8206       2.719       3.999      0.9372         -99         -99      1e-109         -99
   1.622e+04       1.689        1.21      0.9375       1.405         -99         -99         -99      1e-109         -99
   1.623e+04      0.1576        1.68      0.1576   1.746e-05         -99         -99         -99      1e-109         -99
   1.624e+04       10.49       1.172       6.906       4.454       6.366       1.431         -99      1e-109         -99
   1.625e+04       13.44       2.084       5.086       5.307       8.203        5.49       4.923       0.873       2.063
   1.625e+04       44.36      0.5284       38.13       19.31       10.28       3.742       4.554      1e-109      0.5734
   1.626e+04       5.606      0.7473       3.646       3.602       2.271         -99         -99      1e-109         -99
   1.627e+04       12.89       1.561       4.598       10.29       3.905       4.095       2.031       1.751         -99
   1.628e+04       7.117      0.8407       3.035       3.751       3.671       3.443       1.426      1e-109         -99
   1.628e+04       16.13      0.5177       11.03       10.86       4.006       2.138         -99      1e-109         -99
   1.628e+04       2.786       1.811       2.638      0.8967         -99         -99         -99      1e-109         -99
   1.629e+04       12.97       1.531       7.898       8.983       4.226       2.499         -99       1.015         -99
   1.629e+04       5.617      0.7898       2.314       3.845       3.324      0.6002         -99      1e-109         -99
    1.63e+04       8.537       2.869       1.611        3.75       2.802       3.006       5.844       1.865        1.31
    1.63e+04       1.365      0.9487         1.3      0.4174         -99         -99         -99      1e-109         -99
   1.631e+04        9.52       0.412       7.464       3.619        3.84        2.66         -99      1e-109         -99
   1.632e+04       2.897       1.214      0.5189       2.851         -99         -99         -99      1e-109         -99
   1.632e+04        4.16       3.679       1.123    1.85e-05       1.273       2.206   6.551e-08       3.065      0.4023
   1.633e+04        16.3       3.501        3.22       7.304       5.826       11.06         2.3       6.031       2.054
   1.635e+04   3.609e-05      0.1975   3.609e-05         -99         -99         -99         -99      1e-109         -99
   1.638e+04       3.065        2.06       2.066       2.264         -99         -99         -99      1e-109         -99
   1.638e+04       8.178       1.028       4.127       2.442       6.048       2.702         -99      1e-109         -99
   1.638e+04       5.216       0.518       2.847       3.788        2.18         -99         -99      1e-109         -99
    1.64e+04       1.887       1.127       1.887   1.074e-05         -99         -99         -99      1e-109         -99
    1.64e+04       1.329       0.423      0.4634       1.245         -99         -99         -99      1e-109         -99
   1.643e+04       6.964      0.9542       5.899       3.676      0.4195         -99         -99      1e-109         -99
   1.644e+04        3.78       0.972       2.123       3.051      0.6839         -99         -99      1e-109         -99
   1.644e+04       1.563      0.3704       1.549       0.208         -99         -99         -99      1e-109         -99
   1.645e+04       4.278       1.184       2.287       3.096       1.867         -99         -99      1e-109         -99
   1.646e+04       13.06       0.514       8.906       5.534       7.377       2.474         -99      1e-109         -99
   1.647e+04       8.934        2.54       1.058       4.554       5.065       2.689       5.007   4.207e-09   3.724e-10
   1.647e+04      0.5175       1.891      0.5175   2.501e-05         -99         -99         -99      1e-109         -99
   1.648e+04       1.641      0.9809        1.59      0.4053         -99         -99         -99      1e-109         -99
   1.649e+04       2.732       1.128       2.525       1.043         -99         -99         -99      1e-109         -99
   1.649e+04       3.512       1.296       3.065       1.714         -99         -99         -99      1e-109         -99
    1.65e+04          11        1.29       8.249       4.435       3.173       3.671       3.077      1e-109      0.5854
    1.65e+04       7.128       0.956       4.225        5.54       1.508         -99         -99      1e-109         -99
    1.65e+04       3.921       1.604       2.112       3.273      0.4447         -99         -99      1e-109         -99
   1.651e+04       2.492       1.873       2.485      0.1815         -99         -99         -99      1e-109         -99
   1.651e+04       4.457      0.9543    0.004102       3.333       2.958         -99         -99      1e-109         -99
   1.652e+04   3.793e-05      0.3921   3.634e-05   1.085e-05         -99         -99         -99      1e-109         -99
   1.654e+04       98.22      0.4192       71.18       65.12       16.31       8.248       2.263      1e-109         -99
   1.655e+04      0.2795       1.059      0.2795   1.302e-05         -99         -99         -99      1e-109         -99
   1.656e+04       2.072        1.29       2.029      0.4189         -99         -99         -99      1e-109         -99
   1.657e+04       5.227        2.12       2.848       3.591       2.513         -99         -99   5.736e-07         -99
   1.658e+04       7.081       1.261       4.655       3.194       3.846       1.863         -99      1e-109         -99
   1.659e+04       6.177        1.54       3.676       4.337       2.052   4.903e-08         -99       1.274         -99
    1.66e+04       1.555      0.8709   3.371e-05       1.555         -99         -99         -99      1e-109         -99
   1.661e+04      0.8086       0.091      0.8086         -99         -99         -99         -99      1e-109         -99
   1.661e+04       1.809        3.46         -99       1.405         -99      0.4616         -99        0.55      0.8857
   1.662e+04       2.111        3.14      0.1568      0.3564      0.4818       1.758         -99      0.9899   4.271e-10
   1.662e+04       4.118      0.9538        3.48       2.202         -99         -99         -99      1e-109         -99
   1.662e+04       1.703       1.772       1.462       0.874         -99         -99         -99      1e-109         -99
   1.665e+04       3.958       1.152       3.485       1.877         -99         -99         -99      1e-109         -99
   1.666e+04       5.766      0.4097       4.139       3.291       2.298         -99         -99      1e-109         -99
   1.667e+04       1.703       1.861      0.5875       1.598         -99         -99         -99      1e-109         -99
   1.667e+04       1.041         2.1     0.09305       1.037         -99         -99         -99      1e-109         -99
   1.668e+04        3.66       0.843       2.342       2.813         -99         -99         -99      1e-109         -99
   1.668e+04      0.1819       1.027      0.1819         -99         -99         -99         -99      1e-109         -99
   1.668e+04       4.142       0.801       2.298       3.424           0           0         -99      1e-109      0.3833
   1.668e+04       22.79        2.58       6.087       10.83       15.92       8.314       5.664       3.185      0.5665
    1.67e+04       13.94      0.8457       9.179       10.11       2.793         -99         -99      1e-109         -99
   1.671e+04        5.18       1.073       4.969       1.465         -99         -99         -99      1e-109         -99
   1.672e+04          13      0.3229       9.891       4.666       2.261       4.548        4.58      1e-109       1.633
   1.672e+04       5.014       0.601       4.878        1.16         -99         -99         -99      1e-109         -99
   1.672e+04        15.6      0.6372       7.112       6.047       10.46       6.811       0.694      1e-109         -99
   1.673e+04       3.775       0.906       3.758       0.353         -99         -99         -99      1e-109         -99
   1.674e+04       7.952      0.7789         4.4       3.343       5.302       2.141         -99      1e-109         -99
   1.676e+04     0.05866      0.9352    1.74e-05     0.05866         -99         -99         -99      1e-109         -99
   1.676e+04      0.3879      0.9538     0.06616      0.3822         -99         -99         -99      1e-109         -99
   1.676e+04       1.201       1.152       0.521       1.082         -99         -99         -99      1e-109         -99
   1.676e+04      0.6036        2.78      0.0543      0.6012         -99         -99         -99      1e-109         -99
   1.677e+04      0.6244        1.03       0.578      0.2361         -99         -99         -99      1e-109         -99
   1.677e+04       6.344       1.673      0.6977       4.316       3.951       2.345         -99      0.1646         -99
   1.678e+04       9.097       2.302       5.979       1.622       1.722       1.764       6.061        1.25   4.016e-10
   1.678e+04   5.022e-05        2.15   5.022e-05           0         -99         -99         -99      1e-109         -99
   1.678e+04       2.112      0.9809       1.731        1.21         -99         -99         -99      1e-109         -99
   1.679e+04       4.135       1.139       3.823       1.576         -99         -99         -99      1e-109         -99
   1.679e+04       4.613         3.3       2.434       2.422        1.64       2.015     7.8e-08      0.4522       1.593
    1.68e+04       2.109        3.02   4.853e-05       1.656         -99         -99         -99   4.388e-09       1.305
    1.68e+04       8.676      0.7929       6.437       5.261       2.482         -99         -99      1e-109         -99
    1.68e+04       14.86       1.875       7.593       5.375       10.57       3.503       2.936       0.339       1.154
    1.68e+04   5.523e-05       2.898   5.523e-05         -99         -99         -99         -99      1e-109         -99
   1.681e+04       12.08       3.138       5.127       3.352       2.872       6.213       6.092       4.769       1.285
   1.682e+04   5.311e-05        2.22   5.142e-05    1.33e-05         -99         -99         -99      1e-109         -99
   1.683e+04      0.8937        1.61      0.8937   1.563e-05         -99         -99         -99      1e-109         -99
   1.683e+04        1.83       2.299      0.8156      0.6944       1.484         -99         -99      1e-109         -99
   1.684e+04      0.9844        0.56      0.9844   1.968e-05         -99         -99         -99      1e-109         -99
   1.685e+04       5.272       3.631       2.303       2.084        3.34       2.322      0.6371      0.6994      0.8394
   1.685e+04       7.092       1.017       4.068       5.143       2.701         -99         -99      1e-109         -99
   1.685e+04       2.357        1.04        2.28      0.5978         -99         -99         -99      1e-109         -99
   1.685e+04       3.759        4.26       1.559       2.182         -99       1.621        2.05   2.955e-09      0.3336
   1.685e+04      0.9891       3.018   5.305e-05      0.9891         -99         -99         -99   3.046e-09   4.405e-10
   1.686e+04       13.48      0.7895          10       8.899       1.588         -99         -99      1e-109         -99
   1.686e+04      0.9064       1.987      0.9064   1.928e-05         -99         -99         -99      1e-109         -99
   1.686e+04       1.833      0.3758       1.016       1.526         -99         -99         -99      1e-109         -99
   1.686e+04       46.37       0.475       26.08       37.46       7.865       2.134         -99      1e-109         -99
   1.689e+04       1.751       1.851   3.515e-05       1.711         -99         -99         -99   3.157e-09      0.3729
   1.689e+04       3.077       1.119       1.845       2.463         -99         -99         -99      1e-109         -99
    1.69e+04      0.7596           1      0.5092      0.5637         -99         -99         -99      1e-109         -99
   1.691e+04       10.51        1.08       7.441       4.069       5.983        1.63         -99      1e-109         -99
   1.691e+04       1.879      0.7203       1.003       1.589         -99         -99         -99      1e-109         -99
   1.692e+04       2.846       1.188       2.533       1.298         -99         -99         -99      1e-109         -99
   1.693e+04       1.086        2.33       1.086         -99         -99         -99         -99      1e-109         -99
   1.693e+04      0.1765       1.371      0.1765   1.398e-05         -99         -99         -99      1e-109         -99
   1.695e+04       10.74        2.18       3.265       6.425       5.819       3.134        3.19       1.338       2.775
   1.696e+04       1.374       2.786   3.895e-05   1.191e-05      0.4002      0.8792         -99      0.9413       0.262
   1.697e+04        23.6        2.02       5.933       13.32       11.89       10.99       8.288       3.119       1.968
   1.697e+04   5.764e-05       1.016    5.35e-05   2.144e-05         -99         -99         -99      1e-109         -99
   1.698e+04       20.76       0.841       11.63       15.85       4.716       4.551       1.309      1e-109         -99
   1.698e+04       2.578       0.701     5.1e-05       2.578         -99         -99         -99      1e-109         -99
   1.698e+04      0.9174       1.152      0.9174           0         -99         -99         -99      1e-109         -99
   1.698e+04       47.84      0.5132       40.25       25.06       6.287       1.119         -99      1e-109         -99
   1.699e+04       1.506       1.721       1.328       0.711         -99         -99         -99      1e-109         -99
   1.699e+04       2.728        0.89       1.092         2.5         -99         -99         -99      1e-109         -99
     1.7e+04       8.597        1.87        2.43        3.94       6.841       1.059         -99   2.429e-09       2.133
     1.7e+04       10.48        2.41        5.52        4.69       5.992       2.829       1.401      0.3422        3.36
     1.7e+04       1.627        1.83       1.627   1.737e-05         -99         -99         -99      1e-109         -99
   1.701e+04      0.3792        2.01      0.3792   2.765e-05         -99         -99         -99      1e-109         -99
   1.702e+04       1.319       1.795       0.493       1.224         -99         -99         -99      1e-109         -99
   1.702e+04       6.952      0.5314       4.626       4.978       1.464         -99         -99      1e-109         -99
   1.702e+04       0.499       2.062       0.499           0         -99         -99         -99      1e-109         -99
   1.702e+04       6.241       1.973       3.328       5.143       1.195         -99         -99      1e-109         -99
   1.703e+04       1.321       0.512       1.321   1.541e-05         -99         -99         -99      1e-109         -99
   1.703e+04       3.284      0.7425       1.364       2.988         -99         -99         -99      1e-109         -99
   1.703e+04       2.207       1.883       1.159       1.878         -99         -99         -99      1e-109         -99
   1.705e+04       84.56      0.4335       72.39       38.71       19.75       4.494   5.971e-08      1e-109         -99
   1.705e+04       15.28      0.7913       11.69       9.115       3.678      0.2889         -99      1e-109         -99
   1.705e+04      0.1888       2.908      0.1888         -99         -99         -99         -99      1e-109         -99
   1.706e+04       2.859       2.237       2.544   9.919e-06       1.305         -99         -99      1e-109         -99
   1.706e+04       10.93       0.955       5.413       8.833       3.057       1.652         -99      1e-109         -99
   1.706e+04       2.311       1.281       1.714       1.551         -99         -99         -99      1e-109         -99
   1.707e+04       2.301        2.36     0.04194       2.301         -99         -99         -99      1e-109         -99
   1.707e+04       10.14      0.9144       6.699       6.355       3.359       2.498         -99      1e-109         -99
   1.708e+04       1.064      0.9433       1.064   1.345e-05         -99         -99         -99      1e-109         -99
   1.708e+04      0.5243       1.017      0.5243         -99         -99         -99         -99      1e-109         -99
   1.709e+04       12.58      0.7038       8.946       7.374       4.232       2.426         -99      1e-109         -99
   1.709e+04       3.414        1.59        3.08       1.473         -99         -99         -99      1e-109         -99
    1.71e+04       8.588        1.46       2.523       5.338       5.585       2.775         -99   2.874e-09         -99
    1.71e+04       20.39      0.5609       13.61       14.34       4.486       2.211         -99      1e-109         -99
    1.71e+04       1.779      0.8162     0.06717       1.778         -99         -99         -99      1e-109         -99
    1.71e+04   3.944e-05        1.51   3.539e-05    1.74e-05         -99         -99         -99      1e-109         -99
   1.711e+04       2.874        2.28       2.857      0.3083         -99         -99         -99      1e-109         -99
   1.711e+04       6.214       1.014       5.018       3.422       1.313         -99         -99      1e-109         -99
   1.711e+04           2       2.042      0.6674       1.886         -99         -99         -99      1e-109         -99
   1.711e+04       6.388      0.8405        3.41       4.553       2.907         -99         -99      1e-109         -99
   1.712e+04       0.701      0.7798       0.701   2.539e-05         -99         -99         -99      1e-109         -99
   1.712e+04       9.624       2.561   4.538e-05        1.95       7.241       3.208       1.564       4.864         -99
   1.713e+04       4.637       1.005       4.052       2.256         -99         -99         -99      1e-109         -99
   1.714e+04       3.409      0.4846       3.405      0.1679         -99         -99         -99      1e-109         -99
   1.714e+04       36.35      0.0872       28.72          21       7.344       1.311         -99      1e-109         -99
   1.714e+04       69.43       0.903       63.61       25.77       8.999       3.497       3.663       1.855   3.764e-10
   1.716e+04       8.052      0.7659       5.507       5.834      0.6894         -99         -99      1e-109         -99
   1.716e+04       1.706       0.925      0.5118       1.627         -99         -99         -99      1e-109         -99
   1.716e+04         1.8        1.81       1.649     0.04488      0.7205         -99         -99      1e-109         -99
   1.717e+04       11.11      0.9044       10.05       4.619       1.023    4.12e-08         -99      1e-109         -99
   1.718e+04      0.7034      0.5314      0.1449      0.6883         -99         -99         -99      1e-109         -99
   1.719e+04       5.872       0.907        4.92       1.742         2.1       1.683         -99      1e-109         -99
   1.719e+04       2.313       1.064       2.313   1.979e-05         -99         -99         -99      1e-109         -99
   1.719e+04       24.87      0.9537       15.61       17.62       7.099       3.472       1.524      1e-109         -99
    1.72e+04       7.291       2.429       2.132       1.869       2.282       3.416       4.307       2.895        1.15
    1.72e+04        2.98        1.02       1.701       2.447         -99         -99         -99      1e-109         -99
   1.721e+04       12.21       1.577       4.298       8.226       6.368       4.134      0.9987       2.055         -99
   1.721e+04       1.207       1.014       1.207         -99         -99         -99         -99      1e-109         -99
   1.721e+04       17.67       1.465       10.96       12.23        5.33       2.475       2.519      0.3268       1.254
   1.721e+04       56.35       0.934       34.85       39.42       18.18       8.136       3.098      1e-109   3.132e-10
   1.722e+04       6.055       0.519       3.198       4.821        1.79         -99         -99      1e-109         -99
   1.722e+04       13.43      0.7152       10.48       7.425       3.846      0.6229         -99      1e-109         -99
   1.723e+04       3.363      0.7516       2.327       2.427         -99         -99         -99      1e-109         -99
   1.723e+04       1.905        0.97       1.905   1.101e-05         -99         -99         -99      1e-109         -99
   1.724e+04       5.801        2.19      0.3297       5.122       2.436       1.171         -99   3.616e-09   3.407e-10
   1.724e+04       55.57      0.9712       38.18        31.2       23.42       7.806       3.854       4.577       3.323
   1.725e+04       3.642      0.9628       2.348       2.784         -99         -99         -99      1e-109         -99
   1.725e+04        10.3        1.97       5.053       5.934       5.409       3.159       1.978       1.469   3.664e-10
   1.727e+04       1.136       1.176      0.1487       1.126         -99         -99         -99      1e-109         -99
   1.727e+04       3.302       1.195        3.05       1.265         -99         -99         -99      1e-109         -99
   1.727e+04       8.189      0.6362       3.808       5.824       3.703       2.222         -99      1e-109         -99
   1.727e+04       2.213      0.9713       2.213     0.03062         -99         -99         -99      1e-109         -99
   1.727e+04       2.029       1.205   5.206e-05       2.029         -99         -99         -99      1e-109         -99
   1.727e+04       5.484        1.72       1.189       1.819      0.8954       3.681       3.316   3.098e-09   2.412e-10
   1.728e+04       6.532      0.5553       4.468       4.713      0.7073         -99         -99      1e-109         -99
   1.728e+04       2.004        1.81       1.933       0.527         -99         -99         -99      1e-109         -99
   1.729e+04       1.921       1.156      0.2642       1.903         -99         -99         -99      1e-109         -99
    1.73e+04       3.975       3.259       1.338       2.439       1.301        1.49       1.105   3.178e-09       1.712
    1.73e+04       7.659       1.055       5.428       5.064       1.885         -99         -99      1e-109         -99
    1.73e+04     0.02133        1.23     0.02133           0         -99         -99         -99      1e-109         -99
    1.73e+04       3.245      0.8453        3.18      0.6499         -99         -99         -99      1e-109         -99
   1.731e+04       6.195       1.998       3.839       4.488      0.8334      0.7901         -99       1.478         -99
   1.731e+04        3.62      0.5609       3.444       1.115         -99         -99         -99      1e-109         -99
   1.731e+04       3.196       0.778       2.925       1.286         -99         -99         -99      1e-109         -99
   1.732e+04        4.54       1.743       4.298       1.462         -99         -99         -99      1e-109         -99
   1.732e+04       16.13      0.5603       6.377       12.56       7.777       1.131         -99      1e-109         -99
   1.732e+04       3.882       1.024       3.738       1.048         -99         -99         -99      1e-109         -99
   1.732e+04       4.061        1.54     0.04973       4.061           0         -99         -99      1e-109         -99
   1.734e+04        17.9      0.4751        12.3       11.08       6.783      0.5036         -99      1e-109         -99
   1.734e+04       4.738       0.735        4.63       1.006         -99         -99         -99      1e-109         -99
   1.735e+04       8.019      0.1647       6.009       5.309     0.01659         -99         -99      1e-109         -99
   1.735e+04       1.481      0.4541       1.463      0.2335         -99         -99         -99      1e-109         -99
   1.736e+04       3.781      0.7625      0.1565       3.296       1.845         -99         -99      1e-109         -99
   1.736e+04      0.9406        1.97      0.9406   2.453e-05         -99         -99         -99      1e-109         -99
   1.737e+04    5.59e-05       1.913   5.138e-05   2.203e-05         -99         -99         -99      1e-109         -99
   1.737e+04   4.678e-05      0.2121   4.678e-05         -99         -99         -99         -99      1e-109         -99
   1.737e+04       4.998      0.8253       4.104       2.851   3.845e-08         -99         -99      1e-109         -99
   1.738e+04       3.788       0.846      0.4651        3.44       1.516         -99         -99      1e-109         -99
   1.738e+04        7.42      0.6422         6.1       4.224   1.196e-07         -99         -99      1e-109         -99
   1.738e+04       11.61         3.1       6.978         7.9       4.281         1.1      0.4719       1.727      0.9559
   1.739e+04       8.111        1.91       3.695       4.365       5.132       2.597         -99   2.935e-09         -99
   1.739e+04       3.317      0.9361       3.022       1.368         -99         -99         -99      1e-109         -99
   1.739e+04       1.926       3.163      0.7996       1.211      0.8417      0.8209     0.02695   2.572e-09      0.4677
    1.74e+04       4.751      0.4464       2.531       3.614       1.761         -99         -99      1e-109         -99
    1.74e+04       1.662        1.99        1.34      0.9842         -99         -99         -99      1e-109         -99
   1.741e+04           3       1.029       2.484       1.682         -99         -99         -99      1e-109         -99
   1.742e+04       1.384       0.513      0.7447       1.167         -99         -99         -99      1e-109         -99
   1.742e+04       5.467      0.8453       1.483       3.581       3.325       1.952         -99      1e-109         -99
   1.742e+04        6.27       1.249       3.576       4.686       1.836       0.604         -99      0.9173         -99
   1.743e+04       7.363      0.5124       6.809       2.802         -99         -99         -99      1e-109         -99
   1.745e+04       8.124       2.205        1.53       3.178       2.821       4.577         1.6      0.7303       4.644
   1.746e+04       4.635      0.7243       4.313       1.697         -99         -99         -99      1e-109         -99
   1.747e+04       1.185       0.748       1.004      0.6285         -99         -99         -99      1e-109         -99
   1.748e+04       1.388        1.48   5.413e-05       1.388         -99         -99         -99      1e-109         -99
   1.749e+04       18.29       1.351       8.981        12.2       8.798       4.818       2.029      0.6384         -99
    1.75e+04       5.738       2.169       2.524       4.089       2.904       1.106         -99   2.568e-09      0.4178
    1.75e+04       3.897      0.6224       3.187       2.242         -99         -99         -99      1e-109         -99
   1.751e+04      0.8325      0.4842      0.2576      0.7916         -99         -99         -99      1e-109         -99
   1.752e+04       6.843       1.165       6.021       2.373       2.221         -99         -99      1e-109         -99
   1.754e+04       4.114       3.775      0.4845       3.033         1.8      0.5574      0.7786      0.4469       1.769
   1.754e+04      1e-109      0.7862           0         -99         -99         -99         -99      1e-109         -99
   1.754e+04       4.123       1.082       2.678       2.605       1.742         -99         -99      1e-109         -99
   1.755e+04      0.9243       2.025      0.6586      0.6485         -99         -99         -99      1e-109         -99
   1.756e+04       2.132       1.951       1.064   5.031e-06     0.04467       1.495      0.5852       0.913   9.197e-11
   1.757e+04       9.664       1.981       4.303       6.917       4.865       1.623      0.8586   6.876e-10   9.599e-11
   1.758e+04       111.1       0.792       77.98       76.83          18       5.206       2.056       3.073         -99
   1.758e+04       3.063       1.717        2.32       1.999         -99         -99         -99      1e-109         -99
   1.758e+04        3.33      0.9372       2.001       2.661         -99         -99         -99      1e-109         -99
   1.759e+04       4.888      0.3112       2.321       3.934        1.74         -99         -99      1e-109         -99
   1.759e+04       6.658        2.12       4.076       3.869       2.872         -99         -99       2.123         -99
    1.76e+04       1.449      0.8458       1.313       0.613         -99         -99         -99      1e-109         -99
   1.761e+04       8.464        0.61       7.153       3.871       2.344         -99         -99      1e-109         -99
   1.761e+04       3.502      0.5084       3.026       1.763         -99         -99         -99      1e-109         -99
   1.762e+04        12.8       3.683        3.54       4.509       8.096       4.644       2.664       4.873       3.592
   1.763e+04       5.095       0.925       2.422       4.111       1.785         -99         -99      1e-109         -99
   1.763e+04       26.91      0.8433       19.39       16.31       8.063       3.922       1.389      1e-109         -99
   1.764e+04       4.431       1.276       4.364      0.7698         -99         -99         -99      1e-109         -99
   1.764e+04       4.013      0.4094       2.862       2.813         -99         -99         -99      1e-109         -99
   1.765e+04       12.22        1.06       9.542       5.948       3.845       2.828         -99      1e-109         -99
   1.766e+04       8.802        1.53        5.25       5.449        3.36       2.308         -99       1.897         -99
   1.766e+04       6.834       0.596       3.784        5.69     0.03613         -99         -99      1e-109         -99
   1.766e+04       9.601        1.45       6.083       4.838       5.364       1.729         -99      1e-109         -99
   1.767e+04       3.695      0.7489       2.316       2.878         -99         -99         -99      1e-109         -99
   1.767e+04       3.665       3.101       2.212      0.7133       2.468         -99         -99      0.6489       1.233
   1.768e+04         2.9       0.845        1.65       2.385         -99         -99         -99      1e-109         -99
   1.768e+04       21.47       0.559       18.55       9.061       4.611       3.609      0.6928      1e-109         -99
   1.768e+04       3.782        1.72        2.72       2.628         -99         -99         -99      1e-109         -99
   1.769e+04        2.29       2.182       1.149       1.393   7.512e-08    3.32e-08         -99       1.409         -99
   1.769e+04       2.019        1.65      0.2292       2.006         -99         -99         -99      1e-109         -99
    1.77e+04       5.659       1.993       5.659   1.396e-05         -99         -99         -99      1e-109         -99
   1.772e+04       1.296        2.11       1.139      0.6175         -99         -99         -99      1e-109         -99
   1.775e+04   5.515e-05       1.461   4.885e-05   2.559e-05         -99         -99         -99      1e-109         -99
   1.776e+04       12.62       1.028       6.293       10.08       4.141      0.9171         -99      1e-109         -99
   1.776e+04       35.19       1.256       20.76       24.89       11.36       6.712       2.655       2.698   3.411e-10
   1.776e+04       3.342        2.38       2.206       2.155      0.9318         -99         -99      0.8466      0.2777
   1.776e+04      0.9952      0.9712      0.3889      0.9161         -99         -99         -99      1e-109         -99
   1.777e+04       61.56       1.434       39.23       38.74       25.63       9.051       3.257   3.581e-09      0.8153
   1.778e+04       8.601      0.5178       7.735       3.123       2.095         -99         -99      1e-109         -99
   1.779e+04       15.05       1.002       8.345       11.07       5.568       1.834         -99      1e-109         -99
   1.779e+04       3.893       3.133       1.875       1.425       2.012       1.199      0.9553   2.256e-09       1.791
   1.779e+04       13.37      0.8253       11.37       6.424       2.875         -99         -99      1e-109         -99
    1.78e+04       2.884       1.848       1.941       2.134         -99         -99         -99      1e-109         -99
   1.781e+04       2.465       1.981       2.314      0.8489         -99         -99         -99      1e-109         -99
   1.784e+04      0.3841       1.841      0.3841   2.736e-05         -99         -99         -99      1e-109         -99
   1.784e+04       6.196        1.23       3.982       4.629      0.8584      0.6051         -99      1e-109         -99
   1.785e+04       1.665       1.703      0.2006       1.653         -99         -99         -99      1e-109         -99
   1.785e+04       6.466        1.54        2.99       4.795       2.158      0.5955         -99       2.206         -99
   1.786e+04       2.237       1.561      0.5837       2.159         -99         -99         -99      1e-109         -99
   1.786e+04       4.988        1.38       3.106       3.902     0.03109         -99         -99      1e-109         -99
   1.787e+04       1.809       1.201       1.781      0.3202         -99         -99         -99      1e-109         -99
   1.787e+04   4.813e-05        1.22   4.813e-05         -99         -99         -99         -99      1e-109         -99
   1.787e+04       1.365       1.875   5.735e-05       1.365         -99         -99         -99      1e-109         -99
   1.787e+04       4.039       3.966       1.188       2.772       1.359       1.103         -99       2.038   2.589e-10
   1.788e+04       4.734       1.297       4.513       1.429         -99         -99         -99      1e-109         -99
   1.791e+04       51.35      0.2017       44.02       25.61       6.522       1.112         -99      1e-109         -99
   1.792e+04      0.8267         2.1      0.8267   1.843e-05         -99         -99         -99      1e-109         -99
   1.793e+04      0.5402       2.062      0.5402   2.502e-05         -99         -99         -99      1e-109         -99
   1.794e+04       4.841       1.299       3.564       3.111       1.026         -99         -99      1e-109         -99
   1.795e+04     0.01022        1.42   4.683e-05     0.01022         -99         -99         -99      1e-109         -99
   1.795e+04      0.9815        1.88      0.9815   1.695e-05         -99         -99         -99      1e-109         -99
   1.796e+04      0.4481       1.015      0.4481         -99         -99         -99         -99      1e-109         -99
   1.797e+04       3.848       0.973      0.7276       3.768      0.2899         -99         -99      1e-109         -99
   1.799e+04       6.254       1.591       1.641       4.812       2.272       2.812         -99       0.446         -99
     1.8e+04       6.476        1.33       4.665       3.722       1.927       1.599         -99      0.2298         -99
     1.8e+04       7.784       1.968        2.68       1.371       4.934       3.941       3.412   2.975e-09   0.0008481
   1.801e+04          32       1.211       27.56       13.46       8.225       3.398        1.93      1e-109         -99
   1.801e+04       2.811       3.202      0.1321       1.569           0         -99         -99       2.328         -99
   1.802e+04        3.55        2.39       2.628       1.592      0.9277      0.2657       1.325       0.268      0.6378
   1.802e+04       1.496        1.45        1.12      0.9925         -99         -99         -99      1e-109         -99
   1.803e+04       1.394       1.361        1.39      0.1079         -99         -99         -99      1e-109         -99
   1.804e+04    5.47e-05       1.183    5.47e-05         -99         -99         -99         -99      1e-109         -99
   1.804e+04       9.838       1.003       4.505       5.772       5.595       3.438      0.1874      1e-109         -99
   1.804e+04       12.03       0.595       8.978       6.493        4.61      0.8099         -99      1e-109         -99
   1.805e+04       4.578       0.321       2.643       3.695      0.5677         -99         -99      1e-109         -99
   1.806e+04       3.813      0.4342       1.278       3.455      0.9844         -99         -99      1e-109         -99
   1.807e+04       15.06       1.695       5.466       9.639       8.046       4.477       2.833       3.162         1.1
   1.808e+04       5.423        2.33       1.909       4.039      0.6643      0.7377         -99       2.672       1.151
   1.808e+04        1.54      0.3604     0.02651        1.54         -99         -99         -99      1e-109         -99
   1.808e+04       3.445       0.401       2.511       2.358         -99         -99         -99      1e-109         -99
    1.81e+04       1.558       1.137       1.558   2.855e-05         -99         -99         -99      1e-109         -99
    1.81e+04       1.742      0.4513   1.406e-05       1.742         -99         -99         -99      1e-109         -99
    1.81e+04       2.733       1.351        1.11      0.1733       1.328        0.99         -99       1.861   2.117e-10
   1.810e+04   4.017e-05        2.64   3.685e-05   1.598e-05         -99         -99         -99      1e-109         -99
   1.811e+04       6.611        1.82       4.511       3.608       2.315         -99         -99       2.233         -99
   1.812e+04       4.923      0.5087       4.483       2.033         -99         -99         -99      1e-109         -99
   1.812e+04       2.503        2.05       2.502     0.05231         -99         -99         -99      1e-109         -99
   1.812e+04       1.052       1.627       1.052         -99         -99         -99         -99      1e-109         -99
   1.813e+04      1e-109       0.051           0         -99         -99         -99         -99      1e-109         -99
   1.813e+04       1.104        1.98      0.9828      0.5033         -99         -99         -99      1e-109         -99
