#        _id   snrFIRSMM     zFIRSMM      snr100      snr160      snr250      snr350      snr500      snr850     snr1160
#
        3880       1.889        1.43     0.04368       1.888         -99         -99         -99      1e-109         -99
        3882      0.1013      0.6807      0.1013         -99         -99         -99         -99      1e-109         -99
        3883       10.37        0.74       5.713        7.93        3.29       1.091         -99      1e-109         -99
        3887       7.798       0.785       6.198       4.555       1.283         -99         -99      1e-109         -99
        3888       6.048       1.023       2.378       5.334        1.57         -99         -99      1e-109         -99
        3894       2.176        2.12       2.128      0.4551         -99         -99         -99      1e-109         -99
        3901       1.564        1.79      0.7267       1.385         -99         -99         -99      1e-109         -99
        3902      0.9067        2.36   5.705e-05      0.9067         -99         -99         -99      1e-109         -99
        3913       1.248      0.1166       1.248         -99         -99         -99         -99      1e-109         -99
        3914       27.73        0.84       15.91       14.43       14.14       10.36      0.7657      1e-109         -99
        3917      0.5621      0.1891      0.5621         -99         -99         -99         -99      1e-109         -99
        3920     0.01903      0.9538     0.01903         -99         -99         -99         -99      1e-109         -99
        3928      0.1351        1.69      0.1351   1.849e-05         -99         -99         -99      1e-109         -99
        3935       4.189      0.9713       1.571       3.882     0.09556         -99         -99      1e-109         -99
        3940       1.331        1.67       1.051      0.8161         -99         -99         -99      1e-109         -99
        3941      0.4286       1.633       0.427     0.03653         -99         -99         -99      1e-109         -99
        3952       2.346       0.673       0.312       2.325         -99         -99         -99      1e-109         -99
        3954     0.09128      0.4973     0.09128           0         -99         -99         -99      1e-109         -99
        3955       3.182       1.855      0.7993       3.046      0.4564         -99         -99      1e-109         -99
        3966       2.133        2.35       1.678       1.317         -99         -99         -99      1e-109         -99
        3969       4.842       1.249        1.95       4.087       1.714         -99         -99      1e-109         -99
        3978       4.564       1.055       4.285        1.57         -99         -99         -99      1e-109         -99
        3981       9.236       0.271       7.998       4.386       1.449         -99         -99      1e-109         -99
        3991       7.386      0.2778        7.08       2.105         -99         -99         -99      1e-109         -99
        3996       1.651       0.855        1.65     0.04595         -99         -99         -99      1e-109         -99
        4004        3.56       4.965       1.774       2.126      0.9306      0.6833      0.6273       1.163       1.388
        4012   4.248e-05       2.663   4.248e-05         -99         -99         -99         -99      1e-109         -99
        4022       9.912       0.783       5.616       8.075       1.222         -99         -99      1e-109         -99
        4032       3.186       1.374       2.833       1.458         -99         -99         -99      1e-109         -99
        4043       2.265      0.1748       2.265         -99         -99         -99         -99      1e-109         -99
        4046      0.6245      0.4414      0.6245         -99         -99         -99         -99      1e-109         -99
        4048       4.488      0.9296       3.298       3.044   1.282e-07         -99         -99      1e-109         -99
        4050       10.03      0.9048       7.515       4.982       4.168       1.361         -99      1e-109         -99
        4056       1.514       1.192       1.514   2.087e-05         -99         -99         -99      1e-109         -99
        4057       1.601       1.017       1.017       1.237         -99         -99         -99      1e-109         -99
        4068       3.425      0.9418        2.77       2.014         -99         -99         -99      1e-109         -99
        4077   2.053e-05       2.971           0   2.053e-05         -99         -99         -99      1e-109         -99
        4079       2.119       1.785       1.912      0.9138         -99         -99         -99      1e-109         -99
        4083       7.357        2.14       1.943       2.243       5.766       3.015       1.725      0.0421         -99
        4108       27.38       0.794       19.38       18.65       4.447       2.464         -99      1e-109         -99
        4110       1.121      0.8481       1.004      0.4986         -99         -99         -99      1e-109         -99
        4111      0.6343        2.46      0.5456      0.3235         -99         -99         -99      1e-109         -99
        4116       3.825        2.39       1.193       2.726       2.404         -99         -99   8.675e-51         -99
        4145       12.89       1.251       10.09       7.163       3.588      0.2597         -99      1e-109         -99
        4149       2.254        1.87      0.5433       2.187         -99         -99         -99      1e-109         -99
        4189       3.963      0.9715        3.91      0.6471         -99         -99         -99      1e-109         -99
        4203       7.357       1.331        3.15       4.964       3.736       2.367         -99      1e-109         -99
        4211       27.77       0.683       20.61       16.07         9.3       1.349         -99      1e-109         -99
        4214       2.548       1.874      0.5881       2.479         -99         -99         -99      1e-109         -99
        4215       1.994       3.905    5.39e-05       1.035         -99         -99         -99   4.431e-09       1.704
        4222       3.486        1.96       1.933       1.554       1.661       1.801         -99   4.503e-09         -99
        4226       6.869      0.9437       3.406       4.315       4.008      0.9545         -99      1e-109         -99
        4235       19.56       0.641       13.35       12.73       6.124       2.167         -99      1e-109         -99
        4239       2.636      0.8709       2.304        1.28         -99         -99         -99      1e-109         -99
        4247       2.609      0.6415       2.545      0.5775         -99         -99         -99      1e-109         -99
        4254       1.626       1.249       1.167       1.132         -99         -99         -99      1e-109         -99
        4255       10.69      0.5739       9.381       5.019       1.024         -99         -99      1e-109         -99
        4260       1.512       0.942       1.512         -99         -99         -99         -99      1e-109         -99
        4266       5.019       1.993       2.646       2.169      0.7017        2.96         -99      0.9717       1.814
        4267       11.15      0.4547       8.004       7.667       1.242         -99         -99      1e-109         -99
        4268       12.16      0.5556       9.163        6.85       4.111      0.3014         -99      1e-109         -99
        4270        8.83        2.08        4.56       5.615       4.109       2.949         -99      0.2613    3.31e-10
        4290      0.2631       1.783      0.2631   1.546e-05         -99         -99         -99      1e-109         -99
        4297      0.8966       1.153      0.8304      0.3382         -99         -99         -99      1e-109         -99
        4308       8.204       1.155       3.718       5.013       4.996       1.844         -99      1e-109         -99
        4309      0.5165       1.147      0.3523      0.3777         -99         -99         -99      1e-109         -99
        4312       17.82       1.593       5.793       8.676       12.89       5.277        2.42      0.6887       2.929
        4314       23.14       0.679       16.41       14.58       6.844       2.632         -99      1e-109         -99
        4320       9.618       1.986       3.168       3.936        7.06       3.272      0.2738       2.519         -99
        4321       3.876       1.247       3.197       2.192         -99         -99         -99      1e-109         -99
        4322       1.329       1.152       1.268      0.3963         -99         -99         -99      1e-109         -99
        4325       2.715       2.901      0.3488       2.693   2.985e-07         -99         -99   3.785e-09         -99
        4344       3.109       1.949       3.042      0.6433         -99         -99         -99      1e-109         -99
        4362     0.02792        1.53   5.045e-05     0.02792         -99         -99         -99      1e-109         -99
        4363       2.616        2.23       2.487      0.8124         -99         -99         -99      1e-109         -99
        4367       0.904      0.7718      0.5307      0.7318         -99         -99         -99      1e-109         -99
        4371       3.254           1        2.97       1.329         -99         -99         -99      1e-109         -99
        4379        4.08        2.19       3.892       1.223         -99         -99         -99      1e-109         -99
        4389      0.5664        1.58      0.3892      0.4115         -99         -99         -99      1e-109         -99
        4404       1.744       0.445       1.744         -99         -99         -99         -99      1e-109         -99
        4419       2.539        0.94       2.472        0.58         -99         -99         -99      1e-109         -99
        4432       1.255       1.783      0.6245       1.088         -99         -99         -99      1e-109         -99
        4442       1.063       2.483      0.6054      0.8743         -99         -99         -99      1e-109         -99
        4449       13.37       2.198       6.414       5.098       3.917       2.589       8.489        2.35       3.463
        4451        1.74       1.147       1.649      0.5556         -99         -99         -99      1e-109         -99
        4456       10.58        2.04       6.001       5.565       5.352       2.735         -99       2.965   2.848e-10
        4469       3.721       1.144       3.406         1.5         -99         -99         -99      1e-109         -99
        4474   4.902e-05        1.45   4.695e-05   1.412e-05         -99         -99         -99      1e-109         -99
        4480       1.764       1.847       1.601      0.7398         -99         -99         -99      1e-109         -99
        4486       37.09      0.3767       25.35       24.53       11.42      0.9259         -99      1e-109         -99
        4499       6.813      0.4547       5.872       3.213       1.269         -99         -99      1e-109         -99
        4500       14.99        3.19       1.401       3.264       8.141       8.012        5.21       6.234       3.944
        4503       1.573       1.085   3.813e-05       1.573         -99         -99         -99      1e-109         -99
        4504      0.8176      0.9037      0.8176   1.344e-05         -99         -99         -99      1e-109         -99
        4520   5.323e-05        1.64   4.983e-05   1.871e-05         -99         -99         -99      1e-109         -99
        4528       3.503      0.6605       3.062       1.701         -99         -99         -99      1e-109         -99
        4531       3.709       2.002       3.709           0         -99         -99         -99      1e-109         -99
        4537       2.625       0.748       2.564      0.5604         -99         -99         -99      1e-109         -99
        4542       1.672      0.3187       1.672         -99         -99         -99         -99      1e-109         -99
        4546       2.346       1.011       1.592       1.723         -99         -99         -99      1e-109         -99
        4550       1.077       2.561   3.326e-05   1.953e-05         -99         -99         -99       0.945      0.5176
        4558      0.5735        1.93      0.3945      0.4162         -99         -99         -99      1e-109         -99
        4563       1.846      0.8962       1.651      0.8261         -99         -99         -99      1e-109         -99
        4564       3.085       1.517       1.124       2.873         -99         -99         -99      1e-109         -99
        4575       1.507       1.827       1.505     0.06984         -99         -99         -99      1e-109         -99
        4580       13.42       1.084       6.159       8.663       7.421       3.112       1.501      1e-109         -99
        4589         8.7      0.7435       6.619       5.378       1.718         -99         -99      1e-109         -99
        4592       14.35      0.6943       11.57       8.111       2.489         -99         -99      1e-109         -99
        4598       2.809      0.6971       1.984       1.989         -99         -99         -99      1e-109         -99
        4601       4.445       3.583      0.3318       1.524       2.358      0.7141         -99       3.337      0.3459
        4603   5.572e-05      0.8445   5.572e-05         -99         -99         -99         -99      1e-109         -99
        4612       2.264        1.85       0.586       2.187         -99         -99         -99      1e-109         -99
        4625       27.22      0.4866       20.68       17.13       4.052       1.816         -99      1e-109         -99
        4627       3.139      0.7717       2.573       1.799         -99         -99         -99      1e-109         -99
        4633       5.906       1.138       1.798       4.555       3.258      0.5332         -99      1e-109         -99
        4654       9.361       1.256       3.669       4.908       6.312       3.008       1.098      1e-109         -99
        4656       23.21       0.848       19.42       10.41       7.203       1.193         -99      1e-109         -99
        4663        27.4      0.2995       19.96       17.35       6.518       2.973         -99      1e-109         -99
        4676       2.414      0.4862       1.174       2.109         -99         -99         -99      1e-109         -99
        4681       1.708        2.37       1.698      0.1806         -99         -99         -99      1e-109         -99
        4694       2.898       2.237       2.051       2.048         -99         -99         -99      1e-109         -99
        4701        1.56      0.5078        1.56         -99         -99         -99         -99      1e-109         -99
        4703       2.805       1.092     0.02255       2.805         -99         -99         -99      1e-109         -99
        4707       3.809         1.2       2.044       3.141      0.6838         -99         -99      1e-109         -99
        4722       6.058      0.6807        4.27       3.502       2.491         -99         -99      1e-109         -99
        4738       6.484        0.93       4.073       4.718       1.788         -99         -99      1e-109         -99
        4744    0.001404        2.31    5.48e-05   1.796e-05    0.001403         -99         -99   4.902e-09         -99
        4751       5.136      0.6817        3.48       3.705      0.7362         -99         -99      1e-109         -99
        4759       0.145      0.2714       0.145         -99         -99         -99         -99      1e-109         -99
        4760       1.969        2.41       1.738      0.9254         -99         -99         -99      1e-109         -99
        4762       4.257       2.734      0.6152       3.687      0.8171      0.8715     0.07666   8.675e-51       1.648
        4774        10.6       2.198       4.592       8.175        4.71       1.491         -99   3.451e-09         -99
        4777       9.272      0.4381       6.686       6.039       2.189         -99         -99      1e-109         -99
        4779       4.377        2.14       3.542       2.517      0.5241         -99         -99      1e-109         -99
        4787       3.249       2.186       2.561       1.999         -99         -99         -99      1e-109         -99
        4789        4.14       2.225       3.131       2.708         -99         -99         -99      1e-109         -99
        4793       1.874      0.4177       1.874   1.478e-05         -99         -99         -99      1e-109         -99
        4799       88.83      0.6407       44.04       70.21       27.58       15.32       4.191       2.176       2.096
        4804       3.289      0.2775       2.653       1.944         -99         -99         -99      1e-109         -99
        4806       2.876       1.137   3.718e-06       2.404       1.578         -99         -99      1e-109         -99
        4815   4.524e-05         1.5    4.28e-05   1.466e-05         -99         -99         -99      1e-109         -99
        4826       13.55       1.873       3.578       8.261        8.33       4.105       1.205       2.044       3.265
        4828       1.306      0.5291       1.043      0.7868         -99         -99         -99      1e-109         -99
        4832       12.13       0.061        11.3       3.586       2.608         -99         -99      1e-109         -99
        4839       3.078       1.414       1.193       2.837         -99         -99         -99      1e-109         -99
        4846       6.658       0.575       2.446       4.952       3.718     1.1e-07         -99      1e-109         -99
        4847      0.4423       0.438      0.4423   2.135e-05         -99         -99         -99      1e-109         -99
        4849       2.793       3.191   5.318e-05       2.793         -99         -99         -99   4.819e-09   2.831e-10
        4858       4.019       1.193        1.52       3.633      0.7998         -99         -99      1e-109         -99
        4860       2.979        1.29   5.433e-05       2.979         -99         -99         -99      1e-109         -99
        4865       18.96       0.851       13.11       12.09       4.546       3.128       3.348      1e-109   2.941e-10
        4868       4.552       1.875       3.852       2.426         -99         -99         -99      1e-109         -99
        4874       2.008       2.218      0.4307       1.961         -99         -99         -99      1e-109         -99
        4887       1.694       1.889       1.476      0.8327         -99         -99         -99      1e-109         -99
        4888       7.369        1.37       2.726       4.979       3.784       2.786         -99      1e-109         -99
        4891    5.46e-05      0.5206    5.46e-05         -99         -99         -99         -99      1e-109         -99
        4901       3.359       1.984       2.529       2.211         -99         -99         -99      1e-109         -99
        4905       10.47       1.306       7.161       6.541       3.042        2.51         -99      1e-109         -99
        4912        4.48      0.5705       4.102         1.8         -99         -99         -99      1e-109         -99
        4916      1e-109      0.5128           0         -99         -99         -99         -99      1e-109         -99
        4917       7.143      0.9414       5.297       4.014       2.618         -99         -99      1e-109         -99
        4919       2.142        1.25       2.142   1.349e-05         -99         -99         -99      1e-109         -99
        4924       5.523       1.535       5.508    9.22e-06      0.4061         -99         -99      1e-109         -99
        4937        12.4       0.542       6.183       9.769       4.423      0.7109         -99      1e-109         -99
        4945       4.881       1.871       2.117       3.267       2.944         -99         -99      1e-109         -99
        4954       9.059       2.032      0.9455       8.762       1.552       1.141         -99      0.3235      0.7585
        4955       19.58      0.3551        12.5       12.47       7.684       3.514           0      1e-109         -99
        4974       12.62       1.013       7.351       10.08       1.881         -99         -99      1e-109         -99
        4986       8.244        1.42       4.999       6.435       1.252         -99         -99      1e-109         -99
        4990       15.32       4.229       2.477       1.219       4.724       7.035       4.856       9.395       6.593
        4991       2.398      0.3948       1.386       1.957         -99         -99         -99      1e-109         -99
        4993      0.4524       3.127    5.15e-05      0.4524         -99         -99         -99      1e-109         -99
        4995       5.505        3.39       1.434       1.455        2.91       2.556       1.759       2.069       1.938
        4996       4.828       0.915        4.74      0.9183         -99         -99         -99      1e-109         -99
        4997       3.621       2.574       1.576      0.7974       1.821       1.369         -99       2.191    3.22e-10
        4999        3.21       1.588        3.08      0.9031         -99         -99         -99      1e-109         -99
        5000       1.226        1.78      0.2921       1.191         -99         -99         -99      1e-109         -99
        5007       13.58      0.7783       10.81       7.273       3.462       1.654         -99      1e-109         -99
        5010       1.949       1.812       1.819      0.7001         -99         -99         -99      1e-109         -99
        5012       8.275       1.525       1.699       4.541       6.331       2.209         -99      1e-109         -99
        5016       1.787      0.5643       1.778      0.1785         -99         -99         -99      1e-109         -99
        5023         108       0.278       85.11       65.76       8.833       3.751       3.388   8.675e-51      0.9849
        5026       1.808       2.936      0.3121       1.131         -99         -99         -99       1.375         -99
        5028       49.67      0.2537        39.2       29.17       8.908      0.5416         -99      1e-109         -99
        5029       4.537      0.3215       4.359       1.257         -99         -99         -99      1e-109         -99
        5033       2.178        1.24     0.09379       2.176         -99         -99         -99      1e-109         -99
        5034      0.2269        1.97      0.2269           0         -99         -99         -99      1e-109         -99
        5042   5.698e-05       2.133   5.698e-05         -99         -99         -99         -99      1e-109         -99
        5050     6.2e-05       1.151     6.2e-05         -99         -99         -99         -99      1e-109         -99
        5055        19.1       0.639       11.18       13.44       7.555       1.425         -99      1e-109         -99
        5057       1.384        2.19       0.286       1.354         -99         -99         -99      1e-109         -99
        5064       2.217      0.4067       2.217           0         -99         -99         -99      1e-109         -99
        5067       6.742       2.046       4.662       4.793      0.6283      0.3429         -99      0.4769   2.222e-10
        5070      0.5418       0.061      0.5418         -99         -99         -99         -99      1e-109         -99
        5080       5.311       1.249      0.8179       5.217      0.5696         -99         -99      1e-109         -99
        5089       7.825       1.988       5.937       3.136       1.956       2.845      0.6832        1.94         -99
        5090       7.057       2.325      0.7794       5.342       3.882      0.3231       1.203   1.207e-09       2.009
        5095      0.6822       1.808      0.5626      0.3859         -99         -99         -99      1e-109         -99
        5097        12.7      0.4844       11.94       2.857       3.145      0.9201         -99      1e-109         -99
        5101       3.797       0.945        3.25       1.963         -99         -99         -99      1e-109         -99
        5114       2.887       1.787       2.296       1.751         -99         -99         -99      1e-109         -99
        5122        1.19       1.778        1.19     0.01646         -99         -99         -99      1e-109         -99
        5125       3.283       1.333       1.743       2.782         -99         -99         -99      1e-109         -99
        5129        1.08       0.889     0.08109       1.077         -99         -99         -99      1e-109         -99
        5133       11.43       1.145       7.215       8.726       1.499      0.3528         -99      1e-109         -99
        5138       7.839      0.7041       3.731       4.063       5.115       2.204         -99      1e-109         -99
        5146   4.382e-05       1.906   4.382e-05         -99         -99         -99         -99      1e-109         -99
        5147       16.04       0.563       10.48       9.575       6.783       3.092     0.07943      1e-109         -99
        5148       5.063        2.09       1.634         2.9        2.71       2.139         -99       1.212       1.082
        5155       2.087       1.713   4.879e-05       2.087         -99         -99         -99      1e-109         -99
        5156       2.098        3.32       1.223   1.522e-05      0.9694   7.631e-08         -99      0.1992       1.388
        5162       3.577      0.7779       3.416       1.062         -99         -99         -99      1e-109         -99
        5168        18.2       0.514       13.14       12.49       1.604         -99         -99      1e-109         -99
        5170       9.568      0.6821       7.104       6.409     0.03796         -99         -99      1e-109         -99
        5171       2.473        2.53   4.398e-05       2.014      0.8837   4.977e-08         -99       1.051      0.4185
        5177       8.381        1.87       4.858       5.587       3.473       1.576      0.6786      0.6477     0.08855
        5185      0.5557        0.68   4.931e-05      0.5557         -99         -99         -99      1e-109         -99
        5187       29.59      0.5024       25.88       14.25       1.751         -99         -99      1e-109         -99
        5205       4.199       0.173       4.169      0.5026         -99         -99         -99      1e-109         -99
        5206       1.045      0.9081      0.8325      0.6317         -99         -99         -99      1e-109         -99
        5211       10.64        2.56       3.068       4.279       6.925       4.385       4.264      0.4607   3.459e-10
        5215       14.92        2.34       7.139       8.382       4.879       6.162        5.47   8.675e-51       3.092
        5218       1.378       1.087      0.2476       1.356         -99         -99         -99      1e-109         -99
        5225       2.611        1.88       2.453      0.8951         -99         -99         -99      1e-109         -99
        5238       12.07       0.909       11.92       1.796      0.6541         -99         -99      1e-109         -99
        5242       1.086      0.4543       1.086   1.794e-05         -99         -99         -99      1e-109         -99
        5245    4.68e-05       0.666   4.479e-05   1.355e-05         -99         -99         -99      1e-109         -99
        5255       2.699      0.8508       2.699   1.339e-05         -99         -99         -99      1e-109         -99
        5256       5.323       2.319       3.306       3.214        2.66         -99         -99      1e-109         -99
        5258       2.012       3.645      0.8569   8.944e-06         -99         -99         -99       1.769      0.4314
        5265       6.687        2.36       4.474       3.036       3.274       1.862       1.136   8.675e-51   1.239e-10
        5270       19.81        1.02       18.54       6.053       3.281       1.205         -99      1e-109         -99
        5273       3.111      0.4579       2.257       2.141         -99         -99         -99      1e-109         -99
        5293        2.93       1.261      0.5569       2.876         -99         -99         -99      1e-109         -99
        5296       5.735       0.956        3.65       4.374      0.6593         -99         -99      1e-109         -99
        5309       1.408      0.8709       1.408   1.542e-05         -99         -99         -99      1e-109         -99
        5321       19.86      0.6806       12.33       11.65          10       2.543         -99      1e-109         -99
        5325       67.85      0.4372        41.3       45.93       26.99        6.57       3.643       1.681   3.576e-10
        5329       2.496       2.135        1.45       2.032         -99         -99         -99      1e-109         -99
        5337        10.1        1.74        8.09       5.477       1.706       1.416      0.6993   8.675e-51       1.036
        5342       1.237      0.3275   4.907e-05       1.237         -99         -99         -99      1e-109         -99
        5346       43.77      0.4574       39.38       17.01       8.735      0.0263         -99      1e-109         -99
        5347       9.022       1.142       6.397       5.258       3.432       1.022         -99      1e-109         -99
        5348        24.6       0.975       13.42       11.58       14.92       7.562       3.338      1e-109   3.339e-10
        5350       2.473       1.871      0.5764       2.405         -99         -99         -99      1e-109         -99
        5358        11.3       0.503       4.791        6.07       6.818        3.79       2.652      1e-109         -99
        5359       4.055       1.147       4.053      0.1024         -99         -99         -99      1e-109         -99
        5363      0.1245        2.16      0.1245   2.069e-05         -99         -99         -99      1e-109         -99
        5366       1.557       1.713      0.6104       1.432         -99         -99         -99      1e-109         -99
        5371       2.433      0.5128      0.8127       2.294         -99         -99         -99      1e-109         -99
        5372       3.589       1.675     0.08966       3.233       1.556         -99         -99      1e-109         -99
        5374       2.519      0.8489       1.276       2.172         -99         -99         -99      1e-109         -99
        5375       10.12      0.4879       7.311         5.9       3.169       2.033         -99      1e-109         -99
        5382     0.01564        2.28     0.01564           0         -99         -99         -99      1e-109         -99
        5395       9.374       1.551       6.731       5.139       3.989      0.4937         -99      1e-109         -99
        5402       1.917       0.682      0.6555       1.802         -99         -99         -99      1e-109         -99
        5411      0.8656       1.965      0.8656   2.195e-05         -99         -99         -99      1e-109         -99
        5424       2.417       1.488       2.189       1.026         -99         -99         -99      1e-109         -99
        5426       3.853       1.078       2.528       2.908         -99         -99         -99      1e-109         -99
        5427       1.088       1.019       1.088   2.821e-05         -99         -99         -99      1e-109         -99
        5435       2.839       1.414        2.38       1.548         -99         -99         -99      1e-109         -99
        5438       6.593        0.85       4.774       4.044        2.08         -99         -99      1e-109         -99
        5446       3.521       1.413       3.521   9.513e-06   7.993e-08         -99         -99      1e-109         -99
        5450       2.829       1.073      0.1702       2.824         -99         -99         -99      1e-109         -99
        5459       2.145       0.021       2.145         -99         -99         -99         -99      1e-109         -99
        5464     0.06876       2.278     0.06876         -99         -99         -99         -99      1e-109         -99
        5484       1.842       1.541      0.9686       1.567         -99         -99         -99      1e-109         -99
        5509       3.458      0.5946       3.333      0.9241         -99         -99         -99      1e-109         -99
        5512       15.68      0.9438       9.412       10.77       5.389       3.523    1.61e-07      1e-109         -99
        5515       9.876       1.246       7.803       5.994      0.8365         -99         -99      1e-109         -99
        5518       1.673        1.46       1.673   1.027e-05   4.629e-08         -99         -99      1e-109         -99
        5520   4.358e-05       1.881   4.358e-05           0         -99         -99         -99      1e-109         -99
        5523   5.949e-05       3.229   5.535e-05   2.182e-05         -99         -99         -99      1e-109         -99
        5526       13.58      0.3766        9.99       8.199       3.989       1.223         -99      1e-109         -99
        5529       1.596        2.99      0.7691       1.317         -99         -99         -99      0.2683      0.3838
        5530       23.58      0.4842       19.64       11.58       5.496        2.42         -99      1e-109         -99
        5531       1.502      0.2365       1.502         -99         -99         -99         -99      1e-109         -99
        5537       1.277       0.941       1.227      0.3538         -99         -99         -99      1e-109         -99
        5543       2.835       1.901   5.521e-05       2.253      0.7309       1.265    1.42e-07      0.8516      0.3193
        5545       5.067      0.8412       3.492        3.15       1.884         -99         -99      1e-109         -99
        5552       4.584      0.5023       1.701       3.654       2.184         -99         -99      1e-109         -99
        5588       8.084      0.4932       4.668       5.181       4.022      0.7371         -99      1e-109         -99
        5590      0.4612        1.99      0.2421      0.3926         -99         -99         -99      1e-109         -99
        5604       10.06      0.8498       5.786       7.387        3.46       1.094         -99      1e-109         -99
        5612       3.494      0.3906      0.8104       3.221       1.085         -99         -99      1e-109         -99
        5620       1.927       1.943       1.927   2.581e-05         -99         -99         -99      1e-109         -99
        5627        8.22       1.153       6.183        4.56       2.924         -99         -99      1e-109         -99
        5634       2.834        2.24        0.76       2.405       1.174      0.5427         -99   8.675e-51   1.895e-10
        5647    5.63e-05       1.526   5.032e-05   2.525e-05         -99         -99         -99      1e-109         -99
        5650       4.455       0.744       3.799       2.327         -99         -99         -99      1e-109         -99
        5655      0.6592        1.46      0.6562     0.06295         -99         -99         -99      1e-109         -99
        5664     0.06945       1.195   5.166e-05     0.06945         -99         -99         -99      1e-109         -99
        5668       1.419       1.309      0.6157        1.01      0.7836         -99         -99      1e-109         -99
        5671        4.65       1.249       3.963       2.432         -99         -99         -99      1e-109         -99
        5672       1.528       2.323   5.072e-05       1.528         -99         -99         -99      1e-109         -99
        5675      0.4907       1.841      0.4907   2.366e-05         -99         -99         -99      1e-109         -99
        5682       1.412      0.8607     0.09907       1.409         -99         -99         -99      1e-109         -99
        5685       5.271      0.3063       1.237       3.016       3.781       1.691         -99      1e-109         -99
        5686      0.7108      0.8194      0.6171      0.3528         -99         -99         -99      1e-109         -99
        5691       1.049       1.187      0.7649      0.7175         -99         -99         -99      1e-109         -99
        5692       2.991      0.8356       2.136       2.093         -99         -99         -99      1e-109         -99
        5705       3.397       1.924       3.363      0.4744         -99         -99         -99      1e-109         -99
        5710       2.413       3.756   4.869e-05       2.226      0.6876   9.272e-08   6.408e-08        0.63   2.751e-10
        5712       1.919        1.29        1.38       1.334         -99         -99         -99      1e-109         -99
        5726       5.461       2.207      0.6872       4.089       2.027         -99         -99       2.919         -99
        5730       40.19       2.212        15.2       24.77        23.9       9.911       9.694       1.657       2.208
        5735       12.17       0.484       9.668        4.78       4.917        2.78         -99      1e-109         -99
        5744       1.187       1.918       1.187   2.363e-05         -99         -99         -99      1e-109         -99
        5747       8.924        0.89       6.046       5.773       3.097      0.4011         -99      1e-109         -99
        5766       8.563       0.607       5.517       6.548     0.07853         -99         -99      1e-109         -99
        5770       2.007       0.851       1.096       1.682         -99         -99         -99      1e-109         -99
        5779   6.726e-05       1.693   6.726e-05         -99         -99         -99         -99      1e-109         -99
        5789      0.9799        2.59      0.4509      0.4904         -99         -99         -99      0.7187         -99
        5797       6.081       1.756        2.94       3.899       2.058       2.728         -99       1.204         -99
        5799     0.08322      0.8709           0     0.08322         -99         -99         -99      1e-109         -99
        5801        1.41       3.691      0.9174   2.064e-05         -99         -99         -99        1.07   3.177e-10
        5802       5.728        2.01       2.787       3.119       2.839   1.042e-07         -99       2.694         -99
        5805       3.034       1.247       1.019       2.858         -99         -99         -99      1e-109         -99
        5809       1.948       1.412       1.317       1.435         -99         -99         -99      1e-109         -99
        5814       8.739      0.4587       7.387       4.669    1.63e-07         -99         -99      1e-109         -99
        5816       1.688       1.377      0.7351       1.519         -99         -99         -99      1e-109         -99
        5822       26.02      0.2777       19.26       13.83       10.34       2.763         -99      1e-109         -99
        5829       1.547       1.222       1.464      0.5015         -99         -99         -99      1e-109         -99
        5830        2.21       2.757      0.5811       2.133         -99         -99         -99      1e-109         -99
        5835       1.863      0.8505       1.193       1.431         -99         -99         -99      1e-109         -99
        5836       6.449        2.13       4.429       2.307       1.487       2.886       2.247        1.03   1.452e-10
        5837       4.622       1.086       3.973        2.06       1.157         -99         -99      1e-109         -99
        5841       0.771       1.017      0.5656      0.5241         -99         -99         -99      1e-109         -99
        5847       1.941        3.08       1.414        1.33         -99         -99         -99     0.03292   1.701e-10
        5849       7.929        1.39       4.511       5.223       3.093       2.383         -99   8.675e-51         -99
        5853       24.23      0.2986        17.8       14.02       7.468        3.88       1.711      1e-109         -99
        5862       0.583      0.6879   6.915e-05       0.583         -99         -99         -99      1e-109         -99
        5869       3.311       1.362       1.502       2.951         -99         -99         -99      1e-109         -99
        5879        15.2      0.6801       8.914       9.754       6.921       2.928         -99      1e-109         -99
        5880        2.18       1.518        2.18   1.432e-05         -99         -99         -99      1e-109         -99
        5882       6.714      0.5035       5.131       3.563       2.461         -99         -99      1e-109         -99
        5898       5.437        0.85       4.989       2.162         -99         -99         -99      1e-109         -99
        5907       2.864       1.301      0.4313       2.831         -99         -99         -99      1e-109         -99
        5916       5.735       2.441       1.906       3.396       3.954       1.171         -99      0.8487         -99
        5917       4.625       1.671       3.518       3.001     0.08155         -99         -99      1e-109         -99
        5921      0.3842         2.2      0.3842   1.945e-05         -99         -99         -99      1e-109         -99
        5922        3.19       2.342       2.157        2.35         -99         -99         -99      1e-109         -99
        5925       2.728        1.29       2.508       1.071         -99         -99         -99      1e-109         -99
        5941      0.6463       1.889      0.6412     0.08096         -99         -99         -99      1e-109         -99
        5966       0.823      0.8172       0.823   2.897e-05         -99         -99         -99      1e-109         -99
        5969       0.993      0.4835      0.8967      0.4267         -99         -99         -99      1e-109         -99
        5974       6.609        1.54       1.917       4.096       3.262       3.539      0.2487      1e-109         -99
        5976       7.361      0.7452       2.667       3.813       5.173       2.402         -99      1e-109         -99
        5977       4.488       2.904        3.57       1.856       1.105         -99         -99       1.652         -99
        5982       1.336        5.34         -99         -99         -99         -99         -99   2.155e-09       1.336
        5997       1.445      0.8699       1.445   1.833e-05         -99         -99         -99      1e-109         -99
