#      Type_SED        SAVEDid          lgSFR          msSFR          xfSFR          xeSFR           MassX
#
              0           2925        2.31723        2.89212          207.6          88.21          11.67
              0           2947     -0.0530567       0.567891          0.885         0.3235          10.03
              0           2957         1.5012        1.58196          31.71          26.24          10.18
              0           2973        1.27114         1.1308          18.67          13.97          9.918
              0           2979        0.46449       0.369763          2.914          1.015          9.438
             -1           2992       0.999739        1.28599          9.994          1.445          10.22
             -1           2994        1.99463        1.97508          98.77          28.88          10.72
              0           3001        1.88694        1.78788          77.08          61.45          10.88
             -1           3012        1.32035        1.86117          20.91          5.905          10.92
             -1           3022         1.1486        1.28316          14.08          2.125          10.53
             -1           3028        1.54307        1.91545          34.92           10.3          10.77
              0           3029       0.877774       0.740621          7.547          5.331          9.688
             -1           3037        0.43393       0.453525          2.716         0.1636          9.928
             -1           3039       -1.08571      -0.548361        0.08209        0.02621          8.868
             -1           3063      -0.520569      0.0607023         0.3016        0.06268          9.638
              0           3066        1.62356        1.75477          42.03          31.83          10.39
              0           3069        1.78831        1.54305          61.42          25.34          10.71
             -1           3071       -1.24926       0.632785        0.05633       0.009895          10.42
              0           3074        1.44138        1.58343          27.63          22.61           10.2
             -1           3075       0.715167        1.20082           5.19         0.3641          10.76
              0           3078       0.926085        1.31592          8.435          5.811          10.41
             -1           3081       0.877947       0.930068           7.55         0.4935          10.21
              0           3083        1.66586         1.6852          46.33          27.21          10.72
              0           3084     -0.0526643       0.120735         0.8858         0.3049          9.488
              0           3085       0.342028       0.264832          2.198          1.137          9.338
             -1           3087        1.50284        1.49455          31.83          2.874          10.89
              0           3089       -2.16475       -3.93088       0.006843       0.006842          4.798
              0           3093        1.65744        2.02273          45.44          23.57          10.93
              0           3099       0.806248       0.940013          6.401          4.659           9.96
              0           3101        1.37218       0.548044          23.56          12.53          9.438
             -1           3103        1.12057        1.12638           13.2          3.075          10.08
             -1           3112       0.309417        1.05327          2.039         0.3313          10.55
              0           3114        1.86421       -84.8022          73.15          72.94            -99
              0           3119        1.03941        1.49115          10.95          4.571          10.78
              0           3121       -2.44527       -1.60838       0.003587       0.003587           7.55
              0           3125        1.94498        1.56375           88.1           52.2          10.64
              0           3140        1.27898        1.49214          19.01          9.899          10.55
              0           3143        1.64552        1.33178          44.21          6.314          9.988
             -1           3145       0.492341        1.00127          3.107         0.1225          10.78
              0           3165        1.73368        1.67126          54.16           32.9          10.28
              0           3171       0.145196       0.324907          1.397         0.5082          9.548
              0           3188         1.5397        1.59561          34.65          28.38          10.32
             -1           3196        0.33626        1.07899          2.169        0.01896          10.95
              0           3207        1.01157        1.26855          10.27          4.546          9.978
              0           3220        1.86112        1.93624          72.63          25.62          10.62
              0           3229        0.85248       0.739059           7.12          2.666          9.798
              0           3236        1.67815        1.87161          47.66           29.2          10.83
              0           3247        1.24105        1.58814          17.42          8.974          10.44
              0           3263        1.11461        1.56811          13.02          7.903          10.19
              0           3265        1.45834        1.46398          28.73          15.33          10.47
              0           3267         1.3784        1.33933           23.9          11.73          10.23
              0           3276        2.28466        2.61816          192.6          83.44           11.3
              0           3280      -0.153354       0.125051         0.7025         0.3484          9.448
             -1           3281      -0.151441       0.393894         0.7056          0.122          9.738
              0           3288       0.768194       -85.4868          5.864          5.864            -99
              0           3289        2.04021        2.63385          109.7          55.84          11.77
             -1           3296        1.67164        1.94824          46.95          8.902          10.91
              0           3304       0.865992        1.89524          7.345          3.484          11.26
             -1           3306        1.09272        2.05427          12.38          3.426          11.13
              0           3307         1.3126        1.60892          20.54          11.97           10.3
             -1           3310        1.73838        1.95294          54.75          15.29          10.82
              0           3316      -0.350081      -0.923878         0.4466         0.1617          8.198
              0           3326      -0.721246       -1.14871           0.19        0.08488          7.968
             -1           3332        1.24871        1.54124          17.73          5.718          10.64
             -1           3337        1.00945        1.19004          10.22          2.274          10.42
             -1           3347       0.898341        1.19003          7.913          2.019          10.46
             -1           3349     -0.0347512       0.168969         0.9231         0.1309          9.438
              0           3355        1.01072        1.45844          10.25          5.104          10.23
              0           3358        1.68664        1.81112           48.6          43.17          10.45
              0           3367        1.89437        2.35267          78.41          35.38          11.23
              0           3376       0.114611      -0.174927          1.302         0.5261          9.098
              0           3380      -0.332547       0.114805          0.465         0.2969           9.56
              0           3393        1.90466        2.07258          80.29          43.93          10.81
             -1           3401       0.837462        1.19919          6.878          1.748          10.43
             -1           3403        1.49927        1.87722          31.57          2.963          11.14
              0           3413        1.58195        1.88714          38.19          26.53          10.61
              0           3417        1.85908        2.26607          72.29           25.9           11.1
              1           3429       0.912488      0.0908172          8.175           1.99          8.918
              0           3441       0.816838        1.28432          6.559          5.168          10.37
              0           3442         1.3955        1.16509          24.86          12.63          10.01
              0           3444       0.752125       0.973928          5.651          1.904          10.21
              0           3452        1.94498        2.04682           88.1           62.1           10.6
             -1           3455        2.42292        2.33398          264.8          87.79          11.06
              0           3460        1.11893        1.39373          13.15          7.801          10.49
              0           3463        1.83033        2.04766          67.66          30.85          10.83
             -1           3484       0.903416        1.14313          8.006          1.792          10.44
              0           3487       0.808684      -0.067995          6.437          3.846          8.588
              0           3492       0.493876       0.677198          3.118          1.206          9.798
              0           3500       0.219323       0.657921          1.657           0.67          9.758
             -1           3526       0.274158       0.924393           1.88        0.05674          10.54
             -1           3527      0.0326188       0.372439          1.078         0.1839          9.718
              0           3532        3.02898        2.98679           1069          665.4           11.7
              1           3535        2.26458        1.23602          183.9          47.95          9.568
             -1           3560        1.02407        1.27414          10.57           1.18          10.47
              0           3568      0.0503798       0.367179          1.123         0.9274          9.778
              0           3570     -0.0713482       -0.12216         0.8485         0.4105          9.138
              1           3572        1.58013        1.12996          38.03          6.445          10.43
              0           3584       0.514149       0.903644          3.267          1.571          10.06
              0           3587       0.878407       0.740112          7.558          4.739          9.368
              0           3588     -0.0730405       0.697719         0.8452         0.4675          10.14
              0           3595       0.746556        1.31632          5.579          3.011          10.47
              0           3620       0.238297        1.49387          1.731          1.139          10.83
             -1           3626       0.936413       0.920443          8.638          1.676          10.08
             -1           3627        1.41547        1.99239          26.03          3.107          11.29
             -1           3638       0.641672       0.836465          4.382          0.795          10.12
             -1           3648       0.378034       0.508814          2.388         0.5288          9.818
              0           3651       0.967548        1.50992           9.28          5.321          10.28
              1           3652        1.99498         1.3419          98.85          21.32          9.808
              0           3654        2.22583        2.07599          168.2          125.3          10.62
             -1           3658         1.1878        1.34877          15.41         0.4545          10.74
              1           3661        2.75266        2.12549          565.8          137.9           10.6
              0           3668        1.88366        1.76501           76.5          37.73          11.17
              0           3676        1.66474        1.31569          46.21          45.05          9.858
              0           3677        1.33445        1.30559           21.6          13.42          9.758
              0           3679       0.681241       0.476245            4.8         0.3382          9.908
              0           3680        1.41128        1.48179          25.78          21.03          10.26
              0           3686       0.332438       0.373055           2.15         0.8885          9.648
              0           3696       0.682596        1.36628          4.815          2.405          10.35
             -1           3699        1.44373        1.87934          27.78          7.366           10.5
              0           3703        1.54357        1.76864          34.96           25.4          10.47
             -1           3704       0.752279        1.37207          5.653          1.623          10.66
              0           3709        1.64807        1.69699          44.47          33.28           10.3
             -1           3712         1.4685        1.45417          29.41          3.744          10.41
              0           3718        1.50215        1.67164          31.78          20.13          10.98
              0           3721       0.368473       0.788259          2.336         0.9403          9.858
             -1           3739      0.0253059        0.26619           1.06         0.3261          9.518
             -1           3742       0.696094       0.607915          4.967         0.3368          10.14
             -1           3758        2.17754        2.45487          150.5          46.76           11.3
              0           3760      0.0253059      -0.296404           1.06         0.3858          8.748
              0           3763      -0.609418        1.15748         0.2458         0.1329          11.02
             -1           3769        1.08099        1.52129          12.05          3.892          10.29
             -1           3775       0.469527       0.566975          2.948          0.354          9.898
              1           3780         2.6561        1.62797            453          100.6          9.968
              0           3781        1.13704       0.860705          13.71           10.8          9.398
             -1           3792        1.98985        2.38031          97.69          13.91          11.23
              0           3793        1.88377        1.96239          76.52           31.6          10.68
              0           3806       0.397419       0.447137          2.497          1.701           9.43
              0           3807       0.423737      0.0139842          2.653          1.101          9.128
              0           3811          1.055         1.7948          11.35          4.556          10.58
             -1           3812      -0.637141     -0.0360459         0.2306        0.03536          9.468
              0           3813        1.41714        1.24238          26.13           1.44          10.42
              1           3817        1.81849       0.916324          65.84          7.525          9.478
              0           3821        2.27784        2.48134          189.6           92.8           11.4
              0           3823       0.237544       0.472879          1.728          1.116          9.678
              0           3827        3.93192       -84.4742           8549           8549            -99
             -1           3836        1.93192        1.99118          85.49          21.77          10.71
              0           3849         1.5611        1.71857           36.4          16.84           10.5
              0           3870       0.943148       0.748395          8.773         0.3963          10.51
              0           3880         1.1758        1.51605          14.99          7.964           10.5
              0           3882     -0.0442161       0.553291         0.9032         0.4561          9.838
             -1           3883        1.03262        1.22869          10.78         0.3698          10.64
             -1           3887       0.963741       0.848818          9.199         0.7769          10.12
             -1           3888        1.09587        1.16652          12.47          1.139          10.33
              0           3894        1.37876        1.12096          23.92          21.29          9.678
              0           3901        1.28126         1.3324          19.11          6.891          10.08
              0           3902        1.24279        1.50062          17.49          13.59          10.08
             -1           3913       -1.37428       -1.31437        0.04224        0.01097          8.048
             -1           3914        1.53719        1.91265          34.45          1.541          11.42
             -1           3917       -1.29354      -0.469163        0.05087        0.01037          9.038
              0           3920       0.307068       0.640935          2.028          1.381          9.718
              0           3928        1.13418        1.53187          13.62          9.358          10.38
             -1           3935       0.779596        0.96142           6.02           1.77          10.11
              0           3940        1.27393        1.38975          18.79          6.588          10.21
              0           3941        1.00988        1.28018          10.23          4.943          10.09
              0           3952      0.0318123      0.0658717          1.076         0.4422          9.228
              0           3954      -0.297053        1.00255         0.5046         0.1987          10.58
             -1           3955        1.58715        1.80569          38.65          9.934          10.65
              0           3966        1.52048        1.56146          33.15          29.59          10.16
              0           3969        1.22814        1.45861          16.91          10.01          10.54
              0           3978       0.987309       0.804657          9.712          5.248          9.848
             -1           3981      -0.104191       0.574019         0.7867        0.03243          10.27
             -1           3991      -0.235525      -0.346131         0.5814        0.04601          9.098
              0           3996       0.660486       0.103935          4.576          2.522          9.118
              1           4004         2.8099        2.15216          645.5          151.1          10.63
              0           4012        1.46805        1.71375          29.38          21.73          10.27
              0           4022         1.0187       0.800058          10.44         0.6251          10.06
              0           4032        1.07004         1.3316          11.75          6.621           10.3
              0           4043        -1.1798       -1.66653         0.0661        0.03364          7.538
              0           4046      -0.411168       -1.39716          0.388         0.2353          7.598
             -1           4048         1.1089         1.2752          12.85          2.398          10.54
             -1           4050        1.00689         1.0383          10.16          3.239          10.26
              0           4056        0.77122        1.12819          5.905          4.001          10.16
             -1           4057       0.651472       0.957537          4.482          1.322          10.07
             -1           4068        0.68922       0.911544          4.889         0.8265          10.07
             -1           4077         1.8253        2.37929          66.88          15.56          11.05
             -1           4079        1.51255        1.47278          32.55          8.152          10.26
              0           4083         1.8251        2.16307          66.85          31.27          10.99
              0           4108        1.56714        1.32892          36.91          2.097          10.72
              0           4110       0.285332      0.0125082          1.929          1.257          9.008
              0           4111         1.3075        1.66539           20.3          17.45          10.26
              0           4116         1.8477        1.78408          70.42           48.7          10.43
             -1           4145         1.5904        1.72035          38.94          4.278          10.87
             -1           4149        1.61278        1.69234             41          9.125           10.5
             -1           4189       0.661623        1.71204          4.588          1.255          11.06
              0           4203        1.43933        1.60325           27.5          13.88          10.69
             -1           4211        1.26505        1.16482          18.41           0.69          10.61
             -1           4214         1.7457        1.66211          55.68          7.008          10.46
              1           4215        2.38435        1.72838          242.3          13.63          10.12
              0           4222        2.15381        1.88269          142.5          19.54          10.61
             -1           4226       0.943742        1.03123          8.785          1.062          10.22
             -1           4235        1.11893        1.26879          13.15         0.4612          10.78
              0           4239       0.554489      -0.170096          3.585          2.532          8.758
              0           4247       0.362482       0.414379          2.304          1.458          9.698
              0           4254        1.04961        1.49021          11.21           5.35          10.58
             -1           4255       0.839792        1.34551          6.915         0.4332          10.94
             -1           4260       0.401056       0.807389          2.518         0.5965          9.938
              0           4266        1.92567        2.21036          84.27          37.38          11.11
             -1           4267       0.656386        1.49056          4.533         0.2944          11.24
             -1           4268       0.942355       0.960391          8.757         0.3887          10.47
              0           4270          1.979        2.24862          95.28          48.45          11.12
              0           4290        1.03262       0.956977          10.78          3.756          9.608
              0           4297       0.849297         1.1938          7.068          2.384          10.27
             -1           4308        1.35793         1.4872           22.8          3.217          10.64
              0           4309       0.911371       0.888695          8.154          6.382          9.888
              0           4312        2.04415        1.74394          110.7          45.85          10.71
             -1           4314        1.21405        1.09085          16.37           1.09          10.52
              0           4320        1.77151        1.98653          59.09          31.16          10.84
             -1           4321        1.27577        1.34696          18.87          2.242           10.4
              0           4322       0.865992        1.03524          7.345          4.451          10.07
              0           4325        2.24797       -84.5315            177          155.4            -99
              0           4344        1.20085        1.32199          15.88          8.335          9.998
              0           4362        1.11826        1.68732          13.13          7.977          10.66
              0           4363        1.61247        1.83974          40.97          28.51          10.55
             -1           4367       0.276002        0.22994          1.888         0.5594          9.348
              0           4371       0.746401        1.01051          5.577          2.394          10.15
              0           4379        1.68699        1.82916          48.64          26.12          10.55
              0           4389        1.00817       0.988169          10.19          4.388          9.748
             -1           4404      -0.239879       0.233096         0.5756        0.09716          9.658
              0           4419       0.791761        0.66552          6.191          3.591           9.76
             -1           4432        1.43313        1.57476          27.11          8.864          10.39
              0           4442        1.61878        1.82042          41.57          27.11          10.45
             -1           4449        2.29667         2.6292            198           50.5          11.56
              0           4451       0.815246       0.833395          6.535          4.444          9.818
              0           4456        2.06108        2.09455          115.1          56.43          10.94
             -1           4469       0.891593        0.98341          7.791          1.947          10.01
              0           4474       0.864155        1.15397          7.314          4.946          10.03
              0           4480        1.17319        2.20582           14.9          7.097          11.16
             -1           4486        0.72214        1.00136          5.274          0.268           10.7
             -1           4499       0.241546       0.240778          1.744          0.102          9.658
              0           4500        2.26221         1.9723          182.9          10.01           10.5
              0           4503       0.754883        1.16335          5.687          1.987          10.28
              0           4504       0.397592       0.847994          2.498          1.169          10.02
              0           4520        1.02816        1.16292          10.67          7.102          9.938
             -1           4528       0.627878       0.562468          4.245         0.6883          9.868
             -1           4531        1.52401        1.86963          33.42          7.734          10.67
              0           4537       0.455606       0.324164          2.855          1.322          9.488
              0           4542      -0.607127      -0.422527         0.2471        0.09425          8.958
             -1           4546       0.490661       0.969739          3.095         0.7976          10.09
              0           4550        1.80305        1.98825          63.54          49.82          10.63
              0           4558        1.23096         1.8783          17.02          8.388          10.71
              0           4563         0.5738        0.62042          3.748          1.562          9.738
              0           4564        1.39655        1.37356          24.92          9.617          10.27
             -1           4575        1.10721        1.40882           12.8          4.053          10.16
             -1           4580        1.45682        1.64468          28.63          1.722          10.89
              0           4589       0.879898       0.542245          7.584         0.6902          9.768
              0           4592       0.896085        1.34667          7.872          3.707          10.83
              0           4598       0.310906        0.45438          2.046         0.7585          9.698
              1           4601        3.05881       0.147811           1145          28.97          8.108
              0           4603      0.0257154       -0.47176          1.061         0.6299          8.398
             -1           4612        1.55047        1.70916          35.52          7.392          10.53
              1           4625       0.868997       0.392235          7.396         0.4739          9.818
             -1           4627       0.472903       0.688072          2.971         0.8113          9.928
              0           4633        1.15168        1.23287          14.18          5.977          10.33
             -1           4654        1.37658        1.61234           23.8          3.791          10.73
              0           4656        1.36847        1.12792          23.36           2.93          10.42
             -1           4663       0.409426       0.850752          2.567        0.03793          10.59
              0           4676      -0.181312       0.139123         0.6587         0.2802          9.498
              0           4681        1.18127        1.22488          15.18          10.82          9.728
              0           4694        1.45408        1.77836          28.45          10.72          10.47
              0           4701      -0.194567       0.140107         0.6389         0.2472          9.478
              0           4703        1.06108        0.69179          11.51          6.186          9.678
             -1           4707       0.821382       0.854414          6.628          1.507          9.808
             -1           4722       0.575996       0.584891          3.767         0.3655          9.878
             -1           4738       0.980231        1.19645          9.555          1.385          10.44
              0           4744        1.79021        1.65453          61.69          47.08          10.29
             -1           4751       0.561936        1.40879          3.647         0.3737          10.92
              0           4759       -1.17244      -0.612224        0.06723        0.02722          8.768
              0           4760        1.57841        1.64643          37.88          28.14          10.25
              0           4762        2.29447        2.11657            197          43.01          10.75
             -1           4774        2.14675         2.3685          140.2          28.17          11.23
             -1           4777       0.310268       0.821693          2.043         0.2266          10.41
              0           4779        1.83315        2.17097           68.1           31.6             11
              0           4787        1.53046        1.93079          33.92           15.9          10.68
             -1           4789        1.66323        1.83054          46.05          5.528          10.54
              0           4793      -0.205582      -0.452283         0.6229         0.3874          8.818
             -1           4799        1.66811        1.74258          46.57          1.419          11.38
             -1           4804      -0.478993      -0.567584         0.3319        0.07907          8.818
              0           4806        1.25527        1.27181             18          9.861          10.38
              0           4815         1.0249        1.43717          10.59          4.082          10.36
              0           4826        2.03342        2.47891            108          46.61           11.5
             -1           4828      0.0157788       0.537291          1.037          0.203           9.96
              0           4832      -0.904134       -2.20868         0.1247         0.1247          6.978
              0           4839        1.10072        1.18469          12.61          4.632          10.09
             -1           4846        0.40841       0.998732          2.561         0.1361           10.5
              0           4847      -0.375821       0.314433         0.4209         0.1759          9.768
              0           4849        2.10243        1.13556          126.6           99.1          9.438
              0           4858        1.09691        1.71333           12.5          6.901           10.9
             -1           4860        1.06521        1.56659          11.62          3.409          10.65
              1           4865        1.29798       -1.52609          19.86         0.8686          7.058
             -1           4868        1.49859        1.84415          31.52          5.388          10.69
             -1           4874         1.7859         1.9314          61.08          9.044          10.67
              0           4887        1.16938        1.54869          14.77          7.315          10.31
              0           4888        1.56289        1.95378          36.55             18          11.09
              0           4891      -0.890421      -0.252918         0.1287         0.1287          8.968
             -1           4901        1.11327        1.53222          12.98          3.484          10.25
             -1           4905        1.60724        1.61417          40.48          4.735           10.7
             -1           4912       0.204663       0.575067          1.602         0.1213          9.968
              0           4916      -0.277448      0.0428511         0.5279         0.3163           9.35
             -1           4917        1.08493        1.06929          12.16          1.246          10.27
              0           4919        1.04805       0.872947          11.17          2.445          9.798
              0           4924        1.64885        1.06381          44.55          14.95          9.868
             -1           4937       0.737829        1.05275          5.468         0.2115           10.6
             -1           4945        1.73046        1.79538          53.76          16.13          10.63
             -1           4954        2.06296        2.16323          115.6          6.526          11.03
             -1           4955       0.439333       0.983708           2.75        0.08663           10.7
             -1           4974        1.41547        1.40544          26.03          1.714          10.64
              0           4986        1.75404         1.9696          56.76          30.47          11.08
              1           4990        2.96478        2.08412          922.1          112.9          10.56
              0           4991      -0.378824      0.0585725          0.418         0.1491          9.488
              0           4993        1.73336        2.62857          54.12          29.64          11.34
              0           4995         2.8275        2.43588          672.2          240.4          11.05
             -1           4996       0.998564        0.86308          9.967          2.071          10.03
              0           4997        1.90763        1.84618          80.84           57.4           10.5
             -1           4999        1.43361         1.3091          27.14          3.675          10.15
             -1           5000        1.08243        1.23238          12.09          3.017          9.958
              0           5007        1.24055       0.939058           17.4         0.8532          10.24
             -1           5010       0.903253          1.364          8.003           2.65          10.11
             -1           5012        1.62552        1.78117          42.22          8.932           10.7
              0           5016       0.184123        1.18817          1.528         0.5583          10.75
             -1           5023        1.12678        1.29882          13.39         0.6416          11.18
              1           5026        2.16967        1.75025          147.8          8.877          10.26
             -1           5028       0.536053       0.899089          3.436        0.03515           10.7
             -1           5029      -0.555955       0.156498          0.278        0.05958          9.688
              0           5033       0.895146        1.24851          7.855          6.126          10.28
              0           5034        1.05652        1.40139          11.39          7.001          10.09
             -1           5042        1.25816        1.60811          18.12          5.554          10.29
              0           5050            -99        3.38889              0              0          13.05
             -1           5055        1.03703        1.08564          10.89          0.311          10.55
              0           5057         1.1682        1.56846          14.73          9.311          10.22
              0           5064     -0.0650473      -0.295223         0.8609         0.5227          9.028
              0           5067        1.89867        1.92255          79.19          30.62          10.72
              0           5070       -1.93367       -3.84398        0.01165        0.01165          4.908
             -1           5080        1.28307        1.15051          19.19          1.353          10.15
              0           5089        2.22479        1.92847          167.8          7.781          10.75
             -1           5090        2.61627        2.54207          413.3            121          11.37
              0           5095        1.10072        1.37837          12.61            5.3          10.13
             -1           5097       0.641276         1.2216          4.378         0.5825          10.87
             -1           5101       0.826787        1.15054          6.711          1.705          10.37
             -1           5114        1.31869        1.51301          20.83          6.279          10.31
             -1           5122        1.63599        1.67563          43.25          6.234          10.52
             -1           5125        1.12156        1.44592          13.23          1.105          10.47
              0           5129       0.364926       0.773799          2.317          1.623          9.938
             -1           5133        1.48954        1.38687          30.87          3.291          10.52
             -1           5138       0.607669        1.65382          4.052         0.4984          11.21
              0           5146       0.901295       0.407306          7.967          4.349          8.858
              0           5147       0.860098       0.585211          7.246         0.2674          9.988
              0           5148        1.95909        2.13303          91.01          38.94          10.97
              0           5155        1.22634        1.50914          16.84          7.482          10.34
              1           5156        2.39811        1.93866          250.1          20.75          10.44
             -1           5162       0.333447       0.629106          2.155         0.3606          9.848
             -1           5168       0.834675        1.16558          6.834         0.2994          10.77
             -1           5170       0.819676       0.705973          6.602         0.5315          10.03
              0           5171        2.03902        2.39437          109.4           59.1          11.16
              0           5177        1.94866        1.85034          88.85          52.04           10.7
             -1           5185       0.202216       0.521191          1.593         0.2247          9.798
              0           5187        1.01115       0.737905          10.26         0.1316          10.24
             -1           5205       -1.19396       0.387494        0.06398        0.02033          10.14
              0           5206       0.353147         1.0641          2.255           1.55          10.29
              0           5211        2.14799        2.36558          140.6          81.97          11.12
              0           5215        2.43537        2.11723          272.5          145.6          10.95
              0           5218       0.738622         1.2198          5.478          4.215          10.35
             -1           5225         1.5302        1.59305           33.9          9.539          10.37
              0           5238        1.18013        0.93037          15.14          3.546          10.12
              0           5242      -0.208801       0.684442         0.6183         0.2848          10.22
              0           5245       0.214049      -0.105064          1.637         0.7279          9.018
              0           5255       0.568202       0.788482            3.7          1.455          9.988
             -1           5256        1.83429        2.07543          68.28          8.117          10.82
              1           5258        2.36097        1.77621          229.6          18.75           10.2
              0           5265        2.27508        2.51182          188.4          97.98          11.36
             -1           5270        1.15625        1.24373          14.33          4.098          10.43
             -1           5273     -0.0257647        1.20869         0.9424         0.1706          10.88
             -1           5293        1.15442        1.48853          14.27          2.943          10.57
             -1           5296       0.946207        1.48918          8.835          1.061          10.79
              0           5309        0.47261       0.564604          2.969          1.764          9.688
             -1           5321         1.2634         1.1236          18.34         0.2564          10.56
             -1           5325        1.25983        1.47668          18.19         0.4237          11.24
              0           5329        1.49388        1.59287          31.18          23.72          10.27
              0           5337        2.19783        1.63787          157.7          92.44          10.49
              1           5342      -0.251812       -1.73453           0.56        0.07085          7.288
              1           5346        1.18469       0.813292           15.3          1.237          10.38
             -1           5347        1.35025         1.2667           22.4          2.626          10.37
             -1           5348        1.62107        1.75369          41.79           3.37          11.11
             -1           5350         1.5358        2.20618          34.34          11.34          11.15
             -1           5358       0.423574        1.12547          2.652         0.1834          10.73
              0           5359       0.845718        1.53807           7.01          4.562          10.71
              0           5363        1.35641        1.63931          22.72          9.023          10.32
              0           5366        1.19479        1.43804          15.66          8.249          10.25
              0           5371     -0.0734518       0.515271         0.8444         0.4532          9.948
             -1           5372         1.1827        1.14523          15.23          3.913          9.898
             -1           5374        0.32531       0.676634          2.115         0.5243          9.848
             -1           5375       0.428621       0.639729          2.683         0.1773          10.13
              0           5382        1.29885        1.81301           19.9          10.01           10.5
              0           5395        1.54876        1.00749          35.38          19.61          9.788
              0           5402       0.196176       0.467321          1.571         0.7034          9.728
             -1           5411        1.54283         1.8264           34.9          6.855          10.63
             -1           5424        1.27416        1.67674           18.8          5.303          10.67
              0           5426         0.9127        1.23042          8.179          3.384          10.37
             -1           5427       0.653116       0.950833          4.499           1.24          10.06
              0           5435        1.12613        1.37429          13.37          6.071          10.33
             -1           5438       0.888516        1.27934          7.736          2.434          10.61
              0           5446        1.28847        1.65823          19.43          9.602          10.69
              0           5450        1.06296        1.01422          11.56          8.187           10.1
              0           5459       -2.96819       -2.26788       0.001076       0.001074          6.948
              0           5464        1.16967        1.94681          14.78          9.893          10.67
              0           5484        1.21669        1.47088          16.47          11.72          10.38
             -1           5509       0.104487       0.522016          1.272         0.4233          9.878
             -1           5512        1.36455        1.72649          23.15          2.286           11.1
              0           5515        1.49485        1.32274          31.25          2.109          10.37
              0           5518        1.28601        1.83003          19.32          14.79          10.88
              0           5520       0.644439        2.22539           4.41           4.41          11.17
              0           5523        1.72534        1.83442          53.13          27.69          10.32
             -1           5526        0.33726       0.772182          2.174         0.1203          10.41
              0           5529        1.82892        1.97111          67.44          57.63          10.53
             -1           5530       0.890253        1.22934          7.767          0.722          10.88
              1           5531      -0.688034       -1.61983         0.2051        0.02637           7.53
