#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
       1.795         1.5       1.935       1.717       0.435   1.946e+05
       1.684         1.5           2        1.75         0.5    2.25e+05
       1.531         1.5           2        1.75         0.5    2.25e+05
       1.777         1.5       1.797       1.649       0.297   1.309e+05
       1.627         1.5           2        1.75         0.5    2.25e+05
       1.867         1.5           2        1.75         0.5    2.25e+05
       1.828         1.5           2        1.75         0.5    2.25e+05
       1.542         1.5       1.662       1.581       0.162   7.019e+04
       1.987         1.5           2        1.75         0.5    2.25e+05
       1.619         1.5       1.699       1.599       0.199   8.665e+04
        1.95         1.5           2        1.75         0.5    2.25e+05
         1.9         1.5           2        1.75         0.5    2.25e+05
       1.707         1.5           2        1.75         0.5    2.25e+05
       1.996         1.5           2        1.75         0.5    2.25e+05
       1.642         1.5           2        1.75         0.5    2.25e+05
        1.77         1.5           2        1.75         0.5    2.25e+05
       1.987         1.5           2        1.75         0.5    2.25e+05
        1.71         1.5           2        1.75         0.5    2.25e+05
       1.968         1.5           2        1.75         0.5    2.25e+05
       1.527         1.5       1.607       1.554       0.107   4.599e+04
        1.59         1.5        1.89       1.695        0.39   1.737e+05
       1.953         1.5           2        1.75         0.5    2.25e+05
       1.604         1.5           2        1.75         0.5    2.25e+05
       1.684         1.5           2        1.75         0.5    2.25e+05
       1.521         1.5       1.661       1.581       0.161   6.974e+04
       1.642         1.5           2        1.75         0.5    2.25e+05
       1.987         1.5           2        1.75         0.5    2.25e+05
       1.973         1.5       1.993       1.746       0.493   2.217e+05
       1.707         1.5           2        1.75         0.5    2.25e+05
       1.968         1.5           2        1.75         0.5    2.25e+05
        1.53         1.5        1.83       1.665        0.33    1.46e+05
       1.777         1.5       1.797       1.649       0.297   1.309e+05
       1.518         1.5       1.698       1.599       0.198   8.621e+04
       1.777         1.5       1.797       1.649       0.297   1.309e+05
        1.71         1.5           2        1.75         0.5    2.25e+05
        1.76         1.5           2        1.75         0.5    2.25e+05
        1.87         1.5           2        1.75         0.5    2.25e+05
       1.987         1.5           2        1.75         0.5    2.25e+05
       1.988         1.5           2        1.75         0.5    2.25e+05
       1.619         1.5       1.699       1.599       0.199   8.665e+04
       1.627         1.5           2        1.75         0.5    2.25e+05
       1.531         1.5           2        1.75         0.5    2.25e+05
       1.594         1.5       1.814       1.657       0.314   1.387e+05
       1.526         1.5       1.726       1.613       0.226   9.876e+04
         1.6         1.5           2        1.75         0.5    2.25e+05
       1.968         1.5           2        1.75         0.5    2.25e+05
       1.707         1.5           2        1.75         0.5    2.25e+05
       1.867         1.5           2        1.75         0.5    2.25e+05
       1.525         1.5       1.945       1.722       0.445   1.992e+05
        1.87         1.5           2        1.75         0.5    2.25e+05
       1.526         1.5       1.866       1.683       0.366   1.626e+05
       1.502         1.5       1.982       1.741       0.482   2.165e+05
        1.87         1.5           2        1.75         0.5    2.25e+05
        1.95         1.5           2        1.75         0.5    2.25e+05
       1.872         1.5           2        1.75         0.5    2.25e+05
       1.645         1.5       1.705       1.603       0.205   8.934e+04
       1.559         1.5           2        1.75         0.5    2.25e+05
         1.9         1.5           2        1.75         0.5    2.25e+05
       1.926         1.5           2        1.75         0.5    2.25e+05
       1.968         1.5           2        1.75         0.5    2.25e+05
        1.67         1.5           2        1.75         0.5    2.25e+05
       1.988         1.5           2        1.75         0.5    2.25e+05
       1.627         1.5           2        1.75         0.5    2.25e+05
       1.521         1.5       1.661       1.581       0.161   6.974e+04
        1.67         1.5           2        1.75         0.5    2.25e+05
       1.535         1.5       1.595       1.547       0.095   4.075e+04
         1.6         1.5           2        1.75         0.5    2.25e+05
       1.524         1.5           2        1.75         0.5    2.25e+05
       1.996         1.5           2        1.75         0.5    2.25e+05
       1.807         1.5           2        1.75         0.5    2.25e+05
       1.742         1.5           2        1.75         0.5    2.25e+05
       1.987         1.5           2        1.75         0.5    2.25e+05
