#   coo_zmin    coo_zmax    coo_zcen    coo_zdis         coo_zvol
#
      0.0000      0.0000      0.0000      0.0000               0
      0.0000      0.0040      0.0020      0.0040     0.019299508
      0.0000      0.0080      0.0040      0.0080      0.15400174
      0.0000      0.0120      0.0060      0.0120       0.5184244
      0.0000      0.0160      0.0080      0.0160       1.2257003
      0.0000      0.0200      0.0100      0.0200       2.3877772
      0.0000      0.0240      0.0120      0.0240        4.115414
      0.0000      0.0280      0.0140      0.0280       6.5182051
      0.0000      0.0320      0.0160      0.0320       9.7044595
      0.0000      0.0360      0.0180      0.0360       13.781502
      0.0000      0.0400      0.0200      0.0400       18.855263
      0.0000      0.0440      0.0220      0.0440       25.030532
      0.0000      0.0480      0.0240      0.0480       32.410982
      0.0000      0.0520      0.0260      0.0520       41.099138
      0.0000      0.0560      0.0280      0.0560       51.196122
      0.0000      0.0600      0.0300      0.0600       62.802077
      0.0000      0.0640      0.0320      0.0640       76.015966
      0.0000      0.0680      0.0340      0.0680       90.935508
      0.0000      0.0720      0.0360      0.0720        107.6572
      0.0000      0.0760      0.0380      0.0760       126.27621
      0.0000      0.0800      0.0400      0.0800        146.8869
      0.0000      0.0840      0.0420      0.0840       169.58235
      0.0000      0.0880      0.0440      0.0880       194.45432
      0.0000      0.0920      0.0460      0.0920       221.59318
      0.0000      0.0960      0.0480      0.0960       251.08931
      0.0000      0.1000      0.0500      0.1000        283.0295
      0.0000      0.1040      0.0520      0.1040       317.50274
      0.0000      0.1080      0.0540      0.1080       354.59365
      0.0000      0.1120      0.0560      0.1120       394.38711
      0.0000      0.1160      0.0580      0.1160       436.96771
      0.0000      0.1200      0.0600      0.1200       482.41787
      0.0000      0.1240      0.0620      0.1240       530.81792
      0.0000      0.1280      0.0640      0.1280       582.25011
      0.0000      0.1320      0.0660      0.1320       636.79164
      0.0000      0.1360      0.0680      0.1360       694.52032
      0.0000      0.1400      0.0700      0.1400       755.51451
      0.0000      0.1440      0.0720      0.1440       819.84933
      0.0000      0.1480      0.0740      0.1480        887.5991
      0.0000      0.1520      0.0760      0.1520       958.83732
      0.0000      0.1560      0.0780      0.1560       1033.6383
      0.0000      0.1600      0.0800      0.1600       1112.0697
      0.0000      0.1640      0.0820      0.1640       1194.2039
      0.0000      0.1680      0.0840      0.1680       1280.1112
      0.0000      0.1720      0.0860      0.1720       1369.8571
      0.0000      0.1760      0.0880      0.1760         1463.51
      0.0000      0.1800      0.0900      0.1800        1561.134
      0.0000      0.1840      0.0920      0.1840       1662.7962
      0.0000      0.1880      0.0940      0.1880       1768.5595
      0.0000      0.1920      0.0960      0.1920       1878.4848
      0.0000      0.1960      0.0980      0.1960       1992.6361
      0.0000      0.2000      0.1000      0.2000       2111.0715
