#   SAVEDid        xf70        xe70       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160      xf1200      xe1200      xf1250      xe1250      xf2000      xe2000      xf2050      xe2050       xfRad       xeRad
#
1779      0.2063      0.0453       0.449      0.1316       0.949       0.243       1.077      0.2425       0.775      0.2291      0.3777       0.132     0.08442     0.03338     0.03212     0.01303     0.02887     0.01075     0.02538     0.00831    0.005678    0.002359    0.005244    0.002179    0.002312   0.0006135
1813      0.1215     0.06021      0.3617      0.1875      0.7967      0.4503       1.092      0.6566      0.9511      0.5989      0.5289      0.3495       0.132     0.09309     0.05028     0.03589     0.04516     0.03152     0.03966     0.02682    0.008784    0.006316    0.008115    0.005835    0.002079    0.001279
1814      0.1674     0.09117      0.5499      0.3244       1.264      0.8545       1.668       1.168       1.421       1.016      0.7739      0.5592      0.1908      0.1432     0.07252     0.05489      0.0651     0.04838     0.05718     0.04143     0.01267    0.009634      0.0117      0.0089    0.003223    0.002368
1818       0.217      0.0279      0.6422      0.1988       1.589      0.4785       2.144      0.7525       1.806       0.715      0.9798      0.4192      0.2419      0.1106     0.09177     0.04283     0.08238     0.03598     0.07233     0.02863     0.01598    0.007583     0.01475    0.007005    0.004276    0.001344
1822      0.5254      0.3055      0.7833      0.3637       0.887       0.384       0.627      0.3921      0.3282      0.2301       0.128     0.09564     0.02571     0.01998     0.00969      0.0076    0.008706    0.006725    0.007644    0.005781    0.001704    0.001322    0.001578    0.001221    0.002883    0.001473
1824      0.2684      0.2412       0.502      0.4269       0.732      0.6131       1.347       1.307       1.928       1.914       2.411       2.406       2.125       2.125       1.454       1.454       1.369       1.368       1.263       1.263      0.3998      0.3998      0.3724      0.3724    0.002498    0.002194
1836      0.3418      0.0897      0.7386      0.1772       1.049      0.3458      0.6734      0.2801      0.3368      0.1544      0.1275     0.06223     0.02575      0.0132    0.009729    0.005061    0.008733    0.004306    0.007661    0.003496    0.001714   0.0008879    0.001588    0.000821    0.002559    0.000651
1843       0.458     0.08965      0.9569      0.2091       1.711       0.379        1.53       0.466      0.8721      0.3049      0.3663      0.1404      0.0756     0.03121     0.02857     0.01205     0.02567     0.01001     0.02257     0.00781    0.004999    0.002153    0.004619    0.001989    0.004071    0.000884
1847      0.4128      0.1094       0.911      0.2921       1.699       0.462       1.549       0.474      0.9463      0.3238      0.4304      0.1654     0.09064     0.03816     0.03413     0.01478     0.03064      0.0123     0.02693    0.009655    0.005956    0.002675    0.005501     0.00247    0.004284    0.001279
1850       0.297       0.126      0.6855      0.2394       1.496      0.7479       1.918       1.141       1.812        1.19       1.299      0.9176      0.4284      0.3262      0.1748      0.1356      0.1574      0.1202      0.1386      0.1036     0.03078       0.024     0.02841     0.02216    0.003351    0.002365
1855      0.3606      0.0262       0.947       0.087       1.651      0.1955       1.461      0.2015       0.925       0.143      0.4035     0.06565     0.08121     0.01387     0.02949     0.00505     0.02639    0.003235     0.02308    0.001295    0.004989    0.000851    0.004606    0.000785    0.004304   0.0005085
1859      0.2886     0.09425      0.6071      0.1787      0.8953      0.2097      0.7297      0.2104      0.4062      0.1351      0.1666      0.0609     0.03394     0.01351     0.01278    0.005239     0.01148     0.00433     0.01009    0.003355    0.002235    0.000933    0.002067   0.0008615    0.002501    0.000656
1865       0.137     0.03764      0.3135      0.1388      0.6253      0.2712       0.696      0.2908      0.4939      0.2055      0.2424      0.1142     0.05489     0.02865     0.02086     0.01123     0.01874    0.009615     0.01647     0.00788    0.003685    0.002035    0.003404    0.001881     0.00155    0.000734
1866      0.9085      0.1045       2.048      0.1555        4.21       0.424       4.557       1.163       3.179       1.075       1.527      0.6078      0.3364      0.1518      0.1272     0.05961      0.1143      0.0502      0.1004     0.04006      0.0224     0.01081     0.02066     0.01001     0.01051    0.001079
1870      0.1247     0.06648      0.3719      0.1792      0.8879      0.4021       1.275      0.6891       1.115      0.6579       0.622      0.3841      0.1578      0.1013     0.06052     0.03937     0.05439     0.03433     0.04781     0.02892     0.01067    0.007024    0.009857    0.006494      0.0024    0.001266
1880       1.431       0.495       2.468       0.363       3.902      0.3505       3.597       0.775       2.178      0.6035      0.9666      0.3114      0.2008      0.0721     0.07543     0.02797     0.06776     0.02274     0.05953     0.01713     0.01296    0.005165     0.01197    0.004768     0.00937     0.00137
1886      0.1063     0.04004      0.2206     0.08695       0.715        0.29       1.458      0.8533       1.853       1.249       1.627       1.182      0.6824      0.5346       0.305      0.2448      0.2763       0.219      0.2446      0.1906     0.05568     0.04522     0.05139     0.04175    0.002724    0.001694
1894      0.2569      0.0703      0.5818      0.1883       1.119      0.2384       1.156      0.2073      0.7568       0.171      0.3525      0.1016     0.07543     0.02598     0.02837      0.0103     0.02547    0.008345     0.02237     0.00625    0.004964     0.00189    0.004582    0.001748    0.002827    0.000695
1899      0.2573      0.1509      0.5547      0.3515      0.9053      0.4817      0.7778      0.3272      0.4596      0.1719      0.1928     0.06965     0.04127     0.01695     0.01555    0.006659     0.01397    0.005539     0.01227    0.004334    0.002721    0.001214    0.002508    0.001125    0.002368    0.001372
1907      0.3372     0.03755      0.6826      0.0865      0.9538      0.1272      0.6874      0.0931      0.3501     0.04755       0.134     0.01825     0.02567    0.003485    0.009472    0.001289    0.008493   0.0007315    0.007449   0.0001385     0.00164    0.000225    0.001518   0.0002085    0.002718    0.000373
1908       0.504      0.0976       1.095       0.192       1.849      0.2705       1.562       0.363      0.8671      0.2409       0.355      0.1108     0.07239     0.02477     0.02729    0.009605     0.02452     0.00774     0.02155     0.00574    0.004777     0.00171    0.004416    0.001579    0.004618   0.0006845
1918       0.424      0.2351      0.6028      0.2552      0.6671      0.2662      0.3926      0.1938      0.1939      0.1126     0.07292     0.04638     0.01465    0.009943    0.005532    0.003817    0.004967    0.003342     0.00436     0.00283   0.0009793   0.0006607    0.000908   0.0006091    0.002217    0.001073
1919      0.1434     0.06937      0.3078      0.1592      0.5432      0.2305      0.5054      0.2003      0.3224      0.1366      0.1483     0.06644     0.03159     0.01541     0.01198    0.006024     0.01077    0.005124    0.009463    0.004149     0.00211    0.001088    0.001949    0.001005    0.001396   0.0006412
1921      0.2816       0.052      0.5522     0.09555       1.746       0.329       5.819      0.4015       8.922        0.23       9.723      0.5475       5.599       0.819       2.794      0.4935       2.566       0.364       2.308      0.2175      0.5661      0.1219      0.5231      0.1128     0.01181     0.00048
1930       3.853      0.1485       8.005       0.072       11.53       0.075       8.753       0.102       4.782      0.0625       1.941      0.0265      0.3674      0.0049      0.1328     0.00175      0.1189    -0.00535      0.1041    -0.01285     0.02251    0.000395     0.02079     0.00037     0.03188    0.000565
1937      0.4232      0.0353      0.5631      0.0489       0.447      0.0397      0.1969      0.0176     0.08073    0.007225     0.02634    0.002355    0.004655    0.000415    0.001694   0.0001505    0.001518     5.5e-05    0.001331    -4.7e-05   0.0003223    2.93e-05   0.0003023    2.75e-05    0.002207    0.000201
1938      0.4579      0.0732      0.6075      0.1013      0.4813     0.08215      0.2118     0.03645     0.08675     0.01495     0.02831    0.004875    0.005004   0.0008595    0.001821    0.000312    0.001632    0.000201     0.00143     8.3e-05   0.0003459    6.09e-05   0.0003245    5.71e-05    0.002373   0.0004175
1944      0.6394      0.3666       1.244      0.3677       2.293       0.374       2.655         0.9       2.138       1.002       1.149      0.6431      0.2853      0.1813      0.1093     0.07113     0.09824     0.06207     0.08637     0.05233     0.01931     0.01277     0.01784     0.01181    0.005408    0.001004
1945      0.3489      0.2075      0.6199      0.2687       2.365      0.6415       5.756       0.382       8.025       1.327       7.991       1.928       4.116       1.431       1.975       0.748       1.805       0.635       1.615      0.5075      0.3847      0.1608      0.3553      0.1488     0.01124    0.001601
1951      0.5094      0.1235       1.121      0.3557       2.133        0.52       2.135      0.5755       1.422      0.4969      0.6676      0.2719      0.1439     0.06588     0.05428     0.02575     0.04875      0.0217     0.04283     0.01737    0.009507    0.004683    0.008766    0.004334    0.005294    0.001428
1960       0.372      0.1157      0.7371      0.3139       1.319      0.5776       1.356      0.6634      0.8811      0.4659        0.41      0.2276     0.08747     0.05123     0.03304     0.01969     0.02968     0.01702     0.02608     0.01415    0.005777    0.003534    0.005336    0.003264    0.003225    0.001582
1961      0.3865      0.0621       0.762      0.1273        1.25       0.183       1.046      0.2061      0.5716      0.1386      0.2306     0.06385     0.04671     0.01433     0.01759     0.00557      0.0158      0.0044     0.01389    0.003145    0.003067     0.00099    0.002835   0.0009145    0.002998   0.0005005
1968      0.2892      0.0717      0.6753      0.2643       1.372      0.4817       1.532       0.501       1.054      0.3795      0.5095      0.2098      0.1146     0.05339     0.04347     0.02103     0.03906     0.01778     0.03432     0.01429    0.007672    0.003828    0.007084    0.003536    0.003426    0.001306
1973      0.5574      0.2598       1.202      0.3401       2.452      0.2555       2.915       0.598       2.409       0.687       1.283      0.4324      0.3128      0.1193       0.119     0.04702      0.1069     0.03862     0.09388     0.02962     0.02087     0.00848     0.01929    0.007835    0.005693   0.0009655
1990      0.2653      0.0518      0.4846      0.1252       1.253      0.2751       2.039      0.6415       2.304      0.9125       1.913      0.8815      0.7842      0.4319      0.3498      0.2039      0.3168      0.1782      0.2803      0.1496     0.06368     0.03822     0.05878     0.03528    0.003482    0.001298
1999       0.116     0.04412      0.2614        0.11      0.7831       0.406       1.387      0.8998       1.771        1.31       1.597        1.27       0.686       0.581      0.3095      0.2672      0.2805      0.2403      0.2484      0.2105     0.05657     0.04923     0.05223     0.04545    0.002568    0.001811
2007     0.08272     0.05038      0.2343      0.1596       1.058      0.8478       1.897       1.624       1.956       1.703       1.435       1.259      0.4598      0.4055      0.1846      0.1631       0.166      0.1455      0.1459      0.1266     0.03178     0.02805     0.02931     0.02587    0.003389    0.002943
2022       0.102     0.03724      0.3136      0.1061      0.7556      0.2925       1.095       0.529      0.9804      0.5195      0.6026      0.3399      0.1686       0.102     0.06531     0.04038     0.05874      0.0351     0.05165     0.02939     0.01147     0.00722      0.0106    0.006674    0.002042    0.000973
2025      0.8159      0.1871       1.677      0.2265       3.202      0.1155       3.291      0.4515        2.34       0.476       1.115      0.2781      0.2444      0.0709     0.09157     0.02773     0.08215     0.02164     0.07211     0.01514     0.01596    0.005005     0.01474     0.00462    0.007726   0.0007575
2032     0.08651     0.03749      0.2861      0.1455      0.6795      0.4215      0.9395      0.6226      0.8174      0.5616      0.4598      0.3179      0.1172     0.08258     0.04474     0.03182     0.04019     0.02793      0.0353     0.02376    0.007815    0.005605     0.00722     0.00518     0.00177    0.001226
2046      0.1597      0.1115      0.2965      0.1893      0.3967      0.1771      0.2762     0.09375      0.1469     0.04797     0.06347     0.02348     0.01329    0.005397    0.005035    0.002099    0.004526    0.001741     0.00398    0.001355   0.0008857   0.0003763   0.0008184   0.0003476     0.00119   0.0006605
2052      0.3542     0.03825      0.6139      0.1169        1.14      0.2553       1.359       0.394       1.013      0.3631      0.5008      0.2128      0.1141     0.05518     0.04342     0.02178     0.03902      0.0185     0.03429     0.01498    0.007684    0.003965    0.007095    0.003665    0.002622   0.0007285
2054      0.4591      0.1013       1.058      0.0746       2.548      0.0525       3.136       0.361       2.431      0.4625       1.227      0.2896      0.2836     0.07945      0.1074     0.03102     0.09641     0.02397     0.08471     0.01647     0.01883     0.00556     0.01739     0.00514    0.006523   0.0004105
2056      0.5494     0.05425       1.234       0.082       2.572      0.0175       2.677        0.14       1.673      0.1325      0.7591     0.07565      0.1625     0.01925     0.06181      0.0077     0.05557     0.00421     0.04888     0.00046     0.01091    0.001423     0.01008    0.001315    0.006159    0.000211
2059      0.2243     0.07375      0.5148      0.2547       1.072      0.5798       1.267      0.7908      0.9928      0.6603      0.5027      0.3472      0.1168     0.08309     0.04418      0.0317     0.03968     0.02785     0.03486     0.02372    0.007766    0.005614    0.007174    0.005186    0.002666    0.001623
2061       2.902       0.638       4.876       0.261       6.085       0.401       4.432      0.5845       2.431      0.4215       1.001      0.2038      0.1948      0.0439      0.0716     0.01661     0.06418     0.01205     0.05626     0.00719     0.01137    0.002963     0.01051    0.002731     0.01555    0.002715
2089       0.245      0.1467      0.4466      0.2525      0.6162      0.2535      0.5364      0.2317      0.3206       0.152      0.1403     0.07089     0.02953     0.01571      0.0112    0.006058     0.01007    0.005189    0.008856    0.004258    0.001969    0.001084    0.001818    0.001001    0.001733   0.0008749
2094        6.74       1.198       13.43        1.03       19.63        0.16       14.28        0.81       7.501       0.601       2.905      0.2815      0.5814      0.0645      0.2188     0.02525      0.1965     0.01285      0.1726    -0.00045     0.03814    0.004625     0.03528     0.00427     0.05051    0.003425
2099       0.128     0.03325      0.2656     0.05775       1.201      0.3295       4.023       0.221       6.116      0.2535       6.495      0.9655        3.64       1.044       1.804       0.595       1.655      0.5005       1.488      0.3935      0.3631      0.1385      0.3354      0.1281    0.008485   0.0003415
2101      0.2046     0.05505      0.5188      0.2308       1.159        0.65       1.522      0.9572        1.29      0.8932      0.7128      0.5272      0.1795      0.1393     0.06848     0.05363      0.0615     0.04742     0.05403     0.04077     0.01198    0.009427     0.01106    0.008705    0.002984    0.001911
2106      0.1474     0.08375      0.4164      0.2433       1.336       0.752       2.112       1.277       1.988       1.253       1.349      0.8845      0.3972      0.2762      0.1551      0.1096      0.1392     0.09615      0.1222      0.0817     0.02651     0.01879     0.02445     0.01733    0.003832    0.002205
2115      0.1756      0.0516      0.3641      0.1289      0.6811       0.216      0.7849      0.3401       0.585      0.3163      0.2924      0.1761     0.06698     0.04412     0.02559     0.01717       0.023     0.01502     0.02023     0.01271    0.004533      0.0031    0.004188    0.002865    0.001698     0.00061
2124      0.3881     0.06515      0.7673      0.1988       1.589      0.5345       1.688       0.675       1.064      0.4753      0.4872      0.2346      0.1045     0.05338     0.03979      0.0207     0.03577     0.01766     0.03146      0.0144    0.006998    0.003732    0.006465    0.003449    0.003714    0.001336
2129       0.371      0.1846      0.8793      0.5158       1.652       0.839       1.754       0.787       1.382      0.6794      0.6908      0.3773      0.1585     0.09426     0.05962     0.03603      0.0535     0.03114     0.04694     0.02591     0.01036    0.006328    0.009567    0.005844    0.004138    0.002175
2135       8.538       0.747       18.62        0.79        28.1        0.22       22.12       0.445       12.51        0.55       5.174      0.2885      0.9928     0.06425      0.3592      0.0233      0.3215      0.0032      0.2812    -0.01825     0.06084    0.004075     0.05613    0.003675     0.07657    0.002215
2137      0.0675      0.0345       0.171     0.08135      0.4475      0.2348       0.839       0.588      0.9175      0.7025      0.7083      0.5737      0.2376      0.2015     0.09704     0.08327     0.08733     0.07427     0.07692     0.06462     0.01701     0.01465      0.0157     0.01352    0.001489    0.001091
2140      0.2016     0.04945      0.4352      0.1488       1.429       0.299       2.314      0.6475       2.618      0.8655       2.149       0.805      0.7956      0.3244       0.338      0.1414      0.3047      0.1179      0.2686     0.09245     0.05988     0.02565     0.05526     0.02368    0.004156    0.001237
2141       2.572      0.2475       5.855        0.16       9.037      0.3135       6.212      0.4455       3.211      0.2905       1.238       0.129       0.253     0.02915      0.0959      0.0114     0.08613    0.005955     0.07564     9.5e-05     0.01684    0.002035     0.01559     0.00188     0.02058    0.000745
2144        1.28       0.121       2.872      0.0435       4.478       0.187       3.267      0.2445       1.728      0.1585      0.6719      0.0698      0.1365     0.01565     0.05163    0.006085     0.04637    0.003155     0.04074       1e-05    0.009049    0.001081    0.008371    0.000998     0.01079    0.000305
2147      0.4417      0.1058       0.959       0.149       1.621      0.4205       1.273      0.4662      0.6934       0.291      0.2768      0.1269     0.05654     0.02779     0.02141     0.01074     0.01923    0.009115      0.0169     0.00737    0.003756      0.0019    0.003474    0.001755    0.003935   0.0006875
2150      0.6553      0.1192       1.433      0.3445       2.969      0.5895       3.135         0.6       2.169       0.481       1.043      0.2556      0.2263     0.06435     0.08534     0.02556     0.07663     0.01994     0.06731     0.01394     0.01495    0.004705     0.01379    0.004355    0.007335     0.00163
2152      0.1734     0.02755      0.6464      0.1283       1.797      0.1145       2.501      0.2245       2.102       0.302       1.235      0.2737      0.3192      0.0881      0.1201      0.0344      0.1077     0.02645     0.09435      0.0179     0.02031    0.005855     0.01873      0.0054    0.004927   0.0002555
2160      0.3513     0.08925       0.807      0.2571       1.513      0.3835       1.455       0.453      0.9262      0.3239      0.4165      0.1571     0.08593     0.03447     0.03184     0.01301     0.02855      0.0107     0.02504    0.008235    0.005495    0.002281    0.005043    0.002129    0.003853    0.001113
2163      0.3229      0.0733      0.7114      0.1167        1.06       0.294      0.7221       0.291      0.3725       0.173      0.1431     0.07266     0.02907     0.01578     0.01101    0.006093    0.009888    0.005228    0.008681    0.004293    0.001939    0.001069    0.001795   0.0009878    0.002589   0.0004355
2175      0.1553      0.0017      0.3739      0.0009        2.19      0.0365       4.941       0.094       6.036       0.119       5.049       0.101       1.982        0.04      0.8637     0.01745      0.7799    -0.02525      0.6882    -0.07205       0.153     0.00305      0.1411     0.00285    0.009024    0.000185
2181      0.2897      0.1501      0.5837      0.3224      0.8963      0.4367      0.7722      0.4258      0.4773      0.2964      0.2154      0.1448     0.04623     0.03243     0.01762      0.0125     0.01585     0.01099     0.01395    0.009361    0.003115    0.002234    0.002878    0.002064     0.00239      0.0013
2185      0.2637     0.07635       0.773      0.1547       1.992      0.4545       3.064       1.017       2.869       1.156       1.857      0.8737      0.5221      0.2722      0.2016       0.108      0.1811     0.09241      0.1592     0.07561     0.03507     0.01916     0.03238      0.0177     0.00564    0.001765
2189      0.1401     0.04852      0.2976      0.0999      0.4296        0.19      0.2877      0.1499       0.147     0.08213     0.05628     0.03293     0.01145    0.006949    0.004336    0.002659    0.003893    0.002303    0.003419    0.001921   0.0007635   0.0004676   0.0007068   0.0004323    0.001058   0.0003561
2192      0.2681      0.1743      0.4399      0.2461       0.469      0.1878      0.3195      0.1309      0.1743     0.08022     0.06849     0.03581     0.01382    0.007982    0.005212    0.003097    0.004683    0.002678    0.004114    0.002227   0.0009161   0.0005409   0.0008481   0.0004989     0.00165   0.0008896
2195       0.313      0.2272      0.5912      0.4358       0.906       0.619      0.7663      0.4767      0.4493      0.2747      0.1903      0.1135     0.03732     0.02155      0.0142    0.008303     0.01276    0.007168     0.01122    0.005953    0.002506    0.001494    0.002315     0.00138    0.002389     0.00173
2196      0.3264      0.2118      0.7178      0.4813       1.226      0.7221        1.14      0.6837      0.7415      0.4735      0.3309      0.2169     0.06835     0.04595     0.02491     0.01673      0.0223     0.01454     0.01951     0.01221    0.004206    0.002829    0.003884     0.00261    0.003174     0.00195
2197      0.7538      0.0851       1.337      0.2595       2.361       0.555       2.765       0.853       2.075        0.72       1.041       0.388      0.2392      0.0944     0.09141     0.03668     0.08218     0.03023     0.07229     0.02334     0.01625    0.006612       0.015    0.006106    0.005364    0.001647
2202       0.977       0.219       1.891      0.0645       3.548       0.831       3.704       1.491       2.491       1.195       1.179      0.6277      0.2566      0.1476     0.09709     0.05712     0.08721     0.04932     0.07664     0.04096     0.01698     0.01036     0.01561    0.009644    0.008506    0.002385
2229      0.3691     0.04535      0.8592      0.1303         1.5       0.281       1.423        0.37      0.8906      0.2654      0.3967      0.1291     0.08116     0.02844     0.03002     0.01075     0.02693     0.00866     0.02361    0.006415     0.00517      0.0019    0.004769    0.001757    0.003847   0.0007275
2231     0.05039     0.02053      0.1447     0.05978      0.3921       0.181      0.5675      0.2882      0.5308      0.2892      0.3764       0.225      0.1124     0.07404      0.0442     0.02987     0.03975     0.02617     0.03496     0.02217    0.007747    0.005313    0.007153    0.004907    0.001062   0.0005397
2234       0.627      0.1148       1.402      0.0615       2.369      0.2005       1.958      0.3235       1.089      0.2238      0.4428      0.1042     0.09127     0.02383     0.03461     0.00932     0.03111    0.007105     0.02734    0.004725    0.006065    0.001672    0.005607    0.001544     0.00562     0.00024
2239      0.3713     0.07545      0.4787      0.1009      0.3678     0.07915       0.157       0.034     0.06338     0.01375     0.02057    0.004455    0.003633    0.000785    0.001323   0.0002855    0.001186    0.000202    0.001036   0.0001135   0.0002552    5.62e-05   0.0002398    5.28e-05    0.001898    0.000418
2252      0.1091     0.03572      0.3185      0.1251      0.7466      0.3805       1.019      0.5676      0.9031      0.5369       0.521      0.3194       0.135     0.08567     0.05165     0.03322     0.04639     0.02892     0.04075      0.0243    0.009025    0.005875    0.008334    0.005426    0.001901    0.001118
2256       12.52       1.315       26.37        1.11       36.79       0.295       23.51        0.89        11.7       0.625       4.385       0.284      0.8757      0.0653      0.3296     0.02555      0.2958      0.0074      0.2596     -0.0121     0.05794    0.004475     0.05368    0.004125     0.09401     0.00495
2262    0.008395    0.008395     0.00909     0.00909    0.005895    0.005895     0.00249     0.00249     0.00107     0.00107   0.0003819   0.0003819   7.775e-05   7.775e-05   3.059e-05   3.059e-05   2.763e-05   2.763e-05   2.444e-05   2.444e-05   1.757e-07   1.757e-07  -5.175e-08   5.175e-08    8.46e-14    8.46e-14
2266           4       0.907       7.497      0.5605       9.615       0.495       5.874       0.721       2.861      0.4535        1.06      0.1945      0.2097     0.04285     0.07868     0.01656      0.0706     0.01168     0.06188     0.00646     0.01379    0.002945     0.01279     0.00272     0.02603     0.00244
2268      0.1558      0.0421      0.4811       0.222       1.147      0.6367       1.536      0.9449        1.33      0.8734      0.7438      0.5072      0.1885      0.1325     0.07185     0.05106     0.06452      0.0448     0.05668     0.03813     0.01255    0.008999     0.01159     0.00831    0.002935    0.001846
2272      0.3571     0.06055       0.842     0.06125       1.871      0.2465        2.47       0.482       2.119       0.496       1.258      0.3263       0.329     0.09195      0.1244     0.03549      0.1116     0.02729     0.09789     0.01849     0.02134    0.006175      0.0197      0.0057    0.004662   0.0009515
2290      0.3318      0.1642      0.6323      0.3738      0.9415      0.5094      0.7709      0.3491      0.4429      0.1825      0.1835     0.07365      0.0386     0.01707     0.01455    0.006664     0.01307    0.005594     0.01148    0.004444    0.002499    0.001214    0.002315    0.001119    0.002386    0.001473
2295      0.8618      0.0626       1.962      0.0165       3.128      0.0375       2.196      0.0345       1.148       0.019      0.4469      0.0076     0.09213     0.00156     0.03503     0.00059     0.03146    -0.00122     0.02763    -0.00317    0.006151    0.000116    0.005692   0.0001075    0.006805   0.0001285
2296      0.3248     0.01505      0.7553      0.0642       1.709      0.1005       1.953        0.17       1.351      0.1575      0.6486      0.0909      0.1423     0.02315     0.05393    0.009195     0.04844    0.006005     0.04258    0.002585    0.009499    0.001691    0.008766    0.001564    0.004249    0.000296
2297      0.4675      0.1071       1.045      0.2166       1.864       0.235       1.635      0.1925      0.9411      0.1469      0.4074      0.0813     0.08315     0.01986     0.03111     0.00785     0.02793    0.005875     0.02453     0.00376    0.005425    0.001426    0.005011    0.001316    0.004821   0.0006935
2314      0.5349      0.3113       1.204      0.6729       2.219       1.097       2.019       0.988       1.263      0.7061        0.55      0.3253       0.111     0.06861     0.04034     0.02501     0.03609     0.02157     0.03158     0.01791    0.006811    0.004229    0.006288    0.003902    0.005717    0.002909
2318      0.8768      0.3182       1.481      0.5669       2.161      0.5465       2.176       0.679       1.461      0.6773       0.688       0.389      0.1515     0.09641     0.05747     0.03754     0.05165     0.03275     0.04539     0.02762     0.01013    0.006792    0.009364    0.006276    0.005351    0.001794
2320      0.3906     0.06955       0.619     0.09455       2.806       0.303       7.662       1.209       10.91       2.065       10.47       2.313       4.934       1.307       2.298       0.644       2.091      0.5135       1.861      0.3675      0.4265       0.125      0.3936      0.1154     0.01526     0.00274
2323      0.1885     0.06345      0.4964       0.156       1.518      0.4575       2.519       0.886       2.546       1.109       1.804      0.9508      0.5514      0.3337      0.2182      0.1367      0.1962      0.1189      0.1724     0.09964     0.03785     0.02401     0.03493     0.02216    0.004537    0.001596
2324       6.879       0.711       8.648       0.792        10.7       0.425       9.027       0.469       6.203       0.629       3.392       0.504      0.8778      0.1533      0.3411     0.05955       0.307      0.0395      0.2704       0.018     0.06171     0.01035     0.05709    0.009545    0.005956    0.002164
2327       1.037      0.1303        2.24      0.0395       3.419       0.145       2.318       0.182        1.19      0.1155       0.457      0.0505     0.09324     0.01136     0.03531    0.004425     0.03172    0.002405     0.02784     0.00023    0.006206    0.000787    0.005745    0.000726    0.007673   0.0003555
2328       5.812       1.204       11.04       0.855       15.21        0.56       10.41       1.212       5.304       0.847       2.007       0.385      0.3957      0.0869      0.1483     0.03385      0.1331      0.0246      0.1168     0.01465     0.02595    0.005965     0.02402      0.0055     0.04148    0.003185
2330      0.2217      0.0643      0.5145      0.2428       1.011      0.4706       1.124      0.5078      0.8034      0.3566      0.3954       0.178     0.09017     0.04433     0.03424     0.01743     0.03076     0.01482     0.02704     0.01204    0.006046    0.003167    0.005583    0.002927     0.00252    0.001285
2331      0.3518      0.1919      0.8396      0.5314       1.444      0.8712       1.258      0.7355      0.7829      0.4481      0.3394       0.191     0.06785     0.03754     0.02468     0.01356     0.02209     0.01155     0.01933    0.009405      0.0042    0.002293    0.003878    0.002116    0.003697    0.002367
2336       1.791      0.3145       3.452        0.38         6.2      0.4665       6.242       1.462        4.12       1.306       1.926       0.726      0.4145      0.1777      0.1563     0.06959      0.1404     0.05819      0.1233     0.04594     0.02718      0.0127     0.02498     0.01178       0.015      0.0014
2337      0.3425      0.0416       0.607     0.09215       2.182      0.3455       4.108      0.4375       5.502      0.8725         5.3       0.992       2.613       0.546       1.238      0.2662       1.129      0.2003       1.008      0.1273      0.2335      0.0517      0.2156     0.04775    0.007748    0.001124
2342      0.2681        0.09      0.5805      0.2194       1.035      0.3289      0.9395      0.2795      0.5587      0.1656      0.2501      0.0805     0.05171     0.01858      0.0194     0.00721     0.01743    0.005865      0.0153     0.00442    0.003384    0.001301    0.003126    0.001201    0.002626    0.000938
2347      0.3243       0.139      0.6796      0.3505       1.198      0.5463       1.208      0.6046      0.8309      0.4822      0.3926      0.2461     0.09015     0.06135     0.03446     0.02386     0.03098     0.02092     0.02724     0.01777    0.006102    0.004308    0.005638    0.003981    0.003051    0.001511
2357     0.09578     0.01902      0.2819     0.03355      0.8479      0.2051       1.326      0.4381       1.262      0.4901      0.8383      0.3608      0.2392      0.1115     0.09266     0.04434     0.08327     0.03744     0.07315     0.02999     0.01611    0.007886     0.01488    0.007283    0.002447     0.00077
2359       0.525      0.1966       0.987       0.306       1.415       0.539      0.9725      0.4845      0.5046      0.2793      0.1947      0.1152      0.0397      0.0247     0.01506    0.009504     0.01352    0.008259     0.01188    0.006918    0.002644    0.001672    0.002448    0.001545    0.003523    0.001212
2360       1.253      0.0965       1.868       0.093       2.497       0.063       2.357      0.3715        1.75      0.4495      0.8894      0.2886      0.2118     0.08085     0.08057     0.03203     0.07236     0.02633     0.06359     0.02025     0.01422    0.005828     0.01314    0.005386     0.00392   0.0004195
2365      0.3755      0.1865       1.147      0.6513       2.422       1.329       2.796       1.453       2.133       1.063       1.082      0.5224      0.2499      0.1171     0.09234     0.04276     0.08273     0.03571     0.07243     0.02816     0.01564    0.007133     0.01443    0.006579     0.00623    0.003437
2369      0.1433     0.06365       0.284      0.1027      0.6897      0.3153       1.239      0.8261       1.442       1.093         1.2      0.9709      0.4557      0.3873      0.1959      0.1688      0.1767       0.151       0.156      0.1317     0.03504     0.03031     0.03235     0.02798    0.002116    0.001598
2374      0.3507       0.148       0.971       0.363       2.022         0.8       2.912       1.381       2.544       1.454       1.431      0.9178      0.3675      0.2557      0.1414      0.1001      0.1271      0.0879      0.1117     0.07485     0.02497     0.01788     0.02308     0.01652    0.005352    0.002512
2376      0.4153      0.1745      0.8762      0.3519       1.435      0.7052       1.152      0.7254      0.6429      0.4421      0.2627      0.1909      0.0546     0.04102     0.02077     0.01574     0.01867     0.01391     0.01642     0.01193    0.003656    0.002777     0.00338    0.002565    0.003389    0.001437
