#   SAVEDid        xf70        xe70       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160      xf1200      xe1200      xf1250      xe1250      xf2000      xe2000      xf2050      xe2050       xfRad       xeRad
#
3991       1.152      0.2464       2.038      0.2025       2.386      0.1655       1.395      0.1305      0.6704     0.07685      0.2453     0.03165     0.04796    0.006755     0.01794     0.00259      0.0161    0.001535     0.01411    0.000405    0.003148   0.0004675    0.002919   0.0004315    0.006865    0.000655
3996      0.5151      0.3472       1.051      0.6927       1.564      0.8293       1.219      0.5173      0.6656      0.2434      0.2724     0.08685     0.05198     0.01494      0.0189    0.005275     0.01692    0.004005     0.01482    0.002655    0.003247    0.000911    0.002999    0.000841    0.004364    0.002593
4004      0.4365      0.0484      0.8604      0.0966       2.014      0.2895       6.053      0.4055       9.322         0.2       10.41       1.026       6.373        1.46       3.304      0.9365       3.043       0.776       2.749      0.5945      0.7002       0.241      0.6474      0.2233     0.01183     0.00052
4012     0.06879     0.04002      0.1734     0.09481      0.4779      0.2707      0.9145      0.6425       1.045      0.7987      0.8381       0.673      0.2959      0.2482      0.1231      0.1047      0.1109     0.09341     0.09777     0.08127     0.02172     0.01856     0.02004     0.01714    0.001669    0.001167
4022       1.086      0.1648       2.399      0.2565       4.493       0.321       4.322       0.962       2.612       0.784       1.159       0.415      0.2434      0.0996     0.09208     0.03922     0.08274     0.03262     0.07272     0.02552      0.0162    0.007105     0.01496     0.00656     0.01124    0.000215
4032      0.2767      0.1181      0.6701      0.3256       1.237      0.5184       1.402      0.6751       1.104      0.5935      0.5622      0.3239      0.1311     0.07995     0.04942     0.03052     0.04435     0.02644     0.03892     0.02206    0.008597    0.005353    0.007943    0.004947    0.003157    0.001425
4043      0.5143      0.2107      0.6092      0.2581      0.4282      0.1847      0.1687     0.07321     0.06521     0.02834     0.02092    0.009075    0.003692    0.001597    0.001339   0.0005913    0.001199   0.0004913    0.001052   0.0003858   0.0002727   0.0001209   0.0002575   0.0001142    0.002534    0.001124
4046      0.2491      0.1568      0.4188      0.2205      0.4846      0.2169      0.3787      0.2248      0.2048      0.1381     0.08176     0.05935     0.01676     0.01277    0.006352    0.004907    0.005707    0.004337    0.005018    0.003729    0.001122   0.0008594    0.001038   0.0007937    0.001581   0.0008117
4048      0.8313     0.05355       1.814       0.274       3.752      0.6165       3.995       0.883        2.61       0.653       1.216      0.3313      0.2607     0.07635     0.09858     0.02953     0.08854     0.02303     0.07781     0.01608     0.01729    0.005345     0.01596     0.00494    0.009163    0.001697
4050       1.426      0.5002       2.382       0.276       3.485       0.686       3.114       1.262       1.911      0.9492      0.8594      0.4786      0.1808      0.1086     0.06815     0.04176      0.0612     0.03619     0.05378     0.03023     0.01156    0.007657     0.01068    0.007067    0.008221    0.002299
4056      0.1873     0.06385      0.4112      0.1855      0.8192      0.3579      0.9485      0.4575      0.7269      0.4001      0.3634      0.2188     0.08458     0.05612     0.03207     0.02167      0.0288     0.01894      0.0253     0.01602    0.005616    0.003861    0.005188    0.003567    0.002046    0.000976
4057       0.245     0.07385      0.5551      0.2099       1.069      0.3181       1.104       0.298      0.7188      0.1893      0.3326      0.1055     0.07142     0.02659     0.02689     0.01051     0.02414     0.00862     0.02121     0.00659    0.004709    0.001921    0.004344    0.001779    0.002674   0.0008755
4068      0.3055      0.0712       0.701      0.1839       1.389       0.245       1.361      0.2115       0.831      0.1481      0.3809     0.08565     0.08049     0.02152     0.03026     0.00852     0.02718     0.00656     0.02387    0.004455    0.005286    0.001569    0.004881     0.00145    0.003487   0.0007025
4077      0.1003     0.02084      0.2081     0.05225       0.767      0.1435       1.625      0.3695       1.875      0.4905       1.575      0.4715       0.618      0.2124      0.2689     0.09675      0.2427      0.0791      0.2142     0.05985       0.048     0.01791      0.0443     0.01655    0.002956    0.000684
4079      0.2472      0.0507      0.7137       0.111       1.719      0.3415       2.575      0.7005       2.345      0.7955       1.421      0.5642      0.3826       0.172      0.1471     0.06853      0.1321     0.05768      0.1161     0.04598      0.0257     0.01234     0.02373      0.0114    0.004724    0.001197
4083       0.324      0.1386      0.7159      0.2079       1.835         0.5       3.034       1.311       3.038       1.526       2.168       1.184      0.6539      0.3871      0.2577      0.1562      0.2317      0.1355      0.2038      0.1132     0.04513     0.02787     0.04167     0.02574    0.005309    0.002477
4108       3.377      0.2625       7.621       0.384       15.49       0.915       15.73       2.435       9.746       2.014       4.396       1.084       0.933       0.264       0.354      0.1045      0.3182     0.08145      0.2798     0.05675     0.06236     0.01906      0.0576     0.01761     0.03781     0.00104
4110      0.2306      0.1561      0.4478      0.3165       0.642       0.399      0.4919      0.2627      0.3051      0.1661      0.1406     0.07943     0.03019     0.01792     0.01147    0.006957     0.01031    0.006032     0.00907    0.005037    0.002019    0.001254    0.001865    0.001158    0.001778    0.001224
4111     0.07834     0.04346      0.1855     0.09076      0.4687      0.2861       0.753       0.569      0.8159      0.6741      0.6282      0.5448      0.2105      0.1885      0.0859      0.0775     0.07732     0.06935     0.06811      0.0606     0.01507     0.01361     0.01391     0.01256      0.0013     0.00108
4116      0.2903       0.136      0.6415      0.2216       1.608      0.6192       2.691       1.504       2.764       1.764       2.078       1.445      0.6865      0.5114      0.2796      0.2126      0.2517      0.1882      0.2216      0.1618     0.04911      0.0376     0.04532      0.0347     0.00467    0.002861
4145       1.229      0.2285       2.944       0.162       5.902      0.3675       6.296       0.932       4.532      0.8855       2.161      0.4945      0.4735      0.1227      0.1766     0.04745      0.1584     0.03595      0.1389     0.02365     0.03056    0.008445     0.02822    0.007795     0.01459    0.001555
4149      0.2208     0.04055      0.6729     0.06735       1.831      0.3385       2.804      0.8525        2.61       0.982       1.653      0.7187      0.4604      0.2235       0.178     0.08945      0.1601     0.07606      0.1407     0.06161     0.03118     0.01614      0.0288      0.0149    0.005254    0.001375
4189      0.2858       0.061      0.6674        0.16       1.236      0.3177       1.177      0.3484      0.7295      0.2293      0.3244      0.1062     0.06635     0.02244     0.02461    0.008405     0.02207    0.006705     0.01935    0.004885    0.004234    0.001483    0.003912    0.001367    0.003135    0.000854
4203      0.5487      0.1608       1.325       0.116       3.045      0.3275       3.799       1.203       3.066       1.374       1.615      0.8596      0.3912      0.2364       0.149     0.09229      0.1339     0.08009      0.1176     0.06699     0.02619      0.0165     0.02419     0.01525    0.008045    0.001395
4211       3.044       0.351       6.511       0.375       10.85        0.46       9.241       1.099       5.142      0.8115       2.127      0.3995      0.4276     0.09175      0.1599     0.03575      0.1435      0.0258       0.126     0.01515      0.0278    0.006445      0.0257     0.00595     0.02829    0.000425
4214      0.4022      0.0767       1.128       0.076       2.667      0.2345       3.671      0.5875        3.15      0.6135       1.845      0.4025      0.4778      0.1134      0.1801     0.04385      0.1616     0.03235      0.1416        0.02     0.03083     0.00766     0.02846    0.007075    0.007164     0.00106
4215      0.4001     0.02845      0.7122     0.04135       1.791       0.003       4.096       0.123       5.417      0.2245       5.068      0.2405       2.426      0.1235       1.141       0.059        1.04       0.006      0.9274     -0.0533      0.2151      0.0111      0.1986     0.01025    0.006818   0.0003835
4222      0.6509     0.04465       1.774        0.07        5.39      0.4945       7.984      0.9035       7.113       0.868        4.55      0.5875        1.25       0.168       0.477      0.0645      0.4279     0.03665      0.3753     0.00675       0.081     0.01092     0.07472     0.01008     0.01459      0.0018
4226      0.6402     0.09405       1.323      0.0965       2.527       0.214       2.552      0.5245       1.638       0.437      0.7537      0.2353        0.16     0.05635     0.06025     0.02202     0.05411     0.01786     0.04754      0.0134     0.01049    0.004025     0.00969    0.003721    0.006183    0.000516
4235       2.239       0.181       4.963      0.1465       9.138       0.373         8.4       0.756       4.861       0.559       2.065      0.2765      0.4292      0.0646      0.1626     0.02535      0.1461      0.0159      0.1285      0.0057     0.02852      0.0046     0.02635     0.00425     0.02206     0.00054
4239      0.3057       0.216      0.5894      0.3814      0.9415      0.4716      0.8035      0.3385      0.4553      0.2039      0.1848     0.09063     0.03519       0.018     0.01273    0.006517      0.0114    0.005507    0.009971    0.004428    0.002168    0.001101    0.002002    0.001015    0.002492    0.001337
4247      0.4706      0.2601      0.8578      0.3772       1.203      0.3356      0.9785      0.4125      0.5446       0.285      0.2377      0.1465     0.05004     0.03365     0.01898     0.01305     0.01706     0.01144       0.015    0.009708    0.003362    0.002322    0.003108    0.002141    0.003417    0.001203
4254      0.2591     0.03815      0.6026      0.1566       1.373      0.3635       1.729      0.5625       1.383      0.5575       0.712       0.325      0.1685     0.08494      0.0639     0.03306     0.05738     0.02815      0.0504     0.02288      0.0112    0.005915     0.01035    0.005463    0.003457    0.001008
4255       1.732       0.193       3.694       0.114       6.062      0.5465       5.019      0.9045       2.765      0.6275       1.123      0.2946      0.2282      0.0668     0.08597     0.02603     0.07724     0.02038     0.06785     0.01429     0.01502     0.00466     0.01389    0.004304     0.01535    0.000515
4260      0.1604      0.0456      0.3684      0.1157      0.7208      0.1688      0.7065      0.1494      0.4409      0.0872       0.203     0.04545      0.0429     0.01142     0.01613    0.004525     0.01448     0.00348     0.01272     0.00236    0.002815    0.000836    0.002599    0.000772    0.001802    0.000489
4266       0.436      0.1605       1.182      0.3376        3.24       0.761       4.971       1.424       4.801       1.815       3.215       1.591      0.9348      0.5413      0.3657      0.2192      0.3288      0.1899      0.2891      0.1584     0.06395     0.03905     0.05906     0.03606    0.009294    0.002417
4267       2.007       0.318       4.424       0.106       7.429       0.358       5.967      0.5115        3.29       0.342       1.321      0.1545      0.2723       0.035      0.1034     0.01365      0.0929    0.007745     0.08166    0.001395     0.01812    0.002465     0.01674    0.002275     0.01699    0.001035
4268       2.291      0.1845       4.951       0.068       8.372       0.472       7.035      0.7285       3.909      0.4985       1.595      0.2315      0.3262     0.05245      0.1232      0.0204      0.1107     0.01315     0.09729     0.00535     0.02156     0.00367     0.01993     0.00339     0.02059    0.000735
4270      0.8481      0.5719       1.498       0.466       3.229      0.3805       4.935       1.606       4.787       2.028       3.306       1.673      0.9686      0.5724      0.3797      0.2324      0.3415      0.2018      0.3003      0.1688     0.06645     0.04155     0.06134     0.03836    0.008235    0.003335
4290     0.08129     0.02871      0.2705      0.1043      0.6842      0.2996      0.9671      0.4369      0.8609      0.4171      0.4974      0.2498      0.1287     0.06783     0.04912     0.02645     0.04411     0.02262     0.03874     0.01851    0.008563    0.004707    0.007909    0.004351    0.001832   0.0008397
4297      0.2479      0.0603      0.5782      0.2121       1.243      0.4254       1.397      0.4393      0.9996      0.3014      0.4939      0.1598      0.1107     0.04236     0.04194     0.01688     0.03768     0.01391     0.03311     0.01073    0.007389    0.003101    0.006822    0.002865    0.003123    0.001151
4308      0.7405     0.06925       1.757        0.11       3.888      0.3745       4.434         1.1       3.254       1.083       1.599      0.6308      0.3605      0.1622      0.1367     0.06406      0.1229     0.05396       0.108     0.04311     0.02412     0.01169     0.02227     0.01081    0.009912   0.0009985
4309      0.2249      0.0858      0.5211      0.2884       1.106      0.6729       1.313        0.86       1.006      0.7038      0.5033      0.3618      0.1147     0.08553     0.04308     0.03241     0.03866     0.02855     0.03393     0.02441    0.007497    0.005663      0.0069     0.00525    0.002793    0.001831
4312       0.996       0.242       2.804      0.1145       7.751       0.326       11.48       1.789       10.23        2.32       5.973       1.763       1.561      0.5595      0.6016        0.22      0.5403      0.1786      0.4746       0.134      0.1049     0.03976     0.09688     0.03671       0.022     0.00239
4314       2.601      0.3755        5.62        0.41       9.869      0.8015       8.871       1.789       5.101       1.343       2.167      0.6695       0.447      0.1563      0.1686     0.06125      0.1516      0.0497      0.1332     0.03725     0.02955     0.01104     0.02729     0.01019     0.02452    0.000805
4320      0.5825      0.3394       1.132      0.3008       2.636      0.4205       3.902       1.317       3.591       1.631       2.344       1.336      0.6716      0.4355      0.2618      0.1744      0.2353      0.1525      0.2069      0.1289     0.04579       0.031     0.04228     0.02863    0.006951    0.001951
4321      0.4426     0.08475       1.204      0.2879       2.687      0.3875       3.152       0.418       2.279      0.4015       1.087      0.2268      0.2379      0.0568     0.08862     0.02208     0.07947      0.0164     0.06968     0.01031     0.01531     0.00395     0.01413    0.003645    0.006934    0.000978
4322       0.366      0.1978      0.8117      0.5293       1.376       0.832       1.252      0.6375      0.8049      0.3622      0.3503      0.1527     0.07031     0.02989      0.0256     0.01076     0.02292     0.00885     0.02008     0.00684    0.004487    0.001943    0.004144    0.001796     0.00344    0.002219
4325      0.2255      0.1567      0.4704      0.3096       1.639       1.139       2.502       1.827           3       2.361       2.664       2.217       1.191       1.056      0.5498      0.4962      0.5001      0.4492      0.4449       0.397      0.1015     0.09235     0.09374     0.08526    0.004467    0.003298
4344      0.2188      0.0453      0.4812       0.151       1.005      0.4887       1.275      0.7451       1.115      0.7036      0.6587      0.4153      0.1749      0.1105     0.06803     0.04347     0.06117     0.03787     0.05381     0.03186     0.01199    0.007745     0.01108    0.007157    0.002268    0.001546
4362      0.2299       0.046      0.4877     0.09855       0.964       0.309       1.332      0.6058       1.148      0.6346      0.6554      0.4156      0.1701      0.1183     0.06527     0.04614     0.05868     0.04054     0.05155     0.03446     0.01145    0.008158     0.01058    0.007539    0.002357    0.001131
4363      0.1806      0.0794       0.406      0.1302        1.12      0.4806       1.758       1.038       1.793       1.208        1.31      0.9522      0.4114      0.3153      0.1641      0.1273      0.1475      0.1127      0.1298     0.09695     0.02856     0.02224     0.02636     0.02052     0.00305    0.001986
4367      0.2301     0.08275      0.4832       0.185      0.8482      0.2448      0.8103      0.2747      0.4995      0.1928      0.2224      0.0967      0.0468     0.02254     0.01772    0.008806     0.01593    0.007471       0.014    0.006041    0.003115     0.00159    0.002878    0.001468    0.002149    0.000732
4371      0.3894       0.209      0.8462      0.4639       1.394      0.5879       1.128      0.4372      0.6581      0.2515      0.3019      0.1286     0.06493     0.03086     0.02449     0.01203     0.02199     0.01018     0.01932    0.008205    0.004282    0.002185    0.003955    0.002018    0.003664    0.001702
4379      0.2607      0.1251      0.6213      0.2249       1.612      0.6825       2.364        1.19       2.179       1.175       1.508      0.8797      0.4543      0.2864      0.1786      0.1158      0.1606       0.101      0.1413     0.08516      0.0313      0.0206      0.0289     0.01902    0.004085     0.00198
4389      0.1092     0.01933      0.2941      0.1006      0.7248      0.2892       1.031      0.4776      0.8915      0.4525       0.498       0.268      0.1261     0.07114     0.04806     0.02753     0.04316     0.02369      0.0379     0.01957     0.00839    0.004861    0.007749    0.004491    0.001992    0.000885
4404      0.4656      0.0736      0.7103      0.1168       0.663      0.1106      0.3456      0.0579      0.1524     0.02555     0.05187      0.0087    0.009242    0.001548    0.003352   0.0005615    0.003002    0.000357    0.002629   0.0001395    0.000602   0.0001016   0.0005608    9.47e-05    0.002657   0.0004485
4419      0.5477      0.3328       1.105      0.6252       1.677      0.7135       1.339      0.4965      0.7631       0.289      0.3182      0.1208     0.06386     0.02531     0.02403    0.009845     0.02158     0.00813     0.01896    0.006295    0.004202     0.00178    0.003882    0.001644     0.00462    0.002228
4432      0.2359     0.06075       0.659      0.1726       1.613        0.52       2.344       0.887       2.054      0.8735       1.193      0.5477      0.3238      0.1664      0.1248     0.06613      0.1121     0.05652     0.09853     0.04618     0.02184     0.01185     0.02017     0.01095    0.004378    0.001644
4442      0.2132      0.0916      0.3959      0.0806       1.085      0.4129       1.792       1.084       1.809       1.233       1.315      0.9502      0.4109      0.3064      0.1636      0.1227      0.1471      0.1083      0.1293     0.09275     0.02848     0.02135     0.02628      0.0197    0.003013    0.002139
4449      0.8147      0.2953       2.151       0.094        6.46      0.8345       10.96       2.691       10.72       3.268       7.371       2.591       2.156       0.852       0.841      0.3441      0.7559      0.2846      0.6646      0.2207      0.1464     0.06197      0.1352     0.05724     0.01997    0.004595
4451      0.1749     0.06095       0.421      0.2057      0.9147      0.4464       1.084      0.5579      0.8174      0.4747      0.3999      0.2537     0.08994     0.06125     0.03376     0.02328     0.03029     0.02036     0.02658     0.01723    0.005858    0.004082     0.00541    0.003769    0.002315    0.001198
4456      0.9567      0.5883       1.874       0.407       4.018      0.6585       6.082       2.312       5.898       2.827        4.13       2.254       1.237      0.7452      0.4854       0.303      0.4365      0.2636      0.3839      0.2211       0.085      0.0542     0.07846     0.05004      0.0103    0.004495
4469      0.3045      0.0392      0.7432      0.1585       1.431       0.321       1.472      0.4455       1.006      0.3453      0.4674      0.1741     0.09949     0.03961     0.03699     0.01503     0.03318     0.01236     0.02909    0.009495    0.006398    0.002639    0.005907    0.002436    0.003608    0.000887
4474      0.1052     0.02032      0.2681     0.08795      0.5881      0.2581      0.8465      0.4636      0.7524      0.4577      0.4268      0.2775       0.109     0.07618     0.04191     0.02975     0.03767     0.02614     0.03312     0.02226    0.007399     0.00531     0.00684     0.00491    0.001569   0.0008445
4480       0.246      0.0557      0.4959      0.1139      0.9397      0.3203        1.18      0.5261       1.024      0.5233      0.6394      0.3646      0.1777      0.1093     0.06894     0.04326     0.06202     0.03766     0.05452     0.03158     0.01214    0.007725     0.01122     0.00714    0.002029     0.00101
4486       3.748       0.441       8.268       0.201       12.81        0.49       9.324      0.6765       4.927      0.4415       1.916       0.196      0.3891      0.0439      0.1472      0.0171      0.1322     0.00875      0.1162     -0.0002     0.02578     0.00305     0.02385     0.00282     0.03062     0.00143
4499      0.8573      0.2248       1.757        0.14       2.635      0.2795       1.978      0.4475       1.057      0.3026      0.4159       0.137     0.08427     0.03083     0.03182       0.012     0.02859    0.009785     0.02512    0.007405    0.005559    0.002145    0.005143    0.001979    0.006683    0.000502
4500      0.3028     0.02345      0.5646      0.0255       2.282       0.115       4.702      0.2425        5.54      0.2885       4.535       0.237       1.739      0.0915      0.7517     0.03985      0.6783     0.00125      0.5981    -0.04095      0.1328     0.00705      0.1226     0.00645     0.00811   0.0004425
4503      0.2539     0.07635      0.5871      0.2411       1.162      0.4078       1.268      0.3898      0.8677      0.2554      0.4221      0.1298     0.09299     0.03331     0.03508     0.01325      0.0315     0.01081     0.02768     0.00819    0.006164    0.002429     0.00569    0.002247    0.002909    0.001108
4504      0.2545     0.07395      0.4869      0.1995      0.8394      0.3536      0.8037      0.3553      0.5151       0.244      0.2393      0.1194     0.05111     0.02689     0.01928     0.01036     0.01732    0.008856     0.01522    0.007246    0.003354    0.001862    0.003098    0.001719    0.002029    0.000977
4520      0.1138     0.04477        0.31      0.0906      0.7609      0.3202       1.069      0.6164      0.9444      0.6187      0.5351      0.3793       0.138      0.1036     0.05316     0.04038     0.04778     0.03567     0.04202     0.03061      0.0094      0.0072    0.008686    0.006654    0.002049    0.001076
4528      0.6995      0.1301       1.531       0.294       2.728       0.488       2.489       0.668       1.436      0.4518      0.6101      0.2133      0.1263     0.04806     0.04778     0.01866     0.04294     0.01531     0.03774     0.01171    0.008379    0.003342    0.007743    0.003087    0.006753    0.001117
4531      0.2093      0.0442      0.5612       0.086       1.271       0.262       1.735       0.449       1.542       0.442      0.9787      0.2924      0.2682      0.0828      0.1024     0.03198     0.09194     0.02513     0.08066     0.01773     0.01759     0.00557     0.01623    0.005145    0.003286   0.0009345
4537      0.4746      0.3061      0.9131       0.551       1.283      0.5452      0.9398      0.2932      0.5322      0.1663      0.2359     0.08235     0.04892     0.01982      0.0184    0.007875     0.01652    0.006555     0.01452    0.005135    0.003225    0.001429    0.002981    0.001318    0.003703    0.001938
4542      0.4141      0.2216      0.6263      0.2542      0.6234      0.2036      0.3671      0.1746      0.1762     0.09577     0.06434     0.03786      0.0125     0.00781     0.00467    0.002966     0.00419    0.002575    0.003677    0.002155   0.0008293   0.0005118   0.0007696   0.0004725    0.002361    0.001046
4546      0.1676     0.05175      0.3843      0.1399      0.7447      0.1981       0.768      0.1817      0.4806       0.132      0.2211      0.0718     0.04741     0.01799     0.01784    0.007095     0.01603    0.005835     0.01408    0.004485    0.003125    0.001297    0.002884      0.0012    0.001874     0.00055
4550      0.1637     0.08562      0.3872      0.1749       1.003      0.5021       1.853       1.268         2.1         1.6         1.7       1.378      0.6226      0.5314      0.2635      0.2281      0.2375       0.204      0.2095      0.1779     0.04684     0.04075     0.04324     0.03762    0.003302    0.002382
4558      0.1021     0.04296      0.3435      0.1582      0.8589      0.4642       1.192      0.7044       1.071       0.658      0.6388      0.3812      0.1886      0.1188     0.07373     0.04738     0.06626     0.04127     0.05828     0.03476     0.01288    0.008397      0.0119    0.007759    0.002226    0.001375
4563      0.2965      0.0822      0.6211      0.2417       1.215      0.4862       1.226      0.5164      0.7666      0.3264      0.3608      0.1632     0.07783     0.03727     0.02947     0.01431     0.02647     0.01209     0.02328     0.00972    0.005173    0.002568    0.004776    0.002371    0.002918    0.001257
4564      0.2745     0.04805      0.7611       0.197        2.01       0.571       2.786       0.939       2.337       0.937       1.264      0.5729      0.3117      0.1554      0.1184     0.06041      0.1063     0.05131     0.09331     0.04156     0.02064      0.0107     0.01906     0.00989      0.0055    0.001678
4575     0.09135     0.03195      0.3153      0.1161      0.8117      0.3244       1.127       0.497       1.001      0.4794      0.5821      0.2844      0.1515      0.0767      0.0579      0.0301     0.05204     0.02568     0.04573     0.02092     0.01014    0.005411    0.009362    0.004998    0.002178    0.000913
4580       1.117      0.1232       2.444       0.086       5.683       0.202       6.692       0.609       4.845       0.594       2.381      0.3505      0.5336      0.0911      0.2029     0.03625      0.1823      0.0242      0.1603     0.01125     0.03584    0.006665     0.03308    0.006175     0.01415     0.00067
4589      0.9183      0.1137       2.003       0.124       3.732      0.3485       3.555       0.771       2.121       0.594      0.9299      0.3042      0.1946     0.07175     0.07361      0.0282     0.06613     0.02306     0.05814     0.01757     0.01292    0.005104     0.01193    0.004715    0.009259   0.0003845
4592       2.857       0.825       3.829       0.424       4.832       0.609       4.023       1.407        2.35       1.081       1.029      0.5552      0.2164      0.1291     0.08206     0.05034     0.07376     0.04369     0.06485     0.03654     0.01392     0.00896     0.01287    0.008274     0.01044    0.003468
4598      0.4814      0.2822      0.8815      0.4515       1.163      0.3504      0.9382      0.2739      0.5558      0.1956      0.2439     0.09825      0.0507      0.0232     0.01909    0.009149     0.01715    0.007729     0.01507    0.006204    0.003362    0.001641    0.003109    0.001513    0.003497    0.001507
4601      0.5735      0.0319       1.228      0.0515       4.747      0.0695       14.46        0.11       21.27        0.27       21.57       0.395       11.24       0.285        5.41      0.1475       4.947       -0.09       4.427      -0.356       1.044       0.031      0.9643      0.0288      0.0287     0.00039
4603      0.1136     0.08281      0.2234      0.1531      0.3263      0.1722      0.2634      0.1123      0.1476     0.05543     0.06125     0.02064     0.01173    0.003693    0.004429    0.001473    0.003979    0.001177    0.003498    0.000859    0.000778     0.00027   0.0007187   0.0002494   0.0009242   0.0005488
4612      0.2089     0.03815      0.6303      0.0564       1.619      0.2505       2.495      0.7365       2.306       0.854        1.44      0.6119       0.397      0.1878      0.1532     0.07498      0.1377     0.06353       0.121     0.05118      0.0268     0.01351     0.02476     0.01248    0.004673    0.001152
4625       5.439      0.4595        7.99      0.1175       7.485       0.189       4.009       0.157       1.788       0.076       0.617      0.0263      0.1106      0.0044     0.04013     0.00151     0.03595    -0.00066     0.03149    -0.00298     0.00697    0.000447    0.006486    0.000416     0.02769    0.001775
4627      0.3574      0.1231      0.7723      0.2667       1.329      0.3561       1.212       0.354      0.7313      0.2681      0.3241      0.1366     0.06815     0.03195      0.0258     0.01249     0.02319     0.01057     0.02039    0.008505    0.004534    0.002257    0.004189    0.002084    0.003451    0.001009
4633      0.3987     0.05195      0.9353      0.1888       2.181       0.405       2.647      0.4985       2.067      0.4885       1.037      0.2831       0.237     0.07485      0.0898     0.02891     0.08064     0.02286     0.07083     0.01639     0.01577     0.00512     0.01456    0.004736    0.005485    0.001094
4654      0.6801       0.124       1.608       0.132        3.44       0.297       3.889      0.8225       2.894      0.8025       1.413      0.4556      0.3168      0.1148       0.119     0.04467      0.1069     0.03637     0.09377     0.02743     0.02076    0.008025     0.01917    0.007415    0.008585    0.001133
4656       3.854      0.9255       6.596      0.6515       8.902       0.681       7.321       1.781       4.255       1.415       1.843      0.7325      0.3782      0.1702      0.1417     0.06616      0.1273     0.05566      0.1118     0.04436     0.02379     0.01183     0.02197     0.01092      0.0232    0.003075
4663       2.892      0.1675        6.88       0.123       10.93       0.385       7.686      0.5415       4.015      0.3575       1.556      0.1595       0.319      0.0364      0.1211     0.01425      0.1087      0.0074     0.09549           0     0.02128     0.00253      0.0197    0.002335     0.02457    0.000715
4676      0.3745      0.2115      0.6177      0.2962      0.8979      0.4392      0.7338      0.4242      0.3999      0.2596      0.1602      0.1117     0.03281     0.02414     0.01243    0.009289     0.01117    0.008194    0.009823    0.007019    0.002187    0.001636    0.002024     0.00151    0.002298    0.001077
4681     0.04496     0.02279      0.1148      0.0545      0.3007       0.138       0.558      0.3526      0.6045      0.4225      0.4607      0.3473      0.1525       0.122     0.06193     0.05037     0.05574     0.04476     0.04908     0.03874     0.01084    0.008868     0.01001    0.008183   0.0009998   0.0006452
4694      0.1337     0.04724      0.3127     0.04755       0.901      0.2651       1.439      0.6298       1.424      0.7243      0.9988      0.5543      0.2987      0.1765      0.1174     0.07065      0.1056     0.06124     0.09283      0.0511     0.02054     0.01256     0.01897      0.0116    0.002577     0.00115
4701      0.3121       0.188      0.5378      0.2647      0.6333       0.208      0.5226      0.2254      0.2895      0.1411      0.1155     0.06393     0.02348     0.01426    0.008876    0.005534    0.007977     0.00481     0.00701     0.00403    0.001565   0.0009733    0.001448    0.000898    0.002065    0.000936
4703      0.3887      0.1907       0.969       0.494       1.833      0.8095       1.746      0.6955       1.121      0.4835      0.4858      0.2278     0.09759     0.04892     0.03545     0.01785     0.03172     0.01505     0.02775     0.01206    0.005993    0.003012    0.005534     0.00278    0.004696    0.002133
4707      0.1972      0.0409      0.5145      0.1362       1.085      0.2186       1.153        0.32      0.8145      0.2606      0.3846      0.1347     0.08327     0.03143     0.03101     0.01197      0.0278     0.00976     0.02439      0.0074    0.005364    0.002107    0.004953    0.001946    0.002734   0.0006195
4722       0.632      0.1091       1.315      0.0905       2.279       0.233        2.05      0.4645       1.181      0.3404      0.5022      0.1677      0.1038     0.03879     0.03918     0.01515     0.03521     0.01241     0.03095    0.009475    0.006851    0.002741    0.006331     0.00253    0.005677     0.00027
4738      0.7708      0.1787       1.459      0.0775       2.836       0.295       2.869      0.6285       1.831       0.509      0.8393      0.2707      0.1776     0.06425     0.06683     0.02508     0.06001     0.02043     0.05272     0.01544     0.01168    0.004559     0.01079    0.004212    0.006756     0.00095
4744      0.1026     0.05765      0.3147      0.2104       1.331       1.012       2.377       1.853       2.409       1.902       1.741        1.38      0.5461      0.4341      0.2175       0.173      0.1955      0.1533      0.1717      0.1319     0.03732     0.02969     0.03442     0.02738    0.004286    0.003347
4751      0.6035      0.0973       1.262      0.0765       2.196       0.238       1.979        0.46       1.141       0.335      0.4858      0.1647      0.1005     0.03804     0.03792     0.01485     0.03407     0.01219     0.02995     0.00934    0.006633    0.002684    0.006129    0.002478    0.005452     0.00031
4759      0.1165     0.04956      0.2349     0.09365      0.3377      0.1693      0.2253      0.1295      0.1149     0.07002     0.04399     0.02787    0.008953    0.005847    0.003391    0.002234    0.003045    0.001948    0.002673     0.00164   0.0005967   0.0003929   0.0005525   0.0003634   0.0008266   0.0003375
4760      0.2425     0.08785      0.4985      0.1418      0.9795      0.4025       1.299      0.7016       1.281      0.8131      0.9573      0.6788      0.3174      0.2434      0.1296      0.1014      0.1167     0.08991      0.1028     0.07757     0.02285     0.01796      0.0211     0.01657    0.002167    0.001348
4762      0.3134      0.0639      0.6456      0.0578       2.978       0.385       6.319       1.004       7.247       1.389       5.785       1.269       2.022      0.5045      0.8368      0.2182      0.7538      0.1663      0.6639      0.1098       0.147     0.03955      0.1356     0.03651     0.01147    0.001882
