#            id   flag_SB_MS_1   dist_to_MS_1   dist_to_MS_2        log_SFR   log_SFR_MS_1    log_SFR_MS_2
#
           5070              0        1.90165        2.61109       -1.94233       -3.84398       -4.55343
           5080              0      -0.226745      -0.254222       0.923762        1.15051        1.17798
           5089             -1        0.24617       0.223757        2.17464        1.92847        1.95088
           5090             -1      -0.231226      -0.250518        2.34124        2.57246        2.59175
           5095              0      -0.462867       -0.38709       0.915505        1.37837         1.3026
           5097             -1      -0.524804      -0.579885       0.696793         1.2216        1.27668
           5101             -1      -0.356542      -0.484548          0.794        1.15054        1.27855
           5114              0       -0.20338      -0.168075        1.30963        1.51301        1.47771
           5122              0     -0.0879209     -0.0985464        1.58331        1.67123        1.68186
           5125              0      -0.337353      -0.402453        1.10857        1.44592        1.51102
           5129              0      -0.512336      -0.587912       0.267875       0.780212       0.855787
           5133             -1      0.0570232     -0.0402983        1.44389        1.38687        1.48419
           5138             -1      -0.892795      -0.811385       0.761025        1.65382        1.57241
           5146              0       0.643219       0.994699        1.04179       0.398568      0.0470887
           5147             -1       0.138409     -0.0491751        0.72362       0.585211       0.772795
           5148             -1      -0.152957      -0.180444        1.98811        2.14107        2.16856
           5155              0      -0.410497      -0.391531        1.09864        1.50914        1.49017
           5156              0       0.297541       0.339241        2.24279        1.94525        1.90355
           5162              0      -0.171981      -0.265736       0.457125       0.629106       0.722861
           5168             -1      -0.411994      -0.510307       0.753583        1.16558        1.26389
           5170             -1       0.167754     0.00828055       0.873727       0.705973       0.865447
           5171              0      -0.482476      -0.517401        1.90865        2.39112        2.42605
           5177             -1      0.0862881       0.063877        1.94944        1.86315        1.88556
           5185              0      -0.556177       -0.67095     -0.0349865       0.521191       0.635964
           5187             -1       0.106075      -0.103636        0.84398       0.737905       0.947616
           5205              0       -1.24856       -1.49457      -0.861066       0.387494       0.633502
           5206              0      -0.683163      -0.814304       0.380934         1.0641        1.19524
           5211             -1     -0.0986489      -0.133277        2.25382        2.35247         2.3871
           5215              0        0.34753       0.319542        2.50664        2.15911         2.1871
           5218              0      -0.472285      -0.560662       0.775829        1.24811        1.33649
           5225              0      -0.165043      -0.132568        1.42357        1.58862        1.55614
           5238             -1       0.243981        0.13415        1.17435        0.93037         1.0402
           5242              0       -1.10181       -1.31969      -0.417369       0.684442       0.902319
           5245              0      -0.138286     -0.0971634      -0.250573      -0.112287       -0.15341
           5255              0      -0.383648      -0.484206       0.404834       0.788482       0.889039
           5256             -1      -0.258613      -0.278093        1.80468         2.0633        2.08278
           5258              0       0.420242       0.495974        2.19645        1.77621        1.70048
           5265             -1      -0.245351      -0.242623        2.26647        2.51182        2.50909
           5270             -1       0.126227      0.0101356        1.36996        1.24373        1.35982
           5273              0       -1.21915       -1.26597     -0.0104612        1.20869        1.25551
           5293              0      -0.364029      -0.445405         1.1245        1.48853        1.56991
           5296              0      -0.637798      -0.728009       0.851381        1.48918        1.57939
           5309              0     -0.0606768     -0.0921491       0.503927       0.564604       0.596076
           5321             -1       0.167102      0.0139839         1.2907         1.1236        1.27672
           5325             -1      -0.236377     -0.0733329         1.2403        1.47668        1.31363
           5329              0     -0.0697709     0.00873952         1.5231        1.59287        1.51436
           5337             -1        0.36753        0.33395        1.93131        1.56378        1.59736
           5342              0        1.34889        1.64519      -0.377372       -1.72626       -2.02256
           5346             -1       0.325327       0.125266        1.13862       0.813292        1.01335
           5347             -1       0.131415      0.0419258        1.39811         1.2667        1.35619
           5348             -1     -0.0834449     -0.0764186        1.67025        1.75369        1.74666
           5350              0      -0.649521       -0.65561        1.55666        2.20618        2.21227
           5358             -1      -0.713178      -0.825012       0.412293        1.12547         1.2373
           5359              0      -0.627323      -0.715838       0.910197        1.53752        1.62604
           5363              0     -0.0424835      0.0263155        1.59295        1.63544        1.56664
           5366              0      -0.253349      -0.215483        1.18469        1.43804        1.40017
           5371              0      -0.832494       -1.02914      -0.317223       0.515271       0.711914
           5372              0     -0.0766771      0.0295712        1.06856        1.14523        1.03899
           5374              0      -0.368069      -0.439806       0.308564       0.676634        0.74837
           5375             -1      -0.326495      -0.541238       0.313234       0.639729       0.854473
           5382              0      -0.633172      -0.593972        1.17984        1.81301        1.77381
           5395              1       0.666558       0.791348        1.71299        1.04643       0.921639
           5402              0      -0.305953      -0.405371       0.161368       0.467321       0.566739
           5411             -1      -0.207415      -0.216621        1.61899         1.8264        1.83561
           5424              0      -0.433206       -0.48945        1.24353        1.67674        1.73298
           5426             -1      -0.103847      -0.196087        1.15503        1.25888        1.35112
           5427              0      -0.333309       -0.40018       0.617525       0.950833         1.0177
           5435              0      -0.318152      -0.347912        1.05614        1.37429        1.40405
           5438             -1      -0.163393      -0.293173        1.11594        1.27934        1.40912
           5446              0      -0.478673       -0.54241        1.17955        1.65823        1.72196
           5450             -1     -0.0576694      -0.118346       0.956553        1.01422         1.0749
           5459              0      -0.305999     -0.0302875       -2.55611       -2.25011       -2.52582
           5464              0      -0.870533      -0.867005        1.07628        1.94681        1.94328
           5484              0      -0.210259      -0.217102        1.28511        1.49537        1.50221
           5509              0      -0.432818       -0.59274      0.0891984       0.522016       0.681939
           5512             -1      -0.333445      -0.328805        1.39305        1.72649        1.72185
           5515             -1       0.108782      0.0395957        1.43152        1.32274        1.39193
           5518              0      -0.659473      -0.707503        1.17056        1.83003        1.87806
           5520              0       -2.54184       -2.54235      -0.338661        2.20318        2.20369
           5523              0     -0.0169202      0.0581427         1.8175        1.83442        1.75936
           5526             -1      -0.392152      -0.589927        0.38003       0.772182       0.969957
           5529             -1      -0.173565      -0.133915        1.79754        1.97111        1.93146
           5530             -1      -0.316641      -0.367278         0.9127        1.22934        1.27998
           5531              0       0.794472        1.00635      -0.825359       -1.61983       -1.83171
           5537              0      -0.520198      -0.585572       0.294466       0.814665       0.880038
           5543              0            -99            -99        2.29491            -99            -99
           5545             -1     -0.0738918      -0.209094       0.852053       0.925945        1.06115
           5552              0       -1.30012       -1.30615    -0.00899556        1.29112        1.29716
           5588             -1      -0.348666      -0.543424         0.4929       0.841566        1.03632
           5590              0      -0.624321       -0.61253        1.13098         1.7553        1.74351
           5604             -1      -0.184647      -0.319539        1.06296        1.24761         1.3825
           5612              0      -0.459654      -0.569485      -0.546682     -0.0870273      0.0228033
           5620              0      -0.194977     -0.0669541        1.08135        1.27632         1.1483
           5627             -1     -0.0626266      -0.158576        1.32077         1.3834        1.47935
           5634              0       0.345065       0.457684         1.8635        1.51844        1.40582
           5647              0     0.00386378       0.264764       0.562531       0.558667       0.297767
           5650              0       0.242401       0.198774       0.619093       0.376692        0.42032
           5655              0      -0.364961      -0.356436       0.919967        1.28493         1.2764
           5664              0            -99            -99            -99            -99            -99
           5668              0      -0.612139      -0.661845        1.17493        1.78707        1.83678
           5671             -1      -0.520104      -0.559348        1.35238        1.87248        1.91172
           5672              0      -0.132749     -0.0662485        1.59605         1.7288         1.6623
           5675              0      -0.203135      -0.210195        1.50623        1.70937        1.71643
           5682              0       -1.17932       -1.30213       0.138618        1.31794        1.44075
           5685              0      -0.404977      -0.537091      -0.585027      -0.180049     -0.0479356
           5686              0       -1.82278        -1.8314      -0.216096        1.60668         1.6153
           5691              0       -0.29841      -0.325896       0.763877        1.06229        1.08977
           5692              0      -0.215191      -0.333133       0.612254       0.827445       0.945387
           5705              0      -0.378947      -0.408051        1.54407        1.92301        1.95212
           5710              0        1.05985        1.31103        2.10857        1.04872       0.797535
           5712              0      -0.226654      -0.294907        1.16613        1.39279        1.46104
           5726             -1      -0.480549      -0.508158        1.64552        2.12607        2.15368
           5730              1         0.6432       0.624746        2.69784        2.05464        2.07309
           5735             -1      -0.133142      -0.346809       0.448242       0.581385       0.795051
           5744              0       -1.33746       -1.28154        1.08991        2.42736        2.37144
           5747              1       0.931036        1.01103        1.21405       0.283013       0.203019
           5766             -1     -0.0666872      -0.258004       0.703119       0.769807       0.961124
           5770              0      -0.184095      -0.194292       0.264818       0.448913        0.45911
           5779              0            -99            -99            -99            -99            -99
           5789              0      -0.593643      -0.628476        1.65935        2.25299        2.28782
           5797             -1        0.26029       0.259552         1.9619        1.70161        1.70234
           5799              0      -0.700303       -0.82002        0.18327       0.883573        1.00329
           5801              0     -0.0224799      0.0835297        1.63043        1.65291         1.5469
           5802              0      -0.217411      -0.243262         1.7653        1.98271        2.00856
           5805             -1      -0.148103      -0.171843       0.985561        1.13366         1.1574
           5809              0      -0.290509       -0.34523        1.20925        1.49976        1.55448
           5814             -1     -0.0692518      -0.237663       0.206286       0.275538       0.443949
           5816              0      -0.925264      -0.951976       0.976579        1.90184        1.92856
           5822             -1      -0.231189      -0.451214       0.372175       0.603365        0.82339
           5829              0      0.0346195      0.0768491       0.884965       0.850346       0.808116
           5830              0     -0.0983803      0.0437156        1.46598        1.56436        1.42226
           5835              0      -0.341502      -0.379151       0.209783       0.551285       0.588934
           5836             -1      0.0158403     -0.0115336         2.1682        2.15236        2.17974
           5837              0      -0.145271      -0.242661        1.33465        1.47993        1.57732
           5841              0       -1.50992       -1.48907       0.300813        1.81074        1.78988
           5847              0      -0.463086      -0.493375        1.77262         2.2357        2.26599
           5849             -1      0.0506251     -0.0118222        1.74741        1.69679        1.75923
           5853             -1      -0.347738      -0.555721       0.320562         0.6683       0.876282
           5862              0      -0.964694       -1.14892      -0.180061       0.784632       0.968862
           5869              0      -0.739156       -0.77456        1.12385        1.86301        1.89841
           5879             -1      -0.107746      -0.251555          1.055        1.16274        1.30655
           5880              0      -0.440905      -0.402795       0.798789        1.23969        1.20158
           5882             -1     -0.0981231      -0.283885       0.338855       0.436978        0.62274
           5898              0      0.0917596     0.00985844       0.808616       0.716856       0.798758
           5907              0        0.15648       0.153357        1.28623        1.12975        1.13287
           5916             -1    -0.00770008     -0.0948845         2.4062         2.4139        2.50108
           5917              0       -0.11901       -0.10618        1.37383        1.49284        1.48001
           5921              0      -0.413776      -0.385464        1.40226        1.81604        1.78772
           5922              0     -0.0372132      0.0070359        1.78305        1.82026        1.77601
           5925              0      -0.386175      -0.463614        1.18041        1.56659        1.64403
           5941              0       -1.00348       -1.03323        1.04258        2.04605        2.07581
           5966              0       0.604368       0.827473      0.0773679         -0.527      -0.750105
           5969              0      -0.625311      -0.817703      -0.202317       0.422994       0.615386
           5974             -1      -0.192225      -0.235657        1.68151        1.87374        1.91717
           5976              0       -1.07365       -1.17124       0.277151         1.3508        1.44839
           5977              0       0.119421       0.183928        1.96974        1.85032        1.78581
           5982              0            -99            -99            -99            -99            -99
           5997              0      -0.651604      -0.744278        0.14145       0.793054       0.885728
           6000              0      -0.580709      -0.634763      0.0346285       0.615338       0.669391
           6003              0      -0.462684      -0.527033         1.0693        1.53198        1.59633
           6005             -1      -0.387282      -0.308443       0.988604        1.37589        1.29705
           6006             -1       0.280252        0.22791        2.60108        2.32083        2.37317
           6011              0      -0.883782        -1.1057      -0.236048       0.647734       0.869648
           6012             -1     -0.0518954      -0.191553        1.15746        1.20935        1.34901
           6015             -1      -0.249868      -0.471839       0.292034       0.541903       0.763874
           6025              0       -4.64039        -4.3786       -6.89347       -2.25308       -2.51487
           6037              0       0.654301       0.746854         0.5168      -0.137502      -0.230054
           6061             -1       0.153029       0.186836         2.5092        2.35617        2.32237
           6065             -1    -0.00125522      -0.145841        1.00303        1.00428        1.14887
           6072              0      -0.740377      -0.723591       0.817301        1.55768        1.54089
           6073             -1      -0.400824      -0.505022       0.991802        1.39263        1.49682
           6075              0       -2.44926       -2.50672       -1.21304        1.23623        1.29369
           6078              0       -0.20627      -0.141677        1.27989        1.48617        1.42157
           6081              0      -0.192671      -0.137676       0.397419        0.59009       0.535095
           6084             -1       0.383155       0.136889       0.732072       0.348917       0.595183
           6085             -1      -0.128952      -0.245902        1.20058        1.32953        1.44648
           6090             -1      0.0942841      0.0398091        1.62511        1.53082         1.5853
           6091              0      -0.178987      -0.191213        1.90982        2.08881        2.10104
           6092             -1      -0.467631      -0.573682       0.951386        1.41902        1.52507
           6094             -1      -0.312338      -0.325987        1.84504        2.15737        2.17102
           6096             -1      -0.289287      -0.285823         2.0013        2.29059        2.28712
           6102              0      -0.177568      -0.153454       0.821448       0.999016       0.974902
           6107              0     -0.0854439     -0.0677296        1.44747        1.53291         1.5152
           6110              0      -0.425561       -0.53934       0.284656       0.710218       0.823996
           6114              0       -1.05531       -1.03416       0.752433        1.80774         1.7866
           6121             -1      0.0304698     -0.0429997      -0.722162      -0.752631      -0.679162
           6127              0       -1.92526       -1.62417       0.166134         2.0914         1.7903
           6141              0            -99            -99       0.298416            -99            -99
           6147             -1       0.115755     -0.0545876       0.665206        0.54945       0.719793
           6151              0      -0.871039       -1.05374      -0.513853       0.357186       0.539886
           6152              0      -0.149265     -0.0015494        1.33082        1.48008        1.33237
           6155              0       0.527001       0.762034        1.73392        1.20692       0.971885
           6156              0      -0.400925      -0.486417       0.333044       0.733969       0.819461
           6158              0       -1.83399        -1.6667      0.0700379        1.90403        1.73674
           6166              0       -1.04704       -1.07503        1.18752        2.23456        2.26255
           6186             -1      0.0689078      -0.127643       0.490941       0.422033       0.618584
           6197              0      -0.477172      -0.692063       0.145196       0.622369       0.837259
           6216              0       -1.75289       -1.71054     -0.0316105        1.72128        1.67893
           6221              0     -0.0823267      -0.241418       0.125481       0.207808       0.366899
           6233              0      -0.636494      -0.631271       0.731347        1.36784        1.36262
           6242              0      0.0225476       0.169725        1.27254        1.24999        1.10281
           6245              0     -0.0736834      -0.141738       0.598462       0.672146         0.7402
           6249              0      -0.137357       -0.14296        1.81298        1.95034        1.95594
           6251             -1      0.0580372     -0.0296386        1.60054         1.5425        1.63018
           6256              0      -0.209069       -0.24401      0.0119931       0.221062       0.256003
           6262              0       -1.86843       -1.80691       -3.31274       -1.44431       -1.50582
           6265             -1    -0.00873684     -0.0530225        2.71164        2.72038        2.76466
           6287             -1       0.267901        0.23235        2.02407        1.75617        1.79173
           6289             -1       0.148567       0.269546        1.77173        1.62317        1.50219
           6290             -1      -0.443202      -0.651936       0.309417       0.752619       0.961353
           6292              0       0.686369       0.919036        1.65562        0.96925       0.736582
           6296             -1       0.170504       0.154812        1.87679        1.70629        1.72198
           6308             -1     -0.0989994       -0.11434        2.92916        3.02816         3.0435
           6311              0    -0.00484987       -0.15634       0.296665       0.301515       0.453005
           6315              0      -0.502319      -0.600977      -0.395018         0.1073       0.205958
           6319              0       0.389401       0.618083         1.3006       0.911195       0.682512
           6324              0       0.696226       0.940829        1.83929        1.14306       0.898461
           6329              0       0.201044       0.312197         1.1345       0.933452       0.822299
           6330              0      -0.132818      -0.139286        1.67587        1.80869        1.81516
           6332              0        -2.2138       -1.93106      -0.706637        1.50716        1.22442
           6333             -1       -0.22117      -0.379801       0.715753       0.936923        1.09555
           6350              0     -0.0477979      -0.121238        0.63759       0.685388       0.758828
           6352             -1      -0.427829      -0.487889       0.964872         1.3927        1.45276
           6363              0      -0.663678      -0.857167      -0.128427       0.535251        0.72874
           6368              0      -0.515293      -0.480926        1.39182        1.90711        1.87274
           6381              0      -0.556448      -0.693509       0.179264       0.735713       0.872774
           6383              0       0.532216       0.397681        1.67843        1.14621        1.28075
           6385              0      -0.115013     -0.0673529        1.49178        1.60679        1.55913
           6386             -1    -0.00992878     -0.0620792        1.76871        1.77864        1.83079
           6394              0      -0.718162      -0.862134       0.436481        1.15464        1.29861
           6395              0      -0.283366      -0.236935        1.30492        1.58829        1.54186
           6398              0       -0.85322      -0.961881       0.415307        1.26853        1.37719
           6401              0      0.0382801     0.00570472     -0.0112182     -0.0494983     -0.0169229
           6403              0       0.112243       0.165021        1.03703       0.924785       0.872006
           6406             -1      0.0895333      -0.316007        3.06595        2.97642        3.38196
           6409             -1      -0.523283       -0.52245        1.19312        1.71641        1.71557
           6412              0            -99            -99      0.0751819            -99            -99
           6429             -1      -0.267857      -0.489554        0.39794       0.665797       0.887494
           6438             -1      -0.221603       -0.41675       0.263162       0.484765       0.679913
           6445              0       0.117588       0.300978        1.20548        1.08789       0.904497
           6448              0       -1.30427        -1.4528      -0.183229        1.12104        1.26957
           6460              0      -0.252648      -0.241636        1.82491        2.07755        2.06654
           6464             -1      -0.548674      -0.606442       0.974512        1.52319        1.58095
           6466              0      -0.410617      -0.422748       0.170848       0.581466       0.593596
           6486              0       0.751023        1.00986        1.83302          1.082       0.823159
           6489             -1      -0.362296      -0.311216        2.39182        2.75411        2.70303
           6509              0       0.563927       0.596975        2.48586        1.92194        1.88889
           6517             -1      -0.126604      -0.166362        1.67348        1.80009        1.83984
           6519              0       -0.36953      -0.382703        0.90271        1.27224        1.28541
           6522              0       0.130109       0.121531        1.20952        1.07941        1.08798
           6537             -1     -0.0410991     -0.0924732        1.65715        1.69825        1.74962
           6547             -1      -0.774209       -0.50802        1.24773        2.02194        1.75575
           6548              0       0.118058       0.157157       0.399847       0.281789        0.24269
           6553              0      -0.710848      -0.754802        1.07737        1.78822        1.83217
           6558              0      -0.263838      -0.363209        2.27967         2.5435        2.64288
           6580              0      -0.828838      -0.871491       0.844477        1.67331        1.71597
           6592              0       0.248309       0.199959       0.577377       0.329067       0.377418
           6614              0      -0.862638      -0.938454       0.758382        1.62102        1.69684
           6617              0      -0.311482      -0.537565       0.319314       0.630796       0.856879
           6620              0       -1.65489       -1.63039      0.0293838        1.68428        1.65978
           6629              0      -0.207326      -0.174958        1.45286        1.66019        1.62782
           6634              0      -0.595724      -0.680014       0.897682        1.49341         1.5777
           6638              0      -0.226665      -0.239297       0.229426       0.456091       0.468722
           6641             -1     -0.0954172       -0.23127       0.861594       0.957011        1.09286
           6643              0       0.437983       0.621735        1.66624        1.22825         1.0445
           6650              0      -0.187007       -0.12741        1.22866        1.41566        1.35607
           6662              0      -0.043319      -0.139306        1.01452        1.05784        1.15383
           6665             -1     -0.0667947     -0.0921113        1.59162        1.65842        1.68373
           6672              0      0.0468663      0.0763175        1.59868        1.55181        1.52236
           6676             -1      -0.623233      -0.637161        1.25042        1.87365        1.88758
           6677              0       -2.13648        -1.8571     -0.0959881        2.04049        1.76112
           6693              0      -0.350968      -0.497967       0.665018        1.01599        1.16299
           6694             -1      -0.505367      -0.632149       0.790426        1.29579        1.42257
           6695              0      -0.789061      -0.849118       0.894205        1.68327        1.74332
           6700              0       -0.21638      -0.361504       0.175222       0.391602       0.536726
           6707              0      -0.497759      -0.457063       0.989005        1.48676        1.44607
           6710             -1       0.223754      0.0725146        1.36399        1.14023        1.29147
           6712              0      -0.468834      -0.379495      -0.439137      0.0296962     -0.0596418
           6714             -1       0.166016       0.103758        1.88389        1.71787        1.78013
           6724             -1      -0.375296       -0.37143        1.84155        2.21684        2.21298
           6745              0       0.641547       0.981186        1.46835       0.826801       0.487161
           6768             -1      -0.024043     -0.0923265        1.62469        1.64874        1.71702
           6770              0      -0.216112      -0.286198        1.31471        1.53082        1.60091
           6775              0       -1.16796       -1.16183       0.856003        2.02397        2.01784
           6778              0       -0.58088      -0.612188        1.42635        2.00723        2.03854
           6782              0            -99            -99        2.45834            -99            -99
           6787             -1      -0.717208      -0.535231        1.46553        2.18274        2.00076
           6789              1       0.791117       0.785679         1.4368       0.645681        0.65112
           6790              0      -0.275053      -0.418504      -0.310691     -0.0356384       0.107813
           6801              0      -0.653323      -0.638605       0.738067        1.39139        1.37667
           6820              0      -0.487126      -0.519635        1.83727         2.3244        2.35691
           6827             -1     -0.0688209      -0.183347         1.0103        1.07912        1.19365
           6828             -1       0.141855      0.0623157        2.66904        2.52718        2.60672
           6845             -1       0.274468      0.0840165       0.887223       0.612755       0.803207
           6856              0      -0.448751      -0.358331        0.95885         1.4076        1.31718
           6871              0      -0.134354      -0.109074        1.31069        1.44505        1.41977
           6882              0      -0.398825        -0.5748       0.308778       0.707603       0.883578
           6887              0      -0.841207      -0.981182       0.372544        1.21375        1.35373
           6888              0      -0.314374      -0.342935       0.670246        0.98462        1.01318
           6891              0            -99            -99        2.60444            -99            -99
           6914              0       -1.78112       -1.83814      -0.613501        1.16762        1.22463
           6917              0     0.00402202       0.104638        1.38561        1.38158        1.28097
           6922              0      -0.364588      -0.384151       0.599774       0.964362       0.983925
           6928              0      0.0758593      0.0528868        1.47929        1.40343         1.4264
           6934              0       0.365036       0.486417        1.93125        1.56622        1.44484
           6944              0      -0.036993     -0.0615496        1.33686        1.37385        1.39841
           6945              0            -99            -99         1.9734            -99            -99
           6950              0       0.142148        0.15936        2.19893        2.05678        2.03957
           6963              0      -0.406342      -0.411859        1.58047        1.98681        1.99233
           6969              0     -0.0329523       0.075187        1.57623        1.60918        1.50104
           6973             -1      -0.323097      -0.365091        1.53958        1.86267        1.90467
           6977              0      -0.487499      -0.704729       0.200577       0.688076       0.905306
           6983              0       -0.16403      -0.159772       0.378216       0.542246       0.537988
           6984              0      -0.749205      -0.927938       0.165541       0.914746        1.09348
           7006              0      -0.786764       -1.00794      -0.174055       0.612709       0.833882
           7008              0      -0.583238      -0.613176        1.39777          1.981        2.01094
           7009             -1       -0.12465      -0.119369        2.01115         2.1358        2.13052
           7038              0        0.21091       0.278171        1.94379        1.73288        1.66562
           7041             -1       0.277944       0.110561       0.376394      0.0984504       0.265833
           7045             -1      -0.351707      -0.449197        1.06108        1.41278        1.51027
           7052             -1        0.15453       0.227397        1.44762        1.29309        1.22023
           7053              1       0.778915       0.893152        2.36305        1.58413         1.4699
           7054              0       0.451121       0.439193        2.69144        2.24031        2.25224
           7063              0       0.367216       0.350807      0.0119931      -0.355223      -0.338814
           7065             -1       -1.72867      -0.683398       0.370328          2.099        1.05373
           7079             -1      -0.315726      -0.391179        1.27323        1.58896        1.66441
           7092              0      -0.269845      -0.305892       0.297323       0.567167       0.603214
           7093              0      -0.509135       -0.62085       0.356599       0.865734       0.977449
           7098              0            -99            -99         2.2878            -99            -99
           7099             -1      -0.256173      -0.411846       0.804821        1.06099        1.21667
           7101              0      -0.873539       -1.00287       0.408749        1.28229        1.41162
           7107              0       -1.79451       -1.64468      -0.309715        1.48479        1.33497
           7114             -1        0.17108       0.035515       0.318481       0.147401       0.282966
           7131              0     -0.0484328      -0.030803       0.249198       0.297631       0.280001
           7132              0       -0.73509      -0.865128       0.496099        1.23119        1.36123
           7140              0       -1.05242       -1.24601       -1.24535      -0.192922    0.000663195
           7143              0       0.230892       0.401822      -0.048177      -0.279069      -0.449999
           7145              0      -0.281718      -0.407345       0.724276        1.00599        1.13162
           7149              0      -0.140386    0.000991591        1.44638        1.58677        1.44539
           7150              0      -0.105985      -0.221357       0.438859       0.544843       0.660215
           7151              0      -0.466939      -0.588545       0.101747       0.568686       0.690292
           7156              0       0.393607       0.471016      -0.818156       -1.21176       -1.28917
           7157              0      -0.220486      -0.271421       0.625415       0.845901       0.896836
           7169              0      0.0871841   -3.94922e-05        1.12969        1.04251        1.12973
           7171              0      -0.685502      -0.733274       0.978409        1.66391        1.71168
           7172             -1     -0.0179427      -0.123931        1.40157        1.41952         1.5255
           7173             -1      -0.337108      -0.356714        1.52022        1.85733        1.87694
           7178             -1       0.325543       0.197663        1.43886        1.11332         1.2412
           7181              0      -0.451719      -0.495845         1.2833        1.73502        1.77915
           7185             -1      0.0931664       0.129976        1.81224        1.71908        1.68227
           7188             -1     -0.0751817      -0.117333         2.3927        2.46788        2.51003
           7189              0      -0.360902      -0.391562      0.0314085        0.39231       0.422971
           7194              0       -0.46696      -0.518569        1.06483        1.53179         1.5834
           7196              0       0.500059       0.328036        1.51481        1.01475        1.18678
           7205              0        -1.4404      -0.689636       -5.55098       -4.11058       -4.86135
           7231              0        -3.5762       -2.29602       -1.29619        2.28001       0.999825
           7236             -1     -0.0212848      -0.212542       0.858657       0.879942         1.0712
           7240              0      0.0159751      -0.086515        0.88975       0.873775       0.976265
           7246              0       -1.43473        -1.4951      -0.249029         1.1857        1.24607
           7248              0       -0.23899      -0.454426       0.243286       0.482276       0.697713
           7249             -1       0.169614       0.115656        1.92588        1.75627        1.81022
           7256              0      -0.675538       -0.78658       0.275772        0.95131        1.06235
           7263             -1      -0.330491      -0.445572      -0.980468      -0.649978      -0.534896
           7266              0      -0.397636      -0.296704        1.02898        1.42661        1.32568
           7270             -1      -0.152015      -0.194918        2.11461        2.26663        2.30953
           7275              0      -0.340133       -0.54605       0.390051       0.730184       0.936102
           7282              0      -0.486251      -0.517583       0.769525        1.25578        1.28711
           7289             -1      -0.312047      -0.440256        0.82866        1.14071        1.26892
           7300              0       -1.00736       -1.03634        1.01157        2.01893        2.04791
           7320             -1     -0.0871167      -0.220273        1.12483        1.21195         1.3451
           7322              0       -1.65772        -1.7262     -0.0436394        1.61408        1.68256
           7340              0       0.469672       0.670222        1.72697         1.2573        1.05675
           7346              0      -0.457325      -0.442266        1.04139        1.49872        1.48366
           7347              0      -0.392615      -0.267338       0.966329        1.35894        1.23367
           7353             -1      -0.296914      -0.345692        1.50202        1.79893        1.84771
           7359              0      -0.323523      -0.337842       0.997343        1.32087        1.33518
           7367              0      -0.411859      -0.420394        1.57345        1.98531        1.99385
           7368              0      -0.360811      -0.369962        1.02407        1.38489        1.39404
           7369             -1      -0.421104      -0.444644        1.84868        2.26979        2.29333
           7379             -1       0.234239        0.23086        1.38881        1.15457        1.15795
           7380              0      -0.366367      -0.468052       0.875409        1.24178        1.34346
           7381              0      -0.388829      -0.452996        1.02694        1.41577        1.47994
           7385             -1       0.203689       0.304866        2.88953        2.68584        2.58466
           7386             -1       0.230102       0.309081         1.5311        1.30099        1.22201
           7387             -1      -0.257663      -0.426003       0.729084       0.986747        1.15509
           7394              0       0.441598       0.566749      0.0633334      -0.378265      -0.503416
           7404              0      -0.532795      -0.506333        1.34537        1.87817        1.85171
           7406              0       0.244796       0.304149        1.68744        1.44264        1.38329
           7410              0      -0.298938      -0.320166        1.82014        2.11907         2.1403
           7416              0       -1.72435       -1.67158      0.0863598        1.81071        1.75794
           7420              0      -0.212637      -0.400452        0.13258       0.345217       0.533031
           7421              0      -0.141072      -0.127602       0.758382       0.899454       0.885983
           7426              0       0.167839       0.287734        1.80044         1.6326        1.51271
           7438              0      -0.338614      -0.356512       0.130977        0.46959       0.487489
           7449              0      -0.368791      -0.469379       0.419625       0.788416       0.889004
           7455              0      -0.669406      -0.911501      -0.182435       0.486972       0.729066
           7472              0      -0.163133     -0.0943132         1.1685        1.33163        1.26281
           7482              0      -0.193129      -0.175061        1.39568         1.5888        1.57074
           7487              0       -1.14022       -1.24538       0.239299        1.37952        1.48467
           7489              0      0.0514666       -0.06947       0.295567       0.244101       0.365037
           7493              0      -0.522961      -0.596615       0.161967       0.684928       0.758582
           7495              0       -0.16227     -0.0726999        1.60043         1.7627        1.67313
           7508              0      -0.722494      -0.795033       0.808346        1.53084        1.60338
           7510              0      -0.752469      -0.777637       -1.63116      -0.878687      -0.853518
           7511              0      -0.798983       -1.01903      -0.661145       0.137838       0.357886
           7532              0      -0.170091      -0.251453       0.699578       0.869668       0.951031
           7533              0      -0.321701      -0.328262       0.259355       0.581056       0.587617
           7540              0      -0.192446       -0.27397       0.689309       0.881754       0.963279
           7544              0      -0.151106      -0.227621       0.540079       0.691185         0.7677
           7548             -1      -0.350351       -0.41801         2.2418        2.59215        2.65981
           7558              0      -0.240604      -0.116733        1.32056        1.56117        1.43729
           7562              0      -0.137707     -0.0731037        1.56372        1.70143        1.63682
           7568             -1       -0.67191      -0.659578       0.550962        1.22287        1.21054
           7573              0      -0.306518      -0.383104       0.585912       0.892429       0.969015
           7577              0       0.601614       0.723595        2.21431         1.6127        1.49072
           7579              0      -0.146748      -0.107891        1.51996        1.66671        1.62785
           7582              0      -0.101517     -0.0604157        1.66792        1.76944        1.72834
           7588             -1      -0.461371      -0.324256        1.81104        2.27241        2.13529
           7590              0       -1.49845       -1.65231      -0.521867       0.976584        1.13044
           7594              0      -0.319157      -0.225478        1.40671        1.72587        1.63219
