#       id       zspec       zbest       ubest       chi2_min     S_chi2_min     R_chi2_min
#
       502    -1.00000     2.26928      14.500       2.692927      0.6639004       2.029027
       503    -1.00000     2.14264      25.000       6.843902       6.008424      0.8354782
       505    -1.00000     3.03300      25.000       3.611893       2.770957      0.8409364
       506    -1.00000     0.40100     101.000       2.267874   2.967397e-20       2.267874
       509     0.45200     0.45200       4.900       2.468851      0.5875314        1.88132
       510     0.67980     0.67980       6.100       2.881419     0.01475684       2.866662
       512    -1.00000     0.94740       9.700       4.047047       1.927399       2.119648
       516    -1.00000     5.10100     101.000       23.26379      0.1848518       23.07893
       521     1.03700     1.03700       6.100       4.329644      0.9862374       3.343406
       530     0.64000     0.64000       4.900        2.43129      0.2709145       2.160376
       532     0.97460     0.97460       6.100        1.48064      0.1547523       1.325888
       533     1.03000     1.03000      18.000       8.427949       1.017263       7.410686
       540    -1.00000     2.46620      45.000       1.692604     0.05526921       1.637334
       541     0.80100     0.80100       4.900       1.519366      0.6154989      0.9038671
       546    -1.00000     2.95746      50.000       1.442999    0.003314675       1.439684
       547    -1.00000     2.70888      40.000      0.9585796    0.003061728      0.9555179
       548    -1.00000     1.95514      25.000       1.624001     0.02152905       1.602472
       550    -1.00000     1.16920       6.100        3.25957      0.6631127       2.596458
       552     0.50450     0.50450       9.700      0.2097139    0.005794005      0.2039199
       554     0.68000     0.68000       4.900       3.992553    0.009409393       3.983143
       559    -1.00000     1.46340       9.700       1.066511   1.722061e-20       1.066511
       561    -1.00000     1.60510       9.700       4.421937      0.3359198       4.086017
       562    -1.00000     2.65820      50.000       11.18007       3.018171       8.161894
       564     4.05500     4.05500     101.000        12.7098    0.009630968       12.70017
       581    -1.00000     1.16447       6.100       2.716851      0.1101844       2.606667
       593    -1.00000     1.62640      14.500        13.1042      0.3024081       12.80179
       597    -1.00000     2.57520      18.000       7.292698       1.553986       5.738711
       598     1.36400     1.36400       9.700       1.473531      0.0499301         1.4236
       604    -1.00000     0.43780     101.000       1.453042   3.746317e-18       1.453042
       606     1.00800     1.00800       6.100       3.992448      0.4103964       3.582052
       620     0.80000     0.80000       4.900      0.9779246     0.06353392      0.9143907
       621    -1.00000     2.60528      50.000      0.8985033     0.02130494      0.8771984
       622    -1.00000     1.45582      25.000       5.740528      0.3286322       5.411895
       628     1.25500     1.25500       9.700       4.370149     0.01971198       4.350437
       631    -1.00000     1.60510     101.000       10.47695       1.622421       8.854525
       637     0.50300     0.50300       3.300      0.9581389    0.002084388      0.9560545
       638     0.71100     0.71100       4.900       15.60103   5.360893e-18       15.60103
       652    -1.00000     1.82310      25.000       10.79565      0.2293949       10.56625
       658     4.05100     4.05100     101.000       23.76651     0.02457605       23.74193
       659     4.05600     4.05600      35.000       7.362763    0.009801538       7.352962
       661    -1.00000     1.16884       6.100      0.8976641   3.355232e-19      0.8976641
       664    -1.00000     2.09703      35.000       1.289884      0.5867071      0.7031774
       669     1.14200     1.14200       6.100      0.4872834     0.08016346      0.4071199
       672     0.94520     0.94520      14.500       2.993178      0.7298924       2.263286
