#   SAVEDid        xf70        xe70       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160      xf1200      xe1200      xf1250      xe1250      xf2000      xe2000      xf2050      xe2050       xfRad       xeRad
#
1252     0.05712     0.02344      0.1403     0.04872      0.3765      0.1931      0.5756      0.3575      0.5947      0.4035       0.438       0.312      0.1375      0.1025     0.05471     0.04139      0.0492     0.03656     0.04326     0.03136     0.00952     0.00724    0.008787    0.006684    0.001589   0.0009841
1253      0.2185     0.04985      0.5559     0.08075       1.319       0.255       2.026      0.6645       1.883        0.76       1.186      0.5468      0.3296      0.1681      0.1275     0.06712      0.1146     0.05732      0.1007     0.04682     0.02236     0.01208     0.02066     0.01116    0.005307    0.001426
1262      0.3505      0.1104      0.6857      0.3153       2.725       1.117       5.237      0.9935       6.891       0.829        6.63      0.4915        3.15      0.1195       1.487       0.088       1.357      0.0205        1.21      -0.055      0.2804     0.02295      0.2588      0.0213     0.01932    0.003105
1269      0.8267      0.4774       1.809      0.5425        4.63       0.441       7.151       1.831       7.021       2.314       4.866       2.017       1.436      0.7129      0.5634      0.2928      0.5066        0.25      0.4455       0.204     0.09867     0.05264      0.0911     0.04861     0.01961    0.004675
1270      0.2892      0.0909      0.6596       0.276       1.294      0.4277       1.389      0.4214      0.9602      0.3588      0.4627      0.1996      0.1021     0.04928     0.03865     0.01931     0.03472     0.01639     0.03051     0.01326    0.006818    0.003502    0.006294    0.003238    0.003806    0.001329
1273      0.2782     0.08275      0.5935      0.2129       1.173      0.4288       1.174      0.5254      0.7164      0.3507      0.3191       0.166     0.06767     0.03703     0.02571      0.0143     0.02312     0.01229     0.02033     0.01012     0.00453    0.002559    0.004185    0.002364    0.002925    0.001051
1278      0.2289      0.0532      0.5463      0.2104       1.159      0.5155       1.625      0.8363       1.437      0.8168      0.8121        0.49      0.2082      0.1347     0.07993     0.05278     0.07182     0.04607     0.06316     0.03892     0.01412    0.009458     0.01305    0.008741    0.004031     0.00195
1284       0.173     0.04455      0.4245     0.09995       2.423       0.641       6.188       0.649       8.337       0.264       7.439       0.589        3.34       0.688       1.533       0.383       1.393      0.2995       1.239       0.206      0.2837      0.0805      0.2619      0.0744     0.02061    0.000555
1285      0.9839      0.1401       1.936      0.0465       2.745        0.17       1.772       0.195      0.8837      0.1234      0.3368      0.0512     0.06864      0.0109      0.0259     0.00426     0.02324     0.00272     0.02039    0.001055    0.004537   0.0007435      0.0042   0.0006865    0.005188   0.0004215
1293      0.9702      0.1827       1.948      0.1185       3.853       0.294       3.899      0.6945       2.415       0.558        1.09      0.2954      0.2316      0.0711     0.08789     0.02802     0.07902     0.02221     0.06948     0.01595     0.01546    0.005135     0.01429    0.004741    0.009668    0.000832
1303      0.4766      0.2536      0.8814      0.3846       1.086      0.3341      0.7902      0.3308      0.4386      0.2226      0.1815       0.103     0.03708     0.02285     0.01398    0.008824     0.01256    0.007674     0.01104    0.006439    0.002448    0.001569    0.002263    0.001448    0.003423    0.001356
1306      0.3707     0.08855      0.4718      0.1674      0.4146        0.24      0.1926      0.1329     0.08109     0.05971     0.02866     0.02192    0.005571    0.004384    0.002064    0.001632    0.001851    0.001441    0.001624    0.001237   0.0003774   0.0002811   0.0003514   0.0002598    0.001455   0.0003845
1313      0.6971      0.2607        1.38      0.5423       2.323       1.239       1.846       1.235       1.019      0.7357      0.4121      0.3117     0.08528     0.06633     0.03241     0.02541     0.02913     0.02249     0.02561     0.01935    0.005683    0.004477    0.005255    0.004137    0.005094    0.002532
1315      0.5409        0.22       1.305      0.2105       2.942       0.258        3.83       1.093       3.256       1.301       1.804      0.8652      0.4589      0.2512      0.1758     0.09948       0.158     0.08563      0.1389     0.07078     0.03097       0.018     0.02861     0.01664    0.009918    0.002082
1320      0.4822      0.1096       1.179      0.2134       2.446       0.465       2.732      0.8045       1.957      0.8145      0.9416      0.4554      0.2088      0.1135     0.07815     0.04335     0.07014     0.03715     0.06153     0.03048     0.01359    0.007623     0.01255     0.00704    0.007722    0.001528
1334      0.1321      0.1022      0.4681      0.3735       1.034      0.7887        1.18       0.854      0.8933      0.6287      0.4962      0.3553      0.1243     0.09047     0.04643     0.03386     0.04161     0.02969     0.03644     0.02523    0.007855    0.005715    0.007252    0.005277    0.003464    0.002575
1335      0.4646      0.1052       1.057      0.3094       2.146       0.375       2.396       0.596       1.749      0.6295      0.8603      0.3718      0.1953     0.09569      0.0746      0.0374     0.06705     0.03175     0.05896     0.02571     0.01324     0.00677     0.01223    0.006256    0.006194    0.001251
1337       1.966       0.511        3.53      0.1085       4.687      0.8365       3.923        1.43       2.368       1.111       1.058      0.5712      0.2226      0.1315     0.08403     0.05077     0.07545     0.04392     0.06631     0.03662     0.01398     0.00895      0.0129    0.008244     0.01298    0.003775
1338      0.7474       0.169       1.717       0.107        4.08       0.181       4.971      0.7725       3.901      0.8605       1.971       0.527      0.4568      0.1419      0.1723     0.05605      0.1546     0.04445      0.1357     0.03205      0.0301     0.01021      0.0278     0.00943     0.01321    0.000995
1341       1.131      0.1491       2.558      0.2495       5.097      0.4115       5.269        1.23        3.49       1.097       1.633       0.609       0.351      0.1493      0.1323     0.05854      0.1188     0.04888      0.1043     0.03853      0.0232     0.01066     0.02141     0.00986     0.01457     0.00105
1342      0.2696     0.08675      0.3695      0.1912      0.3778      0.2765      0.1916      0.1571     0.08449     0.07211     0.03053     0.02662    0.006025    0.005335    0.002242    0.001996    0.002011    0.001777    0.001764    0.001543   0.0004022   0.0003472   0.0003736   0.0003212    0.001047   0.0003797
1348      0.4441      0.3043      0.7164      0.4587       0.866       0.502      0.7352      0.4938      0.4133      0.2996      0.1691        0.13     0.03507     0.02806     0.01333     0.01079     0.01198    0.009576     0.01054    0.008271    0.002347      0.0019     0.00217    0.001755    0.002534     0.00165
1350      0.4349      0.1425        1.04      0.3899       2.282       0.639       2.587       1.022       1.886      0.9678      0.9193      0.5288      0.2063      0.1299     0.07742     0.04948     0.06946     0.04298     0.06094     0.03602     0.01346    0.008698     0.01243    0.008027     0.00711    0.002285
1355      0.2678      0.1049      0.6502      0.3819       1.355      0.7953       1.632      0.9726       1.279      0.8058      0.6492      0.4259      0.1542      0.1057     0.05855     0.04068     0.05259     0.03565     0.04619     0.03025      0.0103    0.007233     0.00951     0.00668    0.004169    0.002564
1357      0.2382       0.049      0.6701      0.2147       1.466      0.4867        1.71      0.6995       1.323      0.5989      0.6631      0.3196      0.1524     0.07728     0.05728     0.02948      0.0514     0.02505     0.04511     0.02029    0.009975    0.005185    0.009213    0.004788    0.004561      0.0017
1367     0.09835     0.01356      0.3201      0.0509      0.8508      0.1793       1.231      0.3046       1.103      0.3426      0.6505      0.2347      0.1716      0.0699     0.06567     0.02779     0.05898     0.02307     0.05181       0.018     0.01146    0.005012     0.01059    0.004634    0.003205    0.000678
1368      0.5094      0.2822      0.9501      0.3269       3.608      0.5355       6.479        0.36       6.892       1.088       5.202       1.379       1.737       0.661      0.7117      0.2983      0.6407      0.2486      0.5642      0.1948      0.1249     0.05453      0.1153      0.0504     0.01836     0.00194
1369       0.529      0.3505       0.947      0.3481       2.589      0.2825       3.948       0.517       3.776      0.9225       2.506      0.9445      0.7269      0.3442      0.2842      0.1416      0.2554      0.1203      0.2246     0.09745     0.04964     0.02554     0.04584     0.02359    0.009761    0.002479
1371       0.204      0.0261      0.4579     0.09985       1.028      0.2197       1.184      0.2944      0.8331      0.2309      0.4046      0.1213     0.08964     0.02876     0.03405     0.01117      0.0306    0.008885      0.0269    0.006435     0.00602    0.002014    0.005546    0.001875    0.002937   0.0006655
1384       1.246      0.4716       2.783      0.3135       6.148      0.7855       7.651       2.779       6.251        3.09       3.326       1.931      0.8143      0.5298      0.3105      0.2071      0.2789      0.1809       0.245      0.1529     0.05464     0.03709     0.05049     0.03428     0.02092     0.00451
1387      0.6634      0.4106       1.603      0.9205       3.897       1.519       5.569       1.992       5.699       2.824        4.45       3.162       1.948       1.681      0.9084      0.8086      0.8283      0.7336      0.7388      0.6496      0.1725      0.1551      0.1593      0.1432      0.0149    0.003835
1391      0.3396      0.1674      0.7876      0.3924       1.284      0.5777       1.063      0.4481      0.6232      0.2527      0.2632      0.1036     0.05133     0.01964     0.01865    0.007045     0.01669    0.005695      0.0146    0.004255    0.003185    0.001199    0.002926    0.001124    0.003859     0.00185
1393      0.5197      0.2776       1.264      0.6068        2.47      0.8875       2.414       0.948       1.655      0.7765       0.819       0.441      0.1865      0.1118     0.07009     0.04281     0.06287     0.03701      0.0552     0.03086      0.0122    0.007527     0.01127    0.006957    0.007767    0.002833
1394       4.551       0.242       10.79       0.105       17.12       0.765       12.04        0.97        6.29       0.623       2.439       0.275      0.4997     0.06205      0.1896     0.02425      0.1703     0.01335      0.1496      0.0017     0.03322    0.004295     0.03072     0.00397     0.03347    0.000755
1396      0.2113      0.0984      0.4327      0.2441      0.7962      0.4478      0.7983      0.4697       0.498      0.3089      0.2255      0.1502     0.04856     0.03377     0.01852     0.01302     0.01666     0.01144     0.01466     0.00974    0.003275    0.002334    0.003025    0.002156    0.001996    0.001105
1401      0.1401     0.05315      0.3594      0.2246      0.9989      0.7411       1.429       1.083       1.236      0.9494      0.7638      0.5902      0.2055      0.1593     0.07802     0.06048     0.06997     0.05333     0.06135     0.04568     0.01327     0.01025     0.01224    0.009457    0.003778    0.002947
1402      0.2643       0.093      0.9152      0.3548       2.446      0.8255       3.545       1.164       3.016       1.058       1.778       0.721      0.4605      0.2031      0.1735     0.07721      0.1556     0.06426      0.1364      0.0504     0.02951     0.01302     0.02723       0.012    0.009449    0.003222
1416     0.08752     0.02939      0.1997      0.0322      0.5802      0.2098       0.955      0.4701      0.9684      0.5376      0.6966      0.4155      0.2128      0.1338     0.08415     0.05385      0.0757     0.04695     0.06658      0.0395     0.01478    0.009594     0.01365    0.008863    0.002596     0.00121
1419      0.2236     0.02035       0.517     0.09165       1.243      0.2145       1.518      0.3135       1.152      0.2771      0.5792      0.1537       0.133      0.0384     0.05077     0.01505     0.04564     0.01173     0.04013     0.00818    0.009016    0.002735    0.008325    0.002525    0.003671   0.0007225
1420      0.8091      0.3019       2.041       0.144       4.705       0.897        6.34       2.689        5.45       2.997       3.116        2.01      0.8099      0.5792      0.3105      0.2265       0.279      0.1993      0.2451      0.1702     0.05442     0.04017     0.05028     0.03712     0.01699    0.005605
1434       1.857      0.4565       3.318      0.1925       4.771       0.715       3.662       1.022       1.984      0.6765       0.792      0.3041      0.1617     0.06777     0.06123      0.0263     0.05502     0.02189     0.04836     0.01714     0.01058    0.004754     0.00978     0.00439     0.01126     0.00133
1437      0.9223     0.06405        2.01      0.0735        3.36       0.123       3.144       0.127       2.123       0.088      0.9653     0.04065      0.2031     0.00855     0.07414     0.00311     0.06636   -0.000945     0.05806   -0.005265     0.01259    0.000525     0.01161    0.000485    0.009797   0.0005235
1445       2.583       0.967        4.06       0.564        9.43      0.5805       15.16        0.77       15.44       1.045       11.41       1.145       3.594        0.54       1.434      0.2415        1.29       0.158       1.135      0.0675      0.2507     0.04375      0.2315     0.04035     0.03964     0.00691
1449      0.8055      0.2575        1.53       0.091       2.342      0.4315        1.88       0.602       1.036      0.3957      0.4198      0.1783     0.08635     0.03966     0.03273     0.01537     0.02942     0.01295     0.02586     0.01035    0.005679     0.00279    0.005251    0.002576    0.005344   0.0006955
1452      0.8278      0.1992       2.148      0.0865        5.32       0.508       7.022       1.861       5.841       2.189       3.141       1.421      0.7734      0.4026      0.2956      0.1578      0.2656       0.135      0.2334      0.1103     0.05213     0.02831     0.04816     0.02616     0.01803    0.003615
1458        1.13      0.4111       2.153       0.347       3.629       0.228       3.912      0.9005       3.167       1.187       1.708      0.8141       0.426      0.2376       0.163     0.09388      0.1465     0.08098      0.1288     0.06708     0.02877     0.01693     0.02659     0.01565    0.009866    0.002435
1469      0.1125     0.03712        0.27      0.1106      0.5497       0.169      0.6045       0.161      0.4151      0.1096      0.1936     0.05925     0.04267     0.01554     0.01612    0.006184     0.01447    0.005058     0.01272    0.003854    0.002838    0.001136    0.002621    0.001049     0.00163    0.000518
1475        1.41      0.2515       3.656      0.3265       8.635       0.234       11.37         0.8        9.47        1.16       5.276      0.9005       1.325      0.2835      0.5007      0.1135      0.4493      0.0822      0.3942      0.0486     0.08653     0.02048     0.07991     0.01892     0.03052    0.002145
1476      0.5107      0.0694       1.132      0.2089       2.249      0.3705        2.27       0.466       1.403      0.3255      0.6304      0.1594      0.1321     0.03594     0.04976     0.01387     0.04469     0.01064     0.03927    0.007185    0.008726    0.002484    0.008063    0.002297    0.006005    0.001071
1477      0.9614      0.3236      0.9485      0.3325      0.5421      0.1941       0.185     0.06665     0.06635     0.02388      0.0209      0.0075    0.003687    0.001318    0.001334   0.0004934    0.001198   0.0004005    0.001054    0.000302   0.0002974   0.0001101   0.0002831   0.0001048    0.003609    0.001336
1479      0.3391       0.172      0.6905      0.3925       1.214      0.5927       1.265      0.6572      0.8415      0.4716      0.4047      0.2408      0.0908      0.0574     0.03453     0.02224     0.03104     0.01938     0.02729     0.01631    0.006102    0.004008    0.005637    0.003703    0.003504    0.001875
1480      0.1869      0.1018      0.3751      0.1427      0.7207      0.3654       1.121       0.758       1.161      0.8594      0.8794      0.6857      0.2893      0.2338      0.1173     0.09577      0.1056     0.08512     0.09295     0.07367     0.02068     0.01696     0.01909     0.01566    0.003014    0.002154
1490      0.8395      0.2895       2.679       0.409       6.903       0.687       8.974       1.607       7.461       1.877       4.292       1.459       1.094        0.44      0.4122       0.171      0.3695      0.1409      0.3239      0.1088      0.0701     0.02934     0.06471     0.02708     0.02516     0.00376
1491       2.396       0.766       4.125      0.3445       7.136       0.844       6.699        1.61       4.031       1.206       1.779       0.609      0.3681      0.1394      0.1382     0.05392      0.1241     0.04416       0.109     0.03376     0.02399     0.00987     0.02216    0.009115     0.01727     0.00392
1495      0.1228     0.07682      0.2209      0.1481      0.4602      0.3463       1.078       1.001       2.208       2.162       3.291       3.266       3.385       3.379       2.563        2.56        2.45       2.447       2.308       2.306      0.8267      0.8263      0.7747      0.7743    0.007049    0.007011
1497      0.2598      0.1006       0.543      0.1116       1.477        0.43       2.608       0.954       2.636       1.105       1.905       0.865      0.5867      0.2853      0.2312      0.1161      0.2078      0.0986      0.1826      0.0798     0.04007     0.02042     0.03699     0.01884    0.007009    0.002677
1501      0.7002      0.0774       1.766       0.057       4.639      0.0125       6.513        0.07       5.582      0.0745       3.014      0.0425      0.7428      0.0108      0.2845     0.00415      0.2556    -0.01045      0.2248    -0.02615     0.05031     0.00072     0.04648    0.000665     0.01589     0.00026
1502     0.08403     0.06207       0.337      0.2688      0.8612      0.6528       1.264      0.9826       1.159      0.9226      0.7581       0.622      0.2127      0.1782     0.08166     0.06874     0.07329     0.06104     0.06428     0.05274      0.0139      0.0117     0.01282     0.01079    0.003455    0.002639
1513      0.3748      0.1723      0.8146      0.4924       1.491      0.8681       1.517      0.8602      0.9768      0.5562      0.4619       0.282      0.1008     0.06531     0.03816      0.0252     0.03429       0.022     0.03013     0.01856    0.006723    0.004527    0.006194    0.004196    0.004242    0.002599
1515      0.7645      0.0943       1.885       0.263       4.417       0.154       5.253      0.4425       3.975       0.611       1.982       0.408      0.4529      0.1155      0.1721      0.0468      0.1546      0.0358      0.1358     0.02395      0.0304     0.00874     0.02808     0.00808     0.01336     0.00058
1520      0.4327       0.144      0.9027      0.3013       1.395      0.5232       1.131      0.5079      0.6196      0.3013      0.2494      0.1281     0.05069     0.02721     0.01912     0.01041     0.01718    0.008913     0.01509    0.007308    0.003344    0.001835    0.003092    0.001696    0.003502    0.001171
1524      0.2526      0.0722      0.5127      0.2134       1.042      0.4646       1.112      0.5621      0.7259      0.3931      0.3383      0.1923     0.07216     0.04344     0.02724     0.01668     0.02447     0.01445     0.02151     0.01207    0.004788    0.002981    0.004422    0.002753    0.002843    0.001352
1525      0.3446      0.1522      0.6972      0.3258       1.084      0.4501      0.9003      0.4257        0.52      0.2786      0.2214      0.1289     0.04607     0.02833     0.01745      0.0109     0.01569    0.009467     0.01379    0.007937    0.003062    0.001944    0.002829    0.001795    0.002865    0.001419
1532      0.2016      0.1007      0.4328      0.2335      0.7698      0.3412      0.7168      0.2953      0.5148      0.2586      0.2552       0.142     0.05794     0.03502     0.02207     0.01364     0.01983     0.01184     0.01744    0.009916    0.003909    0.002465    0.003612    0.002277    0.002129   0.0009905
1533        1.85       0.132       4.088      0.0775       8.632       0.096       9.111      0.1655       5.717       0.112       2.601      0.0525      0.5615      0.0114      0.2146     0.00435       0.193    -0.00665      0.1699    -0.01845     0.03796     0.00085     0.03507     0.00078     0.02122    0.000475
1543     0.08141      0.0262      0.1812     0.07975      0.3714      0.1436      0.4172      0.1472      0.3115      0.1176      0.1533     0.06693     0.03456     0.01691     0.01312     0.00665     0.01179    0.005654     0.01036    0.004585    0.002319     0.00121    0.002142    0.001118    0.001099   0.0004415
1544      0.1262     0.04745      0.4099      0.1556       1.139      0.4336       1.643      0.7105       1.467      0.6873       0.859      0.4091      0.2301      0.1155     0.08884     0.04596     0.07982     0.03916     0.07014     0.03186     0.01557    0.008272     0.01438    0.007642    0.004315     0.00161
1545      0.3279      0.2016      0.7607      0.5163       1.403      0.8474       1.346      0.7631      0.9031       0.563      0.4412      0.2969     0.09919     0.07091     0.03724      0.0269     0.03342     0.02362     0.02933      0.0201    0.006468    0.004732    0.005974    0.004365      0.0042    0.002682
1548      0.1665     0.09423       0.318      0.1868      0.4896      0.2316      0.4595      0.2093      0.2781      0.1245      0.1281     0.05973     0.02698     0.01349     0.01016     0.00519    0.009127    0.004415    0.008018    0.003581    0.001781   0.0009298    0.001645   0.0008586    0.001377   0.0007028
1551      0.1008     0.02505      0.2472     0.09225      0.5563      0.1969      0.6633      0.2801      0.5134      0.2363      0.2567      0.1254     0.05922     0.03057     0.02242     0.01182     0.02013     0.01009     0.01768     0.00822    0.003935     0.00211    0.003635    0.001949    0.001769   0.0006765
1556       0.158     0.06221      0.3011      0.1283       1.127       0.412       2.298       0.801        3.04       1.275       2.862       1.352       1.339      0.7058      0.6239      0.3393      0.5677      0.2964      0.5051      0.2487      0.1159     0.06456      0.1071     0.05964    0.007908    0.002932
1558      0.3867      0.1574      0.8485      0.3155       1.503      0.3115       1.359      0.3055      0.8253      0.2507      0.3667       0.135     0.07729     0.03232      0.0293     0.01269     0.02634     0.01058     0.02316    0.008315    0.005163    0.002298     0.00477    0.002122    0.004057    0.001005
1563      0.3304      0.1817       0.688       0.422       1.165      0.6418       1.075      0.5677      0.6845      0.3756      0.3157      0.1789     0.06797     0.04013     0.02582     0.01558     0.02322     0.01351     0.02042     0.01127    0.004553    0.002806    0.004206    0.002592    0.003204    0.001841
1567       0.933       0.163       1.954       0.152       3.251      0.2825       2.794       0.582       1.569       0.422      0.6523      0.2046      0.1335     0.04704     0.05029     0.01838     0.04518     0.01491     0.03971     0.01119    0.008785    0.003315     0.00812     0.00306    0.008253   0.0003485
1569      0.6985       0.165       1.448      0.3985       2.705       0.724       2.688           1       1.674      0.7122      0.7567      0.3514       0.159     0.07912     0.05986     0.03043     0.05377     0.02586     0.04724     0.02096     0.01046    0.005483    0.009659    0.005062    0.007297    0.002003
1579       0.328     0.05465      0.5882      0.1678       1.105      0.3246       1.294      0.3542       1.006      0.2614      0.4891      0.1424      0.1093     0.03504     0.04097     0.01362     0.03677     0.01085     0.03227     0.00787     0.00716    0.002469    0.006613    0.002282    0.003275    0.001018
1592      0.8572      0.1788       1.787       0.202       3.391      0.2175       3.401      0.6525       2.172      0.5535      0.9967      0.3003      0.2111      0.0721     0.07951      0.0282     0.07139     0.02273     0.06272     0.01689     0.01385      0.0052     0.01279     0.00481    0.009176    0.000757
1593      0.3805       0.127      0.8133      0.3028       1.525      0.5546        1.46       0.623      0.8591       0.402      0.3708      0.1847     0.07751     0.04069     0.02938     0.01568     0.02641     0.01341     0.02322     0.01098    0.005166    0.002793    0.004772     0.00258    0.003776    0.001402
1602      0.1014     0.02527      0.2488      0.0784      0.6083      0.2807      0.8857      0.4674      0.8044      0.4666      0.4794      0.2964      0.1279     0.08331     0.04917     0.03256     0.04418     0.02843     0.03882       0.024    0.008616    0.005784    0.007963    0.005347    0.002239    0.001143
1604      0.1745     0.07559      0.5133      0.2905       1.173      0.7217       1.554      0.9778       1.328      0.8843      0.7196      0.5124      0.1779      0.1334     0.06766     0.05124     0.06075     0.04519     0.05338     0.03872     0.01184    0.009019     0.01094    0.008332    0.003971    0.002439
1606      0.3298      0.1473      0.7091       0.347       1.266        0.51       1.332      0.6046      0.9035      0.4934      0.4356      0.2661     0.09949     0.06651     0.03799     0.02586     0.03415     0.02265     0.03003      0.0192    0.006746    0.004664    0.006232    0.004307    0.003652    0.001616
1616      0.3427      0.1176      0.9053      0.3567       1.906       0.681       2.413       1.045       2.045       1.039       1.134      0.6403      0.2872      0.1753      0.1102     0.06857     0.09908     0.05957     0.08713     0.04992     0.01949     0.01229     0.01801     0.01136    0.006007    0.002505
1618       1.248       0.191        2.61      0.1225       5.889      0.0685       6.877      0.1815       4.857       0.145       2.376      0.0745      0.5309      0.0168      0.2026      0.0064      0.1821    -0.00415      0.1601     -0.0155     0.03586    0.001225     0.03308     0.00118     0.01636     0.00058
1622      0.3318       0.056      0.7714      0.1608       1.393       0.302       1.329      0.3878      0.8377      0.2763      0.3748       0.134     0.07694     0.02936      0.0285     0.01109     0.02555    0.009055     0.02241     0.00688    0.004919    0.001956    0.004528    0.001821    0.004011    0.000906
1626     0.04494     0.01794      0.1274     0.04165       0.326      0.1429      0.4653      0.2307      0.4242      0.2305      0.2628      0.1519     0.07401     0.04589     0.02872      0.0182     0.02583     0.01585     0.02271     0.01332     0.00505    0.003259    0.004665    0.003012    0.001211   0.0005538
1629       0.276      0.1048      0.5255      0.1661      0.9879      0.3732       1.427      0.7595       1.453      0.8844       1.069      0.7153      0.3424      0.2469      0.1378      0.1014       0.124     0.08953      0.1091     0.07663     0.02416     0.01792      0.0223     0.01655    0.003798    0.002098
1631      0.3792      0.0592       0.874       0.302       2.028      0.7935        2.91       1.355       2.596        1.36       1.482      0.8351      0.3836      0.2295      0.1475     0.08991      0.1326     0.07796      0.1165     0.06511     0.02605     0.01615     0.02407     0.01493    0.007275    0.003065
1633       4.294       0.669       9.428      0.3005       15.43        0.22       11.46       0.265       6.158       0.158       2.435       0.064       0.506     0.01335       0.193     0.00505      0.1734      -0.005      0.1523     -0.0158     0.03372    0.001035     0.03118    0.000955     0.02868     0.00088
1634       0.173     0.05595      0.3808      0.1183      0.6667       0.135      0.5857      0.1295      0.3538     0.09945      0.1565      0.0512     0.03299       0.012     0.01251    0.004692     0.01125    0.003832    0.009889    0.002903    0.002204   0.0008485    0.002035   0.0007835    0.001775     0.00046
1638      0.3826      0.1509       0.836      0.3371       1.501      0.4735       1.415       0.503      0.8579      0.3781      0.3833      0.1949     0.08172     0.04488     0.03109     0.01741     0.02795     0.01497     0.02459     0.01236    0.005497    0.003125    0.005079    0.002885     0.00413    0.001414
1644      0.3787     0.08835      0.7905       0.174       1.402       0.332        1.25      0.4058      0.7134      0.2634      0.2997      0.1206     0.06187     0.02668     0.02339      0.0103     0.02102      0.0086     0.01848    0.006775    0.004096    0.001839    0.003785    0.001698     0.00342   0.0007355
1648       7.092        0.63       11.13        0.74        16.7       0.665       16.08        0.39       11.82       0.505       6.118      0.3195       1.473      0.0975      0.5551      0.0388      0.4981      0.0084      0.4373     -0.0241     0.09684    0.006965     0.08952     0.00645     0.03368     0.00347
1650      0.1102      0.0357      0.2445      0.1009      0.6751      0.5439       1.546       1.467       1.992       1.949       1.769        1.75      0.7801      0.7759      0.3556       0.354      0.3228      0.3213      0.2865       0.285     0.06486     0.06454     0.05985     0.05955    0.004826    0.004826
1651      0.6183      0.2261        1.12        0.28       4.371       0.393       8.356      0.6385       9.267       1.203       7.364       1.366       2.597       0.659       1.083      0.3039      0.9753      0.2354      0.8595      0.1618      0.1912      0.0564      0.1765     0.05215     0.02446     0.00222
1662      0.1816     0.07485       0.381      0.1798      0.7133      0.2838      0.7553      0.3398      0.5625      0.3101      0.2818      0.1707      0.0644      0.0426      0.0246     0.01658     0.02211      0.0145     0.01945     0.01228    0.004368     0.00299    0.004035    0.002763    0.001976    0.000846
1673      0.7069      0.1361       1.092      0.2473       1.146      0.3579      0.5729      0.2068      0.2494     0.09595     0.08936     0.03583     0.01754     0.00727    0.006484    0.002731    0.005814    0.002255    0.005097    0.001746    0.001155   0.0004783    0.001072    0.000443    0.002765   0.0006755
1693       1.277      0.2275       1.761       0.345       1.501      0.3345      0.7382      0.1978      0.3184      0.0917      0.1069     0.03207     0.01901     0.00574    0.006899    0.002082     0.00618    0.001614    0.005413    0.001115    0.001231    0.000371    0.001148   0.0003442     0.00597     0.00129
1702     0.05206     0.02434      0.1243      0.0611      0.3558       0.191      0.6399      0.4212      0.7319      0.5232      0.5879        0.44      0.2079      0.1617     0.08654     0.06816     0.07796     0.06051     0.06871     0.05226     0.01527      0.0121     0.01409     0.01117    0.001873    0.001227
1709      0.3711      0.1071      0.7577      0.3004       1.495      0.5296       1.758      0.7275       1.367       0.684      0.6933      0.3957      0.1617      0.1025     0.06128     0.03962     0.05506     0.03452     0.04836     0.02903     0.01078    0.007059    0.009924    0.006556    0.004379    0.001752
1710      0.1133     0.03595      0.3899      0.1425       1.013      0.4037       1.427      0.6195       1.277      0.6003      0.7495      0.3595      0.2014      0.1021     0.07787     0.04073        0.07     0.03478     0.06153     0.02838     0.01366    0.007335     0.01262    0.006783    0.003743     0.00142
1711      0.1322     0.06343      0.2764      0.1549       0.496      0.2555      0.5009      0.2686      0.3178      0.1772       0.146     0.08394     0.03127     0.01888     0.01188    0.007318     0.01068    0.006353    0.009394    0.005318    0.002096    0.001314    0.001936    0.001214    0.001274   0.0006471
1712       1.268      0.6188       2.284      0.3995       4.809       0.346       6.952       1.484       6.537       1.966       4.438       1.607       1.299      0.5312      0.5079      0.2147      0.4567      0.1785      0.4016      0.1395     0.08895     0.03845     0.08212     0.03548     0.01729    0.003985
1717      0.1668      0.0587      0.3816      0.1577      0.7135      0.2542       0.723      0.2525      0.4547      0.1749      0.2091      0.0892     0.04513     0.02149     0.01703    0.008385     0.01529    0.007104     0.01343    0.005724    0.002993    0.001518    0.002763    0.001404    0.002019    0.000805
1724      0.9169      0.3882       1.701       0.377       2.813      0.4255       2.671       1.068       1.781      0.9649      0.8298      0.5122      0.1791      0.1198     0.06717     0.04563     0.06029     0.03988     0.05294     0.03372     0.01162    0.008196     0.01074    0.007564    0.008006    0.001578
1734      0.1464     0.05561      0.3534       0.135      0.9355      0.1995        1.59       0.557       1.668      0.6779       1.274      0.5754      0.4218      0.2077      0.1713     0.08669      0.1542     0.07384      0.1357     0.05999     0.02998     0.01545     0.02768     0.01426    0.004612    0.001431
1735      0.8432      0.2828       1.449        0.41       4.666       1.087       8.555       0.695        10.6        0.48       10.06       0.414       4.812      0.3075        2.26       0.161       2.059      0.0545       1.836      -0.065      0.4238      0.0328      0.3912      0.0304     0.02896    0.004135
1737      0.6069      0.0549       1.406      0.0845       3.321       0.079        3.95      0.4285       2.937       0.464       1.457       0.284      0.3302      0.0761      0.1255     0.03048      0.1128     0.02262     0.09912     0.01418     0.02219    0.005645      0.0205    0.005215    0.009938    0.000352
1740       0.354       0.162      0.6847      0.3634       1.263      0.6484       1.345      0.7549      0.8573      0.4997      0.3934      0.2378     0.08438     0.05343     0.03214     0.02062      0.0289     0.01797     0.02542     0.01512    0.005678    0.003695    0.005245    0.003414    0.003255     0.00168
