#     _id       snrFIRSMM         zFIRSMM           snr24        snrRadio           snr16          snr100          snr160          snr250          snr350          snr500          snr850          snr1160
#
10909              18.747           1.996          31.830          10.843           6.207          12.398          10.305           7.303           1.911           5.087           2.680           1.223
10911               2.733           0.105           4.164           0.000           2.585           2.733           0.000           0.000           0.000           0.000           0.000           0.000
10916               1.067           2.801           0.000           3.002           0.000           0.000           0.351           0.718           0.626           0.034           0.327           0.000
10922               0.000           2.440           5.626           1.777           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
10931               2.214           0.651           2.230           0.240           0.000           0.000           2.214           0.000           0.000           0.000           0.000           0.000
10942               1.323           1.875           7.737           3.001           0.152           1.323           0.020           0.000           0.000           0.000           0.000           0.000
10951               1.694           1.620          10.220           0.000           4.490           0.517           1.613           0.000           0.000           0.000           0.000           0.000
10954               5.698           1.461          19.675           2.878           9.423           5.506           1.463           0.000           0.000           0.000           0.000           0.000
10965               4.623           1.008          16.991           2.372           8.195           3.909           2.467           0.000           0.000           0.000           0.000           0.000
10966               7.035           1.249           9.789           6.640          12.484           3.351           5.471           2.886           0.000           0.000           0.000           0.000
10970               6.495           0.410          19.533           2.401           7.785           2.642           5.805           1.227           0.000           0.000           0.000           0.000
10976               1.369           0.974           9.535           0.523           0.000           0.000           1.369           0.000           0.000           0.000           0.000           0.000
10992               0.000           2.554          10.958           1.009           2.656           0.000           0.000           0.000           0.000           0.000           0.000           0.000
10994               3.824           0.806          13.203           5.730           0.000           2.623           2.781           0.000           0.000           0.000           0.000           0.000
11002               4.898           1.000          11.835           2.146           7.541           3.155           3.633           0.913           0.000           0.000           0.000           0.000
11006              15.808           0.476          24.939           1.249          16.348          11.060          11.065           2.266           0.000           0.000           0.000           0.000
11012               0.000           1.770           4.468           5.410           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
11013               4.191           2.699          20.315           7.067           2.710           3.231           1.069           1.479           1.500           0.000           1.243           0.000
11019              10.383           0.201          26.387           3.412           5.358           9.225           4.659           0.994           0.000           0.000           0.000           0.000
11046               3.239           0.459          14.647           0.588           5.664           2.562           1.982           0.000           0.000           0.000           0.000           0.000
11052              15.683           0.845          29.206           6.000          41.221          10.408          11.290           2.105           2.393           0.000           0.000           0.000
11053               7.878           3.038           9.250          12.333           2.075           3.807           4.632           4.260           1.602           0.000           2.276           0.486
11060               0.380           1.953           5.040           0.404           0.000           0.380           0.000           0.000           0.000           0.000           0.000           0.000
11063              18.858           0.455          22.976           3.119          20.672          13.190          12.670           4.520           0.849           0.000           0.000           0.000
11076               2.794           0.799          14.715           0.167           4.779           1.360           2.441           0.000           0.000           0.000           0.000           0.000
11086               7.670           0.513          14.538           2.629           4.933           7.211           2.612           0.000           0.000           0.000           0.000           0.000
11093               8.408           1.201           7.970           5.541           9.231           4.797           5.672           3.804           1.022           0.000           0.000           0.000
11096               4.060           1.381           7.043           0.933           1.594           1.953           3.558           0.113           0.000           0.000           0.000           0.000
11097               0.145           2.726           0.000           2.641           1.111           0.000           0.145           0.000           0.000           0.000           0.000           0.000
11109               3.173           0.970          16.431           1.177           0.000           2.472           1.990           0.000           0.000           0.000           0.000           0.000
11110               3.515           0.901           8.677           0.502           0.000           0.557           3.418           0.606           0.000           0.000           0.000           0.000
11120               0.930           1.241           2.799           4.002           2.553           0.930           0.000           0.000           0.000           0.000           0.000           0.000
11128               6.162           1.700          10.754           5.152           2.251           5.797           2.089           0.000           0.000           0.000           0.000           0.000
11137              12.062           2.398          26.052           4.362           2.222           4.888           4.220           8.430           4.729           2.509           2.020           0.000
11140               1.874           0.753           9.913           0.096           2.488           0.254           1.857           0.000           0.000           0.000           0.000           0.000
11146               5.219           0.793          10.722           2.827           0.000           0.000           3.447           3.638           1.457           0.000           0.000           0.000
11154               4.988           1.240          17.608           6.760          22.033           4.193           1.090           2.471           0.000           0.000           0.000           0.000
11158               1.718           2.700           4.545           2.093           0.000           0.000           1.718           0.000           0.000           0.000           0.000           0.000
11159               5.092           1.598          25.196           3.740           5.352           2.378           4.502           0.002           0.000           0.000           0.000           0.000
11164               0.632           2.150           8.038           0.031           0.000           0.632           0.000           0.000           0.000           0.000           0.000           0.000
11165              10.561           0.849          33.416           6.708          20.753           9.392           4.725           1.002           0.000           0.000           0.000           0.000
11180               0.000           1.871           4.562           0.000           0.996           0.000           0.000           0.000           0.000           0.000           0.000           0.000
11182               0.282           2.170           6.866           0.779           0.000           0.282           0.000           0.000           0.000           0.000           0.000           0.000
11183               0.585           0.954           5.649           0.376           2.802           0.585           0.000           0.000           0.000           0.000           0.000           0.000
11194               4.482           3.513           1.086           2.792           0.000           2.671           0.478           0.000           0.000           0.000           2.790           2.224
11201               5.863           1.521          14.198           2.581           4.297           5.041           1.910           2.307           0.000           0.000           0.000           0.000
11211               3.223           1.016          23.307           2.568          13.455           2.221           2.335           0.000           0.000           0.000           0.000           0.000
11230               2.191           0.911          28.298           9.400           0.000           2.191           0.000           0.000           0.000           0.000           0.000           0.000
11234               9.973           4.145           5.520           4.056           3.842           0.000           0.000           5.828           2.723           1.812           6.979           2.469
11235               0.687           1.923           9.592           1.149           0.000           0.176           0.664           0.000           0.000           0.000           0.000           0.000
11237               1.480           1.908           8.139           0.159           0.000           1.478           0.093           0.000           0.000           0.000           0.000           0.000
11238               0.729           2.492           9.978           0.432           0.520           0.729           0.028           0.000           0.000           0.000           0.000           0.000
11241               4.170           2.280          10.238           2.519           0.000           1.479           2.070           2.964           0.578           0.000           0.602           1.200
11242               0.835           0.635           3.907           0.054           0.000           0.521           0.653           0.000           0.000           0.000           0.000           0.000
11244               1.197           0.908           0.000           0.240           0.454           1.197           0.000           0.000           0.000           0.000           0.000           0.000
11245              10.454           0.475          23.125          11.440          28.955           9.521           3.697           2.228           0.000           0.000           0.000           0.000
11246               1.223           0.476           8.084           2.803           1.223           0.242           1.198           0.000           0.000           0.000           0.000           0.000
11249               2.509           1.653           7.364           2.840           2.489           1.855           1.689           0.000           0.000           0.000           0.000           0.000
11251               1.506           0.933           5.729           1.532           2.979           1.337           0.694           0.000           0.000           0.000           0.000           0.000
11256               0.000           0.963           4.991           0.904           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
11262               3.726           0.845          16.642           3.067          16.226           3.414           1.493           0.000           0.000           0.000           0.000           0.000
11276               5.212           2.500          12.682           2.566           1.291           3.720           2.550           0.911           1.948           0.000           0.000           1.483
11281               2.442           2.160           7.587           5.083           0.000           0.000           0.000           0.050           0.000           0.000           1.671           1.780
11289               1.734           0.954           5.508          10.769           2.463           1.659           0.506           0.000           0.000           0.000           0.000           0.000
11296               3.054           1.310           8.181           0.355           0.000           2.839           1.125           0.000           0.000           0.000           0.000           0.000
11298               0.367           2.450           6.725           2.333           0.792           0.000           0.367           0.000           0.000           0.000           0.000           0.000
11303               7.128           2.929          25.976           5.480           4.012           2.956           4.394           2.241           3.416           1.611           0.627           1.759
11306               0.245           2.160          12.454           1.228           0.000           0.245           0.000           0.000           0.000           0.000           0.000           0.000
11317               5.177           0.899          19.000           6.560           8.619           5.177           0.000           0.000           0.000           0.000           0.000           0.000
11319              14.194           1.706          21.485           6.654           7.935           7.403          10.671           4.229           3.181           2.189           0.000           0.000
11329              12.516           0.947          21.724           4.336          10.010           8.242           7.483           5.563           1.330           0.000           0.000           0.000
11340               0.000           1.241           5.024           3.246           2.319           0.000           0.000           0.000           0.000           0.000           0.000           0.000
11345               2.355           0.503           7.160           4.460           3.004           2.331           0.336           0.000           0.000           0.000           0.000           0.000
11348               0.000           0.475           7.061           6.417           1.926           0.000           0.000           0.000           0.000           0.000           0.000           0.000
11354               0.390           1.940           6.130           3.904           5.158           0.390           0.000           0.000           0.000           0.000           0.000           0.000
11359               1.254           2.810           7.444           1.487           0.000           0.534           0.000           0.000           0.000           0.000           0.000           1.134
11363              12.915           1.036          22.752           6.036           0.000           4.892           7.143           8.441           4.012           2.120           0.000           0.000
11366               2.658           1.289          12.465           2.529           6.103           2.634           0.355           0.000           0.000           0.000           0.000           0.000
11378               2.075           2.769           3.022           2.943           0.241           1.144           0.907           0.000           0.000           0.000           1.474           0.000
11388               8.397           0.485          22.014           2.114          16.159           7.365           3.350           2.244           0.000           0.000           0.000           0.000
11391               0.635           2.720           1.617           2.672           1.165           0.628           0.093           0.000           0.000           0.000           0.000           0.000
11398               6.082           0.634          20.448           6.222           6.974           3.940           4.024           2.296           0.000           0.000           0.000           0.000
11402              12.661           1.720          20.759           5.800           6.367           7.913           9.518           0.673           1.050           0.000           2.352           0.000
11403               0.317           2.981           5.386           0.856           0.031           0.317           0.000           0.000           0.000           0.000           0.000           0.000
11411               4.041           0.926           9.179           1.996           0.000           3.343           2.270           0.000           0.000           0.000           0.000           0.000
11412               1.447           0.862           7.305           0.807           0.000           1.015           1.032           0.000           0.000           0.000           0.000           0.000
11415              10.981           0.847          31.205           4.584          25.531           7.561           7.931           0.724           0.000           0.000           0.000           0.000
11418               8.457           2.088          19.896           5.520           0.667           4.229           5.447           1.856           3.325           0.840           2.960           0.000
11421               2.503           1.217           8.303           2.173           5.169           0.000           2.503           0.000           0.000           0.000           0.000           0.000
11424               0.961           1.867          12.011           2.624           1.209           0.961           0.000           0.000           0.000           0.000           0.000           0.000
11438               1.481           1.360           6.920           2.877           5.550           1.481           0.000           0.000           0.000           0.000           0.000           0.000
11449              10.127           0.484          31.970           3.470          14.165           7.231           6.843           1.850           0.000           0.000           0.000           0.000
11451               2.136           1.594          10.830           4.833           2.567           2.136           0.000           0.000           0.000           0.000           0.000           0.000
11455               1.022           0.606           0.000           4.324           0.000           1.022           0.000           0.000           0.000           0.000           0.000           0.000
11461               9.811           0.936          22.243           5.259          37.344           6.809           6.667           2.335           0.000           0.000           0.000           0.000
11464               7.168           1.380          11.136           2.772           0.000           3.679           4.101           3.677           2.740           0.000           0.000           0.000
11466               1.504           1.445           5.056           0.000           0.000           1.504           0.000           0.000           0.000           0.000           0.000           0.000
11469               3.783           1.799          20.207           4.651           0.000           0.751           1.551           3.267           0.818           0.000           0.000           0.000
11481              27.407           1.141          33.727           5.282          19.506          20.728          15.941           7.817           2.507           0.000           0.000           0.000
11494              17.679           1.239          27.046           7.630          18.160          14.721           9.414           2.684           0.000           0.000           0.000           0.000
11499              20.719           4.496          20.795          10.852           1.005           4.129          11.214          13.481           6.978           5.910           3.707           2.715
11513               0.457           1.243           4.005           3.672           1.434           0.457           0.000           0.000           0.000           0.000           0.000           0.000
11514               3.740           0.474           9.666           1.908           3.679           1.561           3.124           1.340           0.000           0.000           0.000           0.000
11520              11.603           1.325           8.457           7.661           0.000           0.000           5.215           7.793           4.769           4.774           1.083           0.000
11521               1.508           1.330           9.068           2.133           6.918           1.460           0.376           0.000           0.000           0.000           0.000           0.000
11522               0.000           1.600           6.477           0.492           1.837           0.000           0.000           0.000           0.000           0.000           0.000           0.000
11533               5.383           0.688          18.543           2.961          12.827           2.953           3.998           2.067           0.000           0.000           0.000           0.000
11541               2.741           2.747          13.384           2.672           0.000           0.214           2.008           0.395           0.849           0.000           1.564           0.334
11542               1.447           1.488           5.601           0.115           0.995           0.836           1.181           0.000           0.000           0.000           0.000           0.000
11543               1.535           1.310           2.833           0.611           0.000           0.000           1.535           0.000           0.000           0.000           0.000           0.000
11545               2.442           0.409           0.000           3.394           0.000           1.304           2.065           0.000           0.000           0.000           0.000           0.000
11546               0.179           2.280           5.459           1.498           0.000           0.179           0.000           0.000           0.000           0.000           0.000           0.000
11550               8.281           0.473          24.151           2.196           3.598           7.504           3.240           1.323           0.000           0.000           0.000           0.000
11563              24.161           1.004          29.928           3.622          16.367          15.016          17.877           4.577           3.982           1.369           0.000           0.000
11564               2.700           0.825          10.909           2.415           0.000           2.154           1.629           0.000           0.000           0.000           0.000           0.000
11580              33.578           2.758          19.607          22.778           4.600          14.865          26.720          10.270           7.264           1.595           3.392           4.503
11596               1.304           1.220           0.000          12.899           0.000           1.304           0.000           0.000           0.000           0.000           0.000           0.000
11604              19.933           1.223          23.443           4.912          26.070          15.887          11.822           2.273           0.000           0.000           0.000           0.000
11605               0.616           1.646           4.934           0.370           0.003           0.616           0.000           0.000           0.000           0.000           0.000           0.000
11608               2.781           1.734          12.168           2.801           0.000           1.312           2.452           0.000           0.000           0.000           0.000           0.000
11610               2.203           2.268           5.815           1.772           0.621           0.816           2.046           0.000           0.000           0.000           0.000           0.000
11613               1.825           2.251           7.198           2.052           0.000           1.825           0.000           0.000           0.000           0.000           0.000           0.000
11617               2.332           0.712           4.729           1.930           0.000           1.158           2.024           0.000           0.000           0.000           0.000           0.000
11620              16.234           1.127          31.048           4.014          47.107          10.037           8.043           9.017           3.923           1.188           0.000           0.000
11622              14.551           0.475          28.385           4.024           9.337          10.937           9.334           2.234           0.000           0.000           0.000           0.000
11627               2.653           1.829          11.266           1.213           2.826           2.241           1.419           0.000           0.000           0.000           0.000           0.000
11630               0.071           0.890           5.895           0.929           0.000           0.000           0.071           0.000           0.000           0.000           0.000           0.000
11633               2.514           0.851          12.229           0.438           3.649           1.103           2.259           0.000           0.000           0.000           0.000           0.000
11635               1.672           0.976           9.993           0.851           2.833           1.226           1.136           0.000           0.000           0.000           0.000           0.000
11654               7.912           0.909          24.070           4.960          12.363           3.240           7.218           0.000           0.000           0.000           0.000           0.000
11658               4.015           1.610           0.000           3.106           0.000           1.306           0.000           2.820           2.542           0.000           0.000           0.000
11659               0.447           0.651           4.344           0.000           0.000           0.447           0.000           0.000           0.000           0.000           0.000           0.000
11665               1.200           2.932           7.409           2.018           0.405           0.449           0.634           0.000           0.000           0.000           0.915           0.000
11675               2.032           0.501           3.292           1.486           1.775           1.819           0.905           0.000           0.000           0.000           0.000           0.000
11688               2.962           3.058           0.000           2.631           0.000           1.041           1.064           0.890           1.767           0.527           0.000           1.539
11710              16.527           0.642          34.887           6.225          21.638           9.548          10.902           7.114           3.073           1.750           0.000           0.000
11717               2.544           2.860           4.866           0.276           0.000           2.100           1.437           0.000           0.000           0.000           0.000           0.000
11735             104.699           0.473          39.719          13.604          15.733          79.093          66.089          15.643           9.659           0.708           0.000           0.000
11736               2.917           0.631          13.277           2.707           3.907           1.849           2.256           0.000           0.000           0.000           0.000           0.000
11737              10.176           0.556          13.515           2.469           9.587           7.116           5.643           4.516           0.826           0.000           0.000           0.000
11740               0.000           0.484           0.000           3.842           0.853           0.000           0.000           0.000           0.000           0.000           0.000           0.000
11742               4.135           1.240          22.153           3.232          10.990           3.622           1.994           0.000           0.000           0.000           0.000           0.000
11743               1.044           1.235           7.574           2.042           3.297           1.044           0.000           0.000           0.000           0.000           0.000           0.000
11744               1.727           0.321           6.789           0.469           2.568           1.333           1.098           0.000           0.000           0.000           0.000           0.000
11747               5.188           0.838          18.726           2.428           8.763           2.416           4.490           0.958           0.000           0.000           0.000           0.000
11750               0.840           1.491           4.869           0.204           1.813           0.697           0.469           0.000           0.000           0.000           0.000           0.000
11752               5.634           0.272           9.200           2.288           0.000           1.746           3.018           4.369           0.703           0.000           0.000           0.000
11754               5.193           0.890          20.657           1.946           0.000           2.752           4.157           1.454           0.000           0.000           0.000           0.000
11756               2.807           1.909          14.750           1.812           0.000           1.154           1.988           1.612           0.000           0.000           0.000           0.000
11758              11.386           4.689          34.515           7.033           2.311           0.036           4.424           5.801           6.472           5.506           0.286           2.037
11760               4.409           2.441           3.492           1.970           1.706           0.698           4.354           0.000           0.000           0.000           0.000           0.000
11764              44.698           1.600          23.598          23.712          11.348          26.588          29.248          19.319           6.117           4.277           1.560           2.041
11793               1.521           3.470           6.690           2.179           0.950           0.055           0.000           0.054           0.000           0.000           1.454           0.441
11795               2.745           0.751          15.014           0.233           5.425           0.731           2.646           0.000           0.000           0.000           0.000           0.000
11797               3.362           0.993          16.868           2.006          10.496           1.406           3.012           0.504           0.000           0.000           0.000           0.000
11807              25.570           0.848          31.337           9.038          42.332          19.166          16.280           4.541           0.893           0.000           0.000           0.000
11808              37.276           0.557          34.500           9.509          38.829          34.905          12.527           3.775           0.049           0.000           0.000           0.000
11810               7.589           2.872          12.752           5.417           1.014           2.521           2.810           3.505           3.470           1.830           3.169           2.371
11827              10.020           0.551          21.322           1.093           7.406           9.500           1.588           2.216           1.646           0.000           0.000           0.000
11828              44.776           0.106          27.525           1.028          20.830          31.729          31.103           5.483           0.874           0.000           0.000           0.000
11832               3.544           0.821          20.580           3.080           2.102           2.576           2.435           0.000           0.000           0.000           0.000           0.000
11842               1.724           1.800          10.017           1.123           0.000           0.863           1.493           0.000           0.000           0.000           0.000           0.000
11848               3.092           3.066           2.474           1.329           0.000           0.361           2.253           0.731           0.392           0.000           0.270           1.895
11854              10.704           0.909          24.379           4.948          22.286           5.620           4.889           7.050           3.062           0.000           0.000           0.000
11855               1.642           1.753          10.600           2.858           1.284           1.642           0.000           0.000           0.000           0.000           0.000           0.000
11859               1.932           0.521           6.698           3.183           1.980           1.932           0.000           0.000           0.000           0.000           0.000           0.000
11863               3.914           1.001          25.729           3.501           9.981           1.980           3.173           1.153           0.000           0.000           0.000           0.000
11880               8.310           1.487          11.752           3.098           8.520           7.149           3.718           2.031           0.000           0.000           0.000           0.000
11889               2.983           1.700          15.150           2.197           3.248           2.766           1.117           0.000           0.000           0.000           0.000           0.000
11891               8.621           0.887          25.661           4.525           8.735           4.468           7.184           1.659           0.000           0.000           0.000           0.000
11900               5.035           0.518          10.128           0.539           4.959           2.529           4.061           1.569           0.000           0.000           0.000           0.000
11905               6.492           1.023          28.874           5.660          16.661           4.058           4.871           1.397           0.000           0.000           0.000           0.000
11911               5.275           1.230          14.116           2.195           0.000           0.632           3.954           3.034           1.606           0.000           0.000           0.000
11912               2.585           2.540           6.584           1.403           0.000           1.061           2.246           0.036           0.000           0.000           0.713           0.000
11927               3.296           0.791          14.431           2.622           9.367           2.373           2.287           0.000           0.000           0.000           0.000           0.000
11933               2.814           3.851           0.000           3.028           0.000           0.339           0.000           1.460           1.327           1.782           0.731           0.450
11937               5.074           0.829           0.000           6.153           0.000           3.135           2.382           3.185           0.299           0.000           0.000           0.000
11938               7.196           3.212           7.002           6.645           0.000           0.877           4.253           3.339           2.080           2.523           3.049           1.334
11940               2.403           2.690           9.650           2.440           1.206           1.373           1.853           0.675           0.000           0.000           0.000           0.000
11942               4.945           3.184           6.976           2.465           1.838           3.104           2.734           2.061           0.000           0.000           0.793           1.570
11946              12.303           0.562          25.210           2.478          20.138           8.279           8.982           1.468           0.000           0.000           0.000           0.000
11948               2.903           1.811           7.519           7.077           2.369           2.901           0.056           0.094           0.000           0.000           0.000           0.000
11957               3.652           1.782          17.319           0.372           0.000           0.016           3.481           1.105           0.000           0.000           0.000           0.000
11962               2.794           2.421           6.901           2.140           0.000           2.360           1.496           0.000           0.000           0.000           0.000           0.000
11966               6.350           3.002          22.849           3.552           0.000           0.111           2.966           3.521           1.926           0.000           1.921           3.423
11970               0.000           0.911           1.688           4.841           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
11974               1.715           0.807           5.757           2.992           0.000           0.669           1.580           0.000           0.000           0.000           0.000           0.000
11976              16.018           2.325          20.740           4.382           4.211          10.913           9.523           5.662           3.286           1.986           0.000           0.000
11978               1.676           1.016          14.014           4.455          11.743           1.676           0.000           0.000           0.000           0.000           0.000           0.000
11979               5.551           0.528           4.947           5.722           3.457           3.264           3.590           2.696           0.000           0.000           0.000           0.000
11984              18.722           0.051          23.306           3.927          14.329          18.533           2.654           0.000           0.000           0.000           0.000           0.000
11991               8.470           2.260          18.883           2.982           1.206           3.609           5.566           3.931           2.773           1.059           1.237           1.394
12000             112.993           1.219          23.264          24.481          37.435          75.914          76.350          27.499          17.103           9.796           5.047           2.218
12007               6.060           1.770          22.537           9.207           3.348           2.354           4.487           2.651           0.568           0.000           1.922           0.000
12030               8.001           0.458          17.535           3.950          10.158           3.005           7.381           0.711           0.000           0.000           0.000           0.000
12036               3.086           1.210           6.095           1.720           4.424           2.547           1.742           0.000           0.000           0.000           0.000           0.000
12054               7.210           0.459          19.272           3.867          12.522           6.720           2.613           0.000           0.000           0.000           0.000           0.000
12066               2.282           1.222           8.941           0.428           9.572           0.605           2.200           0.000           0.000           0.000           0.000           0.000
12070               2.917           1.097          16.678           2.182           2.839           2.267           1.837           0.000           0.000           0.000           0.000           0.000
12078              12.571           0.474          24.787           5.008          14.247           9.980           7.151           2.703           0.000           0.000           0.000           0.000
12080               4.924           0.558          18.164           2.265           8.667           4.317           2.367           0.000           0.000           0.000           0.000           0.000
12094               0.901           1.761           1.277           3.061           0.000           0.598           0.674           0.000           0.000           0.000           0.000           0.000
12095               8.415           1.109          17.591           4.749           0.030           3.798           4.982           4.802           2.918           0.000           0.000           0.000
12106               8.293           0.639          29.275           3.977           6.557           7.564           3.155           1.265           0.000           0.000           0.000           0.000
12107               2.940           1.725           7.861           0.746           1.661           1.293           2.641           0.000           0.000           0.000           0.000           0.000
12119               2.145           3.284           8.083           2.523           0.000           0.016           0.572           1.929           0.682           0.295           0.000           0.000
12124              34.822           0.286          31.799           5.852          19.646          26.844          19.357           9.752           4.078           2.349           0.000           0.000
12125               7.614           1.334          19.189           3.407           9.563           4.161           6.352           0.556           0.000           0.000           0.000           0.000
12127               1.264           2.589           0.000           2.602           0.000           0.000           1.264           0.000           0.000           0.000           0.000           0.000
12129              11.149           1.043          25.107           4.670          22.689           5.621           7.998           4.703           2.570           0.000           0.000           0.000
12133               0.821           0.981           3.601           0.556           0.000           0.821           0.000           0.000           0.000           0.000           0.000           0.000
12142               6.069           0.632          19.647           3.890           7.862           5.817           1.729           0.000           0.000           0.000           0.000           0.000
12143               5.020           0.518           4.930           1.665          10.212           3.330           3.621           1.002           0.000           0.000           0.000           0.000
12145               3.037           0.962          15.772           4.625           8.462           1.938           2.339           0.000           0.000           0.000           0.000           0.000
12150               2.435           0.639           7.378           0.920           2.665           0.913           2.258           0.000           0.000           0.000           0.000           0.000
12152               3.530           0.321           7.207           2.600           4.855           3.451           0.745           0.000           0.000           0.000           0.000           0.000
12166               3.278           1.195          20.434           0.000           6.127           3.277           0.077           0.000           0.000           0.000           0.000           0.000
12172               4.751           0.457          22.073           5.154           6.683           4.495           1.540           0.000           0.000           0.000           0.000           0.000
12177               4.163           0.484          11.810           3.736           2.135           3.069           2.812           0.000           0.000           0.000           0.000           0.000
12195               1.751           1.281           5.468           0.581           4.877           1.683           0.483           0.000           0.000           0.000           0.000           0.000
12199               2.577           4.338           9.653           0.000           2.347           1.018           2.367           0.000           0.000           0.000           0.000           0.000
12200               3.073           0.533           9.906           0.234           3.736           1.192           2.832           0.000           0.000           0.000           0.000           0.000
12206              11.777           0.970          27.757           3.756          16.477           8.234           7.842           2.853           1.117           0.000           0.000           0.000
