#     _id       snrFIRSMM         zFIRSMM           snr24        snrRadio           snr16          snr100          snr160          snr250          snr350          snr500          snr850          snr1160
#
1172                1.101           1.330           3.757           0.064           0.000           1.101           0.000           0.000           0.000           0.000           0.000           0.000
1181                0.000           1.772           8.766           0.904           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1186                1.713           1.460          12.841           2.072           0.000           1.369           1.030           0.000           0.000           0.000           0.000           0.000
1202                2.206           1.841           3.960           0.000           2.352           1.741           1.355           0.000           0.000           0.000           0.000           0.000
1208                3.855           1.498           4.572           0.403           1.261           2.673           2.778           0.000           0.000           0.000           0.000           0.000
1221                3.816           1.157          27.276           2.050          10.914           1.897           3.059           1.268           0.000           0.000           0.000           0.000
1222                1.327           0.922           8.258           2.069           0.626           0.817           1.045           0.000           0.000           0.000           0.000           0.000
1225                8.904           0.534          20.980           4.026           0.000           5.691           4.496           3.704           3.068           1.886           0.000           0.000
1235                9.385           0.892          21.072           8.167           0.000           7.765           5.270           0.000           0.000           0.000           0.000           0.000
1239               25.551           0.836          31.460           8.104          25.684          19.121          12.491           9.837           5.783           1.006           0.000           0.000
1248               14.591           1.240          22.268           5.360           0.000           9.177          10.247           4.193           2.437           0.390           0.000           0.000
1252                0.000           2.220           4.999           0.386           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1253                1.692           1.847          15.540           0.872           2.298           0.000           1.692           0.000           0.000           0.000           0.000           0.000
1262                4.131           3.796           0.031           3.836           0.000           0.508           0.000           2.046           0.815           0.468           3.061           1.539
1269                6.612           2.210          15.460           1.529           0.000           3.569           4.565           1.555           0.000           0.000           2.701           0.661
1270                2.667           1.083          28.034           0.873           3.761           2.667           0.000           0.000           0.000           0.000           0.000           0.000
1273                0.396           0.744           7.191           1.396           2.128           0.000           0.396           0.000           0.000           0.000           0.000           0.000
1278                2.283           1.540          14.792           0.603           3.607           1.846           1.342           0.000           0.000           0.000           0.000           0.000
1284                6.164           3.591           3.444           3.276           2.280           1.074           2.026           2.428           1.282           3.121           1.856           3.465
1285                8.539           0.207          24.025           4.442           2.943           5.477           3.646           5.324           1.125           0.000           0.000           0.000
1293                8.778           0.794          22.505           4.539          12.996           5.884           5.506           3.280           1.163           0.000           0.000           0.000
1303                2.813           0.634           8.553           0.897           1.368           2.574           1.135           0.000           0.000           0.000           0.000           0.000
1306                0.000           0.041          10.744           0.253          16.949           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1313                2.987           0.407          17.108           5.169           0.000           1.335           2.672           0.000           0.000           0.000           0.000           0.000
1315                5.165           1.711          20.039           1.108           7.027           3.142           3.737           1.686           0.000           0.000           0.000           0.000
1320                4.144           1.137          15.556           3.950           9.072           4.047           0.890           0.000           0.000           0.000           0.000           0.000
1334                1.016           1.680           3.922           3.292           1.984           0.382           0.941           0.000           0.000           0.000           0.000           0.000
1335                4.590           1.018          27.522           1.235          11.099           4.430           1.202           0.000           0.000           0.000           0.000           0.000
1337                7.992           0.931          25.464           2.087           0.000           7.614           1.973           1.415           0.000           0.000           0.000           0.000
1338                8.245           1.358          22.885           3.968          14.087           2.993           7.603           1.101           0.000           0.000           0.000           0.000
1341               11.274           1.008          33.116           5.129          13.739           7.898           7.114           3.349           1.707           0.000           0.000           0.000
1342                2.192           0.041           4.586           0.000           4.647           2.192           0.000           0.000           0.000           0.000           0.000           0.000
1348                2.576           0.523           9.595           0.857           1.047           1.196           2.282           0.000           0.000           0.000           0.000           0.000
1350                2.780           1.156           8.222           3.471           0.000           1.746           2.163           0.000           0.000           0.000           0.000           0.000
1355                1.420           1.192           9.176           0.598           0.000           0.978           1.030           0.000           0.000           0.000           0.000           0.000
1357                2.982           1.365          12.823           1.437           7.605           2.713           1.239           0.000           0.000           0.000           0.000           0.000
1367                1.156           1.787           7.750           2.490           1.404           0.000           1.156           0.000           0.000           0.000           0.000           0.000
1368               11.651           2.540          25.665           7.625           1.295           2.183           5.780           8.870           2.941           0.000           3.084           0.865
1369                5.620           2.110          15.503           0.432           0.432           1.896           4.287           2.944           0.000           0.000           0.974           0.000
1371                1.607           1.037          10.437           0.007           5.164           1.174           1.097           0.000           0.000           0.000           0.000           0.000
1384                6.811           1.320          20.008           4.332           0.000           3.507           5.559           1.136           0.819           0.000           0.000           1.109
1387                2.087           2.451           6.107           4.446           0.000           1.039           0.000           1.436           0.965           0.157           0.000           0.509
1391                2.382           1.038           5.357           0.702           0.438           2.332           0.485           0.000           0.000           0.000           0.000           0.000
1393                4.075           1.210           5.930           1.921           0.000           2.088           3.500           0.019           0.000           0.000           0.000           0.000
1394               12.674           0.300           9.423           3.179           0.000          10.071           7.422           2.024           0.000           0.000           0.000           0.000
1396                0.857           0.715          10.491           0.676           2.680           0.839           0.174           0.000           0.000           0.000           0.000           0.000
1401                0.000           2.072           5.635           2.720           0.034           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1402                3.823           1.840           5.536           3.464           1.189           1.335           2.073           2.922           0.000           0.000           0.000           0.000
1416                0.068           2.291           3.963           0.630           1.680           0.068           0.000           0.000           0.000           0.000           0.000           0.000
1419                1.775           1.148          14.198           0.515           6.752           1.285           1.224           0.000           0.000           0.000           0.000           0.000
1420                5.255           1.540          17.386           1.359           0.000           2.880           1.499           3.808           1.604           0.000           0.000           0.000
1434                9.343           0.485          18.749           2.579          14.995           8.008           4.491           1.729           0.000           0.000           0.000           0.000
1437                1.237           1.344          19.990           1.200           1.244           0.771           0.968           0.000           0.000           0.000           0.000           0.000
1445               20.701           2.404          32.600           8.941           7.823          11.089          12.224           6.149           9.892           3.093           0.000           3.303
1449                5.841           0.513          23.560           0.932           6.185           5.076           2.889           0.000           0.000           0.000           0.000           0.000
1452                5.717           1.340          16.059           3.439           0.000           0.683           5.655           0.000           0.479           0.000           0.000           0.000
1458                9.427           1.485          19.442           1.880           6.079           6.869           3.785           5.040           1.399           0.000           0.000           0.000
1469                0.000           1.102           3.445           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1475               18.820           1.833          25.376           6.200          27.777          10.631          10.954           8.937           5.797           2.713           0.000           0.585
1476                4.496           0.841          17.184           1.929           8.232           1.436           4.075           1.245           0.000           0.000           0.000           0.000
1477                0.577           0.011          17.605           0.458           3.692           0.577           0.000           0.000           0.000           0.000           0.000           0.000
1479                1.462           0.926           6.321           0.795           0.000           1.462           0.000           0.000           0.000           0.000           0.000           0.000
1480                0.000           2.679          10.187           0.234           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1490                6.984           1.900          17.087           4.518           3.553           4.182           4.837           2.023           1.538           0.945           0.718           0.152
1491               10.490           0.837          20.338           4.292          24.395           8.291           5.561           3.195           0.409           0.000           0.000           0.000
1495                1.667           4.401           1.264           0.785           0.000           0.000           0.000           0.358           1.438           0.762           0.000           0.000
1497                1.407           2.266          17.322           3.040           0.000           0.000           1.281           0.000           0.000           0.000           0.583           0.000
1501               12.345           1.433          20.738           3.892          12.798           2.599           7.092           8.915           3.886           0.878           0.000           0.000
1502                0.000           2.030           2.393           3.107           1.770           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1513                1.840           1.011          11.706          33.273           0.000           1.010           1.538           0.000           0.000           0.000           0.000           0.000
1515               12.833           1.195          10.364           3.513          14.072           7.015           4.966           8.622           3.091           2.631           0.000           0.000
1520                3.168           0.532           8.160           0.695           5.947           2.791           1.499           0.000           0.000           0.000           0.000           0.000
1524                0.381           0.879          19.830           0.126           5.547           0.381           0.000           0.000           0.000           0.000           0.000           0.000
1525                4.997           0.643          10.905           0.000           3.062           1.632           4.476           1.508           0.000           0.000           0.000           0.000
1532                0.481           0.981           4.470           0.457           0.000           0.481           0.000           0.000           0.000           0.000           0.000           0.000
1533               19.579           0.746          33.296           5.378          25.133           9.459          15.016           7.806           2.732           0.000           0.000           0.000
1543                0.000           1.148           5.770           0.000           0.432           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1544                1.610           1.881          14.107           0.913           0.357           0.056           1.609           0.000           0.000           0.000           0.000           0.000
1545                2.322           1.156           4.781           0.473           0.000           2.231           0.645           0.000           0.000           0.000           0.000           0.000
1548                0.000           0.889           6.088           0.000           1.670           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1551                0.779           1.358           5.278           0.646           0.365           0.000           0.779           0.000           0.000           0.000           0.000           0.000
1556                1.281           3.451           5.499           2.182           1.984           0.340           0.000           0.000           0.395           1.061           0.000           0.493
1558                4.538           0.834           6.662           0.681           0.000           1.866           3.926           1.304           0.000           0.000           0.000           0.000
1563                1.334           0.836           6.732           0.522           0.000           1.334           0.000           0.000           0.000           0.000           0.000           0.000
1567                7.894           0.634          23.745           1.750          10.595           5.959           4.605           2.367           0.000           0.000           0.000           0.000
1569                3.975           0.879          19.981           2.593           0.000           2.562           3.039           0.000           0.000           0.000           0.000           0.000
1579                1.517           1.303          26.396           2.318           8.413           1.517           0.000           0.000           0.000           0.000           0.000           0.000
1592                8.040           0.938          22.557           1.007           6.441           4.753           6.375           1.186           0.000           0.000           0.000           0.000
1593                2.380           0.681          15.515           1.800           6.735           1.052           2.135           0.000           0.000           0.000           0.000           0.000
1602                0.467           1.782          11.152           1.117           2.986           0.106           0.455           0.000           0.000           0.000           0.000           0.000
1604                2.285           1.510           5.560           0.026           0.000           1.467           1.753           0.000           0.000           0.000           0.000           0.000
1606                2.272           1.000          12.116          10.750           5.876           2.118           0.823           0.000           0.000           0.000           0.000           0.000
1616                3.877           1.595          12.516           0.443           0.000           2.547           2.606           1.323           0.000           0.000           0.000           0.000
1618               11.397           1.014          28.899           5.517           0.000           3.791           6.217           6.814           4.092           3.659           0.000           0.566
1622                4.377           1.020          10.161           3.635           4.228           3.246           2.937           0.000           0.000           0.000           0.000           0.000
1626                0.000           1.936           4.188           1.713           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1629                1.850           2.310           9.149           0.342           1.769           1.149           1.450           0.000           0.000           0.000           0.000           0.000
1631                1.640           1.595          13.842           2.176           2.631           0.591           1.212           0.934           0.000           0.000           0.000           0.000
1633               34.131           0.320          30.338           4.294          24.982          26.753          18.962           8.463           4.089           1.130           0.000           0.000
1634                0.174           0.740           5.149           0.496           0.000           0.174           0.000           0.000           0.000           0.000           0.000           0.000
1638                2.365           0.752          10.843           1.138           4.465           1.552           1.784           0.000           0.000           0.000           0.000           0.000
1644                1.421           0.634           5.797           0.887           4.496           1.158           0.823           0.000           0.000           0.000           0.000           0.000
1648               29.363           1.760          28.416          10.741          22.092          25.060          13.470           5.763           3.927           1.539           1.256           0.354
1650                1.083           3.210           0.853           0.000           0.000           0.941           0.535           0.000           0.000           0.000           0.000           0.000
1651                9.551           2.882          16.300          13.870           2.955           3.173           5.388           5.026           2.990           3.867           1.402           1.004
1662                1.233           1.000           5.711           0.054           2.035           0.046           1.232           0.000           0.000           0.000           0.000           0.000
1673                2.903           0.040          14.968           3.093           0.000           2.903           0.000           0.000           0.000           0.000           0.000           0.000
1693                2.725           0.380          17.863           3.912           5.222           2.587           0.858           0.000           0.000           0.000           0.000           0.000
1702                0.000           2.794           3.916           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1709                2.258           1.201           6.612           0.000           4.076           0.693           2.149           0.000           0.000           0.000           0.000           0.000
1710                2.390           1.820           4.088           0.697           1.992           1.664           1.715           0.000           0.000           0.000           0.000           0.000
1711                0.000           0.797           6.165           0.331           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1712               10.746           2.216          26.953           4.602           1.654           7.032           6.854           2.077           0.724           0.000           3.771           0.000
1717                2.371           1.012           5.604           3.037           1.494           1.210           2.040           0.000           0.000           0.000           0.000           0.000
1724                6.965           0.981           8.301           1.613           7.993           4.983           4.420           2.035           0.000           0.000           0.000           0.000
1734                0.000           2.638           2.647           0.820           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1735               10.833           4.007          17.527           4.446           4.238           2.096           0.660           7.430           4.821           3.875           3.967           1.819
1737                6.556           1.142          30.979           4.236          17.338           1.458           6.275           1.215           0.000           0.000           0.000           0.000
1740                2.259           0.821          10.939           0.858           0.946           1.531           1.661           0.000           0.000           0.000           0.000           0.000
1741                2.838           1.024          18.714           3.630           5.447           2.838           0.000           0.000           0.000           0.000           0.000           0.000
1747                0.000           2.040           5.717           0.332           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1753                6.466           1.200          18.990           2.992           5.689           4.055           3.268           3.560           1.421           0.000           0.000           0.000
1762               15.719           2.068          22.421           8.518           2.044           5.233          11.793           6.555           4.718           2.850           2.003           1.805
1764                1.304           0.299          15.163           0.000           0.985           1.203           0.504           0.000           0.000           0.000           0.000           0.000
1775                0.108           1.796           8.650           3.882           1.022           0.108           0.000           0.000           0.000           0.000           0.000           0.000
1779                2.155           0.965           6.570           0.469           7.340           0.000           2.155           0.000           0.000           0.000           0.000           0.000
1813                1.600           1.570           4.830           0.022           0.000           1.592           0.167           0.000           0.000           0.000           0.000           0.000
1814                2.071           1.630           7.400           0.858           0.000           0.313           2.047           0.000           0.000           0.000           0.000           0.000
1818                3.260           1.569          11.966           0.648           4.218           2.189           2.416           0.000           0.000           0.000           0.000           0.000
1822                1.493           0.421          10.609           2.108           2.770           1.493           0.000           0.000           0.000           0.000           0.000           0.000
1824                1.661           1.751           5.171           0.467           0.000           1.029           0.275           0.000           0.000           0.000           0.000           1.274
1836                1.840           0.254           7.518           0.000           5.370           1.840           0.000           0.000           0.000           0.000           0.000           0.000
1843                2.433           0.635          19.950           0.970           6.246           2.156           1.128           0.000           0.000           0.000           0.000           0.000
1847                4.074           0.903          14.551           1.233           5.741           2.858           2.903           0.000           0.000           0.000           0.000           0.000
1850                3.921           2.400          24.951           1.591           2.277           3.921           0.000           0.000           0.000           0.000           0.000           0.000
1855                1.255           1.186           1.230           3.054           1.173           0.886           0.889           0.000           0.000           0.000           0.000           0.000
1859                2.328           0.586           4.913           1.239           3.060           2.082           1.040           0.000           0.000           0.000           0.000           0.000
1865                0.438           1.153           6.306           1.082           1.178           0.423           0.112           0.000           0.000           0.000           0.000           0.000
1866                6.737           1.083          20.850           3.234          18.555           5.972           1.828           2.527           0.000           0.000           0.000           0.000
1870                0.396           1.800           7.661           0.898           0.000           0.396           0.000           0.000           0.000           0.000           0.000           0.000
1880                9.618           0.858          26.658           7.613          13.939           7.161           6.049           2.157           0.000           0.000           0.000           0.000
1886                0.039           3.096           3.926           0.661           1.061           0.039           0.000           0.000           0.000           0.000           0.000           0.000
1894                2.085           1.011           8.112           1.215           2.972           1.997           0.599           0.000           0.000           0.000           0.000           0.000
1899                1.120           1.015           4.613           3.033           0.000           0.054           1.119           0.000           0.000           0.000           0.000           0.000
1907                4.008           0.586           5.845           2.637           0.225           2.801           2.867           0.000           0.000           0.000           0.000           0.000
1908                2.375           0.586          13.318           2.204           6.632           1.431           1.895           0.000           0.000           0.000           0.000           0.000
1918                2.661           0.277          10.651           0.813           2.138           2.659           0.108           0.000           0.000           0.000           0.000           0.000
1919                0.000           0.862           4.013           0.411           0.632           0.000           0.000           0.000           0.000           0.000           0.000           0.000
1921                5.252           4.402           4.426           1.539           0.000           0.060           1.747           1.828           2.526           2.609           2.734           0.727
1930               29.886           0.937          29.240          11.187          24.881          20.246          17.938          12.057           3.820           1.254           0.000           0.000
1937                2.328           0.278          10.754           0.487           1.567           2.328           0.000           0.000           0.000           0.000           0.000           0.000
1938                0.796           0.277           6.207           0.368           0.000           0.796           0.000           0.000           0.000           0.000           0.000           0.000
1944                5.142           1.380          28.070           2.440          15.259           4.589           2.319           0.000           0.000           0.000           0.000           0.000
1945                6.601           3.696           3.464           2.405           0.000           0.861           3.406           4.547           2.958           0.412           1.122           0.609
1951                4.419           1.012          16.098           1.472           8.451           3.664           2.470           0.000           0.000           0.000           0.000           0.000
1960                1.752           0.895           9.353           2.310           0.000           1.571           0.777           0.000           0.000           0.000           0.000           0.000
1961                0.539           0.557          12.060           0.000           3.160           0.000           0.539           0.000           0.000           0.000           0.000           0.000
1968                3.164           1.145          10.856           0.924           7.894           1.801           2.601           0.000           0.000           0.000           0.000           0.000
1973                5.561           1.491          14.431           2.111           6.442           3.571           3.657           2.191           0.000           0.000           0.000           0.000
1990                5.268           3.213           6.946           0.119           1.083           1.592           1.152           0.000           0.000           0.000           4.888           0.000
1999                1.406           2.999           6.030           0.773           0.000           0.000           0.448           0.000           0.000           0.000           1.121           0.721
2007                2.926           2.643           4.186           0.000           0.000           1.893           2.231           0.000           0.000           0.000           0.000           0.000
2022                0.262           1.855           7.932           0.794           0.378           0.000           0.262           0.000           0.000           0.000           0.000           0.000
2025                6.790           1.200          22.666           1.651           4.407           4.797           3.983           2.689           0.000           0.000           0.000           0.000
2032                0.050           1.654           5.902           1.182           0.000           0.050           0.000           0.000           0.000           0.000           0.000           0.000
2046                0.000           0.695           6.707           0.546           3.948           0.000           0.000           0.000           0.000           0.000           0.000           0.000
2052                0.449           1.243          20.361           0.949           0.000           0.449           0.000           0.000           0.000           0.000           0.000           0.000
2054                5.868           1.185          18.120           2.375           6.383           1.484           4.948           2.783           0.000           0.000           0.000           0.000
2056                5.492           0.778           9.594           2.325           3.024           1.500           4.043           3.375           0.420           0.000           0.000           0.000
2059                0.713           1.192          11.440           0.289           0.000           0.713           0.000           0.000           0.000           0.000           0.000           0.000
2061               14.168           0.901          24.374           4.180           0.000          12.080           7.317           1.123           0.000           0.000           0.000           0.000
2089                1.131           0.710           6.545           0.805           1.148           0.403           1.056           0.000           0.000           0.000           0.000           0.000
2094               49.915           0.438          32.481           8.288          32.115          40.534          24.644          14.964           3.891           1.452           0.000           0.000
2099                2.099           4.250           0.000           3.800           1.610           0.000           0.783           0.487           0.836           0.999           0.000           1.363
2101                1.067           1.479           7.654           0.803           0.000           0.230           1.042           0.000           0.000           0.000           0.000           0.000
2106                2.057           2.290          10.766           2.377           0.000           0.529           1.988           0.000           0.000           0.000           0.000           0.000
2115                0.000           1.027           5.044           4.157           1.984           0.000           0.000           0.000           0.000           0.000           0.000           0.000
2124                4.185           0.845          11.640           0.044           0.000           0.462           3.126           2.744           0.000           0.000           0.000           0.000
2129                2.861           1.280           4.663           1.363           0.000           1.530           2.417           0.000           0.000           0.000           0.000           0.000
2135               84.133           0.996          30.896          20.278          18.082          72.198          38.175          18.995           6.638           1.882           0.000           0.000
2137                0.220           2.390           4.754           1.675           0.000           0.220           0.000           0.000           0.000           0.000           0.000           0.000
2140                3.399           2.962           6.831           1.509           0.000           2.227           2.568           0.000           0.000           0.000           0.000           0.000
2141               19.661           0.284          30.148           5.598          15.715          13.340          14.229           2.478           0.000           0.000           0.000           0.000
2144                8.274           0.377          22.796           2.418           0.000           5.135           6.320           1.465           0.000           0.000           0.000           0.000
2147                4.506           0.474          10.487           1.799           5.236           3.116           3.134           0.879           0.000           0.000           0.000           0.000
2150                4.837           1.016          17.980           1.546          14.465           2.606           4.075           0.016           0.000           0.000           0.000           0.000
2152                3.511           1.957           3.330           1.020           1.800           1.488           3.156           0.394           0.000           0.000           0.000           0.000
2160                4.183           1.036          13.109           0.220           6.760           3.742           1.869           0.000           0.000           0.000           0.000           0.000
2163                4.149           0.320           8.544           0.498           2.268           2.110           3.572           0.000           0.000           0.000           0.000           0.000
2175                2.634           3.239           3.177           1.178           1.000           1.346           1.268           0.819           0.000           0.000           1.678           0.172
2181                1.201           0.733           7.422           1.580           0.000           0.000           1.201           0.000           0.000           0.000           0.000           0.000
2185                4.010           1.906          19.505           1.285           5.193           0.065           3.856           1.097           0.000           0.000           0.000           0.000
2189                0.899           0.278           6.253           0.000           0.000           0.899           0.000           0.000           0.000           0.000           0.000           0.000
2192                0.000           0.484           5.351           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
2195                0.531           0.935           1.006           3.473           0.278           0.531           0.000           0.000           0.000           0.000           0.000           0.000
2196                2.173           1.145           5.105           1.239           1.084           2.173           0.000           0.000           0.000           0.000           0.000           0.000
2197                1.018           1.147          24.462           4.308          12.338           1.018           0.000           0.000           0.000           0.000           0.000           0.000
2202                5.193           1.016          25.056           2.340          14.187           4.446           1.590           2.163           0.000           0.000           0.000           0.000
2229                4.738           1.010          11.017           1.663           2.270           4.738           0.000           0.000           0.000           0.000           0.000           0.000
2231                0.000           2.080           3.406           0.240           0.854           0.000           0.000           0.000           0.000           0.000           0.000           0.000
2234                5.911           0.507          13.499           2.434           6.669           2.810           5.112           0.954           0.000           0.000           0.000           0.000
2239                0.199           0.247           4.036           0.000           0.246           0.199           0.000           0.000           0.000           0.000           0.000           0.000
2252                2.160           1.792           5.785           0.000           0.000           0.759           2.022           0.000           0.000           0.000           0.000           0.000
2256               82.041           0.278          39.171           6.932          17.844          71.140          39.259          10.570           4.099           0.009           0.000           0.000
2262                0.405           0.944          32.957           0.000          17.709           0.405           0.000           0.000           0.000           0.000           0.000           0.000
2266               27.927           0.271          28.002           8.059          22.212          24.567          13.038           2.525           0.000           0.000           0.000           0.000
2268                1.073           1.751           9.136           2.651           0.000           1.073           0.000           0.000           0.000           0.000           0.000           0.000
2272                4.051           1.948          27.855           0.000           7.127           1.319           3.671           1.089           0.000           0.000           0.000           0.000
2290                1.375           0.981          11.104           2.111           0.766           0.315           1.338           0.000           0.000           0.000           0.000           0.000
2295                9.347           0.277          19.299           8.245           3.937           3.307           6.916           4.520           2.859           0.000           0.000           0.000
2296                4.943           1.017          16.822           0.000           8.764           1.122           4.814           0.025           0.000           0.000           0.000           0.000
2297                3.369           0.804           8.643           2.614           5.442           3.276           0.787           0.000           0.000           0.000           0.000           0.000
2314                1.626           1.100           7.283           2.470           0.950           1.626           0.000           0.000           0.000           0.000           0.000           0.000
2318                3.725           0.935          19.747           0.357           0.000           3.677           0.597           0.000           0.000           0.000           0.000           0.000
2320                5.673           3.728          10.880           8.133           1.439           0.114           1.793           1.956           2.442           1.907           2.516           3.032
2323                3.679           2.230          30.520           2.530           1.137           1.060           2.295           0.000           0.000           0.000           2.673           0.000
2324               29.118           2.290          34.303          10.969          22.913          20.965          19.284           6.035           0.061           0.000           0.000           0.000
2327                5.933           0.273          16.955           0.609           3.756           1.590           5.708           0.310           0.000           0.000           0.000           0.000
2328               33.202           0.451          40.510           6.400           0.000          26.823          18.629           5.800           1.502           0.000           0.000           0.000
2330                1.653           1.157           7.262           1.223           4.312           0.065           1.652           0.000           0.000           0.000           0.000           0.000
2331                0.832           1.146           9.021           3.453           0.033           0.832           0.000           0.000           0.000           0.000           0.000           0.000
2336               11.246           1.013          21.433           6.000           0.000           8.790           5.625           3.536           2.249           0.000           0.000           0.000
2337                3.823           4.670           5.881           1.945           0.000           2.211           0.000           0.081           0.305           0.000           2.253           2.133
