#      id           ra           de         z        ez      z_sp        z_op          fK         dfK        fch1       dfch1        fch2       dfch2        fch3       dfch3        fch4       dfch4         f24        df24         f16        df16        f100       df100        f160       df160        f250       df250        f350       df350        f500       df500        f850       df850       f1160      df1160       f20cm      df20cm         SNR       Mstar         SFR        eSFR        sSFR    goodArea    Type_AGN    Type_SED    Type_FIR
#
3078       189.1970673   62.3141785     1.174    0.1901        -1      1.18      0.00787    0.000787     0.01099     4.1e-05    0.009594     6.3e-05    0.007508    0.000405    0.006792    0.000443     0.04203    0.002398      0.0375    0.009439      0.3452       0.314       1.145      0.6213         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.002599    0.002611       2.146   1.486e+10       8.056       5.423      0.5422           1           0           0           0
3081       189.4221649   62.3140678       0.8        -1       0.8      0.81      0.01514    0.001514     0.02212     6.9e-05     0.01611     6.7e-05     0.02189    0.000408       0.014    0.000467      0.1117    0.005513      0.0808     0.00843       1.098      0.3509       4.061      0.7605       2.411       1.957         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.005434    0.002774        6.31   9.375e+09       7.957       1.261      0.8488           1           0          -1           1
3083       189.1415558   62.3138771      1.42     0.218        -1      1.42     0.004742   0.0004742    0.009908       4e-05     0.01198     6.6e-05    0.009658     0.00042     0.01178    0.000475     0.07679     0.00652     0.08237    0.009997       2.136      0.3487       4.176      0.8002       8.613       2.515       4.892       1.443       3.278       2.477      0.2069      0.9622         -99       1e+10     0.01302    0.002626       9.475   3.034e+10       49.91       19.48       1.645           1           0           0           1
3084       189.2968597   62.3139153    0.4728        -1    0.4728      0.48      0.01117    0.001117    0.007825     3.9e-05     0.00681     6.9e-05    0.004818    0.000412     0.01067    0.000479     0.04204    0.003423     0.03737    0.008705      0.8191      0.3178        1.18      0.5453         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10   0.0007054    0.002663       3.366   1.778e+09      0.8842      0.3068      0.4973           1           0           0           0
3085       189.3236389   62.3139915    0.8354        -1    0.8354      0.81     0.002089   0.0002089    0.002704     3.8e-05    0.001982     6.8e-05     0.00145    0.000421    0.002858    0.000482     0.01757    0.004178     0.00153    0.005948      0.1969      0.3765       1.708      0.8742         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0003187    0.002662       2.022   1.259e+09       2.043       1.031       1.623           1           0           0           0
3087       189.3562317   62.3138924    0.8409        -1    0.8409      0.83      0.06982    0.006982     0.08052     5.6e-05     0.05476     7.6e-05     0.05483    0.000426     0.04177    0.000479      0.4737     0.01204      0.3878     0.01371       5.917      0.3493       12.86      0.6101       15.58      0.9237        10.7       1.411       8.439       2.767       1e-99       1e+10    2.13e-10      0.5753      0.0557      0.0078        32.9   4.487e+10       36.85        1.12      0.8213           1           0          -1           1
3089       189.4555817   62.3138199     0.061      0.06        -1      0.04    0.0002188   2.188e-05     5.1e-05     3.8e-05     0.00093     7.1e-05    0.003462    0.000447     0.01115    0.000506      0.0434    0.003754     0.02794     0.01222      0.1752      0.3381         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.001029    0.002888       0.518    3.63e+04    0.006827     0.01318       188.1           1           0           0           0
3093       189.1894836   62.3137016     1.894     0.191        -1      1.83      0.00955    0.000955     0.01384       4e-05      0.0188     6.1e-05     0.02617    0.000393     0.04327    0.000425      0.1542    0.005522     0.05586     0.01272       1.977      0.3296       2.979       0.706       6.302       2.053       5.232       4.074         -99       1e+10       1.864       1.092         -99       1e+10    0.007104    0.002646       8.232    4.92e+10       73.52       25.79       1.494           1           0           0           1
3099       189.5117798   62.3135033     1.137    0.1898        -1      1.14     0.005702   0.0005702    0.008205     8.9e-05    0.006315    0.000137    0.004833     0.00144    0.004766     0.00099     0.03926    0.005316         -99       1e+10      0.2551       0.396      0.3571      0.7741         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.004648    0.002971       0.792   5.272e+09       6.342       8.008       1.203           1           0           0           0
3101       189.0984039   62.3135185     1.174    0.1901        -1      1.18     0.002965   0.0002965    0.007795       9e-05    0.009331    0.000159    0.008883    0.001034    0.006979    0.001094       0.114    0.007816         -99       1e+10         1.8      0.4439       3.358      0.9376       2.687       1.473         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.007522    0.002793       5.709   1.585e+09       23.47       11.28       14.81           0           0           0           1
3103       189.1452484   62.3135948      1.31    0.0825        -1      1.29     0.002377   0.0002377    0.004903     3.7e-05    0.005659     6.2e-05    0.004745    0.000409    0.004866    0.000459     0.02664    0.005693     0.05272    0.008943      0.8061      0.3345       3.271      0.8512       1.194       2.848         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.005969    0.002624       4.556    6.95e+09       13.22       3.067       1.902           1           0          -1           0
3112       189.2052002   62.3134384    0.5951        -1    0.5951       0.6      0.03873    0.003873     0.02776     4.5e-05     0.01959     6.5e-05     0.01638    0.000412     0.01168    0.000451     0.04136    0.002539     0.02729    0.008039       1.086      0.3813       2.412      0.6613      0.9339      0.9888         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.004344    0.002627       4.723   2.051e+10        1.99      0.4213     0.09703           1           0          -1           0
3114       189.2547760   62.3137054     1.901       1.6        -1       -99          -99       1e+10    0.004468     3.7e-05    0.003614     6.5e-05    0.002635    0.000396    0.008206    0.000465     0.01873    0.004114      0.0375    0.008904      0.5989      0.4219      0.6419       1.213         -99       1e+10         -99       1e+10         -99       1e+10   3.454e-09        1.11    2.13e-10      0.9039    0.004196    0.002593       1.515       1e-99       74.17       73.97         -99           1           0           0           0
3119       189.5370789   62.3132324     0.972        -1     0.972      0.89      0.04246    0.004246         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.1428     0.01268         -99       1e+10        1.59       0.521       4.959   5.056e+06       8.956        3.56         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.005954    0.003158       3.956   3.483e+10       11.67       3.905      0.3351           0           0          -1           0
3121       189.2569427   62.3136406    0.2314        -1    0.2314      0.27    0.0008954   8.954e-05    0.005403     3.7e-05       0.004     6.6e-05    0.002708    0.000398     0.01238    0.000467     0.01623    0.004552     0.01332     0.01008      0.4363      0.5192   1.745e-05        1.63         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0003174    0.002593        0.84   2.051e+07    0.003103    0.003694      0.1513           1           0           1           0
3125       189.5326080   62.3130493       1.3     0.207        -1       1.3     0.006668   0.0006668         -99       1e+10     0.01269    0.000417         -99       1e+10     0.01333    0.002055     0.04045    0.004632         -99       1e+10       4.658      0.5474       9.276       1.864       6.896       4.827       11.86       4.169       7.987        9.25   8.675e-41       1e+10      0.7863       1.127      0.0481      0.0079       10.42   2.523e+10       84.69       42.51       3.356           0           0           0           1
3140       189.1337891   62.3128700      1.32     0.209        -1      1.32      0.00879    0.000879     0.01614     4.3e-05     0.01573       7e-05     0.01284     0.00044      0.0129    0.000508      0.0651    0.004679     0.06989     0.01144       0.657      0.3109       1.618      0.5579         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10     0.01124    0.002639       3.589   2.051e+10       19.35       9.989      0.9435           0           0           0           0
3143       189.3908539   62.3128967     2.005        -1     2.005       2.1     0.002512   0.0002512    0.004687     3.8e-05    0.004337     6.6e-05    0.005171    0.000411    0.002257    0.000463     0.02578    0.003475    0.006314    0.005175      0.9221      0.3302      0.6464      0.4985         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.003865    0.002729       3.079   5.623e+09       15.13       4.914       2.691           1           0          -1           0
3145       189.5278168   62.3126640       0.3        -1       0.3      0.41       0.2858     0.02858         -99       1e+10       0.104    0.000332         -99       1e+10      0.1728     0.00155       0.356     0.01071         -99       1e+10       7.504      0.5015       16.39       1.054       15.63       2.806       5.457       3.425         -99       1e+10       1e-99       1e+10         -99       1e+10      0.0422      0.0072       22.34   3.483e+10       3.301      0.1477     0.09477           0           0          -1           1
3165       189.4868622   62.3124161     2.446    0.2275        -1      2.37      0.00166    0.000166    0.002333     4.6e-05    0.002307     8.8e-05    0.002929    0.000573    0.002501    0.000635      0.1041    0.005433     0.05874     0.02505       0.793      0.3698       1.205      0.8117         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0001576    0.002893       2.608   1.101e+10       42.85       21.66        3.89           1           0           0           0
3171       189.1572113   62.3124619    0.6817        -1    0.6817      0.71     0.006792   0.0006792    0.005941     3.5e-05    0.004046     5.7e-05    0.004022    0.000379     0.00238    0.000421     0.02121    0.003769     0.01603      0.0111      0.6356      0.3359      0.2263      0.6412         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.004664    0.003076       1.925   2.042e+09       1.397      0.7257      0.6843           1           0           0           0
3188       189.4201508   62.3123245      2.01     0.271        -1      2.01     0.003192   0.0003192    0.004536     3.7e-05    0.005014     6.5e-05    0.005396    0.000404    0.003571    0.000464     0.02965     0.00396     0.02461    0.006376      0.5677      0.3258       1.753      0.8142         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0003465    0.002797        2.77   1.208e+10       26.27       20.56       2.175           1           0           0           0
3196       189.2563171   62.3118629     0.233        -1     0.233      0.21       0.4831     0.04831      0.1416     6.6e-05      0.1192     8.3e-05     0.08008    0.000407      0.2349    0.000475      0.3971     0.01323       0.388     0.02057       9.248      0.3767       20.41       1.013       15.97       1.065       4.858       1.226    -0.08043       2.293       1e-99       1e+10         -99       1e+10    0.001341     0.01528       35.34   5.152e+10       2.347     0.06642     0.04556           1           0          -1           1
3207       189.2007141   62.3119354     1.837    0.1605        -1      1.75     0.001959   0.0001959    0.003198     3.8e-05    0.003109     6.2e-05    0.002777    0.000397    0.001867     0.00044     0.02113    0.003554   1.903e-10    0.007677      0.1334      0.3315   1.745e-05      0.7091         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10     0.00178    0.002573       0.402   5.495e+09       10.07       25.05       1.833           1           0           0           0
3220       189.4764099   62.3115959     2.399    0.2085        -1      2.31     0.002805   0.0002805    0.004861     4.6e-05    0.005221     7.9e-05     0.00693    0.000514    0.005475    0.000567     0.06677    0.005442     0.01849     0.01018        1.06      0.3341       1.905      0.6302       1.995      0.8899         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.002581    0.002873       4.922    2.41e+10       58.89       24.44       2.444           1           0          -1           0
3229       189.2435760   62.3116417     1.011        -1     1.011      0.95     0.004831   0.0004831    0.006103     3.8e-05    0.004433     6.4e-05    0.003735    0.000402    0.002984    0.000457     0.03644     0.00593     0.02585    0.007056       1.252      0.3356       1.114      0.7089         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10      0.0056     0.01323       4.048    3.63e+09       7.093       2.726       1.954           1           0           0           0
3236       189.3816986   62.3115425     1.518    0.1075        -1      1.65     0.007727   0.0007727     0.01616     4.1e-05     0.01749     6.8e-05     0.01461    0.000413     0.01034    0.000469     0.06317    0.003556     0.02643    0.005493        1.45      0.3028       3.083      0.5732       1.548      0.8751         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10     0.01445    0.002742       7.416   3.908e+10       27.53       9.787      0.7045           1           0           0           1
3247       189.3389587   62.3114166     1.713     0.034        -1      1.52     0.004446   0.0004446    0.008261     3.9e-05    0.008788     6.9e-05    0.007567    0.000424    0.006348    0.000482     0.04343    0.004265     0.01638    0.007392       0.615      0.3224       1.144      0.7079         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10     0.00247    0.002716         2.5   1.592e+10       16.55       7.981        1.04           1           0           0           0
3263       189.1470337   62.3111649      2.28     0.295        -1      2.28     0.001406   0.0001406    0.002602     3.4e-05    0.002357     5.7e-05    0.001642    0.000379    0.001824    0.000427     0.01752    0.004093   0.0003939    0.008368      0.3582      0.3194   1.745e-05      0.5588         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.001615    0.002876       1.121   8.953e+09       13.06       11.65       1.459           1           0           0           0
3265       189.4135895   62.3110390      1.37     0.213        -1      1.37     0.003698   0.0003698    0.009251     4.8e-05    0.009218     6.5e-05    0.007836    0.000401    0.008135    0.000463     0.02925    0.004858     0.02841    0.007235       1.261      0.3413       2.956      0.5368       2.651       1.051         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.002451    0.002763       7.095   1.706e+10       24.88       11.44       1.458           1           0           0           1
3267       189.0781097   62.3110046     1.511    0.1185        -1      1.63     0.005058   0.0005058         -99       1e+10         -99       1e+10     0.02647     0.00249    0.009891    0.002048      0.1079     0.01122         -99       1e+10      0.1297      0.4993     0.01916      0.8407         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.008724    0.002681       0.261   9.816e+09       22.77       87.24        2.32           0           0           0           0
3276       189.3112183   62.3109398     3.656     0.118        -1      3.38     0.003467   0.0003467    0.005543     3.9e-05    0.007965     6.9e-05      0.0111    0.000418     0.02002    0.000485      0.1166    0.005981     0.05305    0.006428       1.397      0.3326       1.212      0.6031       0.764       1.221         -99       1e+10         -99       1e+10       2.067      0.9013       1.795      0.7042    0.004549    0.002709       5.815   1.153e+11       256.1       44.04       2.221           1           0          -1           1
3280       189.3697968   62.3109016     0.519        -1     0.519      0.54     0.009376   0.0009376    0.008981     3.9e-05    0.006702     6.6e-05    0.005176    0.000412    0.007233    0.000469     0.02582    0.003131     0.01202    0.005983      0.2395      0.3152      0.3657      0.5945         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.003729    0.002752       0.978   1.622e+09      0.6906      0.7061      0.4259           1           0           0           0
3281       189.4212189   62.3108292    0.5712        -1    0.5712      0.54     0.009727   0.0009727    0.008358     3.7e-05    0.006108     6.6e-05    0.005405    0.000401    0.003752    0.000467     0.01562     0.00438     0.02196    0.007958      0.2035      0.3599         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.004504    0.002769       0.565   3.162e+09      0.7045       1.247      0.2228           1           0          -1           0
3288       189.2592926   62.3110809     0.651      0.65        -1       -99          -99       1e+10    0.007981     3.8e-05    0.006568     6.6e-05    0.005889      0.0004     0.02065    0.000467      0.0412    0.003493     0.02945     0.01201      0.8066       0.325       1.607       1.339         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -6.015e-05     0.01526       2.757       1e-99       7.187       7.187         -99           1           0           0           0
3289       189.3438416   62.3105965     1.737    0.2065        -1       1.7      0.03436    0.003436     0.05489     5.1e-05     0.06237     7.8e-05     0.04994    0.000425     0.04438     0.00048      0.2445    0.007224      0.1602     0.00881       3.451      0.3341       7.347      0.6213       12.47      0.9664       15.87       1.962       6.183        2.52       1.538      0.9192       0.918      0.6174      0.0301      0.0073       22.12   3.404e+11       146.1       40.59      0.4292           1           0          -1           1
3296       189.1867828   62.3105125     1.684        -1     1.684      1.59      0.01271    0.001271     0.01956     4.2e-05     0.02248     5.9e-05     0.01966    0.000375      0.0176     0.00041      0.2107    0.006914      0.0609    0.007414       1.747      0.3227       3.199        0.59       6.136       1.436       6.786       2.925         -99       1e+10       1e-99       1e+10         -99       1e+10      0.0296      0.0076       9.075   4.698e+10       53.37       6.447       1.136           1           0          -1           1
3304       189.0984802   62.3102722     1.013        -1     1.013         1      0.06368    0.006368      0.0697     7.7e-05      0.0528    0.000124     0.04168    0.000773     0.03569    0.000883     0.08802     0.00764         -99       1e+10      0.8176      0.4101        1.49      0.8033         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10      0.0222      0.0078       2.723   1.052e+11        7.98       3.502     0.07587           0           0           0           0
3306       189.3320465   62.3103409      1.52        -1      1.52      1.47      0.01047    0.001047     0.02064     4.3e-05     0.02123     7.1e-05     0.01613    0.000423      0.0115    0.000481     0.02066    0.002813      0.0286     0.00649       1.038      0.3333       1.025      0.5658         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.001892    0.002704       3.601   7.797e+10        11.4       4.377      0.1462           1           0          -1           0
3307       189.4075470   62.3103027     2.216     0.054        -1         2     0.000912    9.12e-05    0.002322     3.7e-05    0.002955     6.4e-05    0.004322    0.000401    0.002745    0.000462     0.05074    0.003212   1.903e-10    0.007035       0.748      0.3578   1.745e-05      0.6534         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0003431    0.002754        2.09   1.153e+10       19.16       10.52       1.661           1           0           0           0
3310       189.1080780   62.3101845     1.893    0.1375        -1      1.78     0.006855   0.0006855     0.01132     5.1e-05     0.01269     9.3e-05     0.01202     0.00057    0.008177    0.000699      0.1085    0.008356     0.03232     0.02707      0.8894      0.3938      0.8103      0.7157       2.745        1.25         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.008641    0.002631       3.347   3.819e+10       45.43       13.57        1.19           0           0          -1           0
3316       189.2252655   62.3104515    0.4405      0.03        -1      0.55    0.0007379   7.379e-05    0.000361     3.7e-05    0.000186     6.5e-05   -0.000176    0.000404    -0.00012    0.000468    0.004805    0.004963   1.903e-10    0.008918      0.1452      0.3184         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10   0.0009198    0.002642       0.456   9.119e+07      0.4511      0.9893       4.947           1           0           0           0
3326       189.3038025   62.3103104    0.3868      0.04        -1      0.48    0.0003945   3.945e-05    0.000155     3.6e-05    -6.4e-05     6.8e-05    0.000574    0.000413   -0.000574    0.000477   8.071e-11    0.003118    0.007099    0.007475      0.3233      0.3168         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10     0.01002    0.002653       1.021    5.37e+07        0.19      0.1861       3.538           1           1           0           0
3332       189.4965973   62.3098984     1.256        -1     1.256      1.21       0.0207     0.00207     0.02804     6.2e-05     0.02649     9.7e-05     0.01862    0.000636     0.01915    0.000677     0.09557    0.003822         -99       1e+10       1.238      0.4006       2.453       1.009         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.006291    0.002884       3.931   2.523e+10       16.81       5.286      0.6662           1           0          -1           0
3337       189.1703033   62.3100319     0.945        -1     0.945      0.91      0.01854    0.001854     0.02485     3.9e-05      0.0182     5.7e-05     0.01656    0.000365     0.01423    0.000396      0.1437    0.006431      0.1072    0.008243       1.651      0.4141       1.771       1.082         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.007639    0.002626        4.31    1.52e+10       10.05       2.332       0.661           1           0          -1           0
3347       189.5167389   62.3096352     0.895        -1     0.895      0.89      0.01432    0.001432     0.01606     7.6e-05     0.01198     0.00013    0.009535    0.001136    0.007072    0.000937     0.09212    0.004322         -99       1e+10       1.613      0.4329       1.513       0.934         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.008021    0.003014       4.063   1.667e+10       7.719       2.155       0.463           1           0          -1           0
3349       189.1902008   62.3097801    0.5873        -1    0.5873      0.61     0.008954   0.0008954    0.006382     3.7e-05    0.004633     5.6e-05    0.004178    0.000372    0.003709    0.000409     0.01494    0.004194     0.01479    0.007393      0.7393      0.3258         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10     0.00861    0.002613       2.269   1.585e+09      0.9227      0.4067      0.5822           1           0          -1           0
3355       189.3914795   62.3096771     1.811     0.121        -1      1.69     0.002729   0.0002729    0.003873     3.6e-05    0.004175     6.7e-05    0.002919      0.0004    0.002865    0.000467     0.02519     0.00213    0.001071    0.005059     0.01335      0.3356      0.9175      0.4949         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.002097    0.002702       1.854   9.816e+09       9.876       5.357       1.006           1           0           0           0
3358       189.5048828   62.3095627      2.44      0.31        -1      2.44     0.002466   0.0002466    0.004611     6.6e-05    0.004485    0.000105    0.004915    0.000765    0.004086    0.000765     0.03657    0.003291         -99       1e+10      0.1089      0.5271   1.745e-05       1.373         -99       1e+10         -99       1e+10         -99       1e+10   8.675e-41       1e+10         -99       1e+10    0.003754     0.00299       0.207   1.629e+10       42.95       207.5       2.636           1           0           0           0
3367       189.4043884   62.3094978      2.14     0.283        -1      2.14     0.005058   0.0005058     0.01152       4e-05     0.01421     6.7e-05     0.01821    0.000404     0.01664    0.000464     0.06268    0.003777     0.01662     0.00882      0.9249      0.3474       3.353       1.096       1.009      0.9554         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.003527    0.002746       4.191   9.816e+10       32.11       19.91      0.3271           1           0           0           0
3376       189.3501587   62.3092918    0.4887      0.06        -1      0.57     0.003597   0.0003597    0.005496       4e-05    0.006494     6.8e-05    0.006477    0.000417     0.00786    0.000476     0.03703    0.003429     0.01274    0.009892       1.309      0.3286       1.517      0.5722         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10     0.01543    0.002716       4.786   7.244e+08       1.292      0.5157       1.784           1           1           0           0
3380       189.5022583   62.3090820     0.394      0.12        -1       0.4      0.01432    0.001432    0.008384     6.4e-05    0.006516      0.0001    0.007443    0.000691    0.004998    0.000714     0.02642    0.005647         -99       1e+10  -0.0008127      0.4973   1.745e-05       1.216         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10   0.0009677    0.002899           0   2.099e+09      0.4608      0.4608      0.2196           1           0           0           0
3393       189.4448090   62.3092117      2.34     0.301        -1      2.34     0.002582   0.0002582    0.006545     3.9e-05    0.008295     7.6e-05     0.01161    0.000422    0.009439    0.000481      0.1012    0.005511     0.02512    0.008265      0.8891       0.344       1.289      0.6503        3.24      0.8174       3.459       1.404         -99       1e+10       1.965      0.9008         -99       1e+10    0.006602    0.002739       6.095   3.732e+10       91.46        34.7       2.451           1           0           0           1
3401       189.1567993   62.3083763     0.947        -1     0.947      0.95      0.01888    0.001888     0.02055     3.8e-05     0.01524     5.6e-05     0.01397    0.000355     0.01102    0.000396     0.09868    0.006838     0.08006    0.008242       0.305      0.3279       2.804      0.6825       1.341       1.172         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.001482    0.003024       4.366   1.556e+10       6.634       1.637      0.4264           1           0          -1           0
3403       189.1689758   62.3091431     1.146        -1     1.146      1.14      0.05058    0.005058     0.06274     4.8e-05     0.05373     6.3e-05     0.03855    0.000362     0.03114    0.000394     0.09209    0.006407     0.08707     0.01002       1.733      0.4344       7.017       1.087        12.3       2.955       6.895       1.646       5.641       4.369       1e-99       1e+10         -99       1e+10      0.3247      0.0075       9.702   7.979e+10       37.14       3.828      0.4655           1           1          -1           1
3413       189.0685425   62.3091927      2.23     0.291        -1      2.23     0.001995   0.0001995         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.04915    0.008486         -99       1e+10   1.792e-05      0.5773       1.367       0.965         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0003074    0.002695       1.417   2.355e+10       29.09       20.53       1.235           0           0           0           0
3417       189.2471466   62.3089905     2.199         0        -1      2.17     0.005346   0.0005346    0.008608     3.8e-05     0.01031     6.5e-05     0.01464    0.000402     0.02336    0.000455      0.2774      0.0103      0.1276    0.006747       3.726      0.3372       5.168       0.598       3.048      0.9795        3.44       1.502         -99       1e+10       1e-99       1e+10         -99       1e+10       4.601       0.078       14.55   7.277e+10       80.77       16.33        1.11           1           1          -1           1
3429       189.2853394   62.3089066     1.101      0.09        -1      1.21    0.0006855   6.855e-05    0.000772     3.7e-05    0.000458     6.6e-05    0.000202    0.000402   -0.000498    0.000463  -8.434e-05    0.006959   1.903e-10     0.01152      0.2807      0.3576     0.04204      0.6668         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.009329    0.002627       0.788   4.786e+08       8.444       10.72       17.64           1           0           1           0
3441       189.4971466   62.3083191     1.174    0.1901        -1      1.18      0.00673    0.000673     0.01133     5.9e-05    0.009326     9.2e-05    0.006836     0.00061    0.005203    0.000653     0.02527    0.004227         -99       1e+10   1.792e-05      0.3966       1.423       1.121         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.001902    0.002899       1.269   1.355e+10       6.146       4.843      0.4536           1           0           0           0
3442       189.5058441   62.3083382      1.51     0.226        -1      1.51     0.002965   0.0002965    0.004795     5.8e-05    0.005006    0.000103    0.005204    0.000734    0.002327    0.000749     0.01869    0.003727         -99       1e+10      0.6212      0.4403       2.974      0.9649       1.143       1.478         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.005087    0.002946       3.477   5.915e+09       21.89       15.69       3.701           1           0           0           0
3444       189.1030273   62.3084335    0.8662      0.05        -1      0.82      0.01107    0.001107     0.01516     5.3e-05     0.01061     9.3e-05     0.01371    0.000585    0.007458    0.000708     0.07085    0.009121     0.08975     0.02143      0.5267      0.3574       1.135      0.6805         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.005187    0.002628       2.225   9.375e+09       5.555       2.497      0.5926           0           0           0           0
3452       189.4034729   62.3084259      2.87     0.075        -1      3.17      0.00166    0.000166    0.002713     3.8e-05    0.003176     6.5e-05    0.005673    0.000403    0.004912     0.00046     0.02669    0.004973     0.01784    0.005868      0.1921      0.4568   1.745e-05      0.9339         -99       1e+10         -99       1e+10         -99       1e+10   3.454e-09      0.7894       0.518       0.693   4.725e-05    0.002741       0.858   2.301e+10       42.17       49.15       1.833           1           0           0           0
3455       189.4333191   62.3083382      2.61    0.2385        -1      2.53     0.002938   0.0002938    0.006928     3.8e-05     0.00903     6.7e-05     0.01137    0.000412     0.01031    0.000476      0.1445    0.005857     0.02516    0.008511      0.5247      0.2949       4.743      0.6266       5.115      0.8947       3.818       1.368         -99       1e+10       3.333      0.6639       1.274      0.7702     0.01291     0.00269       11.35   6.637e+10       188.3       54.13       2.837           1           0           0           1
3460       189.0900269   62.3081779     1.201      0.19        -1      1.21     0.007178   0.0007178     0.01103     7.2e-05     0.01067    0.000135    0.007511    0.000843    0.007771    0.000983     0.05199    0.007772         -99       1e+10      0.6223       0.433       1.554      0.8705         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.003504    0.002643       2.292   1.786e+10       12.89       7.813      0.7216           0           0           0           0
3463       189.1620941   62.3082199      2.18     0.286        -1      2.18     0.003499   0.0003499    0.007169     3.2e-05    0.007649     5.2e-05     0.00806     0.00034    0.006997    0.000378     0.09132    0.006421   2.725e-06    0.009924      0.5167       0.333        1.62      0.7287         -99       1e+10         -99       1e+10         -99       1e+10       1.457      0.8015         -99       1e+10     0.01079    0.003026       3.264   3.908e+10       69.96       28.37        1.79           1           0           0           0
3484       189.1718597   62.3079376    0.8471        -1    0.8471      0.92       0.0278     0.00278     0.02586       4e-05     0.01754     5.5e-05     0.01655    0.000352     0.01173    0.000388      0.1357    0.005337     0.09454      0.0109       1.531      0.3442       4.059       1.048    -0.05257       3.019         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10     0.00607    0.002631       5.898   1.592e+10       7.693       2.358      0.4832           1           0          -1           1
