#            id              z           maxz            snr         maxzsnr
#
           3775         0.6341            -99           4.64            -99
           3780           4.48            -99          0.546            -99
           3781          1.989            -99          2.046            -99
           3792          2.243          2.243          5.082              0
           3793          2.309            -99          3.683            -99
           3806          1.009            -99           0.21            -99
           3807         0.7111            -99          2.798            -99
           3811           1.99            -99          2.098            -99
           3812          0.299            -99          2.475            -99
           3813          1.031          1.491          15.58        5.13098
           3817          1.965            -99          3.932            -99
           3821           2.12              3          12.55        5.05409
           3823          0.746            -99          2.264            -99
           3827          3.651          5.011          7.337        5.01438
           3836           2.33           2.39          5.729        5.01708
           3849          1.949            -99           3.11            -99
           3870          0.253          0.473          71.53        5.29594
           3880           1.43            -99          1.889            -99
           3882         0.6807            -99          0.101            -99
           3883           0.74           0.92          10.37        5.22474
           3887          0.785          0.925          7.798        5.07823
           3888          1.023          1.043          6.048        5.27207
           3894           2.12            -99          2.176            -99
           3901           1.79            -99          1.564            -99
           3902           2.36            -99          0.907            -99
           3913         0.1166            -99          1.248            -99
           3914           0.84           1.64          27.73        5.08374
           3917         0.1891            -99          0.562            -99
           3920         0.9538            -99          0.019            -99
           3928           1.69            -99          0.135            -99
           3935         0.9713            -99          4.189            -99
           3940           1.67            -99          1.331            -99
           3941          1.633            -99          0.429            -99
           3952          0.673            -99          2.346            -99
           3954         0.4973            -99          0.091            -99
           3955          1.855            -99          3.182            -99
           3966           2.35            -99          2.133            -99
           3969          1.249            -99          4.842            -99
           3978          1.055            -99          4.564            -99
           3981          0.271          0.331          9.236        5.74375
           3991         0.2778         0.3178          7.386        5.22429
           3996          0.855            -99          1.651            -99
           4004          4.889            -99           3.56            -99
           4012          2.646            -99              0            -99
           4022          0.783          0.963          9.912        5.01928
           4032          1.374            -99          3.186            -99
           4043         0.1748            -99          2.265            -99
           4046         0.4414            -99          0.624            -99
           4048         0.9296            -99          4.488            -99
           4050         0.9048         1.1848          10.03        5.11421
           4056          1.192            -99          1.514            -99
           4057          1.017            -99          1.601            -99
           4068         0.9418            -99          3.425            -99
           4077          2.988            -99              0            -99
           4079          1.785            -99          2.119            -99
           4083           2.14           2.46          7.357        5.01305
           4108          0.794          1.214          27.38        5.18587
           4110         0.8481            -99          1.121            -99
           4111           2.46            -99          0.634            -99
           4116           2.39            -99          3.825            -99
           4145          1.251          1.691          12.89        5.10134
           4149           1.87            -99          2.254            -99
           4189         0.9715            -99          3.963            -99
           4203          1.331          1.451          7.357        5.18778
           4211          0.683          1.183          27.77         5.0476
           4214          1.862            -99          2.548            -99
           4215          3.905            -99          1.994            -99
           4222              2            -99          3.486            -99
           4226         0.9437         1.0837          6.869        5.00651
           4235          0.641          1.001          19.56        5.05743
           4239         0.8709            -99          2.636            -99
           4247         0.6415            -99          2.609            -99
           4254          1.259            -99          1.626            -99
           4255         0.5739         0.7339          10.69        5.08593
           4260          0.942            -99          1.512            -99
           4266           1.98           1.98          5.019              0
           4267         0.4547         0.5747          11.15        5.27375
           4268         0.5556         0.7156          12.16        5.38396
           4270           2.08           2.56           8.83        5.05581
           4290          1.783            -99          0.263            -99
           4297          1.153            -99          0.897            -99
           4308          1.155          1.335          8.204        5.10115
           4309          1.147            -99          0.516            -99
           4312          1.605          2.545          17.82        5.07654
           4314          0.679          1.139          23.14         5.0177
           4320          1.973          2.433          9.618        5.09149
           4321          1.247            -99          3.876            -99
           4322          1.152            -99          1.329            -99
           4325          2.801            -99          2.715            -99
           4344          1.949            -99          3.109            -99
           4362           1.53            -99          0.028            -99
           4363           2.23            -99          2.616            -99
           4367         0.7718            -99          0.904            -99
           4371              1            -99          3.254            -99
           4379           2.19            -99           4.08            -99
           4389           1.58            -99          0.566            -99
           4404          0.445            -99          1.744            -99
           4419           0.93            -99          2.539            -99
           4432          1.783            -99          1.255            -99
           4442          2.483            -99          1.063            -99
           4449          2.198          3.478          13.37        5.00945
           4451          1.147            -99           1.74            -99
           4456           2.04            2.6          10.58        5.04672
           4469          1.144            -99          3.721            -99
           4474           1.45            -99              0            -99
           4480          1.847            -99          1.764            -99
           4486         0.3767         0.6567          37.09        5.05397
           4499         0.4547         0.5147          6.813        5.14268
           4500           3.19           5.45          14.99        5.02174
           4503          1.085            -99          1.573            -99
           4504         0.9037            -99          0.818            -99
           4520           1.64            -99              0            -99
           4528         0.6605            -99          3.503            -99
           4531          2.041            -99          3.709            -99
           4537          0.748            -99          2.625            -99
           4542         0.3187            -99          1.672            -99
           4546          1.011            -99          2.346            -99
           4550          2.529            -99          1.077            -99
           4558           1.93            -99          0.573            -99
           4563         0.8962            -99          1.846            -99
           4564          1.517            -99          3.085            -99
           4575          1.827            -99          1.507            -99
           4580          1.084          1.484          13.42        5.11024
           4589         0.7435         0.8835            8.7        5.26159
           4592         0.6943         1.0143          14.35        5.14675
           4598         0.6971            -99          2.809            -99
           4601          3.837            -99          4.445            -99
           4603         0.8445            -99              0            -99
           4612          1.838            -99          2.264            -99
           4625         0.4866         0.7866          27.22        5.18234
           4627         0.7717            -99          3.139            -99
           4633          1.138          1.298          5.906        5.15632
           4654          1.256          1.556          9.361        5.09146
           4656          0.848          1.408          23.21        5.08609
           4663         0.2995         0.4795           27.4        5.44214
           4676         0.4862            -99          2.414            -99
           4681           2.37            -99          1.708            -99
           4694          2.237            -99          2.898            -99
           4701         0.5078            -99           1.56            -99
           4703          1.132            -99          2.805            -99
           4707            1.2            -99          3.809            -99
           4722         0.6807         0.7207          6.058         5.1358
           4738           0.93           0.97          6.484        5.18145
           4744          2.578            -99          0.001            -99
           4751         0.6817         0.6817          5.136              0
           4759         0.2714            -99          0.145            -99
           4760           2.41            -99          1.969            -99
           4762          2.718            -99          4.257            -99
           4774          2.198          2.818           10.6        5.04769
           4777         0.4381         0.5381          9.272        5.30226
           4779          2.169            -99          4.377            -99
           4787          2.186            -99          3.249            -99
           4789          2.225            -99           4.14            -99
           4793         0.4177            -99          1.874            -99
           4799         0.6407         1.4007          88.83        5.10072
           4804         0.2775            -99          3.289            -99
           4806          1.137            -99          2.876            -99
           4815            1.5            -99              0            -99
           4826          1.873          2.573          13.55        5.01285
           4828         0.5291            -99          1.306            -99
           4832          0.061          0.081          12.13        6.04793
           4839          1.414            -99          3.078            -99
           4846          0.575          0.595          6.658        5.25517
           4847          0.438            -99          0.442            -99
           4849          3.172            -99          2.793            -99
           4858          1.183            -99          4.019            -99
           4860           1.28            -99          2.979            -99
           4865          0.851          1.311          18.96        5.09423
           4868          1.903            -99          4.552            -99
           4874          2.218            -99          2.008            -99
           4887          1.889            -99          1.694            -99
           4888           1.37           1.57          7.369        5.14752
           4891         0.5206            -99              0            -99
           4901          1.984            -99          3.359            -99
           4905          1.306          1.646          10.47        5.16626
           4912         0.5705            -99           4.48            -99
           4916         0.5128            -99              0            -99
           4917         0.9414         1.0214          7.143         5.1996
           4919           1.25            -99          2.142            -99
           4924          1.535          1.595          5.523        5.11816
           4937          0.542          0.742           12.4        5.29661
           4945          1.859            -99          4.881            -99
           4954          2.032          2.672          9.059        5.10607
           4955         0.3551         0.5751          19.58        5.34335
           4974          1.013          1.353          12.62        5.02062
           4986           1.42           1.64          8.244        5.09728
           4990          4.229          9.229          15.32          7.718
           4991         0.3948            -99          2.398            -99
           4993          3.127            -99          0.452            -99
           4995           3.39           3.93          5.505        5.01098
           4996          0.915            -99          4.828            -99
           4997           2.42            -99          3.621            -99
           4999          1.588            -99           3.21            -99
           5000           1.78            -99          1.226            -99
           5007         0.7783         1.0783          13.58         5.0914
           5010          1.812            -99          1.949            -99
           5012          1.525          1.825          8.275        5.11161
           5016         0.5643            -99          1.787            -99
           5023          0.278          0.498            108        5.27847
           5026          2.936            -99          1.808            -99
           5028         0.2537         0.4337          49.67        5.47877
           5029         0.3215            -99          4.537            -99
           5033           1.24            -99          2.178            -99
           5034           1.97            -99          0.227            -99
           5042          2.133            -99              0            -99
           5050          1.151            -99              0            -99
           5055          0.639          1.019           19.1        5.19226
           5057           2.19            -99          1.384            -99
           5064         0.4067            -99          2.217            -99
           5067          2.046          2.286          6.742        5.01914
           5070          0.061            -99          0.542            -99
           5080          1.249          3.329          5.311        5.02948
           5089          1.988          2.208          7.825        5.12707
           5090          2.325          2.625          7.057        5.06473
           5095          1.808            -99          0.682            -99
           5097         0.4844         0.6444           12.7        5.26031
           5101          0.945            -99          3.797            -99
           5114          1.787            -99          2.887            -99
           5122          1.697            -99           1.19            -99
           5125          1.333            -99          3.283            -99
           5129          0.879            -99           1.08            -99
           5133          1.145          1.485          11.43        5.03772
           5138         0.7041         0.8041          7.839        5.00681
           5146          1.906            -99              0            -99
           5147          0.563          0.883          16.04        5.05714
           5148           2.09           2.09          5.063              0
           5155          1.713            -99          2.087            -99
           5156           3.32            -99          2.098            -99
           5162         0.7779            -99          3.577            -99
           5168          0.514          0.754           18.2        5.28128
           5170         0.6821         0.8421          9.568         5.2123
           5171           2.53            -99          2.473            -99
           5177           1.87           2.19          8.381         5.1268
           5185           0.68            -99          0.556            -99
           5187         0.5024         0.7624          29.59        5.31613
           5205          0.173            -99          4.199            -99
           5206         0.9081            -99          1.045            -99
           5211           2.56           3.52          10.64        5.04748
           5215           2.34           3.94          14.92        5.00737
           5218          1.117            -99          1.378            -99
           5225          1.893            -99          2.611            -99
           5238          0.909          1.229          12.07        5.14213
           5242         0.4543            -99          1.086            -99
           5245          0.656            -99              0            -99
           5255         0.8508            -99          2.699            -99
           5256          2.319          2.319          5.323        5.06325
           5258          3.645            -99          2.012            -99
           5265           2.36           2.62          6.687        5.00102
           5270           1.02            1.6          19.81        5.02411
           5273         0.4579            -99          3.111            -99
           5293          1.261            -99           2.93            -99
           5296          0.956          0.976          5.735         5.0785
           5309         0.8709            -99          1.408            -99
           5321         0.6806         1.1206          19.86         5.1995
           5325         0.4372         0.8172          67.85        5.07125
           5329          2.135            -99          2.496            -99
           5337           1.74            2.1           10.1         5.0676
           5342         0.3275            -99          1.237            -99
           5346         0.4574         0.8374          43.77        5.17522
           5347          1.142          1.402          9.022        5.10936
           5348          0.975          1.815           24.6        5.09452
           5350          1.871            -99          2.473            -99
           5358          0.503          0.663           11.3        5.13835
           5359          1.147            -99          4.055            -99
           5363           2.16            -99          0.124            -99
           5366          1.713            -99          1.557            -99
           5371         0.5128            -99          2.433            -99
           5372          1.675            -99          3.589            -99
           5374         0.8489            -99          2.519            -99
           5375         0.4879         0.6079          10.12        5.24358
           5382           2.28            -99          0.016            -99
           5395          1.563          2.003          9.374        5.10964
           5402          0.682            -99          1.917            -99
           5411          1.965            -99          0.866            -99
           5424          1.488            -99          2.417            -99
           5426          1.128            -99          3.853            -99
           5427          1.019            -99          1.088            -99
           5435          1.414            -99          2.839            -99
           5438           0.85           0.89          6.593        5.23064
           5446          1.413            -99          3.521            -99
           5450          1.073            -99          2.829            -99
           5459          0.021            -99          2.145            -99
           5464          2.278            -99          0.069            -99
           5484           1.53            -99          1.842            -99
           5509         0.5946            -99          3.458            -99
           5512         0.9438         1.4038          15.68         5.0579
           5515          1.246          1.526          9.876        5.03907
           5518           1.46            -99          1.673            -99
           5520          1.881            -99              0            -99
           5523          3.229            -99              0            -99
           5526         0.3766         0.5366          13.58        5.17584
           5529           2.99            -99          1.596            -99
           5530         0.4842         0.7642          23.58        5.10288
           5531         0.2365            -99          1.502            -99
           5537          0.941            -99          1.277            -99
           5543          3.551            -99          2.835            -99
           5545         0.8412         0.8612          5.067        5.01121
           5552         0.4923            -99          4.584            -99
           5588         0.4932         0.5732          8.084        5.37613
           5590           1.99            -99          0.461            -99
           5604         0.8498         1.0698          10.06        5.08476
           5612         0.3906            -99          3.494            -99
           5620          1.943            -99          1.927            -99
           5627          1.153          1.333           8.22        5.10389
           5634           2.24            -99          2.834            -99
           5647          1.526            -99              0            -99
           5650          0.744            -99          4.455            -99
           5655           1.46            -99          0.659            -99
           5664          1.195            -99          0.069            -99
           5668          1.299            -99          1.419            -99
           5671          1.249            -99           4.65            -99
           5672          2.323            -99          1.528            -99
           5675          1.829            -99          0.491            -99
           5682         0.8607            -99          1.412            -99
           5685         0.3063         0.3063          5.271              0
           5686         0.8194            -99          0.711            -99
           5691          1.187            -99          1.049            -99
           5692         0.8356            -99          2.991            -99
           5705          1.924            -99          3.397            -99
           5710          3.932            -99          2.413            -99
           5712            1.3            -99          1.919            -99
           5726          2.178          3.158          5.461        5.08863
           5730          2.212          6.832          40.19        5.00209
           5735          0.484          0.664          12.17        5.24081
           5744          1.918            -99          1.187            -99
           5747           0.89           1.07          8.924        5.12277
           5766          0.607          0.707          8.563        5.12277
           5770          0.851            -99          2.007            -99
           5779          1.693            -99              0            -99
           5789           2.59            -99           0.98            -99
           5797          1.756          1.836          6.081        5.07111
           5799         0.8709            -99          0.083            -99
           5801          3.691            -99           1.41            -99
           5802           2.01           2.01          5.728              0
           5805          1.247            -99          3.034            -99
           5809          1.412            -99          1.948            -99
           5814         0.4587         0.5387          8.739        5.33367
           5816          1.365            -99          1.688            -99
           5822         0.2777         0.4777          26.02        5.02953
           5829          1.222            -99          1.547            -99
           5830          2.757            -99           2.21            -99
           5835         0.8505            -99          1.863            -99
           5836           2.13           2.33          6.449        5.05312
           5837          1.086            -99          4.622            -99
           5841          1.017            -99          0.771            -99
           5847           3.08            -99          1.941            -99
           5849           1.39           1.61          7.929        5.14454
           5853         0.2986         0.4986          24.23        5.17664
           5862         0.6879            -99          0.583            -99
           5869          1.362            -99          3.311            -99
           5879         0.6801         1.0401           15.2        5.01644
           5880          1.518            -99           2.18            -99
           5882         0.5035         0.5435          6.714        5.22071
           5898           0.85           0.89          5.437        5.01643
           5907          1.301            -99          2.864            -99
           5916          2.441          2.581          5.735        5.02925
           5917          1.671            -99          4.625            -99
           5921            2.2            -99          0.384            -99
           5922          2.326            -99           3.19            -99
           5925           1.29            -99          2.728            -99
           5941          1.889            -99          0.646            -99
           5966         0.8172            -99          0.823            -99
           5969         0.4835            -99          0.993            -99
           5974          1.609          1.729          6.609        5.13342
           5976         0.7452         0.7852          7.361        5.28921
           5977          2.904            -99          4.488            -99
           5982           5.34            -99          1.336            -99
           5997         0.8699            -99          1.445            -99
           6000         0.8518            -99          0.824            -99
           6003           1.38            -99          2.013            -99
           6005         0.4396         0.8596          45.71        5.05884
           6006           3.13           4.61          10.35        5.00114
           6011         0.4379            -99          1.862            -99
           6012         0.8517         1.3117          13.79        5.14268
           6015         0.4439         0.5639          9.829         5.1708
           6025          0.011            -99          2.185            -99
           6037          0.743            -99          3.694            -99
           6061          2.079          4.299          28.47        5.02299
           6065         0.8402         1.0002           8.38        5.20259
           6072          1.819            -99          0.954            -99
           6073         0.8541         0.9141          7.074        5.15656
           6075         0.5032            -99              0            -99
           6078          1.891            -99          2.906            -99
           6081           1.08            -99          1.226            -99
           6084         0.3059         0.5059          44.99        5.06772
           6085          1.005          1.085          6.712        5.07516
           6090          0.848          1.288          28.58        5.12302
           6091          2.482            -99          4.013            -99
           6092         0.9448         0.9648          6.312        5.19775
           6094           1.71           2.09          9.002        5.10275
           6096           1.92           2.24          7.648        5.01485
           6102           1.28            -99          2.837            -99
           6107          1.734            -99          3.178            -99
           6110          0.781            -99          2.718            -99
           6114          1.012            -99           3.62            -99
           6121         0.1556         0.1556          6.732        6.28823
           6127         0.8839            -99          0.709            -99
           6141          0.351            -99          3.914            -99
           6147         0.5869         0.6269          6.345        5.38338
           6151         0.4721            -99          1.335            -99
           6152           2.48            -99          1.396            -99
           6155          2.757            -99          1.959            -99
           6156          0.852            -99          1.229            -99
           6158         0.8509            -99          3.672            -99
           6166           2.26            -99              0            -99
           6186         0.4742         0.6342          11.19        5.05243
           6197         0.4859            -99           2.09            -99
           6216         0.8493            -99          0.772            -99
           6221          0.443          0.463          5.955        5.10196
           6233          1.522            -99          1.019            -99
           6242          1.996            -99          2.804            -99
           6245         0.8541            -99          2.651            -99
           6249            2.2            -99          4.238            -99
           6251          1.155          1.835          15.98        5.00183
           6256         0.6801            -99          0.955            -99
           6262          0.041            -99          1.771            -99
           6265          2.756          3.696          11.27        5.06739
           6287           2.11           3.29          13.32        5.05277
           6289           2.32            -99          4.963            -99
           6290          0.501          0.601          8.793         5.1018
           6292          2.191            -99          4.713            -99
           6296          0.975          1.975          41.29        5.07072
           6308          2.897          7.897           28.4        24.6517
           6311          0.502          0.542          6.663        5.37584
           6315         0.5042            -99          1.629            -99
           6319          1.949            -99           1.38            -99
           6324           2.53            -99          1.914            -99
           6329          1.579            -99          1.406            -99
           6330          1.986            -99          3.573            -99
           6332         0.3576            -99              0            -99
           6333         0.4041         0.5841          14.91        5.06233
           6350         0.8502            -99          3.848            -99
           6352         0.6813         0.8413            9.5        5.25271
           6363         0.5285            -99          2.082            -99
           6368          2.482            -99          0.084            -99
           6381         0.7468            -99          2.722            -99
           6383          0.913          1.713          34.42         5.0404
           6385           1.97            -99          2.414            -99
           6386          1.522          2.242          14.64        5.07589
           6394         0.8526            -99          1.368            -99
           6395          1.963            -99          0.029            -99
           6398          1.062            -99          1.277            -99
           6401          0.549            -99          1.617            -99
           6403          1.305            -99          1.277            -99
           6406           5.47          10.47          9.272        5.25653
           6409         0.9403         1.1403          9.643        5.14764
           6412          0.451            -99          1.078            -99
           6429         0.4111            -99          2.765            -99
           6438          0.504          0.524          6.661        5.37391
           6445          1.971            -99          1.794            -99
           6448         0.6334            -99              0            -99
           6460           2.96            -99          0.687            -99
           6464         0.8484         1.0884          8.458        5.07322
           6466         0.8618            -99              0            -99
           6486          2.582            -99          3.466            -99
           6489          2.323          2.883          9.761        5.03628
           6509          2.387          3.307           13.1        5.07489
           6517          1.689          1.949          8.314        5.09425
           6519          1.383            -99          2.549            -99
           6522          1.249            -99          3.772            -99
           6537          1.548          2.488          18.42        5.06395
           6547           0.85           1.21          17.22        5.04497
           6548         0.8612            -99           3.01            -99
           6553           1.26            -99          2.045            -99
           6558          3.366            -99          3.531            -99
           6580          1.015            -99              2            -99
           6592         0.7198            -99          3.305            -99
           6614          1.183            -99          1.284            -99
           6617         0.3776         0.3776          5.193        5.23918
           6620         0.8411            -99              0            -99
           6629          1.936            -99          3.542            -99
           6634           1.24            -99          1.149            -99
           6638         0.8499            -99          1.369            -99
           6641         0.8524         0.8724          5.965        5.02949
           6643           2.18            -99          1.393            -99
           6650           1.78            -99          1.137            -99
           6662          1.013            -99           4.36            -99
           6665          0.936          1.536          24.23        5.09645
           6672          1.819            -99            1.3            -99
           6676          1.242          1.662          7.849        5.02385
           6677         0.8542            -99              0            -99
           6693          0.834            -99          4.206            -99
           6694          0.851            -99          4.918            -99
           6695           1.45            -99          3.458            -99
           6700         0.5577         0.5577          5.111              0
           6707          1.855            -99           2.33            -99
           6710         0.7837         1.4037          22.53        5.09591
           6712         0.8263            -99          0.438            -99
           6714          1.128          1.908          21.35        5.00099
           6724           2.03           2.57          9.131        5.04524
           6745          2.798            -99          1.472            -99
           6768           1.36           1.84          12.79        5.00008
           6770          1.345            -99          4.343            -99
           6775           1.44            -99          1.873            -99
           6778          1.955            -99          2.551            -99
           6782          5.851            -99          2.387            -99
           6787           1.17           1.69          13.21        5.10676
           6789         0.9743         1.2543          13.58        5.17002
           6790         0.3548            -99          4.307            -99
           6801          1.577            -99              0            -99
           6820          2.439            -99          2.434            -99
           6827           0.97           0.97          5.361              0
           6828           3.12           3.56          7.644        5.04493
           6845          0.566          0.806          17.75        5.19963
           6856          1.942            -99          0.843            -99
           6871           1.67            -99          2.633            -99
           6882         0.6406            -99          3.606            -99
           6887         0.8644            -99          1.882            -99
           6888          1.132            -99          0.989            -99
           6891          2.701          6.361          23.27        5.00187
           6914          0.436            -99              0            -99
           6917          1.933            -99          3.154            -99
           6922          1.141            -99          0.421            -99
           6928           1.46            -99          2.418            -99
           6934           2.44            2.5          5.479        5.07456
           6944           1.43            -99          2.847            -99
           6945          0.801            -99          3.434            -99
           6950          2.988            -99           3.72            -99
           6963           2.28            -99          2.368            -99
           6969           2.42            -99          2.809            -99
           6973            1.3            -99          4.792            -99
           6977         0.4589         0.4589          5.129        5.23866
           6983         0.9349            -99          2.819            -99
           6984         0.4759         0.5359          7.602        5.15066
           7006         0.4535            -99          2.718            -99
           7008           1.93            -99          2.786            -99
           7009          1.757          2.517          16.55        5.10252
           7038           2.34            -99          3.076            -99
           7041         0.3758         0.5158          13.72        5.24223
           7045         0.8487         1.0687          9.262        5.05485
           7052          0.376          0.736          102.9        5.20009
           7053          2.414          3.554          13.25        5.00503
           7054              2              7          41.09        5.05413
           7063         0.4304            -99          1.674            -99
           7065         0.3668         0.5468          17.84        5.38749
           7079          1.303            -99          4.723            -99
           7092         0.8627            -99          0.519            -99
           7093           0.88            -99          2.196            -99
           7098          0.201            -99           1.82            -99
           7099          0.795          0.955          8.319        5.00895
           7101         0.8545            -99          2.223            -99
           7107         0.4574            -99          1.491            -99
           7114         0.4565         0.5565          8.122        5.07013
           7131         0.7953            -99          2.601            -99
           7132          0.935            -99          1.115            -99
           7140         0.1888            -99          1.048            -99
           7143         0.9053            -99          0.703            -99
           7145         0.9037            -99          4.123            -99
           7149          3.285            -99           3.35            -99
           7150          0.691            -99          2.951            -99
           7151         0.6912            -99          1.151            -99
           7156         0.1891            -99          4.437            -99
           7157         0.9917            -99          3.792            -99
           7169          1.027            -99              0            -99
           7171           1.55            -99          0.545            -99
           7172         0.9456         1.4256          15.65        5.11842
           7173          1.241          1.461          9.188        5.15009
           7178          0.936          1.276          13.65         5.1971
           7181          1.147            -99          0.116            -99
           7185          0.858          1.678          49.15        5.09723
           7188          2.486          2.866          7.902        5.03555
           7189         0.7782            -99          1.692            -99
           7194          1.447            -99          2.412            -99
           7196         0.6393         1.2393          75.21        5.14349
           7205          0.001            -99          0.221            -99
           7231          0.385            -99              0            -99
           7236         0.5124         0.8324          20.17        5.25539
           7240          1.055          1.115          5.956        5.15044
           7246         0.4588            -99          2.389            -99
           7248         0.4304            -99          3.725            -99
           7249          1.497          2.277          16.44        5.08599
           7256         0.8672            -99          1.696            -99
           7263         0.1085         0.1085          7.707        6.47671
           7266              2            -99          1.135            -99
           7270          3.362            -99          3.901            -99
           7275         0.5334         0.5334          5.073              0
           7282          1.316            -99          1.792            -99
           7289         0.9419         0.9419          5.136              0
           7300          1.724            -99           0.81            -99
           7320          0.917          1.157          9.606        5.15545
           7322           1.37            -99              0            -99
           7340          2.408            -99           2.51            -99
           7346          1.686            -99           2.18            -99
           7347          2.078            -99          0.086            -99
           7353          1.344          1.584          8.385        5.07667
           7359          1.418            -99          1.893            -99
           7367          2.243            -99              0            -99
           7368          1.489            -99          1.618            -99
           7369          2.327            -99          4.162            -99
           7379          1.484          1.684          8.953        5.08487
           7380          1.084            -99          2.164            -99
           7381           1.32            -99          2.113            -99
           7385          2.203          2.683          7.801        5.00341
