# id     ra            dec          z        ez        z_sp     z_op    fK         dfK        fch1       dfch1     fch2       dfch2     fch3       dfch3      fch4       dfch4      f24       df24       f16         df16       f100       df100      f160       df160       f250       df250    f350       df350    f500       df500    f850        df850    f1160      df1160   f20cm       df20cm     SNR     Mstar           SFR       eSFR      sSFR      goodArea   Type_AGN   Type_SED   Type_FIR  
  16332  189.2442017   62.1585388   3.501    0.4       -1.0     -99.0   -99.0      1.0E10     0.004294   3.7E-5    0.003968   6.3E-5    0.006358   4.05E-4    0.009644   4.87E-4    0.03711   0.003592   0.02178     0.006289   1.023      0.3177     3.897      0.5336      9.834      1.688    13.82      1.25     10.88      4.73     6.544       1.085    1.409      0.686    0.0467      0.0114     16.3    0.0             592.9     150.9     -99.0     1          0          0          1         
  16381  188.9898376   62.15728     1.028    -1.0      1.028    1.01    0.02992    0.002992   0.03531    5.3E-5    0.02711    8.2E-5    0.02122    5.38E-4    0.02038    6.29E-4    0.1799    0.009695   -99.0       1.0E10     1.559      0.3778     2.251      0.9218      6.695      1.107    6.538      2.42     -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0164      0.003      8.178   3.03399997E10   17.07     2.087     0.5627    0          0          -1         1         
  16384  189.1861572   62.1575127   0.518    -1.0      0.518    0.48    0.02312    0.002312   0.01955    4.2E-5    0.01562    6.4E-5    0.01317    4.19E-4    0.01886    5.04E-4    0.06184   0.003056   0.05865     0.006897   0.8603     0.3022     2.141      0.5654      2.553      1.171    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009283    0.002531   5.216   5.0109998E9     1.538     0.2949    0.3069    1          0          -1         1         
  16433  189.1252441   62.1566391   0.9542   -1.0      0.9542   0.91    0.01294    0.001294   0.02743    4.6E-5    0.04037    7.0E-5    0.06311    4.37E-4    0.1316     5.41E-4    0.2203    0.01013    0.1893      0.008419   1.998      0.3387     2.374      0.6459      0.6607     1.575    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0366      0.0028     6.964   1.74600008E10   7.242     1.222     0.4149    1          1          -1         1         
  16456  189.1583252   62.1561508   0.514    -1.0      0.514    0.78    0.04571    0.004571   0.05279    5.4E-5    0.03411    6.9E-5    0.03484    4.32E-4    0.02992    5.31E-4    0.215     0.007666   0.1876      0.006354   2.78       0.3121     3.618      0.6537      7.083      0.9601   4.06       1.641    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0176      0.0026     13.06   2.83099996E10   4.036     0.3091    0.1426    1          0          -1         1         
  16466  189.2034454   62.1560974   2.54     0.319     -1.0     2.54    0.002754   2.754E-4   0.008142   4.0E-5    0.01111    6.4E-5    0.01223    4.11E-4    0.009451   5.04E-4    0.1617    0.008726   0.01638     0.007532   0.3459     0.327      3.397      0.7459      7.142      1.41     8.026      2.985    7.015      1.401    3.454E-9    0.821    2.13E-10   0.572    0.0145      0.0024     8.934   5.2720001E10    193.4     57.23     3.669     1          0          -1         1         
  16495  188.9395905   62.1554375   1.29     0.206     -1.0     1.29    0.003733   3.733E-4   -99.0      1.0E10    -99.0      1.0E10    -99.0      1.0E10     -99.0      1.0E10     -99.0     1.0E10     -99.0       1.0E10     4.687      0.5682     5.362      1.209       5.712      1.8      8.881      2.419    9.516      3.093    1.0E-99     1.0E10   0.5852     0.9997   0.009936    0.00281    11.0    6.7910001E9     55.31     20.95     8.144     0          0          0          1         
  16501  189.2812805   62.1555443   0.956    -1.0      0.956    0.93    0.01614    0.001614   0.02094    4.4E-5    0.01563    7.2E-5    0.01485    4.26E-4    0.01243    5.37E-4    0.1293    0.007292   0.115       0.007199   1.542      0.365      3.863      0.6973      3.392      2.249    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.007673    0.002489   7.128   1.23599995E10   13.09     1.836     1.059     1          0          -1         1         
  16543  189.2324219   62.1548729   0.4192   -1.0      0.4192   0.47    0.08472    0.008472   0.07258    5.4E-5    0.07234    7.4E-5    0.06858    4.12E-4    0.1623     4.99E-4    0.8127    0.02164    0.3949      0.007141   26.42      0.3712     33.02      0.507       22.59      1.385    11.91      1.444    4.636      2.049    1.0E-99     1.0E10   -99.0      1.0E10   0.0782      0.0055     98.22   1.592E10        24.39     0.3506    1.532     1          0          1          1         
  16567  189.308548    62.154686    2.008    0.1685    -1.0     2.12    0.01169    0.001169   0.01691    4.9E-5    0.02057    9.0E-5    0.02827    5.18E-4    0.03362    6.58E-4    0.08693   0.006491   -99.0       1.0E10     1.039      0.3649     2.854      0.7948      3.744      1.49     -99.0      1.0E10   -99.0      1.0E10   5.424E-7    0.9456   -99.0      1.0E10   0.01472     0.002543   5.227   1.00499997E11   68.45     22.88     0.6814    1          0          -1         1         
  16576  189.1703644   62.1544991   1.261    -1.0      1.261    1.18    0.006194   6.194E-4   0.0105     4.1E-5    0.01056    7.4E-5    0.008545   4.3E-4     0.01102    5.22E-4    0.08622   0.003541   0.09366     0.008798   1.525      0.3277     2.241      0.7016      3.699      0.9617   3.251      1.745    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0233      0.0064     7.081   1.208E10        21.56     3.045     1.785     1          0          -1         1         
  16594  189.3335571   62.1544342   1.54     0.229     -1.0     1.54    0.005861   5.861E-4   0.01365    8.7E-5    0.01439    1.56E-4   0.01505    0.001005   0.01498    0.001061   0.1394    0.009887   -99.0       1.0E10     1.673      0.4552     5.799      1.337       4.688      2.285    2.905E-7   5.925    -99.0      1.0E10   1.376       1.08     -99.0      1.0E10   0.01837     0.002582   6.177   2.52300001E10   57.85     29.92     2.293     0          0          0          1         
  16656  189.0560455   62.1529961   0.4097   -1.0      0.4097   0.41    0.04571    0.004571   0.02589    4.3E-5    0.02203    6.6E-5    0.01579    4.16E-4    0.02579    5.23E-4    0.05518   0.003861   0.04336     0.008351   1.42       0.343      2.454      0.7457      4.394      1.912    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   4.351E-4    0.002649   5.766   1.38700001E10   1.178     0.2043    0.08496   1          0          -1         1         
  16681  189.2510834   62.1527367   2.58     0.322     -1.0     2.58    0.006855   6.855E-4   0.01719    4.2E-5    0.0254     7.0E-5    0.03264    4.24E-4    0.02674    5.08E-4    0.2663    0.009872   0.08239     0.00938    2.195      0.3606     6.225      0.575       16.16      1.015    14.94      1.797    16.08      2.839    3.57        1.121    0.3742     0.6605   0.2974      0.0101     22.79   2.14800007E11   371.8     110.2     1.731     1          1          -1         1         
  16703  189.1323547   62.1519203   0.8457   -1.0      0.8457   0.82    0.1995     0.01995    0.2598     8.4E-5    0.1725     8.9E-5    0.1407     4.47E-4    0.1243     5.38E-4    0.2157    0.01049    0.1592      0.01197    4.006      0.4365     7.116      0.7038      6.222      2.228    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01959     0.002506   13.94   2.05100007E11   17.65     3.199     0.08606   1          0          -1         1         
  16711  189.023468    62.1521378   1.073    0.1801    -1.0     1.08    0.009638   9.638E-4   0.01189    4.1E-5    0.01048    6.7E-5    0.01061    4.4E-4     0.01665    5.46E-4    0.1111    0.005529   -99.0       1.0E10     1.798      0.3618     1.387      0.9467      -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.00447     0.002667   5.18    2.05099991E10   12.55     7.926     0.6119    0          0          0          1         
  16716  189.344986    62.1525421   0.3229   -1.0      0.3229   0.44    0.07586    0.007586   -99.0      1.0E10    0.0452     3.94E-4   -99.0      1.0E10     0.1022     0.002112   0.1192    0.0243     -99.0       1.0E10     7.93       0.8017     12.81      2.746       10.01      4.428    35.09      7.716    29.03      6.338    1.0E-99     1.0E10   1.321      0.8087   0.0351      0.0069     13.0    1.10099999E10   3.642     0.2801    0.3307    0          0          -1         1         
  16723  189.3403168   62.1522865   0.701    0.7       -1.0     -99.0   -99.0      1.0E10     0.006097   2.13E-4   0.007249   3.36E-4   -99.0      1.0E10     0.01145    0.001875   0.05461   0.007053   -99.0       1.0E10     2.424      0.4969     1.684      1.452       -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.008364    0.002901   5.014   0.0             12.32     12.32     -99.0     0          0          0          1         
  16724  189.0329285   62.1518669   0.6372   -1.0      0.6372   0.67    0.05445    0.005445   0.04577    4.8E-5    0.03298    6.8E-5    0.03431    4.31E-4    0.02537    5.25E-4    0.1431    0.005409   0.08159     0.01869    2.538      0.3568     5.15       0.8516      11.45      1.095    11.17      1.64     3.169      4.566    1.0E-99     1.0E10   -99.0      1.0E10   0.01346     0.002635   15.6    3.7319999E10    9.244     0.5926    0.2477    0          0          -1         1         
  16735  188.9600983   62.151413    0.7789   0.15      -1.0     0.79    0.04966    0.004966   0.03975    1.01E-4   0.02849    2.52E-4   0.03223    0.001984   0.01736    0.001891   0.1719    0.01147    -99.0       1.0E10     2.229      0.5066     3.748      1.121       10.62      2.003    5.934      2.771    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.00686     0.00281    7.952   2.00399995E10   12.64     5.955     0.6307    0          0          0          1         
  16774  189.0770416   62.1509819   1.673    -1.0      1.673    1.63    0.02535    0.002535   0.04855    5.0E-5    0.05573    7.2E-5    0.04915    4.31E-4    0.0362     5.34E-4    0.1481    0.01018    0.05348     0.008794   0.3689     0.5288     5.897      1.366       12.14      3.073    11.98      5.108    -99.0      1.0E10   0.3604      2.19     -99.0      1.0E10   0.01006     0.002739   6.344   1.86999996E11   88.7      13.98     0.4742    1          0          -1         1         
  16775  189.0784912   62.1502724   2.33     0.1135    -1.0     2.16    0.004966   4.966E-4   0.01186    4.1E-5    0.01449    6.5E-5    0.01775    4.29E-4    0.01496    5.33E-4    0.1062    0.009826   0.02137     0.01119    2.754      0.4607     2.704      1.667       5.598      3.25     9.454      5.36     8.879      1.465    2.582       2.065    2.13E-10   0.5304   0.0193      0.0029     9.097   9.8160001E10    269.4     69.97     2.744     1          0          -1         1         
  16801  188.9691467   62.150589    0.7929   -1.0      0.7929   0.86    0.02729    0.002729   0.02783    7.5E-5    0.01978    1.46E-4   0.02622    9.96E-4    0.02088    0.001168   0.1967    0.009343   -99.0       1.0E10     3.596      0.5587     7.907      1.503       5.142      2.072    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0176      0.0031     8.676   1.26500004E10   15.95     1.838     1.261     0          0          0          1         
  16802  188.9797516   62.150486    1.875    -1.0      1.875    1.75    0.02051    0.002051   0.04226    6.5E-5    0.06133    1.13E-4   0.08174    7.59E-4    0.09727    8.74E-4    0.3603    0.01379    -99.0       1.0E10     3.484      0.4589     5.224      0.9718      10.87      1.028    6.224      1.777    7.513      2.559    0.4715      1.391    1.001      0.8673   0.1797      0.0063     14.86   1.23600003E11   116.8     17.27     0.9451    0          1          -1         1         
  16810  189.0555725   62.1504669   3.138    0.178     -1.0     2.96    0.004613   4.613E-4   0.01109    4.0E-5    0.01393    6.5E-5    0.01742    4.25E-4    0.01927    5.28E-4    0.07594   0.004594   1.903E-10   0.007166   1.623      0.3165     2.614      0.7799      5.767      2.008    11.27      1.814    9.826      1.613    4.268       0.8949   0.6512     0.5067   0.01213     0.00267    12.08   6.9500002E10    352.2     46.74     5.068     0          0          -1         1         
  16846  188.9942474   62.1498032   3.631    0.2185    -1.0     3.85    0.001585   1.585E-4   0.002867   4.7E-5    0.003614   9.0E-5    0.004366   5.85E-4    0.006047   7.29E-4    0.02021   0.005904   -99.0       1.0E10     1.07       0.4645     2.179      1.046       5.905      1.768    6.478      2.79     2.196      3.447    0.9785      1.399    0.5243     0.6246   0.009092    0.002799   5.272   8.5500002E10    412.3     78.21     4.822     0          0          -1         1         
  16848  189.0263214   62.149662    1.017    -1.0      1.017    1.11    0.04742    0.004742   0.06172    5.3E-5    0.04944    7.3E-5    0.03531    4.47E-4    0.03022    5.49E-4    0.1739    0.007711   -99.0       1.0E10     1.537      0.3778     4.499      0.8747      5.278      1.954    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01127     0.002638   7.092   1.12699998E11   16.61     2.342     0.1474    0          0          -1         1         
  16856  188.9634705   62.1494484   0.7895   -1.0      0.7895   0.88    0.03981    0.003981   0.04087    1.02E-4   0.02977    2.64E-4   0.03336    0.001878   0.02089    0.001854   0.2542    0.01392    -99.0       1.0E10     5.284      0.5283     9.106      1.023       4.953      3.12     -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.03191     0.002833   13.48   2.14799995E10   21.28     1.578     0.9909    0          0          -1         1         
  16865  189.2929535   62.1496201   0.475    -1.0      0.475    0.44    0.1445     0.01445    0.0779     6.5E-5    0.07022    1.01E-4   0.05991    5.73E-4    0.1169     7.07E-4    0.3984    0.01192    0.3566      0.01386    8.7        0.3335     17.19      0.459       14.22      1.808    9.66       4.527    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0675      0.0086     46.37   4.0919998E10    10.95     0.804     0.2676    1          0          -1         1         
  16907  189.0887909   62.148632    1.08     -1.0      1.08     1.08    0.01977    0.001977   0.02897    4.5E-5    0.02269    6.7E-5    0.01563    4.3E-4     0.01697    5.38E-4    0.1543    0.006561   0.1505      0.008541   2.39       0.3212     3.709      0.9116      6.055      1.012    3.125      1.917    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01032     0.002718   10.51   1.95900006E10   24.29     2.312     1.24      1          0          -1         1         
  16953  189.0308228   62.1480751   2.18     0.095     -1.0     2.03    0.003532   3.532E-4   0.006826   4.0E-5    0.007115   6.6E-5    0.0073     4.45E-4    0.007335   5.48E-4    0.07552   0.005404   -99.0       1.0E10     1.079      0.3305     4.424      0.6886      11.12      1.911    14.01      4.471    16.4       5.141    1.523       1.138    1.91       0.6882   0.0154      0.0029     10.74   3.483E10        169.1     27.1      4.855     0          0          0          1         
