#      Type_AGN        SAVEDid          radio         eradio          xfRad           xeRad
#
              0              6          11.49          3.202        0.02057        0.00084
              0             18        -0.4365          3.186       0.003658       0.002338
              0             35          2.793          3.066       0.002773      0.0008515
              0             36          17.18          3.181        0.02063       0.003095
              0             38          12.92           3.22        0.01737        0.00023
              0             44          2.416          3.187        0.01236        0.00044
              0             48          4.285           3.18       0.004242       0.002906
              0             50         0.6058            3.1       0.004765       0.001173
              0             56          7.701          3.145       0.007704       0.001089
              0             64          3.532          3.068       0.004277       0.002284
              0             65        -0.4437          3.058       0.002322        0.00126
              0             91         0.8586          3.189       0.002427        0.00136
              0             95        -0.4384          3.032       0.001051      0.0004869
              1            106           46.1            7.4        0.01639       0.002965
              0            107          3.706          3.103       0.005556       0.001605
              0            112          7.197          3.186        0.00624         0.0021
              0            123        -0.4518          2.997       0.003646       0.001343
              0            126          7.244          3.123       0.004726       0.003013
              0            127          18.61          3.128        0.02158         0.0004
              0            130          9.296          3.198        0.04122        0.00178
              0            132         -0.398          3.031       0.002897       0.001047
              0            135          1.483          3.041       0.003222       0.002109
              0            142          5.694          3.131       0.008294       0.003476
              0            145          5.104          3.065       0.008553      0.0003835
              0            152          4.315          3.197        0.01465       0.002455
              0            158           42.3           11.2        0.02699        0.00664
              0            162          176.4           13.9          0.106        0.00345
              0            169        -0.4582          2.994       0.001985       0.000829
              0            175           6.08           3.04        0.00997       0.002741
              0            179          2.385          3.008        0.01052      0.0008635
              0            180          5.091          3.138       0.004052       0.002479
              0            185        -0.3867          3.062       0.004106        0.00209
              0            186          5.541          3.357       0.005997       0.002512
              0            207          2.747          3.057       0.003664      0.0009505
              0            208          2.946           2.99       0.003527       0.001478
              0            213          132.6            7.5         0.1007        0.00192
              0            214          4.735           3.05       0.006376       0.003433
              0            216          4.557          3.145        0.01033       0.002545
              0            217          5.672          3.078       0.009261       0.004329
              0            227          3.287          3.074       0.003094       0.002119
              0            239         0.8037          3.305        0.00547       0.003239
              0            242          1.421          3.075       0.003442       0.001427
              0            245          4.777          3.128       0.003985       0.001301
              0            247          1.061          3.261       0.001101      0.0004138
              0            248          2.874          3.047       0.005044       0.002381
              0            254           11.9           3.03       0.005306        0.00295
              1            255          703.9           22.1        0.01204       0.004686
              0            256          28.36          2.999        0.04238       0.006245
              0            257          27.71          3.129        0.02637        0.00291
              0            262        -0.4211          3.015       0.003305       0.001168
