#           _id          snr24        snr20cm         snr100         snr160         snr250         snr350         snr500        snr1160          snrIR         snrIRMM
#
           7508        5.28021       0.573622        1.34667     8.4642e-06            -99            -99            -99            -99        1.34667        8.11503
           7510        7.00733        1.45328        4.03409        1.73881            -99            -99            -99            -99        4.39288        9.07572
           7511        15.4984              0        1.71701        2.31517            -99            -99            -99            -99        2.88239        16.2866
           7532         11.884       0.516397        2.48067         3.7247        3.04605        1.70849            -99            -99        5.67667        14.5815
           7533        4.87672          1.783       0.390346       0.159243            -99            -99            -99            -99       0.421579        5.43102
           7540        7.15815        2.87896        2.02085        2.40975            -99            -99            -99            -99        3.14496          10.06
           7544        14.1769       0.262853        2.35789        2.59077            -99            -99            -99            -99         3.5031        15.9063
           7548        13.3736        2.07554        1.78827        1.42096        3.92478        4.47545        1.57373        0.65866        6.60008        15.0573
           7558        6.02808       0.917947        3.56083       0.396529    1.96029e-07            -99            -99            -99        3.58284        7.07228
           7562        8.44319        2.52634        2.16826        3.41534    1.44095e-07            -99            -99            -99        4.04548        9.96799
           7568        25.6247         1.1407         10.998        10.7018          4.271       0.988642            -99            -99        15.9594        30.2098
           7573        8.32105        1.01308        1.54545        2.69799            -99            -99            -99            -99        3.10927        9.24531
           7577        7.74917       0.969697    3.33777e-05      0.0415721            -99       0.701037            -99        3.48415        3.55422        8.58036
           7579        7.67978         2.2324    4.95395e-05        0.42572            -99            -99            -99            -99        0.42572         8.1648
           7582        9.37513        1.42507        1.31228          3.278        1.69825            -99            -99            -99        3.91809        10.2604
           7588        25.2782        4.83883        5.08445        10.8616        13.0232        7.37937        3.61631       0.605088        19.5276        40.3273
           7590         8.5273       0.166226        1.99254            -99            -99            -99            -99            -99        1.99254        8.81191
           7594         3.4472        1.00519    2.71792e-05       0.887872            -99            -99            -99            -99       0.887872        3.69891
           7598        28.4296           8.48        17.7847        10.8184        11.1272         1.3414            -99            -99        23.6421        50.5598
           7610        7.18757        3.16292       0.955801        1.76149            -99            -99            -99    4.25745e-10         2.0041        8.10442
           7616            -99        17.6714       0.486725       0.779134        1.58717       0.778609      0.0752628        2.14452        2.92813        14.8947
           7623       0.126811        3.07471    4.36522e-05    1.72106e-05            -99            -99            -99            -99    4.69225e-05        3.07732
           7624        11.1717        2.57266        1.03671        2.99965            -99            -99            -99            -99        3.17375        16.8339
           7630        32.9358        6.18605        20.9784        20.2392        9.93112        3.80603    1.65389e-07            -99        31.0295        52.3936
           7636         5.3059       0.853716       0.595845            -99            -99            -99            -99            -99       0.595845        5.40708
           7640        5.06647        1.37753    9.17611e-06       0.261364            -99            -99            -99            -99       0.261364         5.2569
           7642            -99        17.6714    1.01278e-05    4.08698e-06       0.706766       0.488629      0.0505668    1.34981e-10       0.860717        14.6294
           7643        1.22773        3.12289        2.24385    1.04045e-05    6.80161e-08            -99            -99            -99        2.24385        4.03666
           7645        2.02322        0.17539       0.321731    1.38563e-05            -99            -99            -99            -99       0.321731        2.18628
           7646        6.39201              0       0.129822    1.36372e-05            -99            -99            -99            -99       0.129822        6.39333
           7678        25.6646        6.23703        3.86415        1.85196        4.19602        2.50056            -99       0.399154        6.51001        27.6334
           7682        24.5917        5.48438        4.03016         1.5742        1.74558        1.80486       0.376081       0.968278         5.1092        27.7227
           7683        21.2394         6.1975    1.05831e-05        3.22417        4.79861        3.14874       0.865918       0.857803        6.69493        23.1159
           7686        11.2745       0.745166        0.36759        1.21606            -99            -99            -99            -99         1.2704        11.3703
           7687         25.508          13.72        11.4864        5.24627       0.899624            -99            -99            -99        12.6597        49.0577
           7698        35.2929         4.0239        11.1801        8.64808        4.76759      0.0550958            -99            -99         14.917        43.3926
           7700         12.061       0.481363        2.21324        1.10281            -99            -99            -99            -99        2.47277        12.3906
           7711        20.7851        3.98305        9.79965         6.9967          3.598    1.30036e-07            -99            -99        12.5671        27.3503
           7716        18.9253              9       0.222914        2.30809        1.98501          1.553        1.03933    1.61854e-10          3.579        21.4106
           7723        6.17597        1.20277       0.784103       0.252799            -99            -99            -99            -99       0.823848        6.36236
           7733        2.17602        1.04606    3.52198e-05       0.981148            -99            -99            -99            -99       0.981148        2.60614
           7739         3.8808              0        2.33625        2.26774            -99            -99            -99            -99        3.25587        8.11592
           7746         4.4261       0.410098    3.39572e-05    2.03216e-05            -99    6.10551e-08    5.41492e-08    3.12546e-10    3.95735e-05        4.44506
           7762         2.5057           7.48        2.66018       0.964066            -99            -99            -99            -99        2.82949        8.45482
           7780        4.90006        2.45828      0.0851064        2.48789            -99            -99            -99            -99        2.48935        6.02085
           7783        8.62381        2.17284        2.72954        1.31287            -99            -99            -99            -99        3.02886        10.8622
           7800        17.7643        3.89701        1.18882        5.42181         2.5364            -99            -99            -99        6.10267        19.4431
           7803         17.307        2.16815        2.49263        5.31752         3.3393         1.9094            -99            -99         7.0204        18.9381
           7810        6.98803              0        1.32103    2.11666e-05            -99            -99            -99            -99        1.32103        7.12891
           7818        6.85575       0.531766       0.261887        1.09229            -99            -99            -99            -99        1.12324        7.12294
           7838        13.0553        1.78847        1.63794        3.53907        1.60941            -99            -99            -99        4.21878        14.9443
           7840        27.4386        3.28709        4.85341        4.55181        4.13257        2.18659            -99            -99        8.13227        29.2103
           7847         30.113        5.86667         13.812        13.1554        16.4028        6.23908        2.39022    3.94007e-10        26.0293        50.1775
           7848         18.703        4.12595        1.30943        3.18221       0.430443            -99            -99            -99         3.4679        19.4642
           7865         5.5995        2.01094    7.93049e-11    6.06036e-06            -99            -99            -99            -99    6.06036e-06        5.94964
           7867        11.1604        2.97892    5.07071e-05        2.82871            -99            -99            -99            -99        2.82871        12.6211
           7869         6.8696        1.78894        2.06134        2.66045            -99            -99            -99            -99        3.36558        9.70468
           7878    1.55841e-08        3.79035    4.22678e-05    1.13205e-05            -99            -99            -99            -99    4.37575e-05        4.98662
           7882        18.5325        3.88815    2.35714e-06        2.78822        3.18281       0.598041            -99            -99        4.27342        19.4122
           7883        1.92716        3.34106    4.35084e-06      0.0494579            -99            -99            -99            -99      0.0494579        3.85734
           7889        2.15756        3.68456    4.57612e-05     2.4017e-05            -99            -99            -99            -99    5.16808e-05        4.26978
           7895        19.1045         2.9251        8.49525        3.18198       0.462697            -99            -99            -99        9.08342        25.7846
           7897        41.5577         15.932        69.0861        25.1448        4.67543        1.13829            -99            -99        73.6771        90.0414
           7900       0.675032       0.586667    3.19338e-05    1.85405e-05            -99            -99            -99            -99    3.69259e-05       0.894341
           7907        24.0638         3.4004        9.41316        6.53486        1.11901            -99            -99            -99        11.5137        36.7148
           7908        19.2708        4.79489        10.6536        11.4521        3.41658       0.818959            -99            -99         16.031         35.149
           7910        3.88746        1.15813    1.20068e-07        1.08031        1.64773            -99            -99            -99        1.97031        4.50952
           7920        4.53342         5.8269        4.70987        4.19981        2.60589            -99            -99            -99         6.8273        10.6041
           7924        5.20882       0.712573        1.32059        2.69666            -99            -99            -99            -99        3.00265        6.20118
           7925        24.9018        6.93333        15.4052        17.3889        9.23692         2.7667            -99            -99        25.1529        41.4346
           7926        36.2338        4.41894        1.20618       0.332812            -99            -99            -99            -99        1.25126        37.6993
           7928        7.89357            6.1       0.524474       0.962254            -99            -99            -99            -99         1.0959        10.0359
           7940        17.3946        1.22293    9.07641e-06    8.90103e-06            -99            -99            -99            -99    1.27126e-05        17.4376
           7942          1.247        2.51792    4.47948e-05    1.79877e-05            -99            -99            -99            -99    4.82714e-05        2.80979
           7952        29.4136        2.01636         1.5501        1.86933            -99            -99            -99            -99        2.42842        29.6711
           7958        7.21498        11.3462        3.08545        3.16908        3.75581        3.06445       0.751496        1.42709        6.75731        15.3347
           7959         13.218        14.1923        6.97194        6.52891        2.28118        3.02532        1.09564        1.38366        10.4262        22.6913
           7963         20.658        3.80272        9.66292        6.97997         2.1077            -99            -99            -99        12.1051        28.1895
           7966        12.8444        6.35714        3.76334        6.12192       0.533138       0.562774    3.26501e-08        1.61704        7.40651        16.2141
           7973        2.15442              0        1.00269      0.0344527            -99            -99            -99            -99        1.00328        2.37657
           7983        7.10053        1.33696        2.05234       0.156309            -99            -99            -99            -99        2.05828        8.25298
           7991        23.1228        3.08977        2.33116         3.1441       0.621333            -99            -99            -99        3.96304        23.6992
           7996        24.9502              9        11.1633        9.64881        1.77811            -99            -99            -99         14.862        38.8832
           8004        12.4188        1.12713        5.26984    1.25514e-05            -99            -99            -99            -99        5.26984        16.2872
           8027        13.4387        6.17143       0.542238     7.2288e-06        3.63999        3.13581         0.8869            -99        4.91563        15.5836
           8028        20.4221           15.8        3.08523        6.85201        3.83672        1.06279         1.1891       0.102128        8.58738        27.2111
           8035         3.9566        2.85367        5.50462        4.36814        2.65391            -99            -99            -99        7.51164        11.6357
           8037        4.39509       0.460568       0.426604        1.96383            -99            -99            -99            -99        2.00964        7.34812
           8047        27.4764        5.95455        10.5856        7.74092        10.4628         3.2805       0.622056            -99        17.1054         41.554
           8051         15.469        3.17492        3.42244        4.59796        4.36213       0.737846            -99            -99        7.24064        19.2963
           8053          12.63        4.70612        3.45143       0.684643        5.58657        4.81328        3.97199    2.61671e-10        9.08489        16.5705
           8054        10.6897        4.80753        4.96427        4.78317        1.94777            -99            -99            -99        7.16356        21.4867
           8056        17.7004        10.0417        2.63478        5.16341         4.3001        2.34569            -99        2.81773         8.0954        22.2371
           8065        22.4591          70.12        2.57462        7.80931        3.17727       0.711896            -99            -99        8.84398        79.0747
           8081        18.1911        7.12648        3.23094        3.55333        3.67491        2.34408        1.07085       0.843985        6.62751        20.6342
           8092        20.5528        6.86957        14.8302        11.4848        4.35812       0.406164            -99            -99        19.2612        39.0286
           8093         5.4102        1.80408       0.667563    2.38219e-05            -99            -99            -99            -99       0.667563        6.16267
           8096        9.28493        2.08793      0.0600805       0.573964            -99            -99            -99            -99         0.5771        9.82942
           8099        17.0332        1.23621        4.47291        4.59368         6.3941        2.31389            -99            -99        9.34598        22.7356
           8102        1.82677           6.32        3.46349       0.950328            -99            -99            -99            -99         3.5915         8.1463
           8105        15.5797        2.21561         3.3792        5.77025        1.53067            -99            -99            -99        6.85986        19.9428
           8111        20.9985        4.89575       0.455397        2.17427            -99            -99            -99            -99        2.22145        21.7912
           8113        28.7506        9.73469        72.6984        36.4934        35.0628        11.3029        2.19543            -99        89.3242        95.3088
           8119        6.55862        1.04047        2.83249        2.76348            -99            -99            -99            -99        3.95725        7.73033
           8124        5.04197        1.39668        1.43524       0.849246            -99            -99            -99            -99        1.66767         5.4912
           8135        19.6696        5.61858        3.03012        3.47045       0.125602            -99            -99            -99        4.60884        21.2276
           8138        10.3991       0.305139        3.73964       0.430013            -99            -99            -99            -99        3.76429        11.4022
           8141        3.83467       0.419418        0.38264            -99            -99            -99            -99            -99        0.38264         4.5895
           8142    1.09171e-08        2.98418     4.5171e-05       0.928892       0.806144    6.38883e-08       0.601971       0.968451        1.67719         3.4232
           8143        8.13108       0.840994       0.839355        1.48904            -99            -99            -99            -99        1.70932        8.38104
           8144        23.7704        1.19212        2.16988        3.19727        1.15068            -99            -99            -99        4.03174         24.357
           8155        24.8326            2.6          4.251        2.16126            -99            -99            -99            -99        4.76886        25.4197
           8162        4.94441        1.68649        2.88097        3.56711        1.20602            -99            -99            -99        4.74117         7.0572
           8167        20.9348        4.21812        7.17151        7.11756        5.37085        3.39075        2.69143            -99        12.2343        36.0873
           8175        4.43636        3.05632        1.34417    2.14516e-05            -99            -99            -99            -99        1.34417        5.55241
           8178        13.7445        3.11286     8.6008e-11       0.961407            -99            -99            -99            -99       0.961407        14.1253
           8191        4.07482      0.0668398    5.17526e-05            -99            -99            -99            -99            -99    5.17526e-05        4.07537
           8195        20.3154        4.25654        4.44444       0.594862            -99            -99            -99            -99        4.48408        26.1119
           8217            -99         7.7662     6.1928e-06        1.25853        3.42297         2.9483            -99            -99        4.68968              0
           8218        8.11716         2.0248       0.881682       0.998645            -99            -99            -99            -99        1.33216        8.47129
           8220        36.2897        3.84049         20.206         20.576        7.58703        1.78627            -99            -99        29.8732        47.1604
           8222          16.98       0.801482        2.73135        1.97955            -99            -99            -99            -99        3.37326        17.3303
           8236        4.08774              0    3.82914e-05       0.528225            -99            -99            -99            -99       0.528225         4.4583
           8255        1.15182        2.99638    4.99006e-05    2.34036e-05            -99            -99            -99            -99    5.51162e-05        3.21014
           8267        25.5831        5.08017        6.22504        8.26109        5.36888        1.66686            -99            -99        11.7729        31.8502
           8271        8.34281       0.916944        2.93709       0.531734            -99            -99            -99            -99        2.98484        11.6248
           8274        21.0378        7.16667        2.73634       0.885374            -99            -99            -99            -99        2.87601        22.4275
           8290        7.44367       0.501233        1.46788        1.68077            -99            -99            -99            -99        2.23151        7.78711
           8303        9.80524        4.67271        3.08012         4.1626    2.00437e-07            -99            -99            -99        5.17826        12.0509
           8304        7.88285        1.51147        1.63968        3.38235        1.16429            -99            -99            -99        3.93503        9.70984
           8319        23.5712        6.37931        14.1519        8.13063          5.211        2.16588            -99            -99        17.2693        35.3825
           8326         5.2738        3.74298        3.07951        3.57154        1.52237            -99            -99            -99        4.95549        10.5573
           8331        7.71036        1.08867       0.354275        3.15096              0            -99            -99            -99        3.17081        8.59027
           8332        23.5081        4.29116        8.08877        1.84377            -99            -99            -99            -99        8.29625        33.3059
           8340        9.59147       0.978984        1.63903        2.36284            -99            -99            -99        2.35959        3.71983         10.334
           8347        14.7869        1.04808    5.67659e-05        1.17568            -99            -99            -99            -99        1.17568        15.0921
           8354        17.0348        5.34528        6.68398        6.15665        3.63809       0.643217            -99            -99        9.80965        20.9135
           8377        4.92013        2.75597       0.861626         1.4284        1.81084    1.03307e-07      0.0741797        2.92756        3.82596        6.93167
           8408        17.2744       0.262946        1.55117        1.42863            -99            -99            -99            -99        2.10882        18.7192
           8410        23.4692              0        2.96096        1.69662            -99            -99            -99            -99        3.41259        24.0264
           8412         2.6847       0.587433        1.42156        0.56574            -99            -99            -99            -99           1.53        3.55324
           8420        7.84402       0.585193        3.26757        2.67805            -99            -99            -99            -99         4.2248        8.92861
           8427        18.7004        7.19231        14.9262        11.8838        4.33273        2.22779            -99       0.624688        19.7014        28.7472
           8433        24.0633        6.31746        3.93626        6.00105        9.44359        4.89703        2.35355            -99        13.0464         40.165
           8451        3.48164        3.33456        4.86085      0.0928746            -99            -99            -99            -99        4.86174        6.84672
           8452        25.7824           17.6        39.3359        36.2306        19.3604        4.83648        2.44246            -99        57.1328        65.1049
           8458        10.2908        2.72531        1.37423        1.31898            -99            -99            -99            -99        1.90479        13.5645
           8460        9.79182        1.81467      0.0583333         3.1076              0            -99            -99            -99        3.10814        10.5156
           8465         2.2913        4.40089    3.91372e-05    1.83778e-05            -99            -99            -99            -99    4.32373e-05        4.96164
           8467        11.1278        1.70316          2.671        1.28619            -99            -99            -99            -99        2.96454        12.8579
           8474        19.2191        23.1923        19.6999        17.3531        3.99905       0.675263            -99            -99        26.5644        41.9873
           8476        11.4457        1.02163        2.48875        0.80736            -99            -99            -99            -99        2.61643        12.4249
           8483        14.8828        2.44106        3.44365         5.5774        2.87602            -99            -99            -99        7.15805        19.5735
           8484        16.3846        3.65811        2.59426        3.87569        3.92175        3.35281        1.96875       0.996462        7.29668        18.3591
           8489        9.27937        0.59062     5.4506e-05      0.0646718            -99            -99            -99            -99      0.0646718        9.61156
           8490        6.27888        1.00877        1.28526            -99            -99            -99            -99            -99        1.28526        6.48798
           8493        25.3113        9.18033    4.29782e-05        7.76295        8.75112        5.86836        9.64957        2.69052        16.4814        31.5686
           8504        4.17661        1.33269       0.369203        1.22658            -99            -99            -99            -99        1.28094        4.62238
           8509            -99        6.10959    4.09856e-06         0.3262        3.17704        2.07839            -99            -99        3.81047              0
           8512        7.04848         4.1517        1.68372        2.50877            -99            -99            -99            -99         3.0214        10.1833
           8515        20.8481         3.9899        2.30955        3.03196    9.61354e-08            -99            -99            -99        3.81141        23.6223
           8535        7.16802        2.00538        2.91132        3.32881        3.51417        1.03777            -99            -99        5.74309        12.7029
           8537        5.60349       0.771641        2.55511        1.40598            -99            -99            -99            -99        2.91639        9.02661
           8539        25.7683        11.6923        12.4593        8.66567        9.22596        2.26292            -99            -99        17.9044        49.9777
           8544        38.9108           5.32        25.8926        20.2995        9.29037         5.2549        2.23132            -99        34.6612        57.7546
           8549        3.14864        3.52488     5.3178e-05            -99            -99            -99            -99            -99     5.3178e-05        6.54751
           8551        21.3226        1.52586        5.75086        4.58361       0.474605            -99            -99            -99        7.36934        23.6306
           8554        8.59749       0.425079         0.1903    2.16224e-05            -99            -99            -99            -99         0.1903        8.66825
           8559        5.80691       0.982796    2.82234e-05            -99            -99            -99            -99            -99    2.82234e-05        5.88949
           8563        0.24697        3.07746    5.26205e-05            -99            -99            -99            -99            -99    5.26205e-05        3.11357
           8568         9.6244       0.703428       0.644746       0.592386            -99            -99            -99            -99       0.875567         9.7061
           8585        4.19623        1.40703        1.26991       0.337489     7.4334e-08            -99            -99            -99        1.31399        11.3929
           8586        15.6955        13.3913        7.36919         4.3318        2.41879         2.4983            -99            -99        9.22829        22.9208
           8592        15.7894        1.26177        5.52388        1.66835            -99            -99            -99            -99        5.77033         16.858
           8593        4.34551      0.0855871    2.94359e-06        1.08687            -99            -99            -99            -99        1.08687        4.48019
           8595        2.91065         0.3248        1.65843        1.34496            -99            -99            -99            -99        2.13525        3.62446
           8607        8.42967        1.14378    4.11251e-05    2.14736e-05            -99            -99            -99            -99    4.63938e-05        8.50692
           8612        8.07353           40.4        2.03478        3.48544        4.17471         1.7732        3.60671    1.38402e-10        7.06183        41.8886
           8613        8.36084        6.12466        4.50583         3.3045        3.36358        1.65041            -99    1.25147e-10        6.72754        13.0831
           8614              0        2.65726    4.55398e-05       0.446627            -99            -99            -99            -99       0.446627        3.30342
           8619         6.3612        2.51147       0.922668       0.324589            -99            -99            -99            -99       0.978097        6.90862
           8635         6.6452       0.144887         2.6091        2.67839            -99            -99            -99            -99        3.73914         9.1328
           8636       0.414768         4.5473        0.49348        1.36762            -99            -99            -99            -99        1.45393        4.80263
           8644        3.66008       0.510176    1.21218e-06    3.49297e-06            -99            -99            -99            -99    3.69733e-06        3.69546
           8662        27.5137        8.93994        7.27334        6.54951        5.33614        4.43419        3.00209        2.18678         12.559        43.1111
           8664        5.59506              0        1.74701    2.66934e-05            -99            -99            -99            -99        1.74701        5.87704
           8666        9.44589           9.96        1.16224       0.973916        2.27338            -99            -99            -99        2.73269        14.1614
           8668        32.1622         10.898        26.0201        19.0822        11.5977        4.00377        3.32161        1.99155        34.7377        54.1995
           8672       0.215316        3.22067            -99            -99            -99            -99            -99            -99            -99        3.22786
           8673        20.2634        3.20233        2.48138        1.84416        1.40796        1.03056            -99            -99        3.55001          20.93
           8675        18.0902       0.334217    4.70772e-05        1.67051            -99            -99            -99            -99        1.67051        19.4566
           8678        2.62172         1.8074    2.90677e-05            -99            -99            -99            -99            -99    2.90677e-05        3.18435
           8684        4.83279        1.00642        1.15768        2.29361            -99            -99            -99            -99        2.56922        6.25563
           8686        10.1907        3.60099        3.74915        2.26017            -99            -99            -99            -99        4.37773        13.9166
           8691        26.3464        4.76078        8.26228        10.0384        2.89665            -99            -99            -99        13.3201        34.3624
           8704        27.8233        3.75813        12.8691         12.851        3.34852        1.15989            -99            -99         18.529        44.8227
           8716         6.1673       0.499404        2.64378    1.36626e-05            -99            -99            -99            -99        2.64378        6.72864
           8717        11.7285           1.39    2.99582e-05        3.38462        1.04125            -99            -99            -99        3.54116        12.8392
           8721        6.11211        0.75939    4.35386e-05    9.11125e-06            -99            -99            -99        2.62119        2.62119        7.44414
           8736        10.2762       0.932273        4.40397       0.849497            -99            -99            -99            -99        4.48516        12.6686
           8744        19.1242        4.86376        4.56739        10.4203        1.67031        1.35661       0.143368        2.25429        11.7973        22.9906
           8752        5.15025        0.25157        1.55675       0.527356            -99            -99            -99            -99        1.64365         9.9038
           8753        18.4704        6.14936        10.5899         6.3568       0.355781            -99            -99            -99        12.3564        31.8683
           8761        2.35676        3.42739    2.41924e-06    2.11513e-06    6.45155e-08    3.42652e-08            -99       0.990782       0.990782        4.27586
           8764        4.85674        3.01125        1.23686        2.58864        1.34285      0.0949729            -99    3.04939e-10        3.16909        6.62734
           8769         10.759       0.666667       0.845731    2.64001e-05            -99            -99            -99            -99       0.845731        11.0172
           8771        6.65207         1.1695        3.17473         4.8907        1.31315            -99            -99            -99         5.9768        10.1756
           8775        14.3954        1.57137        1.78133        3.60859         0.5496            -99            -99            -99        4.06167        17.4632
           8776        15.7082        1.43031        3.90154        5.32447       0.664095            -99            -99            -99        6.63423         17.775
           8778        22.2285        13.5082        8.12616        3.41974        7.39478        3.39011        2.90906     2.5339e-10        12.3437        28.7914
           8785        35.1501        6.25581        14.5543        6.57532         3.6699         1.3099            -99            -99        16.4392        46.4629
           8800        13.3976        2.24493         1.1405        3.02703       0.927352            -99            -99            -99        3.36506         13.995
           8814        30.2516        1.25756    5.08269e-05        3.20263        4.05941         1.3125            -99            -99        5.33463        30.8075
           8824        6.52607        44.4167        1.24689        2.74414            -99            -99            -99            -99        3.01414        45.2568
           8837        5.05943        1.79559         1.3216       0.530924            -99            -99            -99            -99        1.42426        5.55432
           8838         5.7204       0.300713       0.940357    1.55165e-05            -99            -99            -99            -99       0.940357        5.84508
           8847        3.77758        3.14585    5.52255e-05        1.96045       0.871129    9.37399e-08      0.0875117    2.48049e-10        2.14707        6.11452
           8851        5.65902        1.92441       0.527953            -99            -99            -99            -99            -99       0.527953        6.24414
           8866      0.0626592        2.91643        1.35757              0            -99            -99            -99            -99        1.35757        3.21827
           8875        20.2355        16.4828         9.5557        13.5709        8.02045        3.24659         1.0491        2.72561        18.9441        32.5519
           8879        28.7314         2.1618        8.39371        4.74136        1.22294            -99            -99            -99        9.71754        30.4072
           8880            -99        6.30548        3.52664        2.21524    3.35915e-08            -99            -99            -99        4.16467              0
           8889        8.96533        2.26016        2.03232        1.90468            -99            -99            -99            -99        2.78534        9.74793
           8891         6.7321        3.51116        1.68417    1.97361e-05            -99            -99            -99            -99        1.68417         8.0513
           8908            -99        6.99123       0.930936        1.39381        3.50548        4.38417        6.22188        3.57697        9.26419        5.97515
           8910        5.44564        3.42805       0.117573        1.91575      0.0298655            -99            -99            -99        1.91959        7.09305
           8912        11.3535         1.2746        1.51972    1.93073e-05            -99            -99            -99            -99        1.51972        13.1632
           8915        3.79546       0.571537        1.21582      0.0254159            -99            -99            -99        1.87622        2.23586        4.46718
           8919        21.2332        6.24671        8.96994        4.22083        2.06342            -99            -99            -99        10.1259         31.166
           8921        14.4174        1.84225        1.22295       0.325748            -99            -99            -99            -99        1.26559        15.7013
           8932        9.50499        2.07794       0.605273      0.0382433            -99            -99            -99            -99        0.60648        9.74836
           8937            -99        5.31481        6.59529        4.09762        1.40965    4.63317e-08            -99            -99        7.89148              0
           8941        15.7181        1.18234        2.21814        3.31218    1.35173e-07            -99            -99            -99        3.98631        17.2776
           8944        5.02781       0.463462       0.891487            -99            -99            -99            -99            -99       0.891487        5.12722
           8946        12.8617        3.50395        4.46294        2.59654        1.52932            -99            -99            -99        5.38505        14.6929
           8947          15.36        3.59752    2.31514e-05     7.1617e-06    8.62171e-08            -99            -99            -99     2.4234e-05        15.7757
           8948        4.18935        3.17347        1.22866    7.05147e-06            -99            -99            -99            -99        1.22866        5.39733
           8955        15.3651        2.34011         2.9874        4.04514        3.83399        2.89578            -99            -99        6.95505         18.547
           8959        7.00174         1.7049        2.11361         1.2149            -99            -99            -99            -99         2.4379        8.68543
           8963        6.08747       0.615728        2.78011        2.11433            -99            -99            -99            -99        3.49276        7.49663
           8965        22.8789        3.86511        8.67777        6.30845         6.3009        2.71108            -99            -99        12.7339        29.9636
           8968        24.6793        6.19479        4.99057        5.70771        6.91876        4.81696        2.46356        2.82462        11.9417        29.4309
           8973        26.7557        5.75926        18.8864        11.1986        2.72066        4.81517        0.19535            -99        22.6435        40.5294
           8988        21.3965        1.91594        3.59584        3.52987        2.24617            -99            -99            -99        5.51682        35.5064
           9004        12.9266        1.42391        1.13954         2.9427            -99            -99            -99            -99        3.15563        14.3901
           9012        25.9403        7.13786         6.7483        12.8501        5.64928        2.82756            -99            -99        15.8295        44.0538
           9022        26.1538        8.77443        7.74918        11.9568        3.37792    7.92633e-08            -99            -99        14.6432        37.7782
           9024        5.25707       0.548097       0.896008        1.38516            -99            -99            -99            -99         1.6497        5.59691
           9038        5.93719       0.337491       0.553924       0.052864            -99            -99            -99            -99       0.556441        5.97275
           9041        17.2082        3.01253        6.29102        2.78177            -99            -99            -99            -99         6.8786        19.7593
           9053        15.7265          16.48        2.85461        3.89946        5.73626        7.99052        8.55379        2.53127        14.1309        26.8133
           9056        18.5307        7.85417        9.40625        8.13697        5.09569        2.40057            -99            -99        13.6534        28.9037
           9071        23.1119        5.39522         11.642        11.2884        6.35277      0.0514225            -99            -99        17.4162         31.755
           9075        5.83694              0    5.40948e-05            -99            -99            -99            -99            -99    5.40948e-05        6.92045
           9077        34.8831        5.94697        39.2315        29.3089        5.32842        5.61924         1.8949            -99        49.6153        70.6302
           9101        23.8054        1.47136        6.21722        1.99373            -99            -99            -99            -99        6.52907        27.0122
           9106        6.95409      0.0564757        0.66932            -99            -99            -99            -99            -99        0.66932        6.98645
           9109        21.7535        1.84607        2.98893         7.4621        4.53381        2.86156            -99            -99        9.66233        32.3189
           9113        18.0339            6.4      0.0413479       0.487246        2.13347        1.46054            -99            -99        2.63135         19.316
           9119        3.90835       0.545667         1.1164            -99            -99            -99            -99            -99         1.1164         4.1379
           9120        4.39912        3.49649       0.599365       0.883535            -99            -99            -99            -99        1.06765        6.40988
           9122        21.0219        1.80993        3.84585        1.91487            -99            -99            -99            -99         4.2962        24.4735
           9123         7.4015        6.07143        4.28113        2.74234            -99            -99            -99            -99        5.08414        11.5851
           9124        14.8909        7.83333        13.7817        8.35292        2.88111            -99            -99            -99         16.371        30.4669
           9139        9.45316         2.3332        1.86308        1.33229            -99            -99            -99            -99        2.29043        11.6127
           9148        10.4554        1.11982        2.54162        3.67695        1.11594            -99            -99            -99        4.60708        12.1568
           9153        14.9963        9.84615        10.2791        5.52784        3.88442        1.54489            -99            -99        12.3973        25.0625
           9154        11.8372        2.53544        1.90638        2.13731            -99            -99            -99            -99        2.86398        14.9513
           9155        26.1071        2.71274        7.14487        4.20984        2.04535            -99            -99            -99        8.54139        27.6025
           9166        5.07735        0.78591        0.87385              0            -99            -99            -99            -99        0.87385        5.35902
           9167        20.9144        1.77769        5.56068        7.14484        2.62668            -99            -99            -99        9.42705        24.1911
           9170            -99        10.6441     7.2161e-06    3.10199e-06    3.31954e-08            -99            -99            -99    7.85465e-06        3.78103
