#           _id          snr24        snr20cm         snr100         snr160         snr250         snr350         snr500        snr1160          snrIR         snrIRMM
#
           4239        5.77978       0.689458         2.3038        1.28047            -99            -99            -99            -99        2.63573        6.72489
           4247        6.12427        0.41751        2.54466       0.577539            -99            -99            -99            -99        2.60937        6.99912
           4254        4.51347        2.03562        1.16673        1.13233            -99            -99            -99            -99        1.62586        7.18775
           4255        9.29718       0.587053         9.3813        5.01931        1.02408            -99            -99            -99        10.6888        15.0561
           4260        6.86997       0.549193        1.51231            -99            -99            -99            -99            -99        1.51231        7.47274
           4266        23.0625        3.95712        2.64616        2.16877       0.701677        2.95956            -99        1.81429         4.9243        24.2767
           4267        23.5504        1.92283        8.00355          7.667        1.24176            -99            -99            -99        11.1527        33.5063
           4268        21.7432        5.52941        9.16256        6.84963        4.11097       0.301352            -99            -99        12.1598        31.6973
           4270        22.3942        6.15931        4.55989        5.61519        4.10875        2.94946            -99    3.31002e-10        8.82633        25.2601
           4290        3.19778      0.0868802       0.263145    1.54641e-05            -99            -99            -99            -99       0.263145        3.22781
           4297        11.9538        3.43783       0.830357       0.338199            -99            -99            -99            -99       0.896589         13.239
           4308        23.9946        3.89703        3.71809         5.0127        4.99553        1.84376            -99            -99        8.20404        25.6561
           4309        6.94915        1.40589       0.352296       0.377694            -99            -99            -99            -99       0.516493        7.10873
           4312        19.3677        23.2692        5.79285        8.67587        12.8889        5.27663        2.41972        2.92887        17.8109        35.7337
           4314        30.3021        5.22642        16.4143        14.5756        6.84408        2.63207            -99            -99        23.1441        42.8553
           4320        21.0779        2.83723        3.16774        3.93615        7.05965        3.27232       0.273789            -99        9.28168        24.4354
           4321        12.6801        2.32758        3.19702        2.19228            -99            -99            -99            -99        3.87647        16.3859
           4322        6.49633       0.107085        1.26831       0.396328            -99            -99            -99            -99         1.3288        6.69802
           4325        4.15014       0.645027       0.348821        2.69291    2.98512e-07            -99            -99            -99        2.71541        5.00132
           4344        10.9021              0        3.04172       0.643334            -99            -99            -99            -99        3.10901        11.3367
           4362        23.9467        1.58095    5.04523e-05      0.0279185            -99            -99            -99            -99      0.0279185        24.7562
           4363        22.7804        2.34323        2.48654        0.81239            -99            -99            -99            -99        2.61588        23.0897
           4367        4.97509       0.741405       0.530731       0.731826            -99            -99            -99            -99       0.904016        5.31165
           4371        13.8224        1.17739        2.96975        1.32923            -99            -99            -99            -99        3.25366        14.3923
           4379        14.7489        2.65964        3.89241        1.22335            -99            -99            -99            -99        4.08012        15.7229
           4389        5.27373              0       0.389217       0.411525            -99            -99            -99            -99        0.56643        5.30926
           4404        4.18309         3.0489        1.74403            -99            -99            -99            -99            -99        1.74403         5.4622
           4419        5.01487        1.79179        2.47158       0.580048            -99            -99            -99            -99        2.53873        5.89954
           4432        12.6041        3.31972       0.624533        1.08846            -99            -99            -99            -99         1.2549        13.1117
           4442         20.476         2.0833       0.605435        0.87433            -99            -99            -99            -99        1.06349        20.6092
           4449        22.7735        400.667        6.41402         5.0976        3.91748        2.58881        8.48871        3.46251        13.1613        401.552
           4451        6.22177        1.19437        1.64889       0.555573            -99            -99            -99            -99        1.73997        6.56996
           4456         22.586        1.29288        6.00145         5.5648        5.35235        2.73475            -99    2.84836e-10        10.1544        25.3411
           4469        14.6785        1.97694        3.40589        1.49958            -99            -99            -99            -99         3.7214        15.9686
           4474        6.00964              0    4.69451e-05    1.41233e-05            -99            -99            -99            -99    4.90236e-05        6.22795
           4480        10.8083              0        1.60117       0.739831            -99            -99            -99            -99        1.76383        11.1185
           4486        37.6607        9.82831        25.3471        24.5265        11.4236       0.925876            -99            -99        37.0861        72.1432
           4499        7.49902        4.01942        5.87211        3.21269        1.26916            -99            -99            -99        6.81277        11.5182
           4500        11.6209        4.40678        1.40079        3.26429        8.14069         8.0117        5.20975        3.94415        13.6299        18.5214
           4503        11.2027       0.580042    3.81266e-05        1.57325            -99            -99            -99            -99        1.57325        11.6904
           4504        11.9823       0.991938       0.817616    1.34372e-05            -99            -99            -99            -99       0.817616        12.0945
           4520        8.03022        1.05743    4.98345e-05    1.87133e-05            -99            -99            -99            -99    5.32322e-05        8.09954
           4528        12.8796        4.23272        3.06201        1.70095            -99            -99            -99            -99        3.50273        17.1963
           4531        16.1196        1.22578        3.70895              0            -99            -99            -99            -99        3.70895        16.6461
           4537        6.64042       0.887405        2.56419       0.560396            -99            -99            -99            -99        2.62472        7.75175
           4542        5.47192        1.07859        1.67188            -99            -99            -99            -99            -99        1.67188        5.82673
           4546        8.29001       0.161266        1.59164        1.72349            -99            -99            -99            -99          2.346        8.64103
           4550        5.41269        1.62291    3.32597e-05    1.95336e-05            -99            -99            -99       0.517572       0.517572        5.67441
           4558        10.9257        1.07162       0.394509       0.416193            -99            -99            -99            -99       0.573458        11.2027
           4563        11.6747       0.252547        1.65135       0.826093            -99            -99            -99            -99        1.84645        13.0731
           4564        10.5236        3.19484        1.12428        2.87263            -99            -99            -99            -99        3.08481        12.6282
           4575         7.1868      0.0924348        1.50514      0.0698406            -99            -99            -99            -99        1.50676        7.34364
           4580        27.7728        4.50205         6.1587        8.66305         7.4211        3.11191        1.50149            -99         13.416        38.2462
           4589        11.4283        1.70284        6.61873        5.37821        1.71845            -99            -99            -99        8.69976          15.85
           4592        31.4108          127.5        11.5673        8.11095        2.48893            -99            -99            -99        14.3452        135.904
           4598          4.697       0.514418        1.98438        1.98861            -99            -99            -99            -99        2.80933        5.57472
           4601         11.782        12.5714        0.33182        1.52386        2.35815       0.714053            -99        0.34591        2.93644        17.6296
           4603    3.60312e-08         3.3701    5.57159e-05            -99            -99            -99            -99            -99    5.57159e-05        3.94339
           4612        18.9527        1.62247       0.585979        2.18666            -99            -99            -99            -99        2.26382        19.2446
           4625        30.6852          6.375        20.6843        17.1265        4.05229        1.81633            -99            -99        27.2191        50.2131
           4627        8.18479       0.165821        2.57275        1.79875            -99            -99            -99            -99        3.13919        9.35425
           4633        17.2199        2.29358        1.79845        4.55481        3.25843       0.533181            -99            -99        5.90613        21.1694
           4654        7.74719        5.94286        3.66897         4.9077        6.31159        3.00787        1.09754            -99        9.36136        13.5267
           4656        23.8493           8.08        19.4206        10.4147        7.20302        1.19307            -99            -99        23.2149         44.439
           4663         31.412        6.04082        19.9608        17.3465         6.5183         2.9726            -99            -99        27.3982        50.2329
           4676        7.23601              0        1.17353        2.10942            -99            -99            -99            -99        2.41389        7.80549
           4681        3.44973              0        1.69794       0.180558            -99            -99            -99            -99        1.70751        3.87819
           4694        11.1133        1.38048        2.05134         2.0475            -99            -99            -99            -99        2.89832        11.5739
           4701        3.57161       0.243497        1.56046            -99            -99            -99            -99            -99        1.56046        3.90521
           4703        5.71774        2.38993      0.0225501        2.80516            -99            -99            -99            -99        2.80525        6.81521
           4707        8.97386        1.04542        2.04415        3.14072       0.683805            -99            -99            -99        3.80923        11.3366
           4722        17.6791        4.05746        4.26975        3.50154        2.49072            -99            -99            -99        6.05766        21.3385
           4738        15.4998        1.26806        4.07267        4.71807        1.78812            -99            -99            -99        6.48415         16.963
           4744        5.09007        3.37988    5.48035e-05    1.79591e-05     0.00140264            -99            -99            -99     0.00140382        6.11002
           4751        11.2382              0        3.47974        3.70518        0.73619            -99            -99            -99        5.13604        12.3643
           4759        3.91078        3.09084       0.145001            -99            -99            -99            -99            -99       0.145001        4.98683
           4760        12.2457              0        1.73842       0.925364            -99            -99            -99            -99        1.96937        12.4042
           4762         16.008        4.79414       0.615231        3.68718       0.817096       0.871494      0.0766617        1.64814        4.25713        17.2442
           4774        25.8014        3.04655        4.59211        8.17541        4.70991         1.4915            -99            -99        10.5987        28.5148
           4777        22.2831        2.08469        6.68641        6.03858        2.18859            -99            -99            -99        9.27159        29.2515
           4779        26.2117        1.32435        3.54167        2.51715        0.52408            -99            -99            -99        4.37654         26.608
           4787        29.5108        1.14164        2.56115         1.9994            -99            -99            -99            -99        3.24916        29.7729
           4789         18.362        3.27767        3.13134        2.70817            -99            -99            -99            -99        4.13999        19.1062
           4793        5.48055              0        1.87394    1.47767e-05            -99            -99            -99            -99        1.87394        6.12491
           4799         39.837        16.1186        44.0402        70.2089        27.5816        15.3191        4.19087        2.09562        88.8043        104.241
           4804        12.9399        3.20807        2.65253        1.94399            -99            -99            -99            -99        3.28862        14.1867
           4806         10.893        4.15285     3.7176e-06         2.4043        1.57815            -99            -99            -99        2.87597        12.0073
           4815        6.54671              0    4.27962e-05    1.46644e-05            -99            -99            -99            -99     4.5239e-05        6.97505
           4826        28.5611        6.20408        3.57773         8.2608        8.33032        4.10466        1.20477        3.26511        13.3939          32.25
           4828        5.51198       0.882858        1.04286       0.786818            -99            -99            -99            -99        1.30638        6.19879
           4832        21.2414        6.33538        11.2956        3.58578        2.60796            -99            -99            -99        12.1347        25.2702
           4839        8.86954        1.30109        1.19347        2.83748            -99            -99            -99            -99        3.07825        9.49925
           4846        18.6166        1.64022        2.44601        4.95202        3.71752    1.10038e-07            -99            -99        6.65774        21.5578
           4847        8.48149       0.636782       0.442293    2.13485e-05            -99            -99            -99            -99       0.442293        8.80137
           4849        6.16396       0.658902     5.3178e-05         2.7931            -99            -99            -99    2.83056e-10         2.7931        6.79926
           4858        11.2299        1.29471        1.52049        3.63317       0.799844            -99            -99            -99         4.0189        12.7304
           4860        10.5251        1.44054     5.4329e-05         2.9794            -99            -99            -99            -99         2.9794        13.0701
           4865        22.6982         6.5625        13.1076        12.0902        4.54616        3.12803          3.348    2.94077e-10        18.9643        32.9152
           4868        13.8055         3.1353        3.85166        2.42629            -99            -99            -99            -99        4.55216        14.9397
           4874         19.281        3.60045        0.43066        1.96142            -99            -99            -99            -99        2.00814        19.7262
           4887        5.30077       0.883784        1.47572        0.83268            -99            -99            -99            -99        1.69443        5.96978
           4888        15.3692           6.68        2.72609        4.97912        3.78385        2.78635            -99            -99        7.36915        22.1419
           4891        5.67294              0    5.46048e-05            -99            -99            -99            -99            -99    5.46048e-05        10.1722
           4901        6.60806        1.24502        2.52852        2.21074            -99            -99            -99            -99        3.35869        7.51647
           4905        22.3416        4.93516        7.16135        6.54148        3.04173         2.5099            -99            -99        10.4703        28.0171
           4912        9.06522        2.05521        4.10192        1.80029            -99            -99            -99            -99         4.4796        11.5538
           4916        9.47079        1.65456              0            -99            -99            -99            -99            -99              0        9.67468
           4917        24.8904        3.09042        5.29678        4.01426        2.61756            -99            -99            -99        7.14295        29.6012
           4919        12.6814       0.631599        2.14186    1.34867e-05            -99            -99            -99            -99        2.14186        13.1163
           4924        5.84678       0.495821        5.50817    9.22013e-06       0.406079            -99            -99            -99        5.52312        8.64306
           4937        21.6507        2.94796         6.1827         9.7694        4.42328       0.710859            -99            -99        12.3991        28.1624
           4945         19.786        3.17999        2.11728        3.26697        2.94377            -99            -99            -99        4.88075        20.6746
           4954        29.2872        3.63296       0.945497        8.76219        1.55242         1.1405            -99       0.758496        9.05295        30.9235
           4955        34.2906        4.30751        12.5046        12.4737         7.6839        3.51385              0            -99        19.5793        49.3579
           4974        29.3686        5.23592         7.3513        10.0777        1.88082            -99            -99            -99         12.615        41.4502
           4986        25.6113        6.53053        4.99872        6.43545        1.25151            -99            -99            -99        8.24431        27.7938
           4990        11.2793           8.64        2.47714        1.21881        4.72411        7.03544        4.85637        6.59301        12.1032        18.6836
           4991        5.62476              0        1.38607        1.95679            -99            -99            -99            -99        2.39796        7.16466
           4993        8.94076       0.867191    5.15048e-05       0.452414            -99            -99            -99            -99       0.452414         8.9941
           4995        19.1674         4.9434        1.43381        1.45496        2.91037        2.55631        1.75916        1.93754        5.10161        20.4414
           4996          21.74        3.13599        4.73958       0.918295            -99            -99            -99            -99        4.82772        25.1107
           4997        15.3821        2.84466        1.57599       0.797391        1.82093        1.36915            -99    3.21995e-10         2.8827        15.9658
           4999        8.51554         3.0493        3.08035       0.903139            -99            -99            -99            -99        3.21002        9.89807
           5000        4.70922        2.07363       0.292057         1.1908            -99            -99            -99            -99        1.22609        5.28961
           5007        32.6753        7.07407         10.812        7.27306        3.46211         1.6544            -99            -99        13.5838        44.0997
           5010         7.5444        1.87183        1.81858       0.700141            -99            -99            -99            -99         1.9487        8.14733
           5012         7.5842        5.31057        1.69892        4.54128        6.33068        2.20947            -99            -99        8.27459          15.62
           5016        8.83749       0.854455        1.77771       0.178478            -99            -99            -99            -99        1.78665        9.11244
           5023        44.0125        14.2534        85.1102        65.7633        8.83267        3.75071         3.3875       0.984937        108.042          120.3
           5026        3.38129        2.72386       0.312123        1.13117            -99            -99            -99            -99        1.17344        4.62908
           5028        36.3272        7.01882        39.2003         29.169         8.9084       0.541588            -99            -99        49.6704        65.8457
           5029        11.2337        1.39454        4.35907        1.25695            -99            -99            -99            -99        4.53667        12.8449
           5033        6.54421        1.29749      0.0937872        2.17617            -99            -99            -99            -99        2.17819        7.28994
           5034        7.05043       0.993648        0.22685              0            -99            -99            -99            -99        0.22685        7.12372
           5042        11.6821        1.93588    5.69807e-05            -99            -99            -99            -99            -99    5.69807e-05        11.8888
           5050        10.3722        1.41918    6.20008e-05            -99            -99            -99            -99            -99    6.20008e-05        12.6809
           5055        29.7014        6.53555         11.185        13.4355        7.55458        1.42516            -99            -99        19.0976        40.0209
           5057        5.57123       0.462949       0.285999        1.35442            -99            -99            -99            -99        1.38428        5.75927
           5064        8.98621        1.57096        2.21698              0            -99            -99            -99            -99        2.21698        9.38802
           5067        19.2652          6.284        4.66216        4.79333       0.628294       0.342924            -99    2.22153e-10        6.72489        22.8079
           5070        3.00866      0.0245433       0.541817            -99            -99            -99            -99            -99       0.541817        3.99472
           5080        8.93748        0.75395       0.817853        5.21669       0.569592            -99            -99            -99        5.31104         12.103
           5089        18.9686        16.6296        5.93699        3.13628        1.95568        2.84525       0.683214            -99        7.58096        26.3702
           5090        7.11821          32.92       0.779446        5.34214        3.88159       0.323127        1.20253        2.00882        7.05681        34.4883
           5095        7.49029              0       0.562555       0.385906            -99            -99            -99            -99       0.682196        7.52129
           5097        20.9745        5.29507        11.9373        2.85703        3.14518       0.920103            -99            -99        12.7043        30.5963
           5101        29.6423        1.11936        3.25017        1.96293            -99            -99            -99            -99        3.79693        31.6097
           5114        8.25949        1.59574        2.29561        1.75061            -99            -99            -99            -99        2.88695        9.19166
           5122        18.2931        2.54067        1.18997      0.0164562            -99            -99            -99            -99        1.19008         18.684
           5125        6.05991        1.12394        1.74326        2.78248            -99            -99            -99            -99        3.28347        10.9678
           5129        9.55326              0      0.0810931         1.0774            -99            -99            -99            -99        1.08045        9.82754
           5133        21.1804        4.71456        7.21549        8.72636        1.49929       0.352841            -99            -99        11.4274        36.1646
           5138        22.8416        2.38575        3.73124        4.06341        5.11514        2.20352            -99            -99        7.83924        26.4549
           5146        4.40745       0.374891    4.38173e-05            -99            -99            -99            -99            -99    4.38173e-05        4.42336
           5147        33.1861        4.65815        10.4824          9.575         6.7831         3.0923      0.0794323            -99        16.0356        38.7304
           5148        18.6917        3.80852        1.63352        2.89969        2.70971        2.13884            -99        1.08213        4.91576        20.1372
           5155        12.4408       0.860774    4.87852e-05        2.08744            -99            -99            -99            -99        2.08744        12.7975
           5156        3.81166        4.12068        1.22263    1.52248e-05       0.969368    7.63068e-08            -99        1.38841        2.08858        5.98924
           5162        2.85215       0.725881        3.41598        1.06233            -99            -99            -99            -99        3.57735        5.05423
           5168        25.8814        6.62963        13.1428        12.4913        1.60434            -99            -99            -99        18.2027        36.0241
           5170        30.0102        6.66534        7.10379        6.40934      0.0379628            -99            -99            -99        9.56791        33.8773
           5171         4.7577        2.92768    4.39836e-05        2.01354       0.883673    4.97687e-08            -99       0.418541        2.23839        6.01809
           5177        26.3869        5.04612        4.85752        5.58729        3.47312         1.5756       0.678555      0.0885456        8.35623        28.8643
           5185        3.46578       0.768344    4.93124e-05       0.555711            -99            -99            -99            -99       0.555711         4.6571
           5187        30.4668        5.80952        25.8772        14.2517        1.75056            -99            -99            -99         29.594        45.1202
           5205        28.9984       0.991587        4.16881       0.502574            -99            -99            -99            -99        4.19899        32.3652
           5206        8.88325        1.00828       0.832497       0.631653            -99            -99            -99            -99        1.04501        9.36409
           5211        26.5774        4.07273         3.0678        4.27913        6.92524        4.38489        4.26355    3.45948e-10        10.6342        29.7459
           5215         17.883        6.97015        7.13915        8.38175        4.87943        6.16209        5.47045        3.09189         14.916        24.3079
           5218         10.375        2.41219       0.247646         1.3557            -99            -99            -99            -99        1.37814        10.9513
           5225        16.5322       0.162923        2.45282       0.895147            -99            -99            -99            -99        2.61106        16.8036
           5238        25.5484        2.13228        11.9172        1.79597       0.654054            -99            -99            -99        12.0695        30.4172
           5242        8.80764         1.1753        1.08564    1.79371e-05            -99            -99            -99            -99        1.08564        9.18576
           5245        21.2139              0    4.47948e-05     1.3549e-05            -99            -99            -99            -99     4.6799e-05        21.6482
           5255        15.6178       0.160781        2.69862    1.33881e-05            -99            -99            -99            -99        2.69862        17.0748
           5256        27.4553        1.72995        3.30633        3.21359        2.65994            -99            -99            -99        5.32299        28.0293
           5258         4.5991        2.03851       0.856874    8.94448e-06            -99            -99            -99       0.431432       0.959357        5.15304
           5265        16.6095        4.78953        4.47363        3.03629        3.27406        1.86228        1.13625    1.23909e-10        6.68663        18.5345
           5270        40.1927        6.44973        18.5367        6.05293        3.28054        1.20516            -99            -99        19.8106        50.6898
           5273        13.1444        2.61337        2.25702        2.14119            -99            -99            -99            -99        3.11108        14.9239
           5293        16.4979       0.594419       0.556877        2.87615            -99            -99            -99            -99        2.92956        19.9872
           5296        29.5507        2.73973        3.64997        4.37441       0.659306            -99            -99            -99        5.73519        31.1184
           5309        7.70408        1.51564        1.40848     1.5417e-05            -99            -99            -99            -99        1.40848        8.83248
           5321        24.5742        5.49091        12.3294        11.6531             10        2.54269            -99            -99        19.8563        36.3426
           5325        38.4515        10.0714        41.3049        45.9327        26.9872        6.56951        3.64252    3.57623e-10        67.8281        80.1901
           5329         6.9744        1.38947        1.45042        2.03152            -99            -99            -99            -99        2.49615        7.64314
           5337        20.8643        5.38767        8.09034        5.47693        1.70578        1.41556        0.69926        1.03621        10.0959        23.7965
           5342        9.09389              0    4.90714e-05        1.23668            -99            -99            -99            -99        1.23668        9.77647
           5346        30.9113        11.3333        39.3757        17.0132        8.73514      0.0262973            -99            -99        43.7744        62.4313
           5347        21.7252         5.1068        6.39747        5.25785        3.43191        1.02222            -99            -99        9.02195        44.0197
           5348        29.7429        4.63889        13.4247         11.584        14.9199        7.56237        3.33812    3.33908e-10        24.6038        61.5423
           5350        22.0232        2.49375       0.576365        2.40475            -99            -99            -99            -99        2.47285        22.3503
           5358        24.3829        1.00317        4.79059        6.07003        6.81768        3.78976        2.65222            -99        11.2992        30.2642
           5359        8.50229       0.596334        4.05344       0.102415            -99            -99            -99            -99        4.05474        10.4479
           5363        8.91777        3.35837       0.124458    2.06887e-05            -99            -99            -99            -99       0.124458        9.52999
           5366        8.11074        1.98211       0.610363        1.43241            -99            -99            -99            -99        1.55703        8.49337
           5371        9.96357        1.01281       0.812721         2.2935            -99            -99            -99            -99        2.43324        10.4675
           5372         5.4122       0.889722      0.0896572        3.23302        1.55561            -99            -99            -99        3.58892        6.81858
           5374        3.92204       0.681662        1.27583        2.17181            -99            -99            -99            -99        2.51883        5.37034
           5375        17.2435        2.45022        7.31096        5.89956        3.16935        2.03318            -99            -99        10.1209        20.7523
           5382        18.0515       0.217484      0.0156392              0            -99            -99            -99            -99      0.0156392        18.0528
           5395        18.4781        4.09404        6.73077        5.13943        3.98915       0.493715            -99            -99        9.37412        22.0723
           5402        6.84373        2.33286       0.655516        1.80181            -99            -99            -99            -99        1.91735        7.62183
           5411        23.6361        1.82265       0.865593    2.19461e-05            -99            -99            -99            -99       0.865593        23.7798
           5424        20.2224        2.51335        2.18852        1.02606            -99            -99            -99            -99        2.41711        20.9792
           5426        27.6987        2.85766        2.52799        2.90798            -99            -99            -99            -99        3.85319        29.1858
           5427        10.8729        1.40846        1.08846    2.82086e-05            -99            -99            -99            -99        1.08846        13.9067
           5435        6.77887       0.953989        2.37955        1.54794            -99            -99            -99            -99        2.83872        7.41091
           5438        25.5547        5.10417        4.77384        4.04435        2.07952            -99            -99            -99        6.59323        32.5043
           5446        22.5249        1.67417        3.52074     9.5133e-06    7.99253e-08            -99            -99            -99        3.52074        23.9938
           5450        6.38531        1.22725       0.170212        2.82403            -99            -99            -99            -99        2.82916        7.09101
           5459         7.4661       0.258535        2.14457            -99            -99            -99            -99            -99        2.14457         7.7723
           5464        5.66189              0      0.0687584            -99            -99            -99            -99            -99      0.0687584        5.66231
           5484        9.61827        1.63206         0.9686        1.56659            -99            -99            -99            -99        1.84184        11.8811
           5509        5.00417       0.386011        3.33264       0.924139            -99            -99            -99            -99         3.4584        7.25338
           5512        28.2271         6.9004        9.41236        10.7668        5.38879        3.52323    1.61016e-07            -99        15.6834        41.4762
           5515        28.7991        3.66776         7.8034        5.99443       0.836524            -99            -99            -99        9.87553        33.1219
           5518        16.4442        1.38548        1.67344    1.02733e-05    4.62859e-08            -99            -99            -99        1.67344        16.5871
           5520       0.723212        29.3333    4.35764e-05              0            -99            -99            -99            -99    4.35764e-05        29.3422
           5523        7.00556       0.907367    5.53473e-05     2.1822e-05            -99            -99            -99            -99    5.94939e-05        7.36057
           5526        29.7499        5.55427        9.98955        8.19907        3.98869        1.22335            -99            -99        13.5802        42.6252
           5529        6.73364        1.52987       0.769081        1.31722            -99            -99            -99       0.383837        1.57286        7.37608
           5530         27.451        4.77465        19.6423        11.5799        5.49558        2.41975            -99            -99         23.579         38.819
           5531        7.65748        2.73974        1.50172            -99            -99            -99            -99            -99        1.50172        8.27033
           5537        3.52592         1.3827        1.22693       0.353841            -99            -99            -99            -99        1.27694        4.05357
           5543       0.320347        4.39476    5.52053e-05        2.25269       0.730896        1.26499    1.41956e-07       0.319347        2.70388        5.18291
           5545         23.725        3.98491        3.49233        3.15047        1.88419            -99            -99            -99        5.06676        26.1762
           5552        7.19284        1.16688        1.70144        3.65351        2.18413            -99            -99            -99        4.58404        8.60883
           5588        13.6398        3.60983        4.66843        5.18085        4.02193       0.737119            -99            -99        8.08423        16.2613
           5590        9.22005       0.105615       0.242125       0.392583            -99            -99            -99            -99       0.461244        9.23218
           5604        28.7876        4.00868        5.78585        7.38745        3.46047         1.0939            -99            -99        10.0609        32.3604
           5612        5.67824       0.369608       0.810438        3.22057        1.08451            -99            -99            -99        3.49357        6.95086
           5620        5.03152       0.416801        1.92669    2.58099e-05            -99            -99            -99            -99        1.92669        5.49967
           5627        21.3551        3.87285        6.18301        4.55971        2.92351            -99            -99            -99        8.21994        29.1678
           5634        10.7144        2.22645       0.759989        2.40452        1.17397       0.542701            -99    1.89502e-10        2.83408        11.3044
           5647        5.24552       0.124444    5.03174e-05    2.52541e-05            -99            -99            -99            -99    5.62993e-05        5.24701
           5650        6.87057        4.13333        3.79882        2.32712            -99            -99            -99            -99        4.45495        11.2899
           5655        5.41713       0.515855       0.656157      0.0629531            -99            -99            -99            -99        0.65917        5.48142
           5664    2.11393e-08        3.34914    5.16638e-05      0.0694484            -99            -99            -99            -99      0.0694485        3.34986
           5668        5.16375        1.93036       0.615715        1.01039       0.783612            -99            -99            -99        1.41917         5.6925
           5671        11.8025        1.14963        3.96337        2.43178            -99            -99            -99            -99        4.64993        13.0347
           5672        16.8565        2.81825    5.07241e-05        1.52845            -99            -99            -99            -99        1.52845        17.1599
           5675        32.7277        1.80358       0.490728    2.36604e-05            -99            -99            -99            -99       0.490728        32.8615
           5682        7.18734        1.33106      0.0990657         1.4087            -99            -99            -99            -99        1.41218        7.93076
           5685         24.142          2.532        1.23739        3.01615        3.78078        1.69126            -99            -99        5.27096        25.2039
           5686        3.02169        3.52411       0.617115       0.352798            -99            -99            -99            -99       0.710843        4.77904
           5691        24.9694        2.18137       0.764869       0.717498            -99            -99            -99            -99        1.04873        26.1025
           5692        21.3357        1.20818        2.13623        2.09299            -99            -99            -99            -99        2.99066        22.5743
           5705        8.14023        1.02266        3.36347       0.474409            -99            -99            -99            -99        3.39676        8.97181
           5710        1.76946        2.79088    4.86906e-05        2.22605       0.687585    9.27226e-08    6.40809e-08    2.75087e-10        2.32982        4.04327
           5712        17.2091        3.34869        1.37982        1.33415            -99            -99            -99            -99        1.91934        21.2683
           5726        25.8533        2.04326       0.687232         4.0888        2.02719            -99            -99            -99         4.6152        26.3551
           5730         35.007        15.5769        15.1999        24.7677        23.8971        9.91098        9.69441        2.20793        40.1576        58.2396
           5735        9.48757        3.35433        9.66758        4.77975        4.91686        2.78047            -99            -99        12.1743         18.136
           5744        12.6151        95.7273        1.18665    2.36261e-05            -99            -99            -99            -99        1.18665        96.5645
           5747        11.2066        7.07407        6.04587        5.77335        3.09662       0.401099            -99            -99        8.92379        19.7247
           5766        24.9007        6.61538        5.51701        6.54795      0.0785334            -99            -99            -99        8.56266        28.1781
           5770        12.0098       0.482136         1.0958        1.68166            -99            -99            -99            -99        2.00718        13.0357
           5779        15.0569              0    6.72622e-05            -99            -99            -99            -99            -99    6.72622e-05        24.6549
           5789        6.51353        0.33516       0.450869       0.490358            -99            -99            -99            -99       0.666134        6.70171
           5797         17.481         4.6374        2.93968        3.89921        2.05774        2.72834            -99            -99        5.96018        19.0424
           5799        6.57313        1.47034              0      0.0832173            -99            -99            -99            -99      0.0832173        6.97312
           5801        4.43318      0.0985463        0.91738    2.06421e-05            -99            -99            -99    3.17721e-10        0.91738        4.52817
           5802        20.6058         3.3793        2.78748        3.11883        2.83857    1.04159e-07            -99            -99        5.05515        21.5302
           5805        7.13901        2.67263         1.0187         2.8579            -99            -99            -99            -99        3.03403         11.067
           5809         4.2466       0.793127        1.31677        1.43545            -99            -99            -99            -99        1.94792          6.746
           5814        25.0978        2.78743        7.38683        4.66905    1.62976e-07            -99            -99            -99        8.73873        27.3751
           5816        6.19673       0.941718       0.735143        1.51926            -99            -99            -99            -99        1.68778        7.31438
           5822        21.7688        5.70519        19.2602        13.8312        10.3404        2.76339            -99            -99        26.0157        34.3983
           5829        2.41456        3.61793         1.4639       0.501493            -99            -99            -99            -99        1.54742        4.99776
           5830        3.75752      0.0453872       0.581086         2.1326            -99            -99            -99            -99        2.21035        4.35966
           5835        5.07396              0        1.19255        1.43125            -99            -99            -99            -99        1.86297        6.14471
