#           _id      dis_to_MS        flag_SB           LTIR           MSIR            SFR    lgSFR_MS_Sargent       Mstar_Chabrier
#
           3089        1.95418             SB      6.843e+07         760436       0.006843            -4.11894             4.55995
           3093     -0.0643158             MS       5.95e+11    6.89974e+11           59.5             1.83883              10.692
           3099      0.0542908             MS      6.401e+10    5.64881e+10          6.401            0.751957             9.72195
           3101        1.01182             SB      2.354e+11     2.2908e+10          23.54            0.359988             9.19995
           3103       0.187488             MS      1.336e+11    8.67598e+10          13.36            0.938319             9.84195
           3112      -0.564834             MS      1.997e+10    7.33182e+10          1.997            0.865212              10.312
           3114            -99        unknown      7.566e+11            -99          75.66                 -99                 -99
           3119      -0.215667             MS      1.223e+11    2.00952e+11          12.23             1.30309              10.542
           3121      -0.648832             MS      3.587e+07    1.59795e+08       0.003587            -1.79644             7.31195
           3125       0.555156             MS      8.528e+11    2.37515e+11          85.28             1.37569              10.402
           3140     -0.0251043             MS      1.901e+11    2.01413e+11          19.01             1.30409              10.312
           3143       0.501793             MS      4.421e+11    1.39228e+11          44.21             1.14373             9.74995
           3145      -0.294305             MS      3.303e+10     6.5045e+10          3.303            0.813214              10.542
           3165       0.250478             MS      5.416e+11    3.04229e+11          54.16              1.4832              10.042
           3171     0.00834597             MS      1.397e+10    1.37041e+10          1.397             0.13685             9.30995
           3188       0.132152             MS      3.465e+11    2.55594e+11          34.65             1.40755              10.082
           3196      -0.519861             MS       2.35e+10    7.77909e+10           2.35            0.890929              10.712
           3207     -0.0689229             MS      1.027e+11    1.20363e+11          10.27             1.08049             9.73995
           3220      0.0643307             MS      6.494e+11    5.59992e+11          64.94             1.74818              10.382
           3229       0.301478             MS       7.12e+10    3.55633e+10           7.12            0.551002             9.55995
           3236      -0.186328             MS      2.767e+11     4.2495e+11          27.67             1.62834              10.592
           3247      -0.159036             MS      1.742e+11    2.51237e+11          17.42             1.40008              10.202
           3263      -0.265443             MS      1.302e+11    2.39913e+11          13.02             1.38005             9.95195
           3265       0.122195             MS      2.501e+11    1.88764e+11          25.01             1.27592              10.232
           3267       0.227129             MS       2.39e+11    1.41667e+11           23.9             1.15127             9.99195
           3276     -0.0994701             MS      2.268e+12    2.85176e+12          226.8             2.45511              11.062
           3280     -0.0903482             MS      7.025e+09    8.64957e+09         0.7025          -0.0630055             9.20995
           3281      -0.357279             MS      7.056e+09    1.60634e+10         0.7056            0.205838             9.49995
           3288            -99        unknown      5.864e+10            -99          5.864                 -99                 -99
           3289      -0.301514             MS      1.455e+12    2.91325e+12          145.5             2.46438              11.532
           3296     -0.0270641             MS      5.409e+11     5.7568e+11          54.09             1.76018              10.672
           3304      -0.841191             MS      7.345e+10    5.09546e+11          7.345             1.70718              11.022
           3306      -0.773491             MS      1.238e+11    7.34872e+11          12.38             1.86621              10.892
           3307      -0.108263             MS      2.054e+11     2.6355e+11          20.54             1.42086              10.062
           3310     -0.0648701             MS      5.012e+11    5.81944e+11          50.12             1.76488              10.582
           3316       0.761854             SB      4.466e+09    7.72797e+08         0.4466            -1.11193             7.95995
           3326       0.615518             SB        1.9e+09    4.60506e+08           0.19            -1.33676             7.72995
           3332      -0.104479             MS      1.773e+11    2.25521e+11          17.73             1.35319              10.402
           3337     0.00746586             MS      1.022e+11    1.00458e+11          10.22             1.00199              10.182
           3347      -0.103633             MS      7.913e+10    1.00456e+11          7.913             1.00197              10.222
           3349     -0.0156643             MS      9.231e+09    9.57002e+09         0.9231           -0.019087             9.19995
           3355      -0.259663             MS      1.025e+11    1.86375e+11          10.25             1.27039             9.99195
           3358      0.0635742             MS       4.86e+11    4.19819e+11           48.6             1.62306              10.212
           3367      -0.588383             MS      3.769e+11    1.46086e+12          37.69             2.16461              10.992
           3376       0.477594             MS      1.302e+10    4.33527e+09          1.302           -0.362983             8.85995
           3380      -0.259296             MS       4.65e+09     8.4479e+09          0.465          -0.0732511             9.32195
           3393       0.063692             MS      8.876e+11    7.66523e+11          88.76             1.88453              10.572
           3401       -0.17348             MS      6.881e+10    1.02596e+11          6.881             1.01113              10.192
           3403      -0.117921             MS      3.726e+11    4.88837e+11          37.26             1.68916              10.902
           3413      -0.117136             MS      3.819e+11    5.00133e+11          38.19             1.69909              10.372
           3417      -0.175631             MS      7.987e+11    1.19678e+12          79.87             2.07801              10.862
           3429        1.00973             SB      8.175e+10    7.99394e+09          8.175          -0.0972392             8.67995
           3441       -0.27943             MS      6.559e+10    1.24815e+11          6.559             1.09627              10.132
           3442       0.375732             MS      2.253e+11    9.48482e+10          22.53            0.977029             9.77195
           3444     -0.0337462             MS      5.651e+10    6.10761e+10          5.651            0.785872             9.97195
           3452      0.0737642             MS      8.561e+11    7.22371e+11          85.61             1.85876              10.362
           3455       0.103307             MS      1.688e+12    1.33066e+12          168.8             2.12407              10.822
           3460     -0.0867489             MS      1.315e+11    1.60574e+11          13.15             1.20567              10.252
           3463      -0.029276             MS      6.766e+11    7.23782e+11          67.66             1.85961              10.592
           3484      -0.067457             MS       7.72e+10    9.01725e+10           7.72            0.955074              10.202
           3487        1.06473             SB      6.437e+10     5.5456e+09          6.437           -0.256051             8.34995
           3492     0.00473499             MS      3.118e+10    3.08419e+10          3.118            0.489141             9.55995
           3500      -0.250542             MS      1.657e+10    2.95029e+10          1.657            0.469865             9.51995
           3526      -0.444302             MS      1.959e+10    5.44925e+10          1.959            0.736336              10.302
           3527      -0.151764             MS      1.078e+10    1.52891e+10          1.078            0.184383             9.47995
           3532      0.0858312             MS      7.666e+12    6.29126e+12          766.6             2.79874              11.462
           3535         1.1725             SB      1.612e+12    1.08359e+11          161.2             1.03486             9.32995
           3560     -0.0879939             MS      9.956e+10    1.21921e+11          9.956             1.08608              10.232
           3568      -0.128743             MS      1.123e+10    1.51051e+10          1.123            0.179123             9.53995
           3570       0.238869             MS      8.485e+09    4.89534e+09         0.8485           -0.310217             8.89995
           3572       0.627589             SB      3.711e+11    8.74786e+10          37.11            0.941902              10.192
           3584      -0.201439             MS      3.267e+10    5.19503e+10          3.267            0.715588             9.82195
           3587       0.326351             MS      7.558e+10    3.56497e+10          7.558            0.552056             9.12995
           3588      -0.582704             MS      8.452e+09    3.23343e+10         0.8452            0.509663             9.90195
           3595      -0.381711             MS      5.579e+10    1.34359e+11          5.579             1.12827              10.232
           3620       -1.06752             MS      1.731e+10    2.02217e+11          1.731             1.30582              10.592
           3626       0.199985             MS      8.558e+10    5.39992e+10          8.558            0.732387             9.84195
           3627      -0.295665             MS      3.226e+11    6.37278e+11          32.26             1.80433              11.052
           3638     -0.0200193             MS       4.25e+10    4.45049e+10           4.25            0.648408             9.88195
           3648      0.0572765             MS      2.388e+10    2.09294e+10          2.388            0.320758             9.57995
           3651      -0.354317             MS       9.28e+10    2.09829e+11           9.28             1.32187              10.042
           3652       0.782534             SB      7.569e+11    1.24883e+11          75.69              1.0965             9.56995
           3654       0.192583             MS      1.186e+12    7.61205e+11          118.6              1.8815              10.382
           3658      0.0436794             MS      1.601e+11    1.44781e+11          16.01             1.16071              10.502
           3661       0.674653             SB      4.117e+12     8.7082e+11          411.7             1.93993              10.362
           3668       0.322142             MS       8.16e+11    3.88641e+11           81.6             1.58955              10.932
           3676      0.0533531             MS      1.517e+11    1.34163e+11          15.17             1.12763             9.61995
           3677       0.216923             MS       2.16e+11    1.31078e+11           21.6             1.11753             9.51995
           3679       0.393143             MS      4.801e+10    1.94173e+10          4.801            0.288189             9.66995
           3680       0.117553             MS      2.578e+11    1.96666e+11          25.78             1.29373              10.022
           3686        0.14744             MS       2.15e+10    1.53108e+10           2.15            0.184999             9.40995
           3696      -0.495624             MS      4.815e+10    1.50737e+11          4.815             1.17822              10.112
           3699      -0.247554             MS      2.778e+11    4.91232e+11          27.78             1.69129              10.262
           3703     -0.0370098             MS      3.496e+11    3.80699e+11          34.96             1.58058              10.232
           3704      -0.431736             MS      5.653e+10    1.52762e+11          5.653             1.18402              10.422
           3709       0.139137             MS      4.447e+11    3.22798e+11          44.47             1.50893              10.062
           3712       0.179338             MS      2.789e+11    1.84548e+11          27.89             1.26611              10.172
           3718       0.174084             MS      5.407e+11    3.62136e+11          54.07             1.55887              10.742
           3721       -0.23173             MS      2.336e+10    3.98293e+10          2.336            0.600203             9.61995
           3739     -0.0528274             MS       1.06e+10    1.19711e+10           1.06           0.0781333             9.27995
           3742       0.292959             MS      5.162e+10    2.62941e+10          5.162            0.419859             9.90195
           3758     -0.0918809             MS      1.496e+12    1.84847e+12          149.6             2.26681              11.062
           3760       0.509766             MS       1.06e+10    3.27748e+09           1.06           -0.484461             8.50995
           3763       -1.57884             MS      2.458e+09    9.32015e+10         0.2458            0.969423              10.782
           3769      -0.252246             MS      1.205e+11    2.15394e+11          12.05             1.33323              10.052
           3775       0.093399             MS      2.967e+10    2.39287e+10          2.967            0.378919             9.65995
           3780       0.968095             SB      2.552e+12    2.74654e+11          255.2             1.43879             9.72995
           3781       0.464389             MS      1.371e+11    4.70596e+10          13.71            0.672648             9.15995
           3792      -0.262427             MS      8.508e+11    1.55688e+12          85.08             2.19225              10.992
           3793       0.151392             MS      8.428e+11    5.94748e+11          84.28             1.77433              10.442
           3806       0.138338             MS      2.497e+10    1.81585e+10          2.497             0.25908             9.19195
           3807       0.597809             MS      2.653e+10    6.69773e+09          2.653           -0.174072             8.88995
           3811      -0.551745             MS      1.135e+11    4.04335e+11          11.35             1.60674              10.342
           3812      -0.413038             MS      2.306e+09    5.96895e+09         0.2306           -0.224102             9.22995
           3813       0.341698             MS      2.489e+11    1.13325e+11          24.89             1.05433              10.182
           3817       0.971744             SB      5.012e+11    5.34894e+10          50.12            0.728268             9.23995
           3821     -0.0170495             MS      1.889e+12    1.96463e+12          188.9             2.29328              11.162
           3823     -0.0472785             MS      1.728e+10    1.92674e+10          1.728            0.284822             9.43995
           3827            -99        unknown      5.941e+12            -99          594.1                 -99                 -99
           3836     -0.0596187             MS       5.54e+11    6.35519e+11           55.4             1.80313              10.472
           3849      0.0305832             MS       3.64e+11    3.39249e+11           36.4             1.53052              10.262
           3870       0.401272             MS      9.154e+10    3.63361e+10          9.154            0.560339              10.272
           3880      -0.152195             MS      1.499e+11    2.12812e+11          14.99               1.328              10.262
           3882      -0.409451             MS      9.032e+09    2.31865e+10         0.9032            0.365235             9.59995
           3883      0.0105141             MS      1.125e+11    1.09809e+11          11.25             1.04064              10.402
           3887       0.341405             MS      1.005e+11     4.5789e+10          10.05            0.660761             9.88195
           3888       0.157938             MS      1.369e+11    9.51625e+10          13.69            0.978466              10.092
           3894        0.44586             MS      2.392e+11    8.56843e+10          23.92            0.932901             9.43995
           3901        0.13692             MS      1.911e+11    1.39425e+11          19.11             1.14434             9.84195
           3902     -0.0697719             MS      1.749e+11    2.05382e+11          17.49             1.31256             9.84195
           3913       0.128147             MS      4.224e+08    3.14468e+08        0.04224            -1.50242             7.80995
           3914      -0.142419             MS      3.821e+11    5.30391e+11          38.21              1.7246              11.182
           3917      -0.636318             MS      5.087e+08    2.20181e+09        0.05087            -0.65722             8.79995
           3920      -0.145811             MS      2.028e+10    2.83713e+10          2.028            0.452879             9.47995
           3928      -0.209641             MS      1.362e+11    2.20708e+11          13.62             1.34382              10.142
           3935    -0.00784387             MS      5.828e+10    5.93422e+10          5.828            0.773363             9.87195
           3940      0.0722362             MS      1.879e+11    1.59107e+11          18.79             1.20169             9.97195
           3941     -0.0822441             MS      1.023e+11    1.23629e+11          10.23             1.09212             9.85195
           3952       0.153997             MS      1.076e+10    7.54771e+09          1.076           -0.122185             8.98995
           3954       -1.11154             MS      5.046e+09    6.52365e+10         0.5046             0.81449              10.342
           3955     -0.0350013             MS      3.825e+11    4.14603e+11          38.25             1.61763              10.412
           3966       0.147081             MS      3.315e+11    2.36267e+11          33.15              1.3734             9.92195
           3969     -0.0861426             MS      1.529e+11    1.86445e+11          15.29             1.27055              10.302
           3978       0.370709             MS      9.712e+10    4.13619e+10          9.712              0.6166             9.60995
           3981      -0.480113             MS      8.051e+09    2.43199e+10         0.8051            0.385963              10.032
           3991       0.298663             MS      5.814e+09    2.92289e+09         0.5814           -0.534188             8.85995
           3996       0.744607             SB      4.576e+10    8.23908e+09          4.576          -0.0841212             8.87995
           4004       0.746256             SB      5.145e+12    9.22846e+11          514.5             1.96513              10.392
           4012     -0.0576461             MS      2.938e+11    3.35504e+11          29.38              1.5257              10.032
           4022       0.413304             MS       1.06e+11    4.09262e+10           10.6            0.612002             9.82195
           4032     -0.0735078             MS      1.175e+11     1.3917e+11          11.75             1.14355              10.062
           4043       0.674784             SB       6.61e+08    1.39771e+08         0.0661            -1.85458             7.29995
           4046        1.17405             SB       3.88e+09    2.59885e+08          0.388            -1.58522             7.35995
           4048     0.00522795             MS      1.237e+11     1.2222e+11          12.37             1.08714              10.302
           4050       0.196646             MS      1.114e+11    7.08335e+10          11.14            0.850239              10.022
           4056      -0.168913             MS      5.905e+10    8.71229e+10          5.905            0.940132             9.92195
           4057      -0.118009             MS      4.482e+10     5.8814e+10          4.482             0.76948             9.83195
           4068      -0.034268             MS      4.889e+10    5.29039e+10          4.889            0.723488             9.83195
           4077      -0.365939             MS      6.688e+11    1.55323e+12          66.88             2.19124              10.812
           4079       0.227824             MS      3.255e+11    1.92632e+11          32.55             1.28473              10.022
           4083      -0.055308             MS      8.392e+11    9.53177e+11          83.92             1.97917              10.752
           4108       0.395318             MS      3.437e+11    1.38312e+11          34.37             1.14086              10.482
           4110        0.46088             MS      1.929e+10    6.67501e+09          1.929           -0.175548             8.76995
           4111      -0.169834             MS       2.03e+11    3.00144e+11           20.3             1.47733              10.022
           4116       0.245835             MS      6.948e+11     3.9448e+11          69.48             1.59603              10.192
           4145     -0.0341184             MS      3.149e+11    3.40636e+11          31.49             1.53229              10.632
           4149       0.108497             MS        4.1e+11    3.19365e+11             41             1.50429              10.262
           4189      -0.862363             MS      4.588e+10    3.34184e+11          4.588             1.52399              10.822
           4203      0.0947604             MS      3.353e+11    2.69571e+11          33.53             1.43067              10.452
           4211       0.303591             MS      1.907e+11    9.47894e+10          19.07             0.97676              10.372
           4214       0.271647             MS      5.568e+11    2.97887e+11          55.68             1.47405              10.222
           4215       0.952851             SB      3.113e+12    3.46999e+11          311.3             1.54033             9.88195
           4222       0.301567             MS      8.366e+11    4.17783e+11          83.66             1.62095              10.372
           4226       0.149379             MS       9.83e+10    6.96906e+10           9.83            0.843174             9.98195
           4235      0.0556657             MS      1.369e+11    1.20431e+11          13.69             1.08074              10.542
           4239       0.912642             SB      3.585e+10    4.38376e+09          3.585           -0.358153             8.51995
           4247        0.13616             MS      2.304e+10    1.68392e+10          2.304            0.226322             9.45995
           4254      -0.252544             MS      1.121e+11    2.00516e+11          11.21             1.30215              10.342
           4255       -0.30926             MS       7.05e+10    1.43697e+11           7.05             1.15745              10.702
           4260      -0.218277             MS      2.518e+10     4.1623e+10          2.518            0.619333             9.69995
           4266     -0.0517287             MS      9.433e+11    1.06262e+12          94.33             2.02638              10.872
           4267      -0.637672             MS      4.622e+10    2.00679e+11          4.622              1.3025              11.002
           4268       0.193666             MS      9.247e+10    5.92018e+10          9.247            0.772335              10.232
           4270     -0.0698263             MS      9.789e+11    1.14965e+12          97.89             2.06056              10.882
           4290       0.263699             MS      1.078e+11    5.87381e+10          10.78             0.76892             9.36995
           4297      -0.156443             MS      7.068e+10     1.0133e+11          7.068             1.00574              10.032
           4308       0.120812             MS       2.63e+11    1.99133e+11           26.3             1.29914              10.402
           4309       0.210732             MS      8.154e+10    5.01925e+10          8.154            0.700639             9.64995
           4312       0.462023             MS      1.089e+12    3.75842e+11          108.9             1.57501              10.472
           4314       0.300235             MS      1.596e+11    7.99463e+10          15.96            0.902798              10.282
           4320      0.0806231             MS       7.57e+11    6.28742e+11           75.7             1.79847              10.602
           4321       0.116864             MS      1.887e+11    1.44181e+11          18.87             1.15891              10.162
           4322      0.0188051             MS      7.345e+10    7.03375e+10          7.345            0.847187             9.83195
           4325            -99        unknown      7.304e+11            -99          73.04                 -99                 -99
           4344      0.0669123             MS      1.588e+11    1.36125e+11          15.88             1.13394             9.75995
           4362         -0.381             MS      1.313e+11    3.15693e+11          13.13             1.49926              10.422
           4363     -0.0392198             MS      4.097e+11    4.48421e+11          40.97             1.65169              10.312
           4367       0.234118             MS      1.888e+10    1.10124e+10          1.888           0.0418837             9.10995
           4371     -0.0760534             MS      5.577e+10    6.64437e+10          5.577            0.822454             9.91195
           4379      0.0458885             MS      4.864e+11    4.37628e+11          48.64             1.64111              10.312
           4389       0.208061             MS      1.019e+11    6.31122e+10          10.19            0.800113             9.50995
           4404      -0.284918             MS      5.756e+09    1.10928e+10         0.5756           0.0450392             9.41995
           4419       0.314298             MS      6.191e+10    3.00236e+10          6.191            0.477463             9.52195
           4432      0.0464294             MS      2.711e+11    2.43613e+11          27.11              1.3867              10.152
           4442     -0.0135861             MS      4.157e+11     4.2891e+11          41.57             1.63237              10.212
           4449     -0.0553627             MS      2.431e+12    2.76152e+12          243.1             2.44115              11.322
           4451       0.169907             MS      6.535e+10    4.41915e+10          6.535            0.645339             9.57995
           4456       0.153449             MS      1.148e+12    8.06293e+11          114.8             1.90649              10.702
           4469      0.0962396             MS      7.791e+10    6.24243e+10          7.791            0.795354             9.77195
           4474      -0.101755             MS      7.314e+10    9.24507e+10          7.314             0.96591             9.79195
           4480      -0.844575             MS       1.49e+11    1.04174e+12           14.9             2.01776              10.922
           4486     -0.0697971             MS       5.54e+10    6.50589e+10           5.54            0.813307              10.462
           4499       0.217724             MS      1.864e+10    1.12907e+10          1.864           0.0527219             9.41995
           4500       0.656617             SB      2.764e+12    6.09426e+11          276.4             1.78492              10.262
           4503      -0.220411             MS      5.687e+10    9.44702e+10          5.687            0.975295              10.042
           4504      -0.262345             MS      2.498e+10    4.57022e+10          2.498            0.659937             9.78195
           4520       0.053301             MS      1.067e+11    9.43764e+10          10.67            0.974863             9.69995
           4528       0.253467             MS      4.245e+10    2.36816e+10          4.245            0.374411             9.62995
           4531      -0.157572             MS      3.342e+11    4.80372e+11          33.42             1.68158              10.432
           4537       0.319499             MS      2.855e+10    1.36807e+10          2.855            0.136107             9.24995
           4542     0.00345601             MS      2.471e+09    2.45141e+09         0.2471           -0.610583             8.71995
           4546      -0.291022             MS      3.095e+10    6.04898e+10          3.095            0.781682             9.85195
           4550     -0.0228343             MS      5.989e+11    6.31231e+11          59.89             1.80019              10.392
           4558      -0.459288             MS      1.702e+11    4.90058e+11          17.02             1.69025              10.472
           4563       0.141436             MS      3.748e+10    2.70622e+10          3.748            0.432363             9.49995
           4564       0.211048             MS      2.492e+11    1.53285e+11          24.92              1.1855              10.032
           4575      -0.113551             MS       1.28e+11     1.6625e+11           12.8             1.22076             9.92195
           4580      0.0485309             MS        3.2e+11    2.86167e+11             32             1.45662              10.652
           4589       0.522721             MS      7.532e+10    2.26042e+10          7.532            0.354189             9.52995
           4592      -0.283785             MS      7.496e+10    1.44084e+11          7.496             1.15861              10.592
           4598      0.0445822             MS      2.046e+10    1.84639e+10          2.046            0.266323             9.45995
           4601         2.3943             SB      2.083e+12    8.40209e+09          208.3          -0.0756128             7.86995
           4603       0.685532             SB      1.061e+10    2.18868e+09          1.061           -0.659817             8.15995
           4612      0.0293708             MS      3.552e+11    3.31973e+11          35.52              1.5211              10.292
           4625       0.684562             SB       7.74e+10    1.60022e+10           7.74            0.204179             9.57995
           4627     -0.0271126             MS      2.971e+10    3.16239e+10          2.971            0.500015             9.68995
           4633       0.178941             MS      1.674e+11     1.1087e+11          16.74             1.04481              10.092
           4654      0.0809979             MS      3.201e+11    2.65637e+11          32.01             1.42429              10.492
           4656       0.436711             MS       2.38e+11    8.70695e+10           23.8            0.939866              10.182
           4663      -0.247889             MS      2.599e+10    4.59934e+10          2.599            0.662696              10.352
           4676      -0.132379             MS      6.587e+09    8.93442e+09         0.6587          -0.0489337             9.25995
           4681        0.14445             MS      1.518e+11    1.08848e+11          15.18             1.03682             9.48995
           4694      -0.136221             MS      2.845e+11    3.89317e+11          28.45              1.5903              10.232
           4701      -0.146618             MS      6.389e+09     8.9547e+09         0.6389          -0.0479492             9.23995
           4703       0.557341             MS      1.151e+11    3.18958e+10          11.51            0.503734             9.43995
           4707       0.163717             MS      6.762e+10    4.63829e+10          6.762            0.666358             9.56995
           4722       0.175223             MS      3.733e+10    2.49365e+10          3.733            0.396835             9.63995
           4738      0.0148592             MS      1.055e+11    1.01951e+11          10.55             1.00839              10.202
           4744       0.256904             MS      6.019e+11    3.33135e+11          60.19             1.52262              10.052
           4751      -0.634031             MS      3.861e+10    1.66238e+11          3.861             1.22073              10.682
           4759      -0.372157             MS      6.723e+08    1.58387e+09        0.06723            -0.80028             8.52995
           4760       0.120035             MS      3.788e+11    2.87326e+11          37.88             1.45837              10.012
           4762       0.331467             MS      1.774e+12    8.26964e+11          177.4             1.91749              10.512
           4774      -0.072221             MS      1.283e+12    1.51512e+12          128.3             2.18045              10.992
           4777      -0.328931             MS      2.017e+10    4.30166e+10          2.017            0.633636              10.172
           4779      -0.145826             MS      6.872e+11    9.61411e+11          68.72             1.98291              10.762
           4787      -0.212273             MS      3.392e+11    5.53005e+11          33.92             1.74273              10.442
           4789      0.0207485             MS      4.605e+11    4.39017e+11          46.05             1.64248              10.302
           4793       0.434758             MS      6.229e+09    2.28908e+09         0.6229            -0.64034             8.57995
           4799       0.142798             MS      4.981e+11    3.58525e+11          49.81             1.55452              11.142
           4804       0.276647             MS      3.319e+09    1.75533e+09         0.3319            -0.75564             8.57995
           4806       0.146947             MS      1.701e+11    1.21271e+11          17.01             1.08376              10.142
           4815      -0.224221             MS      1.059e+11    1.77467e+11          10.59             1.24912              10.122
           4826      -0.162147             MS      1.455e+12    2.11354e+12          145.5             2.32501              11.262
           4828      -0.333455             MS      1.037e+10    2.23478e+10          1.037            0.349234             9.72195
           4832         1.4978             SB      1.262e+09    4.01109e+07         0.1262            -2.39674             6.73995
           4839       0.104078             MS      1.261e+11    9.92288e+10          12.61            0.996638             9.85195
           4846      -0.347978             MS      2.902e+10    6.46659e+10          2.902            0.810676              10.262
           4847      -0.502198             MS      4.209e+09    1.33776e+10         0.4209            0.126377             9.52995
           4849        1.12438             SB       1.18e+12    8.86137e+10            118            0.947501             9.19995
           4858      -0.490243             MS      1.084e+11    3.35175e+11          10.84             1.52527              10.662
           4860      -0.313325             MS      1.162e+11    2.39073e+11          11.62             1.37853              10.412
           4865        3.03801             SB      2.108e+11    1.93133e+08          21.08            -1.71414             6.81995
           4868      -0.157506             MS      3.152e+11    4.52994e+11          31.52             1.65609              10.452
           4874      0.0425529             MS      6.108e+11    5.53791e+11          61.08             1.74335              10.432
           4887      -0.191255             MS      1.477e+11    2.29422e+11          14.77             1.36064              10.072
           4888      -0.176887             MS       3.88e+11    5.83068e+11           38.8             1.76572              10.852
           4891      -0.449447             MS      1.287e+09    3.62265e+09         0.1287           -0.440974             8.72995
           4901      -0.230885             MS      1.298e+11    2.20882e+11          12.98             1.34416              10.012
           4905        0.18391             MS      4.074e+11    2.66754e+11          40.74             1.42611              10.462
           4912      -0.182348             MS      1.602e+10    2.43787e+10          1.602            0.387011             9.72995
           4916      -0.132243             MS      5.279e+09    7.15805e+09         0.5279           -0.145205             9.11195
           4917       0.219821             MS      1.262e+11    7.60743e+10          12.62            0.881238              10.032
           4919       0.363162             MS      1.117e+11    4.84051e+10          11.17            0.684891             9.55995
           4924       0.772512             SB      4.449e+11     7.5119e+10          44.49             0.87575             9.62995
           4937      -0.119153             MS      5.566e+10    7.32313e+10          5.566            0.864697              10.362
           4945       0.138994             MS      5.576e+11    4.04882e+11          55.76             1.60733              10.392
           4954       0.101829             MS      1.194e+12    9.44441e+11          119.4             1.97517              10.792
           4955      -0.327747             MS      2.937e+10    6.24671e+10          2.937            0.795651              10.462
           4974       0.196084             MS      2.591e+11    1.64962e+11          25.91             1.21738              10.402
           4986      -0.122674             MS      4.559e+11    6.04705e+11          45.59             1.78154              10.842
           4990       0.986898             SB      7.773e+12    8.01107e+11          777.3             1.90369              10.322
           4991       -0.24934             MS       4.18e+09    7.42192e+09          0.418           -0.129484             9.24995
           4993      -0.707156             MS      5.412e+11    2.75749e+12          54.12             2.44051              11.102
           4995       0.363092             MS      4.002e+12    1.73454e+12          400.2             2.23918              10.812
           4996       0.323541             MS      9.967e+10    4.73177e+10          9.967            0.675023             9.79195
           4997       0.278492             MS      8.642e+11    4.55116e+11          86.42             1.65812              10.262
           4999       0.312571             MS      2.714e+11    1.32141e+11          27.14             1.12104             9.91195
           5000       0.038099             MS      1.209e+11    1.10746e+11          12.09             1.04433             9.71995
           5007       0.478424             MS      1.696e+11     5.6364e+10          16.96            0.751002              10.002
           5010      -0.272691             MS      8.003e+10    1.49949e+11          8.003             1.17594             9.87195
           5012       0.156781             MS      4.847e+11    3.37825e+11          48.47             1.52869              10.462
           5016      -0.815993             MS      1.528e+10    1.00027e+11          1.528             1.00012              10.512
           5023      0.0160199             MS      1.339e+11    1.29051e+11          13.39             1.11076              10.942
           5026       0.607485             SB      1.478e+12    3.64913e+11          147.8             1.56219              10.022
           5028      -0.174222             MS      3.442e+10    5.14082e+10          3.442            0.711032              10.462
           5029      -0.524397             MS       2.78e+09    9.29912e+09          0.278          -0.0315582             9.44995
           5033      -0.165303             MS      7.855e+10    1.14934e+11          7.855             1.06045              10.042
           5034      -0.156814             MS      1.139e+11    1.63432e+11          11.39             1.21334             9.85195
           5042      -0.161891             MS      1.812e+11    2.63057e+11          18.12             1.42005              10.052
           5050            -99             MS              0    1.58794e+13              0             3.20083              12.812
           5055       0.158563             MS      1.138e+11    7.89912e+10          11.38            0.897579              10.312
           5057      -0.212202             MS      1.473e+11    2.40107e+11          14.73             1.38041             9.98195
           5064       0.418232             MS      8.609e+09     3.2864e+09         0.8609            -0.48328             8.78995
           5067       0.191022             MS      8.424e+11    5.42621e+11          84.24              1.7345              10.482
           5070        2.09836             SB      1.165e+08         928886        0.01165            -4.03204             4.66995
           5080       0.339881             MS      2.006e+11     9.1717e+10          20.06             0.96245             9.91195
           5089       0.542886             MS       1.92e+12    5.50066e+11            192             1.74042              10.512
           5090       0.277842             MS      4.124e+12    2.17508e+12          412.4             2.33748              11.132
           5095     -0.0896008             MS      1.261e+11    1.54994e+11          12.61             1.19032             9.89195
           5097      -0.364782             MS      4.664e+10    1.08029e+11          4.664             1.03354              10.632
           5101      -0.135698             MS      6.711e+10    9.17244e+10          6.711            0.962485              10.132
           5114    -0.00626423             MS      2.083e+11    2.11326e+11          20.83             1.32495              10.072
           5122       0.148409             MS      4.325e+11    3.07311e+11          43.25             1.48758              10.282
           5125      -0.136302             MS      1.323e+11    1.81076e+11          13.23             1.25786              10.232
           5129      -0.220817             MS      2.317e+10     3.8525e+10          2.317            0.585743             9.69995
           5133       0.302387             MS      3.171e+11    1.58055e+11          31.71             1.19881              10.282
           5138      -0.750095             MS      5.196e+10    2.92256e+11          5.196             1.46576              10.972
           5146       0.682046             SB      7.967e+10    1.65672e+10          7.967            0.219249             8.61995
           5147       0.489675             MS      7.706e+10    2.49548e+10          7.706            0.397154             9.74995
           5148      0.0312355             MS      9.467e+11    8.81002e+11          94.67             1.94498              10.732
           5155     -0.0947423             MS      1.684e+11    2.09452e+11          16.84             1.32108              10.102
           5156       0.699493             SB      2.819e+12    5.63121e+11          281.9              1.7506              10.202
           5162      -0.107602             MS      2.155e+10    2.76089e+10          2.155            0.441049             9.60995
           5168      -0.140374             MS      6.873e+10    9.49556e+10          6.873            0.977521              10.532
           5170       0.290565             MS      6.434e+10    3.29546e+10          6.434            0.517916             9.79195
           5171       -0.15346             MS      1.121e+12    1.59612e+12          112.1             2.20307              10.922
           5177       0.309499             MS      9.371e+11    4.59501e+11          93.71             1.66229              10.462
