#           _id      dis_to_MS        flag_SB           LTIR           MSIR            SFR    lgSFR_MS_Sargent       Mstar_Chabrier
#
           8255        1.76998             SB      1.049e+12    1.78155e+10          104.9            0.250797             8.40995
           8267     -0.0566196             MS      1.246e+11    1.41951e+11          12.46             1.15214              10.492
           8271      -0.272985             MS      7.163e+10    1.34301e+11          7.163             1.12808              10.292
           8274      -0.311492             MS      4.045e+11    8.28724e+11          40.45             1.91841              10.662
           8290        0.31032             MS      2.225e+11    1.08896e+11          22.25             1.03701             9.88195
           8303      -0.285449             MS      3.615e+11    6.97522e+11          36.15             1.84356              10.782
           8304      0.0554391             MS      3.573e+10    3.14481e+10          3.573            0.497594             9.61995
           8319       0.576217             MS      2.793e+11    7.41061e+10          27.93            0.869854             9.97195
           8326       0.390486             MS      3.784e+10     1.5398e+10          3.784            0.187465             9.35995
           8331      -0.354911             MS      5.106e+09    1.15609e+10         0.5106            0.062992             9.42995
           8332       0.246553             MS      9.355e+10    5.30262e+10          9.355            0.724491             9.93195
           8340        0.43679             MS      9.948e+11     3.6387e+11          99.48             1.56095             9.99195
           8347        1.00899             SB      6.124e+10    5.99848e+09          6.124           -0.221959             8.60995
           8354       0.112158             MS      3.838e+11    2.96447e+11          38.38             1.47195              10.462
           8377            -99        unknown       5.02e+12            -99            502                 -99                 -99
           8408      -0.500736             MS      5.477e+10    1.73492e+11          5.477             1.23928              10.462
           8410      -0.129841             MS      3.353e+10    4.52142e+10          3.353            0.655275             9.91195
           8412       0.131656             MS       2.59e+10    1.91269e+10           2.59            0.281644             9.36995
           8420       0.188034             MS      4.072e+11    2.64103e+11          40.72             1.42177              10.172
           8427       0.519431             MS      2.516e+12    7.60815e+11          251.6             1.88128              10.502
           8433      -0.162489             MS      4.355e+11    6.33107e+11          43.55             1.80148              10.982
           8451       0.733463             SB      2.111e+11    3.89965e+10          21.11            0.591026             9.43195
           8452      0.0316907             MS        1.5e+11    1.39444e+11             15              1.1444              10.862
           8458      -0.283058             MS      1.275e+11    2.44663e+11          12.75             1.38857              10.502
           8460      -0.229451             MS       5.37e+11    9.10804e+11           53.7             1.95943              10.652
           8465       -0.69898             MS      8.468e+10    4.23409e+11          8.468             1.62676              10.652
           8467      -0.365701             MS      4.437e+09    1.02989e+10         0.4437           0.0127907             9.48995
           8474       0.683406             SB      2.827e+11     5.8603e+10          28.27             0.76792             9.91195
           8476     -0.0637048             MS      1.006e+11    1.16494e+11          10.06              1.0663              10.142
           8483      -0.116417             MS      8.303e+10    1.08555e+11          8.303             1.03565              10.302
           8484       0.208375             MS      2.305e+12    1.42658e+12          230.5              2.1543              10.752
           8489     -0.0329889             MS      1.496e+10    1.61406e+10          1.496             0.20792             9.31995
           8490      -0.861174             MS      1.315e+11    9.55213e+11          13.15              1.9801              10.782
           8493       0.319685             MS      1.654e+11    7.92228e+10          16.54             0.89885              10.462
           8504      -0.325805             MS      1.837e+11    3.88968e+11          18.37             1.58991              10.142
           8509      -0.017408             MS      6.774e+11    7.05104e+11          67.74             1.84825              11.062
           8512       0.583538             MS      4.494e+10    1.17245e+10          4.494           0.0690949             9.16995
           8515    -0.00508545             MS      9.933e+10      1.005e+11          9.933             1.00217              10.122
           8535      0.0323235             MS      6.529e+10    6.06071e+10          6.529            0.782523             9.98195
           8537       0.198929             MS       4.11e+10    2.59964e+10           4.11            0.414912             9.51995
           8539       0.281281             MS      2.725e+11    1.42589e+11          27.25             1.15409              10.452
           8544       0.623476             SB      3.448e+11    8.20523e+10          34.48            0.914091              10.172
           8549       -1.41541             MS      1.187e+10     3.0893e+11          1.187             1.48986              11.062
           8551       0.278703             MS      9.107e+10    4.79372e+10          9.107            0.680673             9.78195
           8554      -0.177366             MS      1.808e+11    2.71997e+11          18.08             1.43456             9.99195
           8559       0.927413             SB      6.845e+08    8.09022e+07        0.06845            -2.09204             7.08195
           8563       0.796035             SB       7.36e+09    1.17718e+09          0.736           -0.929157             8.04995
           8568      0.0166903             MS      2.189e+10    2.10647e+10          2.189            0.323555             9.35995
           8585     -0.0313812             MS      3.376e+11    3.62897e+11          33.76             1.55978              10.522
           8586       0.218157             MS       1.23e+12      7.443e+11            123             1.87175              10.772
           8592     -0.0988771             MS      1.121e+10    1.40761e+10          1.121            0.148483             9.68195
           8593      -0.491027             MS      5.367e+10    1.66249e+11          5.367             1.22076              10.452
           8595            -99        unknown      1.065e+11            -99          10.65                 -99                 -99
           8607      -0.409389             MS      1.343e+11    3.44719e+11          13.43             1.53747              10.322
           8612       0.462583             MS      5.338e+12    1.83991e+12          533.8              2.2648              10.842
           8613       0.370469             MS      8.381e+11     3.5713e+11          83.81             1.55283              10.492
           8614      -0.499494             MS      1.946e+11    6.14662e+11          19.46             1.78864              10.492
           8619       -0.23396             MS      1.955e+11    3.35048e+11          19.55             1.52511              10.142
           8635      -0.879413             MS      1.182e+11    8.95428e+11          11.82             1.95203              11.162
           8636         1.1322             SB      3.157e+10    2.32851e+09          3.157           -0.632922             8.32995
           8644      -0.884329             MS      3.493e+10    2.67626e+11          3.493             1.42753              10.152
           8662      -0.323735             MS      1.742e+11    3.67099e+11          17.42             1.56478              10.902
           8664      -0.894609             MS      8.243e+10    6.46687e+11          8.243             1.81069              10.732
           8666      -0.360223             MS      4.144e+11    9.49823e+11          41.44             1.97764              10.622
           8668       0.537996             MS      3.327e+11    9.63955e+10          33.27            0.984057              10.312
           8672       0.888911             SB      1.258e+08    1.62469e+07        0.01258            -2.78923             6.10995
           8673      -0.165413             MS      5.972e+11    8.74043e+11          59.72             1.94153              10.822
           8675      -0.508968             MS      1.263e+11    4.07729e+11          12.63             1.61037              10.602
           8678       0.845885             SB      4.006e+08    5.71249e+07        0.04006            -2.24317             6.91195
           8684       -0.37398             MS       9.61e+09    2.27355e+10          0.961            0.356704             9.72995
           8686        -0.8247             MS      3.203e+10    2.13923e+11          3.203             1.33026              10.822
           8691       0.194984             MS      1.332e+11    8.50199e+10          13.32            0.929521              10.212
           8704      -0.343788             MS      1.145e+10    2.52693e+10          1.145            0.402593              10.072
           8716      -0.190343             MS       2.84e+11    4.40212e+11           28.4             1.64366              10.242
           8717       -0.45418             MS      4.273e+10    1.21594e+11          4.273             1.08491              10.422
           8721      -0.179954             MS      9.765e+11    1.47783e+12          97.65             2.16963              10.792
           8736      -0.441828             MS      1.737e+10    4.80427e+10          1.737            0.681627              10.092
           8744       0.522088             MS       1.22e+12    3.66667e+11            122             1.56427              10.472
           8752      -0.237842             MS      1.061e+11    1.83467e+11          10.61             1.26356              10.282
           8753     -0.0432353             MS       7.46e+10    8.24089e+10           7.46            0.915974              10.412
           8761        1.25008             SB      1.959e+12    1.10143e+11          195.9             1.04196             9.40195
           8764       0.677326             SB      1.699e+12    3.57164e+11          169.9             1.55287             9.97195
           8769      -0.364731             MS      2.629e+11    6.08866e+11          26.29             1.78452              10.422
           8771      0.0291991             MS      1.999e+10    1.86902e+10          1.999            0.271614             9.64995
           8775       0.155103             MS      6.572e+10    4.59828e+10          6.572            0.662595             9.79195
           8776     -0.0830629             MS      1.483e+10    1.79558e+10          1.483            0.254204             9.70995
           8778       0.983018             SB        2.5e+12    2.59969e+11            250             1.41492              10.162
           8785      -0.210867             MS      3.997e+11    6.49533e+11          39.97              1.8126              10.522
           8800       0.168182             MS      2.721e+11    1.84734e+11          27.21             1.26655              10.202
           8814      -0.002909             MS      4.934e+11    4.96716e+11          49.34             1.69611              10.552
           8824       -1.55313             MS      2.272e+09    8.11971e+10         0.2272            0.909541              10.642
           8837      0.0963575             MS       2.36e+10     1.8904e+10           2.36            0.276555             9.53195
           8838       0.168592             MS      8.155e+10    5.53135e+10          8.155            0.742831             9.46995
           8847       0.682836             SB      3.221e+12    6.68582e+11          322.1             1.82515              10.262
           8851      -0.303279             MS      1.192e+11    2.39638e+11          11.92             1.37956              10.062
           8866        1.30545             SB       3.63e+11    1.79662e+10           36.3            0.254457             8.54995
           8875       0.477296             MS      1.802e+12    6.00425e+11          180.2             1.77846              10.592
           8879      -0.588366             MS      3.832e+10    1.48522e+11          3.832             1.17179              10.852
           8880       0.291185             MS      6.504e+10    3.32656e+10          6.504            0.521995             9.99195
           8889       0.134249             MS      1.584e+11     1.1628e+11          15.84             1.06551             9.90195
           8891      -0.382256             MS      9.193e+11    2.21673e+12          91.93             2.34571              10.982
           8908       0.967944             SB      8.745e+12    9.41489e+11          874.5             1.97382              10.582
           8910       0.462301             MS      2.535e+11    8.74333e+10          25.35            0.941677             9.46195
           8912     -0.0904962             MS      3.095e+10    3.81203e+10          3.095            0.581157             9.80195
           8915        1.16519             SB      1.203e+12    8.22377e+10          120.3            0.915071             9.16995
           8919       0.367652             MS      8.178e+10    3.50748e+10          8.178            0.544995             9.86195
           8921      -0.525737             MS      1.332e+11    4.46931e+11          13.32             1.65024              10.892
           8932      -0.286029             MS      4.656e+11    8.99585e+11          46.56             1.95404              10.612
           8937      0.0778159             MS      9.649e+10    8.06615e+10          9.649            0.906666              10.452
           8941      -0.242006             MS      1.415e+11    2.47037e+11          14.15             1.39276              10.372
           8944       -0.50869             MS      2.688e+11    8.67199e+11          26.88             1.93812              10.582
           8946       0.365584             MS      2.085e+11    8.98508e+10          20.85            0.953522             9.95195
           8947       0.195595             MS      3.307e+11    2.10785e+11          33.07             1.32384              10.152
           8948       0.961776             SB       4.65e+10    5.07782e+09           4.65           -0.294323             8.70195
           8955      -0.102321             MS       3.31e+11    4.18937e+11           33.1             1.62215              10.632
           8959      -0.123567             MS      1.268e+11    1.68533e+11          12.68             1.22669              10.132
           8963        0.36147             MS      4.261e+10    1.85371e+10          4.261            0.268042             9.25995
           8965       0.272724             MS      2.382e+10    1.27121e+10          2.382            0.104218             9.52995
           8968      -0.259954             MS       1.07e+12    1.94687e+12            107             2.28934              11.232
           8973       0.647455             SB      9.142e+11    2.05867e+11          91.42             1.31359              10.242
           8988      -0.349491             MS       1.77e+11    3.95789e+11           17.7             1.59746              10.842
           9004       -1.12613             MS        1.3e+10    1.73809e+11            1.3             1.24007              10.862
           9012      0.0373522             MS       2.42e+11    2.22056e+11           24.2             1.34646              10.622
           9022       0.587816             MS      3.149e+11    8.13498e+10          31.49            0.910357             9.86195
           9024       0.092801             MS      1.448e+11    1.16941e+11          14.48             1.06797             9.66995
           9038      -0.460763             MS      2.203e+10    6.36469e+10          2.203            0.803777              10.092
           9041      0.0918592             MS      1.482e+10    1.19947e+10          1.482            0.078989             9.49995
           9053       0.158276             MS      5.749e+12    3.99315e+12          574.9             2.60132              11.262
           9056       0.621879             SB      3.598e+11    8.59374e+10          35.98            0.934182              10.042
           9071      -0.221473             MS      1.145e+11    1.90668e+11          11.45             1.28028              10.762
           9075        2.27941             SB      3.301e+07         173473       0.003301            -4.76077             3.76995
           9077      0.0332455             MS       5.34e+10    4.94647e+10           5.34            0.694296              10.392
           9101       0.404927             MS      3.134e+10    1.23359e+10          3.134           0.0911721             9.34995
           9106      -0.467704             MS      7.608e+10    2.23344e+11          7.608             1.34897              10.132
           9109      0.0862623             MS      3.502e+11    2.87114e+11          35.02             1.45805              10.562
           9113       0.838644             SB      4.289e+11    6.21888e+10          42.89            0.793712             9.65195
           9119      -0.141214             MS      1.287e+11    1.78153e+11          12.87             1.25079             9.87195
           9120     -0.0416775             MS       2.37e+10    2.60871e+10           2.37            0.416426             9.51995
           9122      -0.103028             MS      1.075e+10    1.36281e+10          1.075            0.134436             9.53995
           9123      -0.625184             MS      2.721e+10    1.14792e+11          2.721             1.05991              10.632
           9124      -0.015461             MS      7.444e+10    7.71378e+10          7.444            0.887267              10.412
           9139     -0.0123603             MS       2.59e+10    2.66477e+10           2.59             0.42566             9.71995
           9148       -0.31597             MS      2.494e+09    5.16257e+09         0.2494           -0.287134             9.20995
           9153       0.172906             MS      5.427e+11    3.64463e+11          54.27             1.56165              10.742
           9154       0.108892             MS      8.946e+10    6.96205e+10          8.946            0.842737             9.98195
           9155      -0.168427             MS      1.438e+10    2.11927e+10          1.438            0.326186             9.90195
           9166      -0.154912             MS      3.271e+10    4.67297e+10          3.271            0.669593             9.60995
           9167     -0.0354744             MS      2.133e+10    2.31454e+10          2.133            0.364465             9.79195
           9170        1.52403             SB      1.233e+11    3.68919e+09          12.33           -0.433069             8.79195
           9171        1.69663             SB      2.229e+11    4.48207e+09          22.29           -0.348522             8.79195
           9185       0.158077             MS      7.427e+10    5.16103e+10          7.427            0.712736             9.89195
           9192     -0.0034676             MS      4.182e+10    4.21552e+10          4.182            0.624852             9.78195
           9207      -0.805749             MS      1.101e+10    7.03941e+10          1.101            0.847536              10.362
           9229       0.178758             MS      7.476e+11    4.95349e+11          74.76             1.69491              10.502
           9234      -0.418341             MS      2.257e+10    5.91387e+10          2.257            0.771872             9.83195
           9237      -0.124056             MS      6.431e+10    8.55726e+10          6.431            0.932335              10.422
           9247     -0.0546163             MS      3.898e+10    4.42036e+10          3.898            0.645458             9.85195
           9252      -0.104512             MS      9.717e+10    1.23607e+11          9.717             1.09204              10.632
           9256      -0.152535             MS       1.46e+12    2.07438e+12            146             2.31689              11.082
           9274       -0.24433             MS      4.867e+11    8.54263e+11          48.67             1.93159              10.972
           9286        1.05459             SB      1.854e+12      1.635e+11          185.4             1.21352             9.98195
           9293      0.0984808             MS       3.54e+12    2.82178e+12            354             2.45052              11.102
           9294      -0.505714             MS      3.229e+10    1.03462e+11          3.229             1.01478              10.582
           9297       0.380214             MS      2.933e+11    1.22208e+11          29.33              1.0871              10.142
           9306        0.41786             MS      8.214e+09     3.1383e+09         0.8214           -0.503305             9.04995
           9311       0.429292             MS      1.464e+11    5.44815e+10          14.64            0.736249             9.69995
           9316       0.131961             MS      5.653e+11    4.17174e+11          56.53             1.62032              10.492
           9319        1.00804             SB      3.576e+12    3.51041e+11          357.6             1.54536              10.752
           9322       0.129555             MS      6.873e+10    5.10024e+10          6.873            0.707591             9.71995
           9329       0.634302             SB      1.866e+10    4.33122e+09          1.866            -0.36339             8.64995
           9333      0.0860254             MS      2.566e+11     2.1049e+11          25.66             1.32323              10.342
           9347     -0.0762424             MS      2.209e+10    2.63292e+10          2.209            0.420438             9.60995
           9353      0.0444271             MS      1.513e+11    1.36588e+11          15.13             1.13541              10.352
           9356        1.52529             SB      7.966e+10    2.37659e+09          7.966           -0.624045             8.39195
           9357      0.0503408             MS      1.164e+10     1.0366e+10          1.164           0.0156121             9.34195
           9363      -0.445131             MS       1.28e+10    3.56731e+10           1.28            0.552341              10.032
           9367      -0.580484             MS      1.695e+11     6.4514e+11          16.95             1.80965              11.202
           9370      0.0143782             MS      3.975e+12    3.84555e+12          397.5             2.58496              11.572
           9371       0.149593             MS      8.881e+10    6.29316e+10          8.881            0.798869             9.99195
           9376      -0.497113             MS      1.184e+11    3.71933e+11          11.84             1.57046              10.882
           9387      -0.327167             MS      3.331e+11    7.07524e+11          33.31             1.84974              11.342
           9388      0.0680602             MS      7.718e+12    6.59849e+12          771.8             2.81944              11.622
           9391      0.0463083             MS      1.943e+11    1.74648e+11          19.43             1.24216              10.622
           9398       0.819166             SB      1.993e+12    3.02232e+11          199.3             1.48034              10.182
           9401     -0.0828335             MS      6.686e+10    8.09096e+10          6.686               0.908              10.472
           9409      0.0798176             MS      5.582e+11    4.64486e+11          55.82             1.66697              10.602
           9412       -1.09396             MS      2.983e+10    3.70351e+11          2.983             1.56861              11.232
           9418       0.583475             MS      5.117e+10    1.33518e+10          5.117            0.125541             9.10195
           9422        1.12946             SB      1.544e+12    1.14602e+11          154.4             1.05919             9.35995
           9430       0.820023             SB       1.03e+11    1.55889e+10           10.3            0.192814             8.89195
           9431       0.429197             MS       4.83e+11    1.79784e+11           48.3             1.25475              10.282
           9433      -0.203482             MS      1.287e+11    2.05618e+11          12.87             1.31306              10.712
           9437      0.0542888             MS      2.265e+10    1.99885e+10          2.265            0.300779             9.66995
           9438       0.353562             MS      1.047e+12    4.63858e+11          104.7             1.66638              10.392
           9440      -0.256147             MS       1.88e+10    3.39082e+10           1.88            0.530304             9.96195
           9471       0.172576             MS      1.156e+12    7.76929e+11          115.6             1.89038              10.652
           9477      -0.158919             MS       1.79e+11    2.58091e+11           17.9             1.41177              10.642
           9479      -0.349624             MS       9.03e+10    2.01981e+11           9.03             1.30531              10.182
           9481      -0.360723             MS      2.993e+11    6.86798e+11          29.93             1.83683              10.552
           9482       0.246532             MS      1.202e+11    6.81353e+10          12.02            0.833372             9.92195
           9487     -0.0588074             MS      3.179e+11    3.63997e+11          31.79              1.5611              10.742
           9488        1.44615             SB      2.753e+12    9.85489e+10          275.3            0.993652             9.24995
           9489     -0.0443764             MS      2.185e+11    2.42007e+11          21.85             1.38383              10.462
           9492      0.0046713             MS      2.628e+11    2.59988e+11          26.28             1.41495              10.662
           9514        -0.4979             MS      3.916e+10    1.23237e+11          3.916             1.09074              10.672
           9520       0.661746             SB      1.589e+12    3.46241e+11          158.9             1.53938              10.252
           9526     -0.0505183             MS      1.327e+11     1.4907e+11          13.27             1.17339              10.512
           9538       0.192218             MS      5.497e+10    3.53108e+10          5.497            0.547908             9.75995
           9539      0.0431744             MS      4.436e+11    4.01622e+11          44.36             1.60382              10.272
           9548        -0.2228             MS      2.019e+11    3.37238e+11          20.19             1.52794              10.162
           9551     -0.0191235             MS      3.975e+11    4.15394e+11          39.75             1.61846              10.342
           9553      -0.012073             MS      1.004e+10     1.0323e+10          1.004           0.0138067             9.62995
           9555      -0.288705             MS      1.473e+09    2.86357e+09         0.1473           -0.543092             8.97995
           9567            -99        unknown       5.71e+11            -99           57.1                 -99                 -99
           9592      -0.266639             MS      5.832e+11     1.0776e+12          58.32             2.03246              10.842
           9593      0.0796449             MS      3.621e+11    3.01428e+11          36.21             1.47918              10.482
           9608       0.105934             MS      4.329e+11    3.39198e+11          43.29             1.53045              10.152
           9610       0.325007             MS      7.963e+11    3.76764e+11          79.63             1.57607              10.352
           9612      -0.136285             MS      1.548e+10    2.11864e+10          1.548            0.326056             9.70995
           9613      -0.607348             MS      1.151e+11     4.6604e+11          11.51             1.66842              11.032
           9615       0.895625             SB       1.18e+12    1.50057e+11            118             1.17626             9.57195
           9616       0.178795             MS      9.025e+10    5.97933e+10          9.025            0.776653              10.252
           9623      0.0273778             MS      1.367e+10    1.28348e+10          1.367            0.108391             9.33995
           9634       0.131384             MS      2.686e+10    1.98482e+10          2.686            0.297722             9.54195
           9635      0.0213137             MS      2.717e+11    2.58688e+11          27.17             1.41278              10.262
           9642       0.444891             MS      3.066e+12    1.10073e+12          306.6             2.04168              10.542
           9644      -0.200757             MS      8.713e+10    1.38332e+11          8.713             1.14092              10.132
           9647       0.878475             SB      1.263e+12    1.67082e+11          126.3             1.22293             9.62995
           9649       0.198033             MS      3.442e+10    2.18161e+10          3.442            0.338778             9.55995
           9650      -0.223838             MS      3.005e+10    5.03132e+10          3.005            0.701682             9.88195
           9662       -1.16464             MS      1.488e+10    2.17392e+11          1.488             1.33724              10.652
           9663        0.06179             MS      5.019e+10    4.35339e+10          5.019            0.638827             9.78195
           9691    -0.00961099             MS      7.652e+10    7.82323e+10          7.652            0.893386              10.122
           9693       0.117089             MS      2.753e+11    2.10241e+11          27.53             1.32272             9.75995
           9709       0.244331             MS      8.823e+10    5.02673e+10          8.823            0.701285             9.51995
           9710        1.04252             SB      9.545e+12    8.65468e+11          954.5             1.93725              10.359
           9722       0.493758             MS      1.781e+12    5.71355e+11          178.1             1.75691              10.882
           9751       0.274625             MS      8.521e+09    4.52758e+09         0.8521           -0.344134             8.93195
           9753       0.720112             SB      3.874e+12    7.37984e+11          387.4             1.86805              10.282
           9754     -0.0896133             MS      4.265e+09    5.24243e+09         0.4265           -0.280468             9.35995
           9761      0.0721505             MS      5.539e+12    4.69117e+12          553.9             2.67128              11.382
           9762       0.158654             MS      3.074e+12    2.13329e+12          307.4             2.32905              11.092
           9781       -1.16948             MS      4.196e+09    6.19897e+10         0.4196            0.792319              10.352
           9782       0.397982             MS      3.456e+11    1.38227e+11          34.56             1.14059              10.202
           9786        0.79322             SB      1.275e+12    2.05253e+11          127.5             1.31229              10.112
           9790       0.221866             MS      1.014e+12    6.08375e+11          101.4             1.78417              10.822
           9798       0.249729             MS       5.77e+11    3.24673e+11           57.7             1.51145              10.512
           9813      -0.411376             MS      7.832e+09    2.01952e+10         0.7832            0.305249             9.68195
           9821       -0.61953             MS      1.353e+11    5.63414e+11          13.53             1.75083              10.612
           9824       0.273075             MS       1.54e+11    8.21195e+10           15.4            0.914446              10.232
           9837      -0.413652             MS      1.896e+11    4.91463e+11          18.96             1.69149              10.592
           9846      -0.690656             MS      9.216e+09    4.52062e+10         0.9216            0.655198              10.162
           9849      -0.426938             MS       6.44e+10    1.72117e+11           6.44             1.23582              10.232
           9861       -0.25013             MS      7.885e+10    1.40259e+11          7.885             1.14693              10.252
           9862      -0.240046             MS      2.683e+10    4.66301e+10          2.683            0.668666              10.232
           9879      -0.590108             MS      2.593e+08    1.00905e+09        0.02593           -0.996089             7.47995
           9887       0.549264             MS        2.6e+09    7.34023e+08           0.26            -1.13429             8.18995
           9891        0.30248             MS      1.589e+11    7.91852e+10          15.89            0.898644             9.66995
           9900      -0.710515             MS      6.176e+10    3.17119e+11          6.176             1.50122              10.802
           9902       0.636618             SB      3.292e+11     7.6005e+10          32.92            0.880842             9.81195
           9916       0.684868             SB      1.517e+12    3.13413e+11          151.7             1.49612             9.92195
           9918      -0.626646             MS      1.281e+11    5.42245e+11          12.81              1.7342              10.952
           9921      0.0539474             MS      7.424e+10    6.55678e+10          7.424            0.816691              10.072
           9922       0.480096             MS      4.139e+10    1.37025e+10          4.139            0.136799             9.24995
           9927      -0.775453             MS      3.824e+10    2.28019e+11          3.824             1.35797              10.622
           9928       0.218207             MS       5.74e+10      3.473e+10           5.74            0.540705             9.98195
           9931       0.235005             MS      3.532e+11    2.05596e+11          35.32             1.31302              10.342
           9954      -0.223902             MS      8.585e+10    1.43761e+11          8.585             1.15764              10.232
           9957    -0.00923568             MS       3.32e+10    3.39136e+10           3.32            0.530374             9.68995
           9958       -0.13402             MS      2.676e+10    3.64339e+10          2.676            0.561506             9.72995
           9964        0.64618             SB      5.742e+11    1.29683e+11          57.42             1.11288             9.92195
           9970       0.389318             MS      1.194e+12    4.87176e+11          119.4             1.68769              10.832
           9973      -0.900954             MS      7.827e+10    6.23088e+11          7.827             1.79455              11.122
           9981       0.622913             SB      1.262e+12    3.00709e+11          126.2             1.47815              10.092
           9986      -0.390458             MS      7.355e+09    1.80734e+10         0.7355            0.257041             9.61995
           9988            -99        unknown      5.546e+12            -99          554.6                 -99                 -99
           9991      0.0996797             MS      7.299e+11    5.80208e+11          72.99             1.76358              10.842
           9999     -0.0218177             MS      4.462e+11    4.69188e+11          44.62             1.67135              10.162
          10002      -0.637276             MS      1.024e+11    4.44197e+11          10.24             1.64758              10.632
          10004       -1.18025             MS        7.1e+09    1.07525e+11           0.71             1.03151              10.602
          10005      0.0250353             MS      1.785e+12    1.68501e+12          178.5              2.2266              11.002
          10006       0.280485             MS      6.894e+11    3.61399e+11          68.94             1.55799              10.352
          10008      0.0288238             MS      4.265e+11    3.99112e+11          42.65              1.6011              10.312
          10012   -0.000644973             MS      3.709e+11    3.71451e+11          37.09              1.5699              10.592
          10019       -0.52001             MS      7.107e+10     2.3534e+11          7.107              1.3717              10.022
          10026      -0.241498             MS      1.723e+10    3.00458e+10          1.723            0.477783             9.59995
          10027      -0.817593             MS      7.209e+09    4.73661e+10         0.7209            0.675468              10.152
          10029       0.610761             SB      1.445e+11    3.54085e+10          14.45            0.549107             9.53195
          10044      -0.459737             MS      1.327e+10    3.82479e+10          1.327            0.582608              10.072
          10059       0.837945             SB      4.077e+12    5.92101e+11          407.7              1.7724              10.282
          10070       0.198005             MS      8.986e+11    5.69589e+11          89.86             1.75556              10.862
          10077       0.294627             MS      3.877e+11    1.96729e+11          38.77             1.29387              10.492
          10084       -0.37493             MS      1.475e+09    3.49721e+09         0.1475           -0.456278             8.94995
          10090      0.0793013             MS      6.534e+09    5.44349e+09         0.6534           -0.264122             9.13995
          10093      -0.407577             MS        1.7e+11    4.34537e+11             17             1.63803              11.072
          10107    -0.00553154             MS      3.283e+10    3.32508e+10          3.283            0.521802             9.51995
          10109            -99        unknown      2.222e+12            -99          222.2                 -99                 -99
          10110       0.391132             MS      1.201e+12     4.8799e+11          120.1             1.68841              10.682
          10111       0.331042             MS      1.033e+11    4.82012e+10          10.33            0.683058             9.83195
          10120     -0.0180708             MS      4.058e+11    4.23041e+11          40.58             1.62638              10.572
          10123      0.0916744             MS       5.11e+10    4.13758e+10           5.11            0.616747             9.78195
          10126       0.206464             MS      1.621e+11    1.00767e+11          16.21             1.00332              10.232
          10127      -0.170081             MS      4.436e+11    6.56254e+11          44.36             1.81707              10.792
          10131       0.608326             SB      4.465e+11    1.10026e+11          44.65              1.0415             9.94195
          10133       0.364745             MS      3.235e+11    1.39678e+11          32.35             1.14513             9.79195
          10134        0.20604             MS      3.296e+10    2.05091e+10          3.296            0.311947             9.18995
          10145      -0.154529             MS      4.259e+10    6.07906e+10          4.259            0.783836             9.98195
          10149      -0.106641             MS      5.923e+11    7.57152e+11          59.23             1.87918              10.892
          10155      -0.892953             MS      3.263e+09    2.55017e+10         0.3263             0.40657              10.042
          10159        0.38572             MS      1.001e+11    4.11826e+10          10.01            0.614714              10.032
          10162     -0.0807202             MS      1.045e+11    1.25845e+11          10.45             1.09984              10.382
          10175    -0.00728579             MS      7.249e+10    7.37164e+10          7.249            0.867564             9.86195
          10177     -0.0532226             MS       1.22e+11    1.37906e+11           12.2             1.13958              10.302
          10181      -0.106592             MS      1.308e+11    1.67186e+11          13.08              1.2232              10.092
          10184      -0.258311             MS      9.057e+10    1.64171e+11          9.057              1.2153              10.162
          10205       0.111564             MS       1.91e+11     1.4773e+11           19.1             1.16947              10.192
          10206      -0.331394             MS      6.732e+09     1.4439e+10         0.6732            0.159538             9.49995
          10222       0.227042             MS      5.769e+11    3.42025e+11          57.69             1.53406              10.812
          10239     -0.0675787             MS      5.504e+11    6.43068e+11          55.04             1.80826              10.372
          10247       0.715389             SB      3.011e+12    5.79858e+11          301.1             1.76332              10.182
          10249     -0.0175274             MS      6.244e+11    6.50115e+11          62.44             1.81299              10.302
          10250     -0.0853592             MS      2.805e+10    3.41422e+10          2.805            0.533292             9.52995
          10251      -0.516415             MS       1.55e+11    5.09033e+11           15.5             1.70675              10.582
          10255       0.567172             MS      1.877e+12    5.08502e+11          187.7             1.70629              10.172
          10264       0.441314             MS      6.619e+10    2.39595e+10          6.619            0.379478             9.12195
          10308      -0.114096             MS      1.704e+11    2.21598e+11          17.04             1.34557              10.072
          10311       0.285789             MS      5.518e+10    2.85754e+10          5.518            0.455993             9.85195
          10315       -1.34548             MS      5.955e+09    1.31934e+11         0.5955             1.12036              10.752
          10318            -99        unknown      5.396e+11            -99          53.96                 -99                 -99
          10326     -0.0527247             MS      8.854e+10    9.99687e+10          8.854            0.999864             9.96195
          10327      -0.133256             MS      1.454e+11    1.97615e+11          14.54             1.29582              10.292
          10331      0.0692083             MS      2.296e+10    1.95778e+10          2.296            0.291764             9.72995
          10335        2.45794             SB      2.035e+10    7.08966e+07          2.035            -2.14937             6.94195
          10336            -99        unknown      4.598e+12            -99          459.8                 -99                 -99
          10341       0.324183             MS      7.936e+10      3.762e+10          7.936            0.575419              10.052
          10345       0.328225             MS      1.786e+11    8.38796e+10          17.86            0.923656              10.072
          10351        0.13228             MS      3.314e+11    2.44384e+11          33.14             1.38807              10.612
          10352     -0.0105422             MS      1.097e+12    1.12395e+12          109.7             2.05075              10.962
          10362      -0.244541             MS      2.771e+10    4.86606e+10          2.771            0.687177             9.63995
          10373       0.768559             SB      8.293e+11    1.41303e+11          82.93             1.15015             9.56195
